,business_id,count,name_biz,stars_biz,address,neighborhood,latitude,longitude
470,Xj7DIGRHEchJ-VVdISazQQ,85,Javier's,4.0,3730 Las Vegas Blvd S,The Strip,36.1076179578,-115.177367531
471,19S0gFtg5GTX6CkiApJiAQ,85,Frijoles & Frescas Grilled Tacos,4.5,7000 W Charleston Blvd,Westside,36.1594235,-115.2515385
473,poYsvuOmVDqF4dTnjJ780A,85,Tiabi Coffee & Waffle,4.0,3961 Maryland Pkwy,Eastside,36.1166498731,-115.138752864
474,ypfFfR3-PbtoslIhohNstw,85,Lee's Korean BBQ,3.5,"6820 Spring Mountain Rd, Ste 110",Chinatown,36.1267945039,-115.241037682
475,jgtWfJCJZty_Nctqpdtp3g,84,The Fat Greek,4.0,"4001 S Decatur Blvd, Ste 34",,36.1173478,-115.2093939
476,F0lI9okn4pzmN_iq5UqF7w,84,Pieology Pizzeria,4.0,"10965 Lavender Hills Dr, Ste 130",South Summerlin,36.1449601851,-115.332681937
477,GMrwDXRlAZU2zj5nH6l4vQ,84,Pho Thanh Huong,4.0,"1131 E Tropicana Ave, Ste D",Southeast,36.1001831,-115.138668
478,StNAnvyhVISULAFmO_Ke1Q,84,Great Links Brewhouse & Grill,4.0,"6010 W Craig Rd, Ste 110",Northwest,36.2396728,-115.2259534
480,xVEtGucSRLk5pxxN0t4i6g,84,Eiffel Tower Restaurant,4.0,3655 Las Vegas Blvd S,The Strip,36.112477,-115.172189
482,sYfHxCqHpIX2HnDhw0JRAA,84,Ohjah Japanese Steakhouse Sushi & Hibachi,4.0,"8595 S Decatur Blvd, Ste 104",Southwest,36.0334054807,-115.208426028
483,iw9p7E4bMe1YW-APcFGjgQ,84,PKWY Tavern,3.0,9820 W Flamingo Rd,Spring Valley,36.1158076406,-115.306274197
484,1ZJz840L496LAmQdeDv0WA,84,Pinches Tacos,4.0,"Shipping Container Park, 707 Fremont St",Downtown,36.1675261791,-115.138435028
485,Gen0ei06dGq13OJ8DRXUjg,84,Metro Pizza,4.0,1395 E Tropicana Ave,Southeast,36.1003692,-115.134347
487,wKA2y-F_fPcBDOkpzDB9eQ,84,Viva Zapatas Mexican Restaurant & Cantina,4.0,3826 E Craig Rd,,36.2407047,-115.0961525
489,SEjyjYlMfFFzkHaru6JadA,84,Ricardo's Mexican Restaurant,3.5,4930 W Flamingo Rd,,36.1159213,-115.208547
490,So132GP_uy3XbGs0KNyzyw,84,Casa Di Amore,4.5,2850 E Tropicana Ave,Southeast,36.1003826,-115.1116708
491,v_yCY6NCwxCPIsNZR80UfQ,83,Donut Bar,4.5,"124 S 6th St, Ste 140",Downtown,36.1679398,-115.1404681
493,cOJ1uIVIHCiefUyWG2wDfw,83,The Blind Pig,4.0,Panaroma Towers,,36.1073888656,-115.181590095
494,V-0qRzBHKixmQgon_fW_AA,83,Makai Pacific Island Grill,4.5,"5165 S Fort Apache Rd, Ste 150",Spring Valley,36.0957104,-115.2982167
496,IVnGPHdTyu_GbLo9mXj98w,83,Ramen Tatsu,4.5,"3400 S Jones Blvd, Ste 6",Chinatown,36.1276603052,-115.224217679
497,IOEGLxXwCNiq4P-U359D7Q,82,Those Guys Pies,4.0,2916 Lake E Dr,The Lakes,36.1385152,-115.2843553
498,wYrkCpUlxhb89nnNGUX4AA,82,Kushiyaki Inyo,4.5,"6000 W Spring Mountain Rd, Ste 1B",Chinatown,36.126117184,-115.223357154
499,VKmGedwOk-16D7OawNg_ng,82,Buffet Asia,3.0,2380 S Rainbow Blvd,Westside,36.1447569,-115.242249
500,uGcC3CKAolcwfOTMjjoexQ,82,Smashburger,3.5,7541 W Lake Mead Blvd,,36.1956879636,-115.258802564
501,2dCnTMv3Hh-fM8bOjYS4Xw,82,Nevada Chicken Cafe,3.5,"6155 W Sahara Ave, Ste 1&3",Westside,36.1437858,-115.2266305
503,CoyeXg8FBsS_d20QzNIy-A,82,Makers & Finders Coffee,4.5,"1120 S Main St, Ste 110",Downtown,36.157897,-115.153959
505,FYqFfaxVRW6pdviONXIoDw,82,Fleming's Prime Steakhouse & Wine Bar,4.0,6515 S Las Vegas Blvd,Southeast,36.0695675256,-115.173747385
506,UidEFF1WpnU4duev4fjPlQ,81,Therapy,4.5,518 E Fremont St,Downtown,36.1689017707,-115.139872374
507,fW7SHgmidc32kHSoyLTM2A,81,Our Families Country Cafe,3.5,10591 S Rainbow Blvd,Southwest,35.9984328257,-115.244157314
508,z5J9U_HU4iVLwaCH6rdC2w,81,Lo-Lo's Chicken and Waffles,3.0,2040 N Rainbow Blvd,,36.196409,-115.2402479
509,FfG8twx5K18y268Gp4dSKA,81,Hooters,2.5,7155 S Rainbow Blvd,Southwest,36.0582206,-115.2436309
511,aNe8ofTYrealxqv7VtFTuw,81,Sierra Gold,3.5,6515 S Jones Blvd,Spring Valley,36.0703249,-115.2249525
513,y0x795PyDX8JL_oyIaTUiQ,81,Blueberry Hill Family Restaurant,3.5,1280 S Decatur Blvd,Westside,36.1564277,-115.2076923
515,O3OH5IEFMPtz7mPKakPZ3Q,81,Japaneiro,4.5,"7315 W Warm Springs Rd, Ste 170",Southwest,36.0552046,-115.2509345
516,oXoVJ0xKv82cBo9U6oEjlQ,81,Chayo Mexican Kitchen + Tequila Bar,3.5,3545 S Las Vegas Blvd,The Strip,36.1175744315,-115.171528026
517,gHoP4eJimaMltfUlp6EP4Q,81,Sammy's Woodfired Pizza and Grill,4.0,6500 W Sahara Ave,Westside,36.144512,-115.2366621
518,MXC9pwIxovWUc9yu1F8OxA,81,Sushi Twister,4.0,5566 Boulder Hwy,,36.1007412933,-115.052618219
519,WO1sgbYB6u6VVcvChanp5g,80,Dae Jang Keum Korean BBQ & Tofu Restaurant,3.0,3943 Spring Mountain Rd,Chinatown,36.1258698833,-115.192326648
520,saQQmDQQJ14BVkm_sg53UA,80,Zaytoon Mediterranean Market and Kabob,4.5,"3655 S Durango Dr, Ste 11-14",Spring Valley,36.1231920415,-115.279892041
521,hDL3Q-GNQlOuE04_zWEMJA,80,Krazy Buffet,3.5,8095 W Sahara Ave,Westside,36.1432784,-115.2674831
522,78hGCrQ6wLA2yh8zMywnmw,80,Wahoo's Fish Tacos,3.5,1000 S Rampart,Westside,36.1603422,-115.2913214
523,S599hCA4kJJO3_b6SRFKoA,80,Michoacan Gourmet Mexican Restaurant,3.5,7870 W Tropical Pkwy,Centennial,36.2713574092,-115.266850034
524,Bm8nRUsZ-dK6g2eJLxMTOw,80,Naka Sushi,4.0,"8540 W Lake Mead Blvd, Ste 120",Summerlin,36.199816342,-115.27929157
525,ZFyJ83LJkkO1dP82kzXKNg,80,Raising Cane's,4.0,1120 E Flamingo Rd,Eastside,36.1149831,-115.1397985
527,Rj-7ymdw8aNZBRqGRAjR3Q,80,El Segundo Sol,4.0,3200 Las Vegas Blvd S,The Strip,36.1272241,-115.1715512
529,OFw59czUoeeosFMKfRawmg,80,Gordon Biersch Brewery Restaurant,3.5,3987 Paradise Rd,Eastside,36.1170027,-115.1552488
530,-K82LBrI3H0FVuhTbNDpRA,79,Shoku Ramen,3.5,"470 E Windmill Ln, Ste 110",Southeast,36.0425315584,-115.152754052
531,jBs2HmEOkqCvdHNnw3N-og,79,Red Robin Gourmet Burgers,3.5,7860 W. Tropical Parkway,Centennial,36.271428,-115.266543
532,gBfPyzPRmeOaj3SdcIj0Rw,79,Sushi Roku,4.0,"Forum Shops Caesar's Palace, 3500 Las Vegas Blvd S, Ste T18",The Strip,36.118966,-115.17305
533,h_g5HV6Fw2rinZ3xqFwygw,79,Seasons Buffet,3.5,3333 Blue Diamond Rd,Southwest,36.0412834,-115.1833103
535,u3nwislXMKKwkpHAXAArbQ,79,KJ Kitchen,3.5,5960 Spring Mountain Rd,Chinatown,36.1258098,-115.2230979
536,BjH8Xepc10i6OhCDQdX6og,79,Emeril's New Orleans Fish House,3.5,3799 Las Vegas Blvd S,The Strip,36.105982,-115.169191
537,w12x7UBSSRsdbp3ZqguG3Q,79,Palm Restaurant,4.0,"Caesar's Palace, 3500 Las Vegas Blvd S",The Strip,36.118329,-115.176032
539,FhIeCF6QrsLaRvAeu0oEPQ,79,Bob Taylor's Ranch House,3.5,6250 Rio Vista St,Centennial,36.2747255482,-115.245787036
540,WmLTIN4qzZ8SjpPxsPH27Q,78,Windy City Beefs N Dogs,4.5,"7500 W Lake Mead Blvd, Ste 10",,36.1974376,-115.257775
541,PyrcymoNDAJDm_Zn9yl-7A,78,Café Berlin,4.5,4850 W Sunset Rd,,36.0724469893,-115.20714283
542,pHA8wyVcrkhI4wQ3mt6NHw,78,Which Wich,3.5,"2192 N Rainbow Blvd, Ste 100",,36.1991721483,-115.241808796
543,SqxIx0KbTmCvUlOfkjamew,78,Thai Style Noodle House,4.0,2267 N Rampart Blvd,Summerlin,36.201845,-115.282141
544,DqcD3YflYhArFsC4KVUnOw,78,Nothing Bundt Cakes,4.5,"9711 S. Eastern Avenue, #H10",Southeast,36.0126441,-115.1196051
546,8SwMaPL6AJIs1ZPSZ3NJ4w,78,Forte European Tapas Bar and Bistro,4.0,"4180 Rainbow Blvd, Ste 806",Spring Valley,36.112856,-115.242389
548,9IpKGHaPy3hhXo9g5Bt7lg,78,Metro Pizza,4.0,"4001 S Decatur Blvd, Ste 39",,36.1184484856,-115.209104221
549,SZEFE5hL7aN5nM-A44iPwQ,78,Prime,4.0,3600 S Las Vegas Blvd,The Strip,36.113596,-115.174923
551,K7fip0nDFFdCC7OCnNOotQ,77,Hyde Bellagio,3.5,3600 S Las Vegas Blvd,The Strip,36.1140656,-115.1730043
552,L_ZLtfHvfzfoNVQ0-okTXg,77,SW Steakhouse,4.0,3131 Las Vegas Blvd S,The Strip,36.1261670801,-115.166813653
553,56Ll9rqG2WxXj4X2pmlkHQ,77,Sweet Tomatoes,3.5,2080 N Rainbow Blvd,,36.1972325,-115.2404774
554,nUpz0YiBsOK7ff9k3vUJ3A,77,Buddy V's Ristorante,4.0,"The Venetian, 3327 S Las Vegas Blvd",The Strip,36.123406,-115.170188
555,SAfuIUZMXrOnb3LWyvYjDA,77,Jun's Korean Restaurant,3.5,"8826 S Eastern Ave, Ste 113",,36.029295364,-115.115884515
556,DLJCwHGtbAV31UQ1lnIjlw,77,Siena Italian Authentic Trattoria and Deli,3.5,9500 W Sahara Ave,Westside,36.1449499,-115.301818
557,ostVuyoxxQiP3Qik_L7nPA,77,BJ's Restaurant & Brewhouse,3.0,5881 Centennial Center Blvd,Centennial,36.269812,-115.261465
559,yNVcnSaMSrTmjJBMrHTy9w,77,Battista's Hole In the Wall,3.5,4041 Linq Ln,The Strip,36.115471,-115.1679198
561,-Ylpy3VyRWwubf9dysuwjQ,77,The Cheesecake Factory,4.0,3500 South Las Vegas Blvd.,The Strip,36.118864339,-115.178106512
562,698nukvxe7mq2Fra5vDikQ,77,Rise & Shine a Steak & Egg Place,4.0,9827 W Flamingo Rd,Spring Valley,36.1142829,-115.3064409
563,UT6L3b7Zll_nvRidijiDSA,77,Five50 Pizza Bar,4.0,3730 Las Vegas Blvd S,The Strip,36.107291,-115.173703
564,G6BwYw_0_atLPTzI1uokIA,77,Nacho Daddy,4.0,9560 W Sahara Ave,Westside,36.1449407,-115.3028257
565,NQhPS0MUKJgBUB6PTLlmzA,76,Pho Bosa,4.0,3711 S Valley View,Chinatown,36.1224049688,-115.190958381
566,fQt4D34vcJNtEf8Q4zte3w,76,TAO Asian Bistro,3.5,"The Venetian, 3355 S Las Vegas Blvd",The Strip,36.1227352674,-115.170028624
567,EUWBT5GDxPC95w9itZ1EHw,76,Garden Court Buffet,3.5,200 N Main St,,36.1740973156,-115.145109872
568,wdOOK3K6vzQy1d_OIk-U9w,76,Yama Sushi,3.5,3909 Spring Mt Rd,Chinatown,36.1264728,-115.1919017
570,CZhc8YXdFLhAI4ViC2ERTg,76,Viva Mercado's Mexican Bar & Grill,4.0,"9440 W Sahara Ave, Ste 165",Westside,36.1455404,-115.3007591
572,HfuIfYB_CxMAAJiEnxDl9w,76,Sushi Loca,3.5,6181 Centennial Center Blvd,Centennial,36.2725325,-115.2667252
574,4GXII-GU7S0ZyU6ElkhscQ,76,Hooters Casino Hotel,2.5,115 E Tropicana Ave,Southeast,36.100562,-115.167672
575,OVTZNSkSfbl3gVB9XQIJfw,76,Cravings Buffet,3.0,3400 Las Vegas Blvd S,The Strip,36.121237,-115.174105
577,PgJgpW4TKQ8IoALH2Yq-zA,76,Bayside Buffet at Mandalay Bay,3.0,3950 S Las Vegas Blvd,The Strip,36.0912192601,-115.1758039
578,rTS8LsUmNIiXsXydE49tPA,75,Margaritaville - Las Vegas,3.5,3555 Las Vegas Blvd S,The Strip,36.1163474,-115.1723373
579,gtB-1QxTscdPj78UE5sWuQ,75,Shucks Tavern & Oyster Bar,3.5,9338 W Flamingo Rd,Spring Valley,36.1152215167,-115.294361775
580,lKH_cqeaeVpHdsO2dK58OA,75,Smashburger,3.5,5655 Centennial Center Blvd,Centennial,36.2644291578,-115.257308033
581,sf3kp0H13jZYEmS1A8Etcw,75,View Wine Bar & Kitchen,4.0,"420 S Rampart Blvd, Ste 150",Westside,36.1671853,-115.2855266
582,ruWTngdiC68O9la27hvvHw,75,Foundation Room,4.0,3950 S Las Vegas Blvd,The Strip,36.0918639,-115.1751614
584,YQ--LJ7pvjiDSqNv0TuKTQ,75,Grimaldi's Pizzeria,4.0,"The Palazzo, 3327 Las Vegas Blvd S, Ste 2710",The Strip,36.1248767264,-115.169034004
585,kJAmLFgiIjtjULunpr3NNg,75,Blue Ribbon Sushi Bar and Grill,3.5,3708 Las Vegas Blvd S,The Strip,36.109669,-115.174321
587,tXqaK0lBEE1XJbzDPsdFvg,75,Farmer Boys,3.5,5847 S. Decatur Blvd.,Spring Valley,36.083996,-115.2085119
589,TVbVii4EUQt9DG7y698zIw,74,ARIA Café,2.5,3730 Las Vegas Blvd S,The Strip,36.1073273138,-115.176129438
590,duw-3Aj7gAKbQG-isS5UtQ,74,Veranda,4.0,"Four Seasons Hotel, 3950 S Las Vegas Blvd",The Strip,36.0904354064,-115.17422274
591,7UFDAX4wLi6ux5otguYldA,74,Andiron Steak & Sea,4.0,1720 Festival Plaza Dr,Summerlin,36.1584768423,-115.331681809
592,cyzOijFJ82cae6qH6L8vuw,74,Arawan Thai Bistro and Dessert,4.5,"953 E Sahara Ave, Ste E-14",Eastside,36.1422857525,-115.142520846
593,XjepvTIfp4iqGq1orODedg,74,Four Kegs Sports Bar,4.0,"276 N Jones Blvd, Ste B",,36.1759036894,-115.223261777
594,_3FxLxdg1unUQc3QqIgJuA,74,T-Bones Chophouse,3.5,"Red Rock Casino Resort Spa, 11011 W Charleston Blvd",Summerlin,36.1582165859,-115.33241272
595,q3YnYPjLuBGRDi_59yTC5g,74,Sidestreet Pho and Grill,4.5,"8560 W Desert Inn Rd, Ste D1",Westside,36.1300289,-115.2777727
596,KUOa1acSFn6DkO9jp-sn6A,74,Famous Dave's Bar-B-Que,3.5,4390 Blue Diamond Rd,Southwest,36.0372728,-115.1984441
598,e7N0AW-sKkJmRIpEovxBAg,74,Aces & Ales,4.0,"2801 N Tenaya Way, Ste A",,36.2111233966,-115.249689339
599,Y07qIurPKiUJDnTZWxZN2A,73,Bistro Buffet,3.0,4321 W Flamingo Rd,,36.115137,-115.195433
601,9c3LlXubVkbMwIrS8dIp0Q,73,Ribs & Burgers,3.5,"2010 Festival Plaza Dr, Ste 170",South Summerlin,36.149123,-115.332938
603,1Df5WnLX3DqN6ymlhqznaQ,73,Roy's Restaurant,4.5,620 E Flamingo Rd,Eastside,36.11511815,-115.1497355
605,TT658qQinO6MBHP9q7rJ8w,73,Lola's A Louisiana Kitchen,4.0,1220 N Town Center Dr,Summerlin,36.183143,-115.308819
606,s0vNtuLs1cwEqHTXKiS05w,73,Babystacks Cafe,4.0,"7090 N Durango Dr, Ste 140",Centennial,36.2896832,-115.2868474
608,XnJeadLrlj9AZB8qSdIR2Q,73,Joël  Robuchon,4.5,3799 Las Vegas Blvd S,Eastside,36.103399,-115.167725
610,O_C-2kZMHGnq3ZDL_OaG6Q,73,Morels French Steakhouse & Bistro,3.5,"The Palazzo, 3325 Las Vegas Blvd S",The Strip,36.1246035827,-115.168988486
611,PJPO9AYkt__t4kSWdSWnfw,73,MTO Café,3.5,"10970 Rosemary Park Dr, Ste 100",South Summerlin,36.1508714858,-115.33308159
612,aKcqKNcbwNydCBnvAA4TeQ,73,"Downtown Grand Hotel & Casino, an Ascend Hotel Collection Member",3.5,206 North 3rd St,Downtown,36.1724073419,-115.141844067
613,dzKDFiWLkspVBJKGfT0M2g,72,Oyshi Sushi,4.0,7293 W Sahara Ave,Westside,36.143582706,-115.251559111
614,R7LyTeiOHLyTNkA8HssBRQ,72,Los Tacos,4.0,4001 W Sahara Ave,Westside,36.1441999,-115.1944048
616,dOGLTIMqqQZn8xxBRsU6CQ,72,Kung Fu Thai & Chinese Restaurant,3.5,3505 S Valley View Blvd,Chinatown,36.1261484,-115.1904588
617,vYOtdnBm-45KQiiHj8jqaw,72,Mandarin Oriental Tea Lounge,4.0,3752 Las Vegas Blvd S,The Strip,36.1062048737,-115.174350297
618,zsQk990PubOHjr1YcLkQFw,72,Dakao Sandwiches,4.0,"5700 W Spring Mountain Rd, #I",Chinatown,36.1257411,-115.2191508
619,0xvdC8F0HmFpAFkJk6nXLg,72,Yojié Japanese Fondue,4.5,"9440 W Sahara Ave, Ste 175",Westside,36.1455632,-115.3006082
621,NIOwzgujIXKVBEVNTQBXpg,72,Jjanga Steak & Sushi,4.0,"6125 S Fort Apache Rd, Ste 200",Spring Valley,36.0765586,-115.2986392
622,_Kd0kQ8RF70hJ1ykLqCRyQ,72,Cafe Rio,3.5,9595 S Eastern Ave,Southeast,36.0154353334,-115.119496901
623,-LzUYsR54hd8cCiYXTquRA,72,French Market Buffet,3.0,4500 W Tropicana Ave,,36.1027231891,-115.202593803
624,Er8DpPwf_lHHv64ncWhD8g,72,The Henry,3.5,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",The Strip,36.1098769,-115.1731471
626,bzI2YREsxDomhVvvaZmcSw,72,Sammy's Woodfired Pizza and Grill,4.0,"7345 Arroyo Crossing Pkwy, Ste 100",Spring Valley,36.063237,-115.252315
627,l3joBBpkq0ib11dKUpKMAw,71,Karaoke Q Studio,4.5,"3400 S Jones Blvd, Ste 11",Chinatown,36.1273078,-115.2243612
629,3Jq5LfJ5fmJ5KmuA6VHmzw,71,Topgolf,3.5,4627 Koval Ln,Eastside,36.1059960332,-115.164722298
630,9XelmxS5q9tv7uClvjGqMg,71,Seafood City Supermarket,3.5,3890 S Maryland Pkwy,Eastside,36.1182191,-115.1357269
632,dxeu5YQIzw0jOp1cSVkimg,71,Izakaya Go,4.5,"3775 Spring Mountain Rd, Ste 301",Chinatown,36.1257028382,-115.189529033
633,iIwKW2cBAxjElE8eUzjwqA,71,Bobby's Burger Palace,4.0,3750 South Las Vegas Blvd,The Strip,36.1058300263,-115.173315049
634,5Lcit9Zt6TF9bmKoFMhF0g,71,Noodle Pot,3.5,"4215 Spring Mountain Rd, Ste B112",Chinatown,36.1253970859,-115.196422914
635,4mb32UmQULqg7IMck28vog,71,Pinches Tacos,4.0,"9205 W Russell Rd, Ste 190",Spring Valley,36.0845762,-115.2932145
636,MwCai0x6GILtK4KkwufZig,71,The Martini,4.0,1205 S Fort Apache Rd,Westside,36.1571926,-115.2930234
637,N7yuiiu8jhQ-Fl9Npflreg,70,Lemongrass,3.5,3730 Las Vegas Blvd S,The Strip,36.1077099028,-115.175769949
638,0InA3Ffj8MxyQV9hgsyYcQ,70,Novecento Pizzeria,4.0,"5705 Centennial Center Blvd, Ste 170",Centennial,36.2651489,-115.2595274
639,N8D-5-fW7EkBdKjNYGhu0A,70,La Cave Wine and Food Hideaway,4.0,3131 Las Vegas Blvd. South,The Strip,36.129868,-115.164896
640,czyhvf93Txsfxdxqcm16mA,70,Rice n Noodle,4.0,"7910 S Rainbow Blvd, Ste 105",Southwest,36.0441239,-115.2429386
642,K2_zfa7cKbg5klHJYqoWnw,70,Hot N Juicy Crawfish,4.0,9560 S Eastern Ave,Southeast,36.0144563702,-115.117986997
643,_j2EtQtgLuXGRBfbM5YwZA,70,Noodle Asia,3.5,"The Venetian, 3355 Las Vegas Blvd S",The Strip,36.12008,-115.17106
645,JcFyuyo0Rt6gDiVZ9yJ3VQ,70,Krayvings,4.0,"11770 W Charleston Blvd, Ste 150",Summerlin,36.1593238,-115.351451
647,_kdpjoGrIzA64E6aXHA66w,70,Barcelona Tapas,4.0,10690 Southern Highlands Pkwy,Southwest,35.995577,-115.205172
649,km5aBHRss5ir_B0jvEErzQ,70,McFadden's Restaurant and Saloon,2.0,"6593 Las Vegas Blvd S, Ste 222",Southeast,36.0684803,-115.1776797
650,68jn0s0snbO5dhasLaVvDw,69,Flock & Fowl,4.5,380 W Sahara Ave,The Strip,36.144296015,-115.162691921
651,ibFdignja_hNpgCjDYP7Ug,69,Wahoo's Fish Tacos,3.5,7020 W Sunset Rd,Spring Valley,36.0708627333,-115.244947596
652,PtwW1Hwme8Y0wy54zNr8Xw,69,Egg Works,4.5,2025 Village Center Dr,Summerlin,36.1910596779,-115.304284944
653,bSY97kgQpJ5BrpgW40V1qg,69,THE Steak House,4.0,2880 S Las Vegas Blvd,The Strip,36.137041,-115.164611
655,MqIgMLUdD53r_dmx1goYJg,69,Shucks Tavern & Oyster Bar,3.5,7155 N Durango Dr,Centennial,36.291036,-115.288192
656,74pWjFssgqyhaVg-YCUo3A,69,The Cracked Egg,4.0,7660 W Cheyenne Ave,Northwest,36.2191781,-115.2624712
658,PM0A7ZgbxvtbRCj931PbyQ,68,Shabu Grill,3.5,"1263 E Silverado Ranch, Ste 106",Southeast,36.013144,-115.136143
659,YnmtUJGqQIQL9tz1MRyfqA,68,Michael Mina Pub 1842,4.0,3799 Las Vegas Blvd S,Eastside,36.1030179172,-115.167688876
660,6bgjcFOy4WHMyw62_1V9Pw,68,Panera Bread,3.5,5130 South Fort Apache Rd,Spring Valley,36.0957996497,-115.296600759
661,y7Js-07RF8d3N_AEtaw2VQ,68,Heart Attack Grill,3.0,450 Fremont St,The Strip,36.1065513,-115.1721069
662,sZsJooAzpKqOvDysphkqpQ,68,Pop Up Pizza,4.0,1 S Main St,Downtown,36.1721756,-115.1468294
663,VWtT4DKxQ4YVRWT88Z5SMA,68,Sambalatte,4.0,"6555 S Jones Blvd, Ste 100",Spring Valley,36.0698215199,-115.224872182
664,SzzrUeJGnl_LQAJXMK8wQw,68,Omoide Noodles & Bowls,3.5,7745 S Rainbow Blvd,Southwest,36.0477111,-115.2435475
665,BcW7Z9lPmOB_8eS2lEuOqQ,68,Musashi Japanese Steakhouse,4.0,3900 Paradise Rd,Eastside,36.1188384,-115.1544802
667,DVJkxZkLKS76Khb2y6XA6A,68,ProteinHouse,3.5,"9555 S Eastern Ave, Ste 125",Southeast,36.0160520683,-115.119517202
668,ohz8ljVxcZMo2bMGrBZfgw,68,Origin India Restaurant & Bar,3.5,"4480 Paradise Rd, Ste 1200",Eastside,36.108898,-115.151261
670,bzyoY6HHZJS39fspg-6DrA,68,Dickey's Barbecue Pit,3.5,7430 Las Vegas Blvd. South,Southeast,36.0544189,-115.1714995
672,bRR4gsjHv0F_RnRGjQBqlg,67,CJ's Italian Ice & Custard,4.0,3555 S Durango Dr,Spring Valley,36.1250824,-115.279539
674,Q7m8G4579-XYKV3LMW8V7g,67,Kaizen Fusion Roll and Sushi,4.0,"4480 S Paradise Rd, Ste 900",Eastside,36.1084615203,-115.151910782
675,hHe1mFDxxrtejXHfiysJJg,67,The Melting Pot,4.0,8704 W Charleston Blvd,Westside,36.1595314696,-115.285329107
676,ytk8XVFegCSdSBXLDZutpw,67,Bachi Kitchen,3.5,"6825 W Russell Rd, Ste 115",Spring Valley,36.0844749,-115.2412756
678,YaTlfyPieOXwHH16wzieFg,67,Cafe Rio,2.5,4830 Blue Diamond Rd,Southwest,36.0334392429,-115.207224121
679,vAh6WNioOEw7G9tGhd_JQw,67,Food Express Chinese Restaurant,4.0,"2003 S Decatur Blvd, Ste B",Westside,36.1497949,-115.2075998
681,N4BbeIbQNgtUEEMutu9U3w,66,Famous Dave's Barbeque - Las Vegas,3.0,1951 N Rainbow Blvd,,36.194458,-115.2430691
682,L6qd3x0bHymyxub9dF7lIA,66,Cafe Noodle & Chinese Barbeque,3.0,4355 Spring Mountain Rd,Chinatown,36.125908,-115.197904
684,VR8QvH2g-jEG5EfMzA_G9w,66,Nine Fine Irishmen,4.0,3790 Las Vegas Blvd S,The Strip,36.103087,-115.17352
685,M-SS_Kr0zlC7v8kBSRa74g,66,Hokaido Sushi,4.0,"6015 S Fort Apache Rd, Ste 150",Spring Valley,36.0789703,-115.298266
687,7-Ba9uSmYYpXgnQRoIPxMQ,66,Havana Grill,3.5,"8878 S Eastern Ave, Ste 100",Southeast,36.0279784249,-115.117866329
688,ZrXYLXcEcDvYYBErmafobg,66,Marketplace Cafe,4.5,"Nordstrom, 3200 Las Vegas Blvd S",The Strip,36.1283758336,-115.172733943
689,A4zLP5AyKEEHQr_dWEZKig,66,Cleo,4.5,2535 S Las Vegas Blvd,The Strip,36.1422486001,-115.156616047
690,CCRgGKhzxSpl38w7yhqKUw,66,Noodles,3.0,3600 S Las Vegas Blvd,The Strip,36.1122690547,-115.176300532
691,5Dccw539NNtnyCgTu5ed5A,66,Thai House,3.5,"9850 S Maryland Pkwy, Ste 17",Southeast,36.0105784998,-115.134144854
692,n7V4cD-KqqE3OXk0irJTyA,65,GameWorks,3.0,"6587 Las Vegas Blvd S, Ste 171",Southeast,36.0682585154,-115.1788768
693,UAMTM6LMA2on079oBMFBPQ,65,Lazy Joe's Fish & Chips,3.5,"7835 S Rainbow Blvd, Ste 22",Southwest,36.0458007,-115.2440943
694,Gdv3qhsDeQzZ2Ag-Tzq6vA,65,Rocco's NY Pizzeria,4.0,"10860 W Charleston Blvd, Ste 190",Summerlin,36.1612270133,-115.332990837
695,czx3G3V_f-4ZDg9YKJ0YQA,65,Osaka Japanese Bistro Summerlin,2.5,7511 W Lake Mead Blvd,,36.1956731299,-115.257341096
696,0AQnRQw34IQW9-1gJkYnMA,65,Diablo's Cantina,3.0,3770 Las Vegas Blvd S,The Strip,36.1041326556,-115.17354363
697,h7s4MRVvB726jWHCHiQ9kw,65,Texas de Brazil,4.5,6533 Las Vegas Blvd S,Southeast,36.0701338,-115.1753307
698,iL2-xJ4-eMsJk88PsbivbQ,65,Anthony & Marios Broadway Pizzeria,4.0,840 S Rancho Dr,Downtown,36.1617046,-115.1734184
699,q4v-I9j1v7WqtxR12uEMxQ,65,Beach Hut Deli,4.0,"9500 S Eastern Ave, Ste180",,36.016485,-115.117119
701,nMaIIKEAW2cTEWbEyeFyXQ,65,Surang's Thai Kitchen,4.0,"5455 S Fort Apache Rd, Ste 105",Spring Valley,36.089564,-115.2974352
702,gRCEObNuHtI61xR32ytqNQ,65,Palace Station Hotel & Casino,2.5,2411 W Sahara Ave,,36.1427819,-115.1747468
704,5ma1OUQWy_Ds80xUiP7JPQ,65,Fuku Burger,4.0,3429 S Jones Blvd,Chinatown,36.126605687,-115.225238855
705,D6K3VT6S8FwFm4u5uN8T8g,65,Moko Ramen Bar,4.5,"6350 W Charleston Blvd, Ste 120",Westside,36.1595762338,-115.233089299
706,pik4ebdFa0UcUhnNkivFcg,65,Carmine's,4.0,3500 S Las Vegas Blvd,The Strip,36.1184749,-115.1755707
707,3FlWR_osNPb8dcqLgHebHw,65,Mimi's Cafe,3.0,1121 S Fort Apache,Westside,36.1576912,-115.2918796
