Year,Rank,Name,College,Conference,Games,Punts,Punt_Yards,Avg_Punt
2006,79,Adam Crossett,Missouri,Big 12,13,47,1852,39.4
2006,80,Dan Titchener,Nebraska,Big 12,14,66,2592,39.3
2006,81,Kyle Tucker,Kansas,Big 12,12,58,2276,39.2
2006,82,Tim Masthay,Kentucky,SEC,13,50,1959,39.2
2006,83,John Deraney,North Carolina State,ACC,12,76,2968,39.1
2006,84,Brit Framel,Louisiana-Lafayette,Sun Belt,12,54,2109,39.1
2006,85,Zachary Whited,Nevada,WAC,11,40,1564,39.1
2006,86,Zacary Whited,Nevada,WAC,11,40,1564,39.1
2006,87,Rob Park,Mississippi,SEC,12,58,2256,38.9
2006,88,Brian Steel,Cincinnati,Big East,13,70,2715,38.8
2006,89,Jared Scruggs,Rice,CUSA,13,63,2444,38.8
2006,90,Justin Laird,Houston,CUSA,13,40,1552,38.8
2006,91,John Stec,Akron,MAC,12,60,2318,38.6
2006,92,Britt Barefoot,Southern Mississippi,CUSA,14,52,2007,38.6
2006,93,Brian Cortney,Texas Christian,MWC,12,39,1506,38.6
2006,94,Jake Brownell,Temple,Ind,12,78,3004,38.5
2006,95,Chris Keagle,Louisiana Tech,WAC,13,66,2534,38.4
2006,96,Chris Gould,Virginia,ACC,12,56,2148,38.4
2006,97,Greg Woidneck,Southern California,Pac-10,13,48,1838,38.3
2006,98,Blake McAdams,Mississippi State,SEC,12,68,2598,38.2
2006,99,Jim Laney,Western Michigan,MAC,13,62,2369,38.2
2006,100,P.J. Fitzgerald,Alabama,SEC,13,57,2176,38.2
2006,101,Justin Teachey,South Florida,Big East,13,45,1718,38.2
2006,102,Jacob Skinner,Arkansas,SEC,14,61,2327,38.1
2006,103,Brett Shrable,Arkansas State,Sun Belt,12,52,1983,38.1
2006,104,Greg Veteto,Navy,Ind,11,41,1563,38.1
2006,105,Ben Woods,Buffalo,MAC,12,67,2539,37.9
2006,106,Andy Dittbenner,Northern Illinois,MAC,10,55,2085,37.9
2006,107,Leon Jackson III,Utah State,WAC,12,74,2791,37.7
2006,108,Alex Feinberg,Duke,ACC,12,63,2366,37.6
2006,109,Andy Fenstermaker,Iowa,Big Ten,13,56,2107,37.6
2006,110,Brett Upson,Vanderbilt,SEC,12,52,1945,37.4
2006,111,Kyle Yelton,Illinois,Big Ten,12,49,1833,37.4
2006,112,Slade Larscheid,Northwestern,Big Ten,12,65,2417,37.2
2006,113,Mike O'Neill,Florida Atlantic,Sun Belt,12,60,2233,37.2
2006,114,Kyle Zimmerman,Fresno State,WAC,8,42,1546,36.8
2006,115,Ryan Hotchkiss,Texas-El Paso,CUSA,12,50,1813,36.3
2006,116,Alonso Rojas,Bowling Green State,MAC,12,56,1996,35.6
2006,117,Chris Cook,Florida International,Sun Belt,11,54,1909,35.4
2006,118,Jake Kilroy,Kent State,MAC,12,53,1751,33
2007,1,Kevin Huber,Cincinnati,Big East,13,57,2672,46.9
2007,2,Brett Kern,Toledo,MAC,12,52,2399,46.1
2007,3,Chris Miller,Ball State,MAC,13,61,2772,45.4
2007,4,Ryan Weigand,Virginia,ACC,13,52,2352,45.2
2007,5,Durant Brooks,Georgia Tech,ACC,13,65,2929,45.1
2007,6,Owen Tolson,Army,Ind,12,73,3283,45
2007,7,Jacob Richardson,Miami (OH),MAC,13,68,3063,45
2007,8,Thomas Morstead,Southern Methodist,CUSA,12,57,2545,44.6
2007,9,Patrick Fisher,Louisiana State,SEC,14,59,2627,44.5
2007,10,Tim Reyer,Kansas State,Big 12,12,58,2583,44.5
2007,11,Louie Sakoda,Utah,MWC,13,73,3231,44.3
2007,12,Justin Brantly,Texas A&M,Big 12,12,56,2475,44.2
2007,13,Michael Hughes,San Diego State,MWC,12,72,3163,43.9
2007,14,Jim Laney,Western Michigan,MAC,12,62,2720,43.9
2007,15,Keenyn Crier,Arizona,Pac-10,12,59,2577,43.7
2007,16,Andy Dittbenner,Northern Illinois,MAC,12,59,2564,43.5
2007,17,Graham Gano,Florida State,ACC,13,59,2563,43.4
2007,18,Jim Kaylor,Colorado State,MWC,12,52,2244,43.2
2007,19,Jimmie Kaylor,Colorado State,MWC,12,52,2244,43.2
2007,20,Jeremy Boone,Penn State,Big Ten,13,59,2538,43
2007,21,Ryan Harrison,Air Force,MWC,13,46,1975,42.9
2007,22,Jimmy Maners,Clemson,ACC,13,55,2354,42.8
2007,23,Billy Vinnedge,Wyoming,MWC,12,68,2901,42.7
2007,24,Justin Kucek,Minnesota,Big Ten,12,62,2645,42.7
2007,25,Pat McAfee,West Virginia,Big East,13,46,1962,42.7
2007,26,Chase Turner,Houston,CUSA,13,45,1921,42.7
2007,27,Brent Bowden,Virginia Tech,ACC,14,88,3742,42.5
2007,28,Derek Wash,Texas Christian,MWC,13,64,2723,42.5
2007,29,Britt Barefoot,Southern Mississippi,CUSA,13,48,2039,42.5
2007,30,Brian Mimbs,Georgia,SEC,13,57,2414,42.4
2007,31,Matt Fodge,Oklahoma State,Big 12,13,51,2164,42.4
2007,32,Ryan Shoemaker,Auburn,SEC,12,49,2080,42.4
2007,33,Aaron Perez,UCLA,Pac-10,13,91,3853,42.3
2007,34,Scott Love,Louisiana-Monroe,Sun Belt,12,70,2946,42.1
2007,35,Brian Pacheco,Nevada-Las Vegas,MWC,12,63,2651,42.1
2007,36,Zach Johnson,Eastern Michigan,MAC,12,56,2355,42.1
2007,37,Rob Long,Syracuse,Big East,12,75,3139,41.9
2007,38,Geoff Price,Notre Dame,Ind,9,54,2260,41.9
2007,39,Josh Syria,Oregon,Pac-10,13,71,2962,41.7
2007,40,Ben Woods,Buffalo,MAC,12,62,2583,41.7
2007,41,Brett Shrable,Arkansas State,Sun Belt,12,47,1958,41.7
2007,42,Jeremy Moore,Western Kentucky,Ind,12,46,1919,41.7
2007,43,Truman Spencer,North Texas,Sun Belt,10,65,2703,41.6
2007,44,Britton Colquitt,Tennessee,SEC,13,62,2579,41.6
2007,45,Delbert Alvarado,South Florida,Big East,13,58,2414,41.6
2007,46,Kenneth Debauche,Wisconsin,Big Ten,13,58,2412,41.6
2007,47,Ryan Succop,South Carolina,SEC,12,56,2330,41.6
2007,48,A.J. Trapasso,Ohio State,Big Ten,13,53,2199,41.5
2007,49,Swayze Waters,Alabama-Birmingham,CUSA,12,69,2859,41.4
2007,50,Terrence Brown,North Carolina,ACC,12,64,2650,41.4
2007,51,Matt Dodge,East Carolina,CUSA,13,80,3307,41.3
2007,52,Chris Keagle,Louisiana Tech,WAC,12,76,3139,41.3
2007,53,Jared Kaufman,New Mexico State,WAC,13,62,2558,41.3
2007,54,Leon Jackson III,Utah State,WAC,12,62,2558,41.3
2007,55,Dan Titchener,Nebraska,Big 12,12,49,2023,41.3
2007,56,Greg Whibbs,Troy,Sun Belt,12,47,1942,41.3
2007,57,Jay Ottovegio,Stanford,Pac-10,12,78,3215,41.2
2007,58,Ryan Donahue,Iowa,Big Ten,12,86,3533,41.1
2007,59,Zoltan Mesko,Michigan,Big Ten,13,70,2876,41.1
2007,60,Andrew Larson,California,Pac-10,13,61,2505,41.1
2007,61,Justin Moore,Texas,Big 12,10,34,1395,41
2007,62,David Defatta,Middle Tennessee State,Sun Belt,12,73,2987,40.9
2007,63,David DeFatta,Middle Tennessee State,Sun Belt,12,73,2987,40.9
2007,64,Jared Ballman,Washington,Pac-10,13,71,2906,40.9
2007,65,Travis Baltz,Maryland,ACC,13,68,2782,40.9
2007,66,Johnny Ayers,Boston College,ACC,14,75,3061,40.8
2007,67,Desi Cullen,Connecticut,Big East,13,75,3055,40.7
2007,68,T.J. Conley,Idaho,WAC,12,67,2730,40.7
2007,69,Jared Armstrong,Purdue,Big Ten,13,67,2724,40.7
2007,70,Blake Clingan,Central Florida,CUSA,13,59,2404,40.7
2007,71,Brent Sutherland,Memphis,CUSA,13,52,2115,40.7
2007,72,Kyle Petersen,Texas-El Paso,CUSA,12,51,2075,40.7
2007,73,Jordan Scott,New Mexico,MWC,13,74,3001,40.6
2007,74,Chris Cook,Florida International,Sun Belt,12,75,3040,40.5
2007,75,Reid Forrest,Washington State,Pac-10,10,46,1863,40.5
2007,76,Matt Bosher,Miami (FL),ACC,12,58,2329,40.2
2007,77,Keegan Peterson,Florida Atlantic,Sun Belt,12,40,1607,40.2
2007,78,Jeremy Davis,Arkansas,SEC,13,60,2403,40.1
2007,79,Stefan Demos,Northwestern,Big Ten,12,54,2168,40.1
2007,80,Sam Swank,Wake Forest,ACC,13,76,3023,39.8
2007,81,Matt Dilallo,Colorado,Big 12,13,64,2550,39.8
2007,82,Tim Masthay,Kentucky,SEC,13,50,1992,39.8
2007,83,Aaron Bates,Michigan State,Big Ten,13,69,2742,39.7
2007,84,C.J. Santiago,Brigham Young,MWC,13,62,2459,39.7
2007,85,Justin Sparks,Mississippi,SEC,12,51,2023,39.7
2007,86,Tim Grasso,Hawaii,WAC,13,35,1390,39.7
2007,87,Dave Brytus,Pittsburgh,Big East,12,66,2613,39.6
2007,88,Dave Brytus,Pittsburgh,Big East,12,66,2613,39.6
2007,89,Anthony Binswanger,Marshall,CUSA,12,44,1742,39.6
2007,90,Waylon Prather,San Jose State,WAC,12,62,2450,39.5
2007,91,Mike Brandtner,Iowa State,Big 12,12,69,2721,39.4
2007,92,Blake McAdams,Mississippi State,SEC,13,77,3024,39.3
2007,93,Kyle Zimmerman,Fresno State,WAC,12,49,1925,39.3
2007,94,Thomas Weber,Arizona State,Pac-10,13,47,1847,39.3
2007,95,Chas Henry,Florida,SEC,13,37,1453,39.3
2007,96,Brett Upson,Vanderbilt,SEC,12,61,2391,39.2
2007,97,Luke Juist,Rice,CUSA,12,67,2618,39.1
2007,98,Derek Epperson,Baylor,Big 12,12,66,2579,39.1
2007,99,Michael Hines,Indiana,Big Ten,13,59,2301,39
2007,100,Michael Such,Tulsa,CUSA,13,43,1675,39
2007,101,Spencer Ortego,Louisiana-Lafayette,Sun Belt,12,56,2177,38.9
2007,102,Kyle Tucker,Kansas,Big 12,13,46,1788,38.9
2007,103,Ross Thevenot,Tulane,CUSA,12,44,1713,38.9
2007,104,Cory Goettsche,Louisville,Big East,11,42,1633,38.9
2007,105,Zachary Whited,Nevada,WAC,13,61,2369,38.8
2007,106,Zacary Whited,Nevada,WAC,13,61,2369,38.8
2007,107,P.J. Fitzgerald,Alabama,SEC,13,64,2475,38.7
2007,108,Darren Derochemont,Tulane,CUSA,10,30,1162,38.7
2007,109,Adam Crossett,Missouri,Big 12,14,52,2008,38.6
2007,110,Nick Iovinelli,Bowling Green State,MAC,12,53,2035,38.4
2007,111,Kevin Jones,Duke,ACC,12,75,2871,38.3
2007,112,Jeff Wathne,Temple,MAC,12,68,2596,38.2
2007,113,Tony Mikulec,Central Michigan,MAC,14,66,2519,38.2
2007,114,Greg Woidneck,Southern California,Pac-10,12,60,2274,37.9
2007,115,Anthony Santella,Illinois,Big Ten,13,64,2410,37.7
2007,116,Matt Schulte,Ohio,MAC,12,62,2329,37.6
2007,117,John Stec,Akron,MAC,12,75,2816,37.5
2007,118,Bradley Pierson,North Carolina State,ACC,12,62,2307,37.2
2007,119,Jake Kilroy,Kent State,MAC,12,57,2084,36.6
2007,120,Jeremy Ito,Rutgers,Big East,13,50,1787,35.7
2007,121,Alexis Serna,Oregon State,Pac-10,13,81,2866,35.4
2008,1,T.J. Conley,Idaho,WAC,12,58,2751,47.4
2008,2,Ross Thevenot,Tulane,CUSA,12,45,2061,45.8
2008,3,Kyle Brotzman,Boise State,WAC,13,37,1693,45.8
2008,4,Justin Brantly,Texas A&M,Big 12,12,51,2331,45.7
2008,5,Chase Turner,Houston,CUSA,13,41,1864,45.5
2008,6,Jacob Richardson,Miami (OH),MAC,12,52,2360,45.4
2008,7,Aaron Perez,UCLA,Pac-10,12,79,3571,45.2
2008,8,Tim Masthay,Kentucky,SEC,13,53,2397,45.2
2008,9,Kevin Huber,Cincinnati,Big East,14,60,2697,45
2008,10,Pat McAfee,West Virginia,Big East,13,62,2772,44.7
2008,11,Derek Epperson,Baylor,Big 12,12,49,2169,44.3
2008,12,Anthony Hartz,Colorado State,MWC,11,44,1940,44.1
2008,13,Brian Mimbs,Georgia,SEC,13,47,2068,44
2008,14,Brad Langley,Nevada,WAC,10,42,1850,44
2008,15,Matt Dodge,East Carolina,CUSA,14,73,3207,43.9
2008,16,Rob Long,Syracuse,Big East,12,66,2898,43.9
2008,17,Keenyn Crier,Arizona,Pac-10,13,48,2109,43.9
2008,18,Swayze Waters,Alabama-Birmingham,CUSA,12,55,2396,43.6
2008,19,Chris Miller,Ball State,MAC,14,45,1956,43.5
2008,20,Chas Henry,Florida,SEC,14,44,1908,43.4
2008,21,Britton Colquitt,Tennessee,SEC,7,42,1821,43.4
2008,22,Jeremy Davis,Arkansas,SEC,12,57,2460,43.2
2008,23,Bryan Anger,California,Pac-10,13,71,3063,43.1
2008,24,Zoltan Mesko,Michigan,Big Ten,12,80,3436,43
2008,25,Kyle Petersen,Texas-El Paso,CUSA,11,46,1978,43
2008,26,Jeremy Boone,Penn State,Big Ten,13,39,1678,43
2008,27,Matt Fodge,Oklahoma State,Big 12,13,36,1544,42.9
2008,28,Robert Malone,Fresno State,WAC,13,54,2311,42.8
2008,29,Kyle Hughes,New Mexico State,WAC,12,52,2219,42.7
2008,30,Josh Syria,Oregon,Pac-10,13,53,2252,42.5
2008,31,Truman Spencer,North Texas,Sun Belt,12,69,2925,42.4
2008,32,Chris Hagerup,Indiana,Big Ten,12,61,2586,42.4
2008,33,Clinton Durst,Auburn,SEC,11,70,2947,42.1
2008,34,Louie Sakoda,Utah,MWC,13,56,2357,42.1
2008,35,Spencer Lanning,South Carolina,SEC,12,48,2019,42.1
2008,36,Aaron Bates,Michigan State,Big Ten,13,71,2979,42
2008,37,Justin Kucek,Minnesota,Big Ten,13,74,3103,41.9
2008,38,Peter Caldwell,Utah State,WAC,12,65,2723,41.9
2008,39,Brad Nortman,Wisconsin,Big Ten,13,66,2761,41.8
2008,40,Thomas Morstead,Southern Methodist,CUSA,12,59,2465,41.8
2008,41,C.J. Santiago,Brigham Young,MWC,13,41,1712,41.8
2008,42,Mike Brandtner,Iowa State,Big 12,10,51,2124,41.6
2008,43,Ryan Donahue,Iowa,Big Ten,13,50,2078,41.6
2008,44,Kyle Delahooke,Navy,Ind,12,42,1746,41.6
2008,45,Thomas Weber,Arizona State,Pac-10,12,59,2442,41.4
2008,46,Anson Kelton,Texas Christian,MWC,13,54,2230,41.3
2008,47,Reid Forrest,Washington State,Pac-10,12,77,3174,41.2
2008,48,A.J. Trapasso,Ohio State,Big Ten,13,58,2390,41.2
2008,49,Teddy Dellaganna,Rutgers,Big East,13,55,2268,41.2
2008,50,Carlos Munera,Florida International,Sun Belt,12,70,2876,41.1
2008,51,Travis Baltz,Maryland,ACC,13,61,2506,41.1
2008,52,P.J. Fitzgerald,Alabama,SEC,14,59,2427,41.1
2008,53,Eric Maust,Notre Dame,Ind,13,54,2218,41.1
2008,54,David Defatta,Middle Tennessee State,Sun Belt,12,62,2534,40.9
2008,55,David DeFatta,Middle Tennessee State,Sun Belt,12,62,2534,40.9
2008,56,Brent Sutherland,Memphis,CUSA,13,52,2127,40.9
2008,57,Kevin Jones,Duke,ACC,12,71,2899,40.8
2008,58,Dave Brytus,Pittsburgh,Big East,13,60,2443,40.7
2008,59,Dave Brytus,Pittsburgh,Big East,13,60,2443,40.7
2008,60,Alonso Rojas,Kansas,Big 12,13,58,2358,40.7
2008,61,Alonso Rojas,Kansas,Big 12,13,58,2358,40.7
2008,62,Ben Armer,Western Michigan,MAC,13,50,2032,40.6
2008,63,Britt Barefoot,Southern Mississippi,CUSA,13,49,1987,40.6
2008,64,Blake Clingan,Central Florida,CUSA,12,88,3560,40.5
2008,65,Chris Keagle,Louisiana Tech,WAC,13,72,2915,40.5
2008,66,Jimmy Maners,Clemson,ACC,12,49,1985,40.5
2008,67,Matt Dilallo,Colorado,Big 12,8,41,1660,40.5
2008,68,Brett Upson,Vanderbilt,SEC,13,77,3113,40.4
2008,69,Brent Bowden,Virginia Tech,ACC,14,69,2785,40.4
2008,70,Tim Grasso,Hawaii,WAC,14,68,2750,40.4
2008,71,Jeff Wathne,Temple,MAC,12,65,2623,40.4
2008,72,Nick Iovinelli,Bowling Green State,MAC,12,47,1900,40.4
2008,73,Matt Bosher,Miami (FL),ACC,13,66,2659,40.3
2008,74,Brady Dalfrey,Louisiana State,SEC,13,59,2366,40.1
2008,75,Cory Goettsche,Louisville,Big East,12,63,2521,40
2008,76,Brett Hartmann,Central Michigan,MAC,13,51,2040,40
2008,77,Matt Rinehart,Kent State,MAC,12,45,1799,40
2008,78,David Green,Stanford,Pac-10,12,53,2116,39.9
2008,79,Desi Cullen,Connecticut,Big East,13,59,2351,39.8
2008,80,Adam Miller,New Mexico,MWC,12,58,2310,39.8
2008,81,Johnny Hekker,Oregon State,Pac-10,13,59,2342,39.7
2008,82,Dack Ishii,Nevada-Las Vegas,MWC,12,58,2303,39.7
2008,83,Delbert Alvarado,South Florida,Big East,13,48,1905,39.7
2008,84,Scott Love,Louisiana-Monroe,Sun Belt,12,67,2650,39.6
2008,85,Ryan Quigley,Boston College,ACC,14,59,2334,39.6
2008,86,Brian Stahovich,San Diego State,MWC,12,71,2807,39.5
2008,87,Terrence Brown,North Carolina,ACC,13,59,2331,39.5
2008,88,Anthony Santella,Illinois,Big Ten,12,53,2088,39.4
2008,89,Dan Titchener,Nebraska,Big 12,12,42,1649,39.3
2008,90,Andrew Rinehart,Army,Ind,12,60,2349,39.2
2008,91,Shane Popham,Wake Forest,ACC,9,54,2115,39.2
2008,92,Will Goggans,Troy,Sun Belt,13,52,2037,39.2
2008,93,Peter Fardon,Buffalo,MAC,14,65,2540,39.1
2008,94,Spencer Ortego,Louisiana-Lafayette,Sun Belt,12,48,1875,39.1
2008,95,Andy Dittbenner,Northern Illinois,MAC,13,41,1605,39.1
2008,96,Stefan Demos,Northwestern,Big Ten,13,64,2499,39
2008,97,Jimmy Howell,Virginia,ACC,12,64,2494,39
2008,98,Rob Park,Mississippi,SEC,13,54,2099,38.9
2008,99,Ryan Harrison,Air Force,MWC,13,43,1673,38.9
2008,100,Scott Blair,Georgia Tech,ACC,13,41,1595,38.9
2008,101,Bradley Pierson,North Carolina State,ACC,13,61,2369,38.8
2008,102,Bill Claus,Toledo,MAC,12,49,1902,38.8
2008,103,Kase Whitehead,Marshall,CUSA,12,63,2438,38.7
2008,104,Blake McAdams,Mississippi State,SEC,12,79,3049,38.6
2008,105,Chris Summers,Purdue,Big Ten,11,50,1919,38.4
2008,106,Jared Ballman,Washington,Pac-10,12,65,2489,38.3
2008,107,Keegan Peterson,Florida Atlantic,Sun Belt,13,62,2375,38.3
2008,108,Kyle Martens,Rice,CUSA,13,51,1953,38.3
2008,109,Brett Shrable,Arkansas State,Sun Belt,12,55,2102,38.2
2008,110,Matt Schulte,Ohio,MAC,12,44,1682,38.2
2008,111,D.J. Fulhage,Kansas State,Big 12,9,33,1256,38.1
2008,112,Austin McCoy,Wyoming,MWC,12,69,2618,37.9
2008,113,John Stec,Akron,MAC,12,48,1782,37.1
2008,114,Jeremy Moore,Western Kentucky,Sun Belt,12,67,2472,36.9
2008,115,Greg Woidneck,Southern California,Pac-10,13,47,1733,36.9
2008,116,Philip Zavala,San Jose State,WAC,12,76,2781,36.6
2008,117,Mike Knall,Oklahoma,Big 12,14,54,1971,36.5
2009,1,Drew Butler,Georgia,SEC,13,56,2691,48.1
2009,2,Matt Dodge,East Carolina,CUSA,14,67,3069,45.8
2009,3,Tress Way,Oklahoma,Big 12,13,61,2787,45.7
2009,4,Matt Reagan,Memphis,CUSA,12,63,2868,45.5
2009,5,Robert Malone,Fresno State,WAC,13,44,1990,45.2
2009,6,Quinn Sharp,Oklahoma State,Big 12,13,67,3023,45.1
2009,7,Derek Epperson,Baylor,Big 12,12,54,2420,44.8
2009,8,Michael Such,Tulsa,CUSA,12,57,2538,44.5
2009,9,Zoltan Mesko,Michigan,Big Ten,11,52,2312,44.5
2009,10,Scott Kozlowski,West Virginia,Big East,13,64,2844,44.4
2009,11,Trevor Hankins,Arizona State,Pac-10,12,69,3049,44.2
2009,12,Adam Miller,New Mexico,MWC,12,64,2819,44
2009,13,Tyler Campbell,Mississippi,SEC,11,43,1890,44
2009,14,Kyle Brotzman,Boise State,WAC,14,46,2019,43.9
2009,15,Brian Stahovich,San Diego State,MWC,12,61,2674,43.8
2009,16,Rob Long,Syracuse,Big East,12,58,2538,43.8
2009,17,Brent Bowden,Virginia Tech,ACC,13,57,2495,43.8
2009,18,Jeff Locke,UCLA,Pac-10,13,70,3054,43.6
2009,19,Kyle Martens,Rice,CUSA,9,48,2094,43.6
2009,20,Austin McCoy,Wyoming,MWC,13,80,3463,43.3
2009,21,Jeremy Moore,Western Kentucky,Sun Belt,12,56,2427,43.3
2009,22,Jeremy Boone,Penn State,Big Ten,13,53,2296,43.3
2009,23,Reid Forrest,Washington State,Pac-10,12,86,3718,43.2
2009,24,Brandon Geyer,Air Force,MWC,13,51,2202,43.2
2009,25,Brett Upson,Vanderbilt,SEC,12,81,3488,43.1
2009,26,Kyle Delahooke,Navy,Ind,13,54,2327,43.1
2009,27,Bobby Cowan,Idaho,WAC,13,43,1850,43
2009,28,Carlos Munera,Florida International,Sun Belt,12,72,3092,42.9
2009,29,Sean Sellwood,Utah,MWC,13,69,2958,42.9
2009,30,Greg Hiett,Texas-El Paso,CUSA,12,49,2101,42.9
2009,31,Desi Cullen,Connecticut,Big East,13,62,2653,42.8
2009,32,Jake Harry IV,Missouri,Big 12,13,61,2609,42.8
2009,33,Jake Harry,Missouri,Big 12,13,61,2609,42.8
2009,34,Trey Ragland,Alabama-Birmingham,CUSA,12,55,2352,42.8
2009,35,Blake Haudan,Minnesota,Big Ten,13,62,2639,42.6
2009,36,Kyle Watson,Nevada-Las Vegas,MWC,12,54,2302,42.6
2009,37,Chase Turner,Houston,CUSA,14,43,1832,42.6
2009,38,Matt Bosher,Miami (FL),ACC,13,51,2169,42.5
2009,39,Teddy Dellaganna,Rutgers,Big East,13,68,2873,42.3
2009,40,Ryan Wilbourn,Arkansas State,Sun Belt,12,53,2240,42.3
2009,41,Chandler Anderson,Georgia Tech,ACC,14,37,1565,42.3
2009,42,Philip Zavala,San Jose State,WAC,12,72,3036,42.2
2009,43,Peter Caldwell,Utah State,WAC,12,69,2914,42.2
2009,44,Chad Cunningham,Tennessee,SEC,13,55,2313,42.1
2009,45,Brad Nortman,Wisconsin,Big Ten,13,49,2056,42
2009,46,Matt Szymanski,Southern Methodist,CUSA,13,70,2930,41.9
2009,47,Matt Szymanski,Southern Methodist,CUSA,13,70,2930,41.9
2009,48,Spencer Lanning,South Carolina,SEC,13,69,2890,41.9
2009,49,Kyle Hughes,New Mexico State,WAC,13,81,3389,41.8
2009,50,Aaron Bates,Michigan State,Big Ten,13,63,2621,41.6
2009,51,Shawn Powell,Florida State,ACC,13,43,1790,41.6
2009,52,Jacob Rogers,Cincinnati,Big East,13,43,1788,41.6
2009,53,Jake Rogers,Cincinnati,Big East,13,43,1788,41.6
2009,54,Bryan Anger,California,Pac-10,13,69,2861,41.5
2009,55,P.J. Fitzgerald,Alabama,SEC,14,58,2407,41.5
2009,56,Keenyn Crier,Arizona,Pac-10,13,57,2363,41.5
2009,57,Alex Henery,Nebraska,Big 12,14,77,3187,41.4
2009,58,Alonso Rojas,Kansas,Big 12,12,52,2151,41.4
2009,59,Ross Thevenot,Tulane,CUSA,12,49,2028,41.4
2009,60,Anthony Santella,Illinois,Big Ten,12,63,2600,41.3
2009,61,Alonso Rojas,Kansas,Big 12,12,51,2108,41.3
2009,62,Riley Stephenson,Brigham Young,MWC,13,42,1733,41.3
2009,63,Ryan Doerr,Kansas State,Big 12,12,38,1565,41.2
2009,64,David Green,Stanford,Pac-10,13,33,1360,41.2
2009,65,Brad Langley,Nevada,WAC,11,45,1851,41.1
2009,66,Dan Hutchins,Pittsburgh,Big East,13,44,1810,41.1
2009,67,Matt Rinehart,Kent State,MAC,12,74,3025,40.9
2009,68,Ryan Donahue,Iowa,Big Ten,13,61,2496,40.9
2009,69,Pete Kontodiakos,Colorado State,MWC,12,52,2129,40.9
2009,70,Ryan Quigley,Boston College,ACC,13,77,3145,40.8
2009,71,Mike Brandtner,Iowa State,Big 12,13,66,2690,40.8
2009,72,Clinton Durst,Auburn,SEC,13,64,2612,40.8
2009,73,Will Goggans,Troy,Sun Belt,13,56,2285,40.8
2009,74,Ryan Erxleben,Texas Tech,Big 12,11,43,1756,40.8
2009,75,Spencer Ortego,Louisiana-Lafayette,Sun Belt,12,66,2682,40.6
2009,76,Delbert Alvarado,South Florida,Big East,13,58,2352,40.6
2009,77,Will Mahan,Washington,Pac-10,12,52,2112,40.6
2009,78,Mickey Groody,Florida Atlantic,Sun Belt,12,46,1868,40.6
2009,79,Jackson Rice,Oregon,Pac-10,13,61,2472,40.5
2009,80,Chris Hagerup,Indiana,Big Ten,12,58,2350,40.5
2009,81,Cory Goettsche,Louisville,Big East,12,58,2349,40.5
2009,82,Zach Johnson,Eastern Michigan,MAC,11,48,1938,40.4
2009,83,Justin Tucker,Texas,Big 12,14,43,1737,40.4
2009,84,Grant Schallock,North Carolina,ACC,13,65,2621,40.3
2009,85,Jimmy Howell,Virginia,ACC,11,66,2647,40.1
2009,86,Johnny Hekker,Oregon State,Pac-10,13,51,2043,40.1
2009,87,Ryan Tydlacka,Kentucky,SEC,13,64,2557,40
2009,88,Scott Kovanda,Ball State,MAC,12,57,2278,40
2009,89,Derek Helton,Louisiana State,SEC,13,46,1842,40
2009,90,Jacob Harfman,Southern California,Pac-10,13,48,1909,39.8
2009,91,Nick Ferrara,Maryland,ACC,12,35,1392,39.8
2009,92,Heath Hutchins,Mississippi State,SEC,12,50,1986,39.7
2009,93,Chris Summers,Purdue,Big Ten,12,51,2016,39.5
2009,94,Kevin Jones,Duke,ACC,12,54,2120,39.3
2009,95,Jonathan Bulls,Army,Ind,12,72,2819,39.2
2009,96,Kase Whitehead,Marshall,CUSA,13,63,2469,39.2
2009,97,Alex Dunnachie,Hawaii,WAC,13,42,1647,39.2
2009,98,Dawson Zimmerman,Clemson,ACC,13,55,2153,39.1
2009,99,Ben Armer,Western Michigan,MAC,12,59,2302,39
2009,100,Will Atterberry,North Texas,Sun Belt,12,55,2143,39
2009,101,Shane Popham,Wake Forest,ACC,12,54,2098,38.9
2009,102,Chris Dicesare,Miami (OH),MAC,8,48,1866,38.9
2009,103,David Defatta,Middle Tennessee State,Sun Belt,13,81,3131,38.7
2009,104,David DeFatta,Middle Tennessee State,Sun Belt,13,81,3131,38.7
2009,105,Dylan Breeding,Arkansas,SEC,12,61,2359,38.7
2009,106,Matt Dilallo,Colorado,Big 12,12,67,2589,38.6
2009,107,Scott Love,Louisiana-Monroe,Sun Belt,12,60,2313,38.6
2009,108,Peter Boehme,Southern Mississippi,CUSA,12,54,2078,38.5
2009,109,Brett Hartmann,Central Michigan,MAC,13,48,1845,38.4
2009,110,Jon Thoma,Ohio State,Big Ten,12,58,2200,37.9
2009,111,Jeff Ruiz,North Carolina State,ACC,12,46,1743,37.9
2009,112,Anson Kelton,Texas Christian,MWC,13,59,2213,37.5
2009,113,Bill Claus,Toledo,MAC,11,34,1273,37.4
2009,114,Blake Clingan,Central Florida,CUSA,13,65,2422,37.3
2009,115,Cade Glasgow,Louisiana Tech,WAC,11,54,2014,37.3
2009,116,Jeff Wathne,Temple,MAC,12,46,1709,37.2
2009,117,Nick Iovinelli,Bowling Green State,MAC,13,63,2334,37
2009,118,Matt Schulte,Ohio,MAC,11,54,1973,36.5
2009,119,John Stec,Akron,MAC,10,32,1168,36.5
