Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM3323633,0675_0843,3323633,820 First Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0820 1ST ST NE,820 FIRST STREET FINANCIAL ASSOCIATES LLC,6,820 1st ST NE,Washington,DC,20002,1990,Office,Office,418010,298533,89,96.5,96.5,303,303,3855.8,12.9,7462.7,8441766,,,,Whole Building,Whole Building,38.90057828,-77.00781119
PM2609487,0675_0846,2609487,FERC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0888 1ST ST NE,ROSCHE/888 FIRST STREET NE LLC,6,888 First Street NE,Washington,DC,20002,1995,Office,Office,500000,558620,83,72.8,72.2,206.4,206.8,4967.4,8.9,9227.9,118298,58444.4587,78,,Whole Building,Whole Building,38.901537,-77.00711982
PM1406853,0675_0847,1406853,830 First Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,830 1ST ST NE,CIM URBAN REIT PROPERTIES VI LP,6,830 First Street NE,Washington,DC,20004,2001,Office,Office,233962,252992,70,82.7,83.2,259.8,261.4,2400.1,9.5,5117.8,6134631,,,,Whole Building,Whole Building,38.90107988,-77.00762737
PM3267015,0675_0850,3267015,840 First Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,840 1ST ST NE,FP 840 FIRST STREET LLC,6,840 1st Street NE,Washington,DC,20002,2003,Office,Office,266766,275617,76,72.6,73,219.2,220.6,2586.2,9.4,17916.1,5529158,1198.1134,24219,,Whole Building,Whole Building,38.90110524,-77.00688057
PM1069662,0675_0853,1069662,999 North Capitol Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,999 NORTH CAPITOL ST NE,UNION SQUARE 941 PROPERTY LP,6,999 North  Capitol Street NE,Washington,DC,20002,1973,Office,Office,322375,322054,93,45.7,45.8,141.4,141.5,1943.5,6,3165,4217467,3237.745318,,,Whole Building,Whole Building,38.90202876,-77.0085478
PM1391419,0675_0855,1391419,899,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,899 NORTH CAPITOL ST NE,UNION SQUARE 825 PROPERTY LP,6,899 North Capitol Street,Washington,DC,20002,1973,Office,Office,318096,314858,83,51,51.4,159.6,160.8,2143.6,6.8,6777.1,4683936,794.1893951,,,Whole Building,Whole Building,38.90110153,-77.00845004
PM1309871,0676_0114,1309871,801 North Capitol Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,801 NORTH CAPITOL ST NE,ASB 801 NORTH CAPITOL LLC,6,801 North Capitol Street NE,Washington,DC,20002,1966,Office,Office,98980,120921,87,56.7,56.3,164.8,163.4,856,7.1,1589.1,178425,7727.5337,,,Whole Building,Whole Building,38.90051039,-77.00860802
PM3680848,0677_0142,3680848,Center for Public Administration and Service,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,777 NORTH CAPITOL ST NE,CENTER FOR PUBLIC ADMINISTRATION & SERVICE INC,6,777 North Capitol Street NE,Washington,DC,20002,1989,Office,Office,300000,237443,41,102.7,102.7,322.5,322.5,3264.9,13.8,581.5,7148132,,,,Whole Building,Whole Building,38.89985189,-77.00850523
PM1447242,0677_0145,1447242,10 G,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,10 G ST NE,APA TEN G LLC,6,10 G Street NE,Washington,DC,20002,1997,Office,Office,274960,280169,93,55.1,55.1,173,173,2066.6,7.4,4287.4,4524685,,,,Whole Building,Whole Building,38.8990745,-77.0081367
PM1348840,0677_0146,1348840,750 First Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,750 1ST ST NE,APA 750 LLC,6,750 First Street NE,Washington,DC,20002,1991,Office,Office,394400,394188,77,70.3,70.3,220.9,220.9,3712.2,9.4,529.7,8127495,,,,Whole Building,Whole Building,38.8998489,-77.00748706
DC06930086,0693_0086,N/A,,,,12/31/2015,No Report Received,430 SOUTH CAPITOL ST SE,DEMOCRATIC PROPERTIES CORPORATION,6,,Washington,DC,,,,Not Provided,77776,,,,,,,,,,,,,,,,,
PM3883860,0695_0818,3883860,100 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,100 I ST SE,100 EYE STREET ACQUISITION LLC,6,100 I St. SE,Washington,DC,20003,2008,Multifamily Housing,Multifamily Housing,281205,277005,65,36.7,36.7,115.2,115.2,1360.7,4.9,8463.2,297998,,,,Whole Building,Whole Building,38.87956669,-77.0064198
PM3883919,0695_0819,3883919,70 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,70 I ST SE,70 EYE STREET ACQUISITION LLC,6,70 I Street SE,Washington,DC,20003,2008,Multifamily Housing,Multifamily Housing,467843,460453,82,33.5,33.5,105.1,105.1,2062.8,4.5,1299.4,4516367,,,,Whole Building,Whole Building,38.87953188,-77.0070305
PM3301503,0697_0045,3301503,Half Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1015 HALF ST SE,HALF STREET SE LLC,6,1015 Half St. SE,Washington,DC,20003,2010,Office,Office,400000,414463,Not Available,29.3,29.3,92.1,92.1,1627,3.9,256,356225,,,,Whole Building,,38.87822921,-77.00781299
PM4355416,0698_0032,4355416,2 M STREET REDEV LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,20 M ST SE,SOUTHEAST REALTY LLC,6,2 M Street N.E.,Washington,DC,20002,2006,Multifamily Housing,Multifamily Housing,297720,297720,Not Available,74.8,75.9,184.9,186.1,2406,8.1,1762.1,4441237,717.778,,,Whole Building,Whole Building,38.87679625,-77.00790436
PM1434327,0698_0032,1434327,20 M,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,20 M ST SE,SOUTHEAST REALTY LLC,6,20 M Street S.E.,Washington,DC,20036,2006,Office,Office,297720,196545,80,70.5,70.5,221.5,221.5,1856,9.4,3254.2,463578,,,,Whole Building,Whole Building,38.87679625,-77.00790436
PM0025506,0699_0028,25506,80 M Street SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,80 M ST SE,WELLS REIT II 80 M STREET LLC,6,80 M Street  SE,Washington,DC,20003,2001,Office,Office,384666,319955,87,61.1,61.6,180.5,181,2477.4,7.7,4197.7,52237,17538.62846,,,Whole Building,Whole Building,38.8767314,-77.00629566
PM3419984,0699N2972,3419984,Velocity Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1025 1ST STREET SE,VELOCITY CONDOS,6,1025 1st Street SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,198905,244289,36,45.7,44.9,132.8,129.8,1392.9,5.7,8119.5,295356,1243.9475,,,Whole Building,Whole Building,38.8777369,-77.0063468
PM3518921,0700_0044,3518921,26830-Washington DC/S. Capitol St SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,1230 South Capitol Street Se,Washington,DC,20003,1991,Non-Refrigerated Warehouse,Warehouse,108000,89999,15,33,33.8,68.2,69,274.3,3,11,422629,1535.99769,,,Whole Building,Whole Building,38.8755571,-77.00857516
DC07000873,0700_0873,N/A,,,,12/31/2015,Exempt from this year's disclosure,M ST SE,25 M STREET HOLDINGS LLC,6,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC07010853,0701_0853,N/A,,,,12/31/2015,No Report Received,55 M ST SE,HINES GLOBAL REIT 55 M STREET LLC,6,,Washington,DC,,,,Not Provided,393035,,,,,,,,,,,,,,,,,
PM2482515,0711_0809,2482515,Two Constitution Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,145 N ST NE,TWO CON LLC,6,145 N Street NE,Washington,DC,20002,2010,Office,Office,589000,623532,90,52.1,52.1,163.7,163.7,4352.8,7,695.1,95352,,,,Whole Building,Whole Building,38.90689827,-77.00457792
DC07110810,0711_0810,N/A,,,,12/31/2015,No Report Received,175 N ST NE,CS OFFICE THREE LLC,6,,Washington,DC,,,,Not Provided,365801,,,,,,,,,,,,,,,,,
PM4379294,0711_0813,4379294,Flats 130 at Constitution Square II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,130 M ST,CS RESIDENTIAL ONE LLC,6,130 M Street NE,Washington,DC,20002,2010,Multifamily Housing,Multifamily Housing,496052,185341,Not Available,48.2,47.8,118,115.7,957,5.2,5538.1,175462,29641.3846,,,Whole Building,Whole Building,38.9060457,-77.0050601
PM4013975,0711_0813,4013975,Flats 130 at Constitution Square I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,130 M ST,CS RESIDENTIAL ONE LLC,6,130 M Street NE,Washington,DC,20002,2010,Multifamily Housing,Multifamily Housing,496052,496052,91,57.5,57.3,149.5,148.2,3224.2,6.5,17652.2,62516,73823.99275,,,Whole Building,Whole Building,38.9060457,-77.0050601
PM2482523,0711_0815,2482523,One Constitution Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1275 1ST ST NE,CS OFFICE ONE LLC,6,1275 First Street NE,Washington,DC,20002,2010,Office,Office,350000,338645,91,50.3,50.3,158.1,158.1,2282,6.7,5965.4,4996125,,,,Whole Building,Whole Building,38.90697282,-77.00546476
DC07110816,0711_0816,N/A,,,,12/31/2015,No Report Received,1201 1ST ST,CS GROCERY LLC,6,,Washington,DC,,,,Not Provided,50000,,,,,,,,,,,,,,,,,
PM1404504,0712_0111,1404504,One NoMa Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,131 M ST NE,UNION STATION ASSOCIATES LTD,6,131 M St. N.E.,Washington,DC,20002,1937,Office,Office,442412,436178,83,60.8,60.8,185.9,186,3465.8,7.9,427.6,7469866,1155.84911,,,Whole Building,Whole Building,38.90517082,-77.00480135
PM4576132,0715_2974,4576132,111 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,111 K STREET NE,111 K STREET CONDO,6,111 K Street NE,Washington,DC,20002,2009,Office,Office,78549,84540,Not Available,62.3,62.3,195.6,195.6,704.9,8.3,276.4,1543318,,,,Whole Building,Whole Building,38.90224352,-77.0056017
DC07170812,0717_0812,N/A,,,,12/31/2015,No Report Received,0900 2ND ST NE,NATIONAL RAILROAD PASSENGER CORPORATION AMTRAK,6,,Washington,DC,,,,Not Provided,216565,,,,,,,,,,,,,,,,,
PM1960203,0720_0824,1960203,Station Place I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,100 F ST NE,SECOND STREET HOLDING LLC,6,100 F Street NE,Washington,DC,20002,2005,Office,Office,929605,788412,70,73.1,73,229.6,229.1,7716.1,9.8,15488.4,1689361,,,,Whole Building,Whole Building,38.89822937,-77.00398344
PM1960252,0720_0825,1960252,Station Place II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,600 2ND ST NE,600 SECOND STREET HOLDINGS LLC,6,600 Second Street NE,Washington,DC,20002,2005,Office,Office,538454,391885,83,62.6,62.5,196.4,196.4,3281.7,8.4,6855.5,7184969,,,,Whole Building,,38.8988079,-77.0035394
PM2681078,0720_0826,2681078,Station Place III,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,700 2ND ST NE,SEVEN HUNDRED SECOND STREET HOLDINGS LLC,6,700 Second Street NE,Washington,DC,20002,2009,Office,Mixed Use Property,755499,554328,69,83.2,83.4,261.1,261.9,6170.9,11.1,1548.1,135137,,,,Whole Building,,38.8992675,-77.00379122
PM4018381,0733_0048,4018381,Republican National Committee,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0310 1ST ST SE,REINCE PRIEBUS TRUSTEES,6,0310 1ST St SE,Washington,DC,20003,1971,Office,Office,86102,76757,41,86.7,85.4,261.1,256.3,857.8,11.2,1834.4,183136,4122.73747,,,Whole Building,Whole Building,38.88550047,-77.00559024
PM3997905,0733_0851,3997905,Hill House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0110 D ST SE,C CAFRITZ,6,110 D Street SE,Washington,DC,20003,1958,Multifamily Housing,Multifamily Housing,60842,60842,40,73.9,75.8,129.5,129.6,360.9,5.9,151.3,442984.1,29858.82418,,,Whole Building,Whole Building,38.88523708,-77.0051882
PM3883905,0738_0028,3883905,909 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0909 NEW JERSEY AV,909 NEW JERSEY AVENUE ACQUISITION LLC,6,909 New Jersey Ave. SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,334295,356235,,27.5,27.2,86.2,85.4,1309.3,3.7,6982.3,2862733,329.461162,,,Whole Building,Whole Building,38.87905289,-77.00549511
DC07410816,0741_0816,N/A,,,,12/31/2015,No Report Received,1000 NEW JERSEY AV,CAPITOL HILL TOWER HOUSING COOPERATIVE INCF,6,,Washington,DC,,,,Not Provided,407026,,,,,,,,,,,,,,,,,
PM4114187,0741_0817,4114187,Courtyard Capitol Hill Navy Yard,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,140 L ST SE,CHSP NAVY YARD LLC,6,140 L Street SE,Washington,DC,20003,2006,Hotel,Hotel,121000,121553,61,86,85.2,204.9,200.9,1093.2,9,5374.1,195247,3793.83421,,,Whole Building,Whole Building,38.8777452,-77.00419067
PM3987686,0741_0817,3987686,Washington DC CY,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,140 L ST SE,CHSP NAVY YARD LLC,6,140 L St SE,Washington,DC,20003,2006,Hotel,Hotel,121000,121220,57,86,84.5,204.8,200.1,1090,9,5374.6,194769,37783.56182,,,Whole Building,Whole Building,38.8777452,-77.00419067
PM1428777,0742_0039,1428777,Square 742 LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1100 NEW JERSEY AV,SQUARE 742 LLC,6,1100 New Jersey Avenue S.E.,Washington,DC,20003,2003,Mixed Use Property,Office,409428,302596,86,75.3,75.6,230.1,230.4,2976.7,9.8,8157.5,648551,9329.33439,,,Whole Building,Whole Building,38.87695905,-77.00388117
PM3884974,0743N0076,3884974,Onyx on First,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1100 1ST ST SE,ONYX ACQUISITION LLC,6,1100 First St SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,238094,224857,38,58.6,57.8,148,144,1451,6.5,7562.3,2726889,38687.77352,,,Whole Building,Whole Building,38.87720645,-77.00554142
PM3632062,0743N0077,3632062,100 M Street SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,100 M ST SE,SQUARE 743 INC,6,100 M Street SE,Washington,DC,20003,2008,Office,Office,270134,256777,76,70,70.2,198.3,198.4,2192.8,8.5,2536.9,4491915,26574.54419,,,Whole Building,Whole Building,38.87675991,-77.00534259
DC07470008,0747_0008,N/A,,,,12/31/2015,No Report Received,1200 3RD ST NE,1200 3RD STREET LLC,6,,Washington,DC,,,,Not Provided,62023,,,,,,,,,,,,,,,,,
DC07480802,0748_0802,N/A,,,,12/31/2015,No Report Received,1140 3RD ST NE,JEMALS ULINE LLC,6,,Washington,DC,,,,Not Provided,59862,,,,,,,,,,,,,,,,,
PM4007896,0749_0828,4007896,The Loree Grand,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,250 K ST NE,UNION PLACE PHASE I LLC,6,250 K Street NE,Washington,DC,20002,2010,Multifamily Housing,Multifamily Housing,307676,236905,93,35.6,35.7,100.5,99.9,1026.1,4.3,7618.9,296395,1292.494,,,Whole Building,Whole Building,38.90281016,-77.00244048
PM4007789,0751_2918,4007789,Senate Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,215 I ST NE,LANDMARK LOFTS,6,201 I Street NE,Washington,DC,20002,2007,Multifamily Housing,Multifamily Housing,62786,548941,17,70.2,69.4,162.3,158.3,3926.7,7.2,24545.8,6823485,152518.582,,,Whole Building,Whole Building,38.9013101,-77.0025844
PM3990211,0751_2918,3990211,Landmark Lofts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,215 I ST NE,LANDMARK LOFTS,6,215 I St NE,Washington,DC,20002,2007,Multifamily Housing,Multifamily Housing,62786,62786,93,32.4,32.1,69.5,67.5,194.2,3.1,165.8,31261,9689.55762,,,Whole Building,Whole Building,38.9013101,-77.0025844
PM3636920,0755_0003,3636920,The Heritage Foundation 214 Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,208 MASSACHUSETTS AVE NE,THE HERITAGE FOUNDATION,6,214 Massachusets Ave NE,Washington,DC,20002,1927,Office,Office,63291,75954,75,67.9,67.9,213.2,213.2,690.4,9.1,115.8,1511554,,,,Whole Building,Whole Building,38.89533555,-77.00295008
PM3636985,0755_0849,3636985,The Heritage Foundation 208 Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0214 MASSACHUSETTS AV NE,HERITAGE FOUNDATION INC,6,208 Massachusetts Ave NE,Washington,DC,20002,1926,Office,Office,76589,67749,61,81.2,81.8,191.8,190.5,571,8.4,2128.8,111452,2523.12,,,Whole Building,Whole Building,38.895396,-77.0028878
DC07572291,0757_2291,N/A,,,,12/31/2015,Exempt from this year's disclosure,0200 JUSTICE CT NE,THE COURT CONDO,6,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM4020000,0760_0031,4020000,Folger Shakespeare Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,201 EAST CAPITOL ST SE,FOLGER SHAKESPEARE MEMORIAL LIBRARY,6,201 East Capitol Street SE,Washington,DC,20003,1932,Museum,Museum,97632,66000,Not Available,64.5,64.5,202.6,202.6,570.2,8.6,134,124829,,,,Whole Building,Whole Building,38.88944084,-77.00276979
PM3762120,0762_0841,3762120,144-Capitol Hill Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0200 - 0220 C ST SE,HHLP CAPITOL HILL ASSOCIATES LLC,6,200 C Street Southeast,Washington,DC,20003,1980,Hotel,Hotel,58599,93010,62,82.4,82.3,193.3,192.5,752.1,8.5,5581,1325435,27628.11,,,Whole Building,Whole Building,38.88623924,-77.00263424
DC07700040,0770_0040,N/A,,,,12/31/2015,Exempt from this year's disclosure,300 TINGEY ST SE,FC BOILERMAKER LLC,6,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3353520,0770_0809,3353520,USDOT Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1200 NEW JERSEY AV SE,JBG/FEDERAL CENTER LLC,6,1200 New Jersey Ave. SE,Washington,DC,20590,2005,Office,Office,1918668,1580360,88,75.8,76.6,203,203.8,13889.3,8.8,22879,2733736,264135.28,,,Whole Building,Whole Building,38.8758636,-77.0029834
PM4426941,0771_4074,4426941,Foundry Lofts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,301 TINGEY STREET SE,FOUNDRY LOFTS CONDO,6,301 Tingey Street SE,Washington,DC,20003,2011,Multifamily Housing,Multifamily Housing,158188,210069,56,49.3,50.2,108.1,109,1007.4,4.8,4561.4,165989,46927.92627,,,Whole Building,Whole Building,38.87470737,-77.00158454
DC07720022,0772_0022,N/A,,,,12/31/2015,No Report Received,0301 N ST NE,301 N STREET TITLEHOLDER LLC,6,,Washington,DC,,,,Not Provided,86280,,,,,,,,,,,,,,,,,
PM4861201,0773_0278,4861201,Aria on L,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,300 L ST NE,A&W 300 L STREET LLC,6,300 L Street,Washington,DC,20002,2013,Multifamily Housing,Multifamily Housing,58814,40000,85,29,29.2,91.2,91.7,155.5,3.9,1392.1,34485,,,,Whole Building,Whole Building,38.90399441,-77.0017972
PM3668050,0774_0058,3668050,TWC Residential Academic Facility,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1005 3RD ST NE,THE WASHINGTON CENTER FOR INTERNSHIPS AND ACADEMIC SEMINARS,6,1005 3rd Street NW,Washington,DC,20002,2010,Residence Hall/Dormitory,Residence Hall/Dormitory,140908,140908,48,72.7,74.5,163.3,165.2,1017.5,7.2,8122.7,1718767,43772.85792,,,Whole Building,Whole Building,38.90317456,-77.00160464
PM3993848,0775_0050,3993848,DC003_AVA H Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0318 I ST,AVALON 318 I STREET LLC,6,318 I Street NE,Washington,DC,20002,2012,Multifamily Housing,Multifamily Housing,94800,118955,82,39.8,39.8,120.8,120.8,614.7,5.2,227,1319131,2292.999949,,,Whole Building,Whole Building,38.9015374,-77.0009133
PM3989117,0775_0828,3989117,WVUS DC Office,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,901 3RD ST NE,WORLD VISION PROPERTIES LLC,6,901 3rd St,Washington,DC,20002,1926,Office,Office,56433,56433,Not Available,Not Available,Not Available,Not Available,Not Available,11808.5,209.2,34.4,2585337,,,,Whole Building,Whole Building,38.90158873,-77.00168658
DC07764111,0776_4111,N/A,,,,12/31/2015,No Report Received,300 - 380 H ST NE,3RD_H STREET CONDO,6,,Washington,DC,,,,Not Provided,282163,,,,,,,,,,,,,,,,,
DC07960842,0796_0842,N/A,,,,12/31/2015,No Report Received,0315 G ST SE,JANE E RAMSEY,6,,Washington,DC,,,,Not Provided,60462,,,,,,,,,,,,,,,,,
PM2590139,0800_0029,2590139,300 M Street SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,300 M ST SE,FEDERAL CENTER LP,6,300 M Street SE,Washington,DC,20003,2001,Office,Office,397139,299132,91,46.2,46.2,145.2,145.2,1852,6.2,7791.5,454735,,,,Whole Building,Whole Building,38.87685912,-77.00132817
PM3262071,0859_0837,3262071,609 H STREET,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,601 H ST NE,609 H ST NE BLDG PJV LLC,6,609 H STREET,Washington,DC,20004,1987,Office,Office,110281,77158,75,62.1,62.1,195.1,195.1,641.8,8.3,1226,1457,,,,Whole Building,Whole Building,38.90002407,-76.9978231
PM3505691,0873_0112,3505691,600 Pennsylvania,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,600 PENNSYLVANIA AVE SE,BDC PENNSYLVANIA AVENUE LLC,6,600 Pennsylvania Ave SE,Washington,DC,20003,1976,Office,Office,182152,87630,43,84.8,84,266.4,263.7,995.1,11.4,2185.9,2178688,,,,Whole Building,,38.88568192,-76.9977084
DC08730831,0873_0831,N/A,,,,12/31/2015,No Report Received,0650 - 0654 PENNSYLVANIA AV SE,CARLEY CAPITAL GROUP,6,,Washington,DC,,,,Not Provided,112703,,,,,,,,,,,,,,,,,
DC08950843,0895_0843,N/A,,,,12/31/2015,No Report Received,700 CONSTITUTION AVE NE,CAPITOL HILL GROUP,6,,Washington,DC,,,,Not Provided,254982,,,,,,,,,,,,,,,,,
DC08950844,0895_0844,N/A,,,,12/31/2015,Exempt from this year's disclosure,700 CONSTITUTION AVE NE,CAPITOL HILL GROUP,6,,Washington,DC,,,,Not Provided,127540,,,,,,,,,,,,,,,,,
DC09070015,0907_0015,N/A,,,,12/31/2015,No Report Received,0770 M ST SE,770 M STREET LLC,6,,Washington,DC,,,,Not Provided,98376,,,,,,,,,,,,,,,,,
DC09140054,0914_0054,N/A,,,,12/31/2015,No Report Received,518 9TH ST NE,CAPITAL EAST PARTNERS LLC,6,,Washington,DC,,,,Not Provided,54781,,,,,,,,,,,,,,,,,
DC09140055,0914_0055,N/A,,,,12/31/2015,No Report Received,816 E ST NE,CAPITAL EAST PARTNERS LLC,6,,Washington,DC,,,,Not Provided,55178,,,,,,,,,,,,,,,,,
PM3998622,0925_0026,3998622,Community Connections Real Estate Foundation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0801 - 0402 PENNSYLVANIA AV SE,COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION,6,801 Pennsylvania Ave SE,Washington,DC,20003,1897,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,66601,66601,Not Available,45.1,45.1,141.6,141.6,402,6,841.9,88143.2,,,,Whole Building,Whole Building,38.883647,-76.99453951
DC09852613,0985_2613,N/A,,,,12/31/2015,Exempt from this year's disclosure,0440 12TH ST NE,LOVEJOY LOFTS CONDOMINIUM,6,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3957505,1025_0811,3957505,Maritime Plaza-1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1201 M ST SE,WASHINGTON GAS LIGHT CO,6,1201 M Street SE,Washington,DC,20003,2001,Office,Office,207338,210467,91,55.4,55.1,148.4,146.4,1352.8,6.4,1551.4,2662542,25735.64176,,,Whole Building,Whole Building,38.87613896,-76.98934998
PM3956966,1025_0812,3956966,Maritime Plaza-2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1220 12TH ST SE,WASHINGTON GAS LIGHT CO,6,1220 12th Street SE,Washington,DC,20003,2003,Office,Office,145117,168417,Not Available,51.1,51.1,131.5,130.5,963.6,5.7,1743.4,1836534,2348.6381,,,Whole Building,Whole Building,38.87525385,-76.98994638
PM4369017,1027_0158,4369017,Atlas Performing Arts Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1313 - 1333 H ST NE,ATLAS PERFORMING ARTS CENTER,6,1333 H Street NE,Washington,DC,20002,2005,Performing Arts,Performing Arts,53936,53936,Not Available,111.3,110,296.5,291.1,693.2,12.9,348.5,1358691,1368.14726,,,Whole Building,Whole Building,38.89998032,-76.98721924
DC10300084,1030_0084,N/A,,,,12/31/2015,Exempt from this year's disclosure,1375 E ST NE,KINGSMAN ACADEMY PUBLIC CHARTER SCHOOL,6,,Washington,DC,,,,Not Provided,55219,,,,,,,,,,,,,,,,,
PM4007344,1030_2855,4007344,Lincoln Park Terrace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0401 13TH ST NE,LINCOLN PARK TERR A CONDO,6,401 13th Street N.E.,Washington,DC,20002,2007,Multifamily Housing,Multifamily Housing,53883,53883,83,33.3,32.5,104,101.5,239.1,4.4,1779.7,521657,163.387952,,,Whole Building,Whole Building,38.895003,-76.988137
