Primary Key,DC Real Property ID,PM Property Id,Property Name,PM Parent Property Id,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area ,Reported Building Gross Floor Area ,ENERGY STAR Score, Site EUI (kBtu/ft²) , Weather Normalized Site EUI (kBtu/ft²) , Source EUI (kBtu/ft²) ,Weather Normalized Source EUI (kBtu/ft²) ,Total GHG Emissions (Metric Tons CO2e) ,Total GHG Emissions Intensity (kgCO2e/ft²) ,Water Use (All Water Sources) (kgal) ,Electricity Use (kWh) ,Natural Gas Use (therms) ,Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu) ,Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM3419984,0699N_2972,3419984,Velocity Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1025 1ST STREET SE,VELOCITY CONDOS,6,1025 1st Street SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,"198,905","244,289",39,45,43.7,129,127,"1,356",6,"7,706","2,803,016","14,315",,,Whole Building,Whole Building,38.8777369,-77.0063468
PM3518921,0700_0044,3518921,26830-Washington DC/S. Capitol St SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,1230 South Capitol Street Se,Washington,DC,20003,1991,Non-Refrigerated Warehouse,Warehouse,"108,000","89,999",12,39,39.2,73,73,299,3,238,"406,683","21,368",,,Whole Building,Whole Building,38.8755571,-77.00857516
DC07010853,0701_0853,N/A,,,,,Exempt from this year's disclosure,0055 M ST,HINES GLOBAL REIT 55 M STREET LLC,6,,Washington,DC,20003,,,Not Provided,"393,035",,,,,,,,,,,,,,,,,
PM3351826,0710E_0014,3351826,311dy-Courtyard US Capital,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1325 2ND ST,DC CY OWNER LLC,6,1325 2nd Street NE,Washington,DC,20002,2009,Hotel,Hotel,"137,972","159,857",27,86,84.8,220,217,"1,530",10,"6,018","2,913,490","37,549",,,Whole Building,Whole Building,38.9078803,-77.0031693
PM2482515,0711_0809,2482515,Two Constitution Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,145 N ST,TWO CON LLC,6,145 N Street NE,Washington,DC,20002,2010,Office,Office,"589,000","623,532",88,55,54.9,172,172,"4,580",7,"5,985","10,027,580",,,,Whole Building,Whole Building,38.90689827,-77.00457792
DC07110810,0711_0810,N/A,,,,,Exempt from this year's disclosure,175 N ST,CS OFFICE THREE LLC,6,,Washington,DC,20002,,,Not Provided,"365,801",,,,,,,,,,,,,,,,,
PM4013975,0711_0813,4013975,Flats 130 at Constitution Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,130 M ST,CS RESIDENTIAL ONE LLC,6,130 M Street NE,Washington,DC,20002,2010,Multifamily Housing,Multifamily Housing,"496,052","496,052",90,57,56.5,148,147,"3,197",6,"19,189","6,159,555","72,261",,,Whole Building,Whole Building,38.9060457,-77.0050601
PM4379294,0711_0813,4379294,Flats 130 at Constitution Square II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,130 M ST,CS RESIDENTIAL ONE LLC,6,130 M Street NE,Washington,DC,20002,2013,Multifamily Housing,Multifamily Housing,"496,052","185,341",,45,44.4,110,109,895,5,"3,151","1,634,232","28,041",,,Whole Building,Whole Building,38.9060457,-77.0050601
PM2482523,0711_0815,2482523,One Constitution Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1275 1ST ST,CS OFFICE ONE LLC,6,1275 First Street NE,Washington,DC,20002,,Office,Office,"350,000",338645,92,40,40.4,127,127,"1,832",5,"3,616","4,011,200",,,,Whole Building,Whole Building,38.90697282,-77.00546476
DC07110816,0711_0816,N/A,,,,,Exempt from this year's disclosure,1201 1ST ST,CS GROCERY LLC,6,,Washington,DC,20002,,,Not Provided,"50,000",,,,,,,,,,,,,,,,,
PM1404504,0712_0111,1404504,One NoMa Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0131 M ST,UNION STATION ASSOCIATES LTD,6,131 M St. N.E.,Washington,DC,20002,1937,Office,Office,"442,412","436,178",82,63,62.8,192,192,"3,589",8,"3,450","7,706,458","12,926",,,Whole Building,Whole Building,38.90517082,-77.00480135
DC07152974,0715_2974,N/A,111 K Street,,,12/31/2014,Exempt from this year's disclosure,111 K STREET NE,111 K STREET CONDO,6,111 K Street NE,Washington,DC,20002,,,Not Provided,"3,282,699",,,,,,,,,,,,,,,,,
PM4375392,0717_0812,4375392,FLUORINE LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0900 2ND ST NE,FLUORINE LLC,6,900 Second Street SE,Washington,DC,20002,1908,Office,Office,"216,560","83,506",31,84,83.4,264,262,941,11,"2,403","2,060,406",,,,Whole Building,Whole Building,,
PM1960203,0720_0824,1960203,Station Place I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0100 F ST,SECOND ST HOLDING LLC,6,100 F Street NE,Washington,DC,20002,2005,Office,Office,"929,605","788,412",70,72,72.4,227,227,"7,643",10,"14,712","16,733,620",,,,Whole Building,Whole Building,38.89822937,-77.00398344
PM1960252,0720_0825,1960252,Station Place II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,600 2ND ST,600 SECOND ST HOLDINGS LLC,6,600 Second Street NE,Washington,DC,20002,2005,Office,Office,"538,454","391,885",80,64,63.4,201,199,"3,363",9,"7,414","7,363,248",,,,Whole Building,,38.8988079,-77.0035394
PM2681078,0720_0826,2681078,Station Place III,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,700 2ND ST,SEVEN HUNDRED 2ND STREET HOLDINGS LLC,6,700 Second Street NE,Washington,DC,20002,2009,Office,Mixed Use Property,"755,499","554,328",67,84,83.2,263,261,"6,225",11,"10,464","13,628,290",,,,Whole Building,,38.8992675,-77.00379122
PM4018381,0733_0048,4018381,Republican National Committee,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0310 1ST ST SE,EDWARD W GILLESPIE,6,0310 1ST St SE,Washington,DC,20003,1971,Office,Office,"86,102","76,757",39,89,88.6,268,267,881,12,"2,652","1,878,182","4,258",,,Whole Building,Whole Building,38.88550047,-77.00559024
PM3997905,0733_0851,3997905,Hill House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0110 D ST SE,C CAFRITZ,6,110 D Street SE,Washington,DC,20003,1958,Multifamily Housing,Multifamily Housing,"60,842","60,842",35,78,77.8,133,132,371,6,"1,432","434,808","32,533",,,Whole Building,Whole Building,38.88523708,-77.0051882
PM3883905,0738_0028,3883905,909 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0909 NEW JERSEY AV,909 NEW JERSEY AVENUE ACQUISITION LLC,6,909 New Jersey Ave. SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,"334,295","356,235",,16,15.9,51,49,769,2,"6,721","1,676,132",718,,,Whole Building,Whole Building,38.87905289,-77.00549511
PM3673287,0741_0816,3673287,Capitol Hill Tower Housing Cooperative-SV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1000 NEW JERSEY AV,CAPITOL HILL TOWER HOUSING COOPERATIVE INCF,6,1000 New Jersey Ave SE,Washington,DC,20003,2006,Multifamily Housing,Multifamily Housing,407026,425000,100,34.6,34.3,59.4,58.3,1160.3,2.7,12570.9,1373145,100367.6025,,,Whole Building,Whole Building,38.87800617,-77.00432909
PM3987686,0741_0817,3987686,Washington DC CY,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,140 L ST,CHSP NAVY YARD LLC,6,140 L Street,Washington,DC,20003,2006,Hotel,Hotel,"121,000","121,220",63,77,76.3,193,191,"1,022",8,"5,309","1,906,048","28,426",,,Whole Building,Whole Building,38.8777452,-77.00419067
PM1428777,0742_0039,1428777,Square 742 LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1100 NEW JERSEY AV,SQUARE 742 LLC,6,1100 New Jersey Avenue S.E.,Washington,DC,20003,2003,Multifamily Housing,Office,"409,428","302,596",,69,68.8,202,202,"2,623",9,"7,084","5,509,427","20,122",,,Whole Building,Whole Building,38.87695905,-77.00388117
DC0743N0077,0743N0077,N/A,,,,,Exempt from this year's disclosure,100 M ST,SQUARE 743 INC,6,,Washington,DC,20003,,,Not Provided,"270,134",,,,,,,,,,,,,,,,,
PM4442912,0747_0008,4442912,Central Armature Works Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1200 3RD ST NE,CENTRAL ARMATURE WORKS INC,6,1200 3RD ST NE,Washington,DC,,1990,Manufacturing/Industrial Plant,Other,"62,023","62,023",,76,74,145,142,405,7,507,"568,112","27,428",,,Whole Building,Whole Building,,
DC07480802,0748_0802,N/A,Jemal's Uline LLC,,,12/31/2014,Exempt from this year's disclosure,1140 3RD ST NE,JEMALS ULINE LLC,6,1140 3rd Street NE,Washington,DC,20002,,,Not Provided,"59,862",,,,,,,,,,,,,,,,,
PM4007896,0749_0828,4007896,The Loree Grand,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,250 K ST,UNION PLACE PHASE I,6,250 K Street NE,Washington,DC,20002,2010,Multifamily Housing,Multifamily Housing,"307,676","236,905",92,34,34.3,95,95,969,4,"6,932","1,946,376","14,999",,,Whole Building,Whole Building,38.90281016,-77.00244048
PM3990211,0751_2918,3990211,Landmark Lofts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,215 I ST NE,LANDMARK LOFTS,6,215 I St NE,Washington,DC,20002,2007,Multifamily Housing,Multifamily Housing,"62,786","62,786",92,33,33.3,70,70,197,3,"2,228","309,662","10,409",,,Whole Building,Whole Building,38.9013101,-77.0025844
PM4007789,07512918; 07512930,4007789,Senate Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,215 I ST NE,LANDMARK LOFTS,6,201 I Street NE,Washington,DC,20002,2009,Multifamily Housing,Multifamily Housing,"62,786","548,941",2,83,82.9,204,204,"4,890",9,"19,022","8,979,197","148,489",,,Whole Building,Whole Building,38.9013101,-77.0025844
PM3636920,0755_0003,3636920,The Heritage Foundation 214 Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0208 MASSACHUSETTS AV NE,THE HERITAGE FOUNDATION,6,214 Massachusets Ave NE,Washington,DC,20002,1927,Office,Office,"63,291","75,954",69,73,71.2,230,224,745,10,"1,037","1,630,289",,,,Whole Building,Whole Building,38.89533555,-77.00295008
PM3636985,0755_0849,3636985,The Heritage Foundation 208 Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0214 MASSACHUSETTS AV NE,HERITAGE FOUNDATION INC,6,208 Massachusetts Ave NE,Washington,DC,20002,1926,Office,Office,"76,589","67,749",59,89,87.3,195,192,587,9,"2,460","970,928","26,962",,,Whole Building,Whole Building,38.895396,-77.0028878
PM4020000,0760_0031,4020000,Folger Shakespeare Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0201 EAST CAPITOL ST SE,FOLGER SHAKESPEARE MEMORIAL LIBRARY,6,201 East Capitol Street SE,Washington,DC,20003,1932,Museum,Museum,"97,632","66,000",,60,60.3,189,189,533,8,"1,234","1,165,800",,,,Whole Building,Whole Building,38.88944084,-77.00276979
PM3762120,0762_0841,3762120,144-Capitol Hill Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0200 - 0220 C ST SE,HHLP CAPITOL HILL ASSOCIATES LLC,6,200 C Street Southeast,Washington,DC,20003,1980,Hotel,Hotel,"88,653","88,464",59,86,85.5,199,197,776,9,"5,707","1,346,286","30,337",,,Whole Building,Whole Building,38.88623924,-77.00263424
PM3353520,0770_0809,3353520,USDOT Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1200 NEW JERSEY AV,JBG/FEDERAL CENTER LLC,6,1200 New Jersey Ave. SE,Washington,DC,20590,2005,Office,Office,"1,918,668","1,578,431",90,77,76.6,194,193,"13,338",9,"37,137","24,975,590","363,482",,,Whole Building,Whole Building,38.8758636,-77.0029834
DC07714074,0771_4074,N/A,Foundry Lofts,,,12/31/2014,Exempt from this year's disclosure,301 TINGEY STREET SE,FOUNDRY LOFTS CONDO,6,301 Tingey Street SE,Washington,DC,20003,,,Not Provided,"158,188",,,,,,,,,,,,,,,,,
PM3982215,0772_0022,3982215,301 N Street LTD Partnership,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0301 N ST NE,301 N STREET LTD PARTNERSHIP,6,301 N Street NE,Washington,DC,20002,1930,Self-Storage Facility,Self-Storage Facility,"86,280","81,739",,7,6.7,21,21,74,1,40,"161,462",,,,Whole Building,Whole Building,,
PM4371646,07730278; 13012407,4371646,Aria On L Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0300 L ST,A & W 300 L STREET LLC,6,300 L Street N.E.,Washington,DC,20002,2007,Multifamily Housing,Multifamily Housing,"58,814","58,814",11,49,48,154,150,387,7,"1,319","844,327",,,,Whole Building,Whole Building,,
PM3668050,0774_0058,3668050,TWC Residential Academic Facility,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1005 3RD ST,THE WASHINGTON CENTER FOR INTERNSHIPS AND ACADEMIC SEMINARS,6,1005 3rd Street NW,Washington,DC,20002,2010,Residence Hall/Dormitory,Residence Hall/Dormitory,"140,908","140,908",59,68,67.5,142,141,890,6,"9,952","1,392,939","47,715",,,Whole Building,Whole Building,38.90317456,-77.00160464
PM3993848,0775_0050,3993848,DC003 - AVA H Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0318 I ST,AVALON 318 I STREET LLC,6,318 I Street NE,Washington,DC,20002,2012,Multifamily Housing,Multifamily Housing,"94,800","112,797",80,42,41.5,125,125,603,5,"3,374","1,285,414","2,946",,,Whole Building,Whole Building,38.9015374,-77.0009133
PM3989117,0775_0828,3989117,WVUS DC Office,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0901 3RD ST,WORLD VISION PROPERTIES LLC,6,901 3rd St,Washington,DC,20002,1926,Office,Office,"56,433","56,433",,,,,,,,411,,,,,Whole Building,Whole Building,38.90158873,-77.00168658
PM2590139,0800_0029,2590139,300 M Street SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0300 M ST SE,FEDERAL CENTER LP,6,300 M Street SE,Washington,DC,20003,2001,Office,Office,"397,139","299,132",55,79,78.7,247,247,"3,153",11,"8,477","6,902,240",,,,Whole Building,Whole Building,38.87685912,-77.00132817
PM3262071,0859_0837,3262071,609 H STREET,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0601 H ST,645 H ST NE OFFICE PJV LLC,6,609 H STREET,Washington,DC,20004,1987,Office,Office,"110,281","77,158",100,2,2.1,7,7,22,0,"1,503","47,948",,,,Whole Building,Whole Building,38.90002407,-76.9978231
PM3505691,0873_0112,3505691,600 Pennsylvania,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0600 PENNSYLVANIA AV SE,BDC PENNSYLVANIA AVENUE LLC,6,600 Pennsylvania Ave SE,Washington,DC,20003,1976,Office,Office,"182,152","87,630",42,86,84.2,268,264,"1,003",11,"2,686","2,194,841",,,,Whole Building,,38.88568192,-76.9977084
DC08730831,0873_0831,N/A,,,,,No Report Received,0650 - 0654 PENNSYLVANIA AV SE,CARLEY CAPITAL GROUP,6,,Washington,DC,20003,,,Not Provided,"112,703",,,,,,,,,,,,,,,,,
DC08950843,0895_0843,N/A,,,,,Exempt from this year's disclosure,0700 CONSTITUTION AV,CAPITOL HILL GROUP,6,,Washington,DC,,,,Not Provided,"254,982",,,,,,,,,,,,,,,,,
DC08950844,0895_0844,N/A,,,,,Exempt from this year's disclosure,0700 CONSTITUTION AV,CAPITOL HILL GROUP,6,,Washington,DC,20002,,,Not Provided,"127,540",,,,,,,,,,,,,,,,,
DC09070015,0907_0015,N/A,,,,,Exempt from this year's disclosure,0770 M ST SE,MADISON 770 M STREET LLC,6,,Washington,DC,20003,,,Not Provided,"98,376",,,,,,,,,,,,,,,,,
DC09140054,0914_0054,N/A,,,,,No Report Received,0518 9TH ST NE,CAPITAL EAST PARTNERS LLC,6,,Washington,DC,20002,,,Not Provided,"54,781",,,,,,,,,,,,,,,,,
DC09140055,0914_0055,N/A,,,,,No Report Received,0816 E ST NE,CAPITAL EAST PARTNERS LLC,6,,Washington,DC,20002,,,Not Provided,"55,178",,,,,,,,,,,,,,,,,
PM3998622,0925_0026,3998622,Community Connections Real Estate Foundation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0801 PENNSYLVANIA AV SE,COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION,6,801 Pennsylvania Ave SE,Washington,DC,20003,1897,Urgent Care/Clinic/Other Outpatient,Other,"66,601","66,601",,40,39.1,125,123,355,5,"2,581","777,139",,,,Whole Building,Whole Building,38.883647,-76.99453951
PM3957505,1025_0811,3957505,Maritime Plaza-1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1201 M ST SE,WASHINGTON GAS LIGHT CO,6,1201 M Street SE,Washington,DC,20003,2001,Office,Office,"207,338","200,509",91,59,58.2,154,151,"1,339",7,"1,573","2,573,923","30,796",,,Whole Building,Whole Building,38.87613896,-76.98934998
PM3956966,1025_0812,3956966,Maritime Plaza-2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1220 12TH ST,WASHINGTON GAS LIGHT CO,6,1220 12th Street SE,Washington,DC,20003,2003,Office,Office,"145,117","160,285",63,85,84.9,234,234,"1,618",10,"1,448","3,242,969","25,834",,,Whole Building,Whole Building,38.87525385,-76.98994638
PM4369017,1027_0158,4369017,Atlas Performing Arts Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1313-1333 H ST,ATLAS PERFORMING ARTS CENTER,6,1333 H Street NE,Washington,DC,20002,2005,Performing Arts,Performing Arts,"53,936","53,936",,104,101.3,277,274,647,12,"304,633","1,269,917","12,582",,,Whole Building,Whole Building,38.89998032,-76.98721924
DC10300084,1030_0084,N/A,,,,,No Report Received,1375 E ST,OPTIONS PUBLIC CHARTER SCHOOL,6,,Washington,DC,20002,,,Not Provided,"55,219",,,,,,,,,,,,,,,,,
PM4007344,1030_2855,4007344,Lincoln Park Terrace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0401 13TH ST NE,LINCOLN PARK TERR A CONDO,6,401 13th Street N.E.,Washington,DC,20002,2007,Multifamily Housing,Multifamily Housing,"53,883","53,883",90,30,30.4,95,95,219,4,"1,741","477,631",67,,,Whole Building,Whole Building,38.895003,-76.988137
DC10420827,1042_0827,N/A,,,,,No Report Received,1325 D ST SE,INTERNATIONAL GRADUATE UNIVERSITY OF WASHINGTON DC,6,,Washington,DC,20003,,,Not Provided,"61,953",,,,,,,,,,,,,,,,,
PM3767439,1045_2860,3767439,Jenkins Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1391 PENNSYLVANIA AVE SE,JENKINS ROW CONDOMINIUM,6,1391 Pennsylvania Ave SE,Washington,DC,20003,2007,Multifamily Housing,Multifamily Housing,"220,808","220,808",53,42,41.2,132,129,"1,243",6,"12,994","2,720,989",,,,Whole Building,Whole Building,,
DC10460847,1046_0847,N/A,,,,,No Report Received,1345 POTOMAC AV SE,FRIENDSHIP PUBLIC CHARTER SCHOOL,6,,Washington,DC,20003,,,Not Provided,"76,216",,,,,,,,,,,,,,,,,
DC10572645,1057_2645,N/A,,,,,No Report Received,0001 14TH ST NE,THE CAR BARN CONDOMINIUM,6,,Washington,DC,,,,Not Provided,"179,681",,,,,,,,,,,,,,,,,
DC10960075,1096_0075,N/A,Kennedy Row,,,12/31/2014,Exempt from this year's disclosure,1705-1729 EAST CAPITOL ST,KENNEDY ROW RESIDENTIAL LLC,6,1717 E Capitol Street SE,Washington,DC,20003,,,Not Provided,"135,000",,,,,,,,,,,,,,,,,
DC11712893,1171_2893,N/A,,,,,No Report Received,2900 K STREET NW,THE RESIDENCES @ HARBOURSIDE,2,,Washington,DC,,,,Not Provided,"99,485",,,,,,,,,,,,,,,,,
PM1273462,1171_2893,1273462,Harbourside,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2900 K STREET NW,THE RESIDENCES @ HARBOURSIDE,2,2900 K St. NW,Washington,DC,20007,2006,Mixed Use Property,Office,99485,191666,95,37,37,116.1,116.1,948.9,5,3634,2077556,,,,Whole Building,,38.90199219,-77.05863574
PM2534176,11730820; 11732380,2534176,270310 - Washington Harbour,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3000 K ST NW Unit: 500,WASHINGTON HARBOR,2,3000-3050 K Street,Washington,DC,20007,1986,Office,Mixed Use Property,"747,617","680,369",28,108,107.3,332,332,"9,645",14,"35,360","20,911,730","17,640",,,Whole Building,,38.9020797,-77.0607409
DC11840049,1184_0049,N/A,,,,,No Report Received,3333 K ST NW,FRIENDS OF THE LEGAL SERVICES CORPORATION,2,,Washington,DC,20007,,,Not Provided,"83,956",,,,,,,,,,,,,,,,,
PM4000444,1184_0049,4000444,3333 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3333 K ST NW,FRIENDS OF THE LEGAL SERVICES CORPORATION,2,3333 K Street NW,Washington,DC,20007,1989,Office,Office,83956,68884,25,93.7,93.7,294.3,294.3,864.2,12.5,388846.2,1891980,,,,Whole Building,Whole Building,38.90410137,-77.06738788
PM3336872,1184_2624,3336872,3303 Water Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3303 WATER ST NW,3303 WATER STREET A CONDO,2,3303 Water Street NW,Washington,DC,20007,2004,Multifamily Housing,Multifamily Housing,"134,036","134,036",9,91,91.1,223,222,"1,306",10,"4,960","2,385,069","40,830",,,Whole Building,,38.9038595,-77.0667352
PM4000064,1185_2381,4000064,Flour Mill Condominiums - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1015 33RD ST NW,THE FLOUR MILL CONDO,2,1015 33rd Street NW,Washington,DC,20007,1979,Multifamily Housing,Multifamily Housing,"89,348","89,348",1,162,161.7,508,508,"1,934",22,"3,485","4,233,521",,,,Whole Building,Whole Building,,
PM1562783,11850081*,1562783,1000 Potomac St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,*Not Matched to Covered Building List,*Not Matched to Covered Building List,2,1000 Potomac St.,Washington,DC,20007,,Office,Office,,129591,56,81,79,253,248,"1,397",11,"1,695","3,057,441",,,,Whole Building,Whole Building,,
PM4793706,1187_0812,4793706,Papermill - SV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3251 K ST NW,MILL PARTNERS PAPERMILL L P,2,3299 K Street NW,Washington,DC,20007,1985,Office,Office,"88,893","100,255",61,56,55.4,176,174,750,8,"2,011","1,641,937",,,,Whole Building,Whole Building,38.90342297,-77.06481598
DC11872382,1187_2382,N/A,,,,,No Report Received,1000 PAPER MILL CT NW,THE PAPER MILL CONDO,2,,Washington,DC,,,,Not Provided,"119,776",,,,,,,,,,,,,,,,,
PM3514246,1188_0118,3514246,Waterfront,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1010 - 1014 WISCONSIN AV NW,WATERFRONT CENTER LP,2,1010-1014 Wisconsin Ave NW,Washington,DC,20007,1975,Office,Office,"320,940","207,863",55,83,83,258,258,"2,285",11,"2,668","4,969,000","2,887",,,Whole Building,,38.9030827,-77.06295205
DC11890090,1189_0090,N/A,,,,,No Report Received,1050 31ST ST,CASTLETON HOTEL PARTNERS I LLC,2,,Washington,DC,20007,,,Not Provided,"62,807",,,,,,,,,,,,,,,,,
DC11892571,1189_2571,N/A,,,,,No Report Received,3150 SOUTH ST NW,PARK MILLENNIUM A CONDOMINIUM,2,,Washington,DC,,,,Not Provided,"341,975",,,,,,,,,,,,,,,,,
PM2590129,1190_0078,2590129,1000 Thomas Jefferson Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1000 THOMAS JEFFERSON ST NW,1000 JEFFERSON ASSOCIATES,2,1000 Thomas Jefferson Street NW,Washington,DC,20007,1980,Office,Office,"207,744","154,807",46,98,96.4,308,303,"2,030",13,"5,654","4,443,391",,,,Whole Building,Whole Building,38.90285148,-77.0606233
PM2590132,1190_0842,2590132,1050 Thomas Jefferson Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1050 THOMAS JEFFERSON ST NW,KIRSTEIN GERWIRZ AND ABEL,2,1050 Thomas Jefferson Street NW,Washington,DC,20007,1981,Office,Office,"287,032","206,542",56,91,90.7,285,285,"2,508",12,"6,446","5,489,800",,,,Whole Building,Whole Building,38.90388654,-77.06040573
PM4369395,1191_0071,4369395,The Foundry Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1055 THOMAS JEFFERSON ST NW,THE FOUNDRY GEORGETOWN LLC,2,1055 Thomas Jefferson Street NW,Washington,DC,20007,1976,Office,Office,"331,720","241,882",67,59,57.7,184,181,"1,901",8,"5,372","4,161,758",103,,,Whole Building,Whole Building,38.90393028,-77.05929023
PM3306993,1191_0072,3306993,1025 Thomas Jefferson Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1025 THOMAS JEFFERSON ST NW,JBG/JEFFERSON COURT L L C,2,1025 Thomas Jefferson Street NW,Washington,DC,20007,1984,Office,Office,"451,939","342,966",88,50,49.2,157,154,"2,289",7,"3,499","5,010,876",,,,Whole Building,Whole Building,38.90333924,-77.05929918
PM4548157,1192_0818,4548157,Georgetown Suites Harbour,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1000 29TH ST NW,29TH & K ASSOCIATES LP,2,1000 29th St. NW,Washington,DC,20007,1988,Hotel,Hotel,"66,678","62,777",,57,56.3,135,132,372,6,"2,581","660,092","13,352",,,Whole Building,Whole Building,,
DC11922386,1192_2386,N/A,,,,,No Report Received,1077 30TH ST NW,JAMES PLACE CONDO,2,,Washington,DC,,,,Not Provided,"87,686",,,,,,,,,,,,,,,,,
PM3989902,1192_2386,3989902,James Place Condominium Association,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1077 30TH ST NW,JAMES PLACE CONDO,2,1077 30th Street NW,Washington,DC,20007,1981,Multifamily Housing,Multifamily Housing,87686,155200,91,29,29.1,75.1,75.2,507,3.3,2676.6,971364,11928.63004,,,Whole Building,Whole Building,,
DC11930803,1193_0803,N/A,,,,,Exempt from this year's disclosure,1055 29TH ST NW,GEORGETOWN 29K ACQUISITION LLC,2,,Washington,DC,20007,,,Not Provided,"180,296",,,,,,,,,,,,,,,,,
