DC Real Property ID,Address of Record,Owner of Record,Ward,Property Name,Address 1,City,State,Postal Code,Primary Property Type,Year Built, Reported Building Gross Floor Area (ft²) ,Tax Record Building Gross Floor Area (ft²),Site EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),ENERGY STAR Score,Total GHG Emissions (MtCO2e),Electricity Use - Grid Purchase and Onsite (kWh),Natural Gas Use (therms),District Steam Use (kBtu),Other Fuel Use (kBTU),X-Coordinate (ESRI),Y-Coordinate (ESRI),Metered Areas (Energy)
05420870,1100 4TH ST,USGBF WATERFRONT STATION LLC,6,1100 4th Street at Waterfront Station l,1100 4th Street SW,Washington,DC,20024,Office,2010," 582,576 "," 290,232 ",94.6,268.1,76,3914.2,8446770,49273.019,,40641,398538.3219,134410.6787,Whole Building
05462282,0240 M ST SW,THE CARROLLSBURG CONDO,6,"Carrollsburg, A Condominium",1250 4th St. SW,Washington,DC,20024,Multifamily Housing,1974," 486,912 "," 305,599 ",92.3,151.9,,3392.67,3322292,335985.8,,,398494.231,134122.592,No Selection Made
05630016,0111 MASSACHUSETTS AV NW,JEMAL'S DARTH VADER LLC,6,"Jemal's Darth Vader, LLC","111 Massachusetts Ave, NW",Washington,DC,20001,Office,1983," 310,129 "," 382,448 ",81.7,272.8,50,3586.74,7423371,,,,398858.195,136875.0737,No Selection Made
05680043,0501 3RD ST NW,COMMUNICATIONS WORKERS OF AMERICA,2,Communications  Workers of America Building,"501 Third Street, N.W.",Washington,DC,20001,Office,1991," 217,705 "," 396,727 ",87.8,293.1,46,2705.48,5599464.2,,,,398720.2689,136523.5165,Whole Facility Energy Consumption
05690865,0120 F ST NW,GEORGETOWN UNIVERSITY,6,Gewirz Residence Building,120 F St.,Washington,DC,20001,Residence Hall/Dormitory,1993," 225,264 "," 242,217 ",51.5,140,67,1344.49,2411706,33689.3,,,398839.0326,136559.8633,No Selection Made
05740025,0101 CONSTITUTION AV NW,UNITED BROTHERHD CRPT JNR AM NATL H S FD,6,101 Constitution,"101 Constitution Avenue, NW",Washington,DC,20001,Office,2002," 745,703 "," 561,068 ",73.4,230.5,76,4915,11375140,,,,398880.189,136112.9491,Whole Building
06130010,2100 2ND ST SW,"2100 2ND ST HOLDINGS, LLC",6,U.S. Coast Guard,2100 2nd Street SW,Washington,DC,20593,Office,1973," 587,776 "," 887,039 ",64,213.6,89,5323.76,11018423,,,,398876.2059,132914.3944,No Selection Made
06220089,0800 NORTH CAPITOL ST NW,WEH CAPTIOL LLC,6,800 N CAPITOL,"800 N CAPITOL STREET, NW",Washington,DC,20004,Office,1989," 322,538 "," 417,442 ",66,219.9,83,2424.65,6234646.2,,,,399156.3846,136961.6332,No Selection Made
06250061,0025 MASSACHUSETTS AV,25 MASSACHUSETTS AVE PROPERTY LLC,6,Republic Square - 25 Mass Ave,"25 Massachusetts Ave, NW",Washington,DC,20001,Office,2006," 377,979 "," 551,388 ",56.4,183,80,3016.61,6243386,,,,399098.3695,136736.1241,Whole Facility Energy Consumption
06260078,0020 - 0011 MASSACHUSETTS AV NW,GOVERNMENT PROPERTIES INCOME TRUST LLC,6,20 Massachusetts Avenue,20 Massachusetts Avenue NW,Washington,DC,20001,Office,1973," 420,964 "," 437,693 ",63.8,187.4,86,2626.4,5831783,20088.999,,,399075.4414,136647.0083,Whole Building
06260079,601 NEW JERSEY AV,601 NEW JERSEY AVE LLC,6,601 New Jersey Avenue,601 New Jersey Avenue,Washington,DC,20001,Office,2001," 275,102 "," 278,640 ",62.8,210,88,2448.15,5066867.6,,,,398994.6104,136664.4491,No Selection Made
06280893,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,6,Washington Court Hotel on Capitol Hill,525 New Jersey Avenue NW,Washington,DC,20001,Hotel,1983," 283,940 "," 275,396 ",87.7,207.1,52,2397.5,4446286,89747.021,,,399056.797,136550.2616,Whole Building
06300071,0400 NORTH CAPITOL ST NW,JAMES J HAYES,6,Hall of the States,"400/444 North Capitol Street, NW",Washington,DC,20001,Office,1975," 846,193 "," 961,282 ",59.9,188.2,86,4600.2,10646490,,,,399139.7838,136423.2448,Whole Building
06310809,0051 LOUISIANA AV,51 LINCOLN LLC,6,51 Louisiana Ave. NW,51 Louisiana Ave. NW,Washington,DC,20001,Office,1990," 205,580 "," 260,352 ",129.1,405.4,36,3361.6,7779979,,,,399006.8248,136231.1085,Whole Building
06400069,0499 SOUTH CAPITOL ST SW,MARFAIR JOINT VENTURE,6,Fairchild Building,499 S Capitol St SW,Washington,DC,20003,Office,1981," 283,579 "," 278,599 ",112.6,292.1,60,2837.6,5523681,,,6076140.4,399097.538,135064.7309,Whole Building
06660015,1900 HALF ST SW,JEMAL'S LAZRIV WATER LLC,6,"Jemal's Lazriv, LLC","1900 Half Street, SW",Washington,DC,20003,Office,1975," 500,203 "," 778,964 ",65.6,216.6,71,4614.38,9507358,3895,,,399151.9707,133199.7495,Whole Facility Energy Consumption
06690854,64 NEW YORK AV,BREOF 64 NEW YORK AVE REO LLC,5,64 New York Avenue,"64 New York Avenue, NE",Washington,DC,20002,Office,2000," 379,147 "," 340,934 ",52.4,172.3,86,2771.15,5682924.8,4763.7,,,399401.872,137917.8685,No Selection Made
06720849,1200 FIRST ST NE,VEF-VN Capitol Plaza I LLC,6,125310 - Capitol Plaza I,1200 1st Street NE,Washington,DC,20002,Office,2007," 303,703 ",,,,,,,,,,,,Whole Facility Energy Consumption
06750832,77 K ST,77 K STREET TOWER LLC,6,77K Street Towers,77k Street NE suite 100,Washington,DC,20002,Office,2008," 364,976 "," 346,026 ",,,,,,,,,399447.1915,137131.7387,No Selection Made
06750847,830 1ST ST,CIM URBAN REIT PROPERTIES VI LP,6,"830 First Street, NE","830 First Street, NE",Washington,DC,20004,Office,2001," 252,992 "," 233,962 ",74.1,247.4,81,2135.92,5492218,,,,399333.507,137027.6885,No Selection Made
06750850,840 1ST ST,FP 840 FIRST STREET LLC,6,840 First Street NE,840 1st Street NE,Washington,DC,20002,Office,2003," 372,491 "," 266,766 ",72.3,209.1,82,2344.4,5127000,24330.102,,,399402.0561,137030.7418,Whole Building
06770142,0777 NORTH CAPITOL ST NE,CENTER PUBLIC ADMINISTRATION,6,Center for Public Administration and Service,777 North Capitol St. NE,Washington,DC,20002,Office,1989," 229,832 "," 300,000 ",113.6,379.4,70,3696.96,7651490.7,,,,399264.5963,136886.8986,Whole Facility Energy Consumption
06970045,1015 HALF ST,HALF STREET SE LLC,6,Half Street,1015 Half St. SE,Washington,DC,20003,Office,2010," 559,116 "," 400,000 ",,,,,,,,,399310.7536,134458.0939,Whole Building
06980032,0020 M ST,SOUTHEAST REALTY LLC,6,20 M,20 M Street S.E.,Washington,DC,20036,Office,2006," 204,303 "," 297,720 ",67.4,225.1,74,1950.23,4036328.5,,,,399315.2549,134328.6591,No Selection Made
06990028,80 M ST,WELLS REIT II 80 M STREET LLC,6,80 M Street SE,"80 M Street , SE",Washington,DC,20003,Office,2001," 319,955 "," 384,666 ",53.1,172.4,93,2339.77,4762621.3,7259.9,,,399448.8437,134352.4498,No Selection Made
07110809,145 N ST,TWO CON LLC,6,Two Constitution Square - Including Retail,"145 N Street, NE",Washington,DC,20002,Office,2010," 741,377 "," 589,000 ",65.2,201.5,84,4894.1,11240750,6991.827,,,399601.6971,137662.3708,Whole Building
07120111,0131 M ST,UNION STATION ASSOCIATES LTD,6,One NoMa Station,"131 M St., N.E.",Washington,DC,20002,Office,1937," 436,178 "," 442,412 ",76.1,239.5,70,4522.68,9135631.1,20419.7,,,399592.1577,137477.9922,Whole Facility Energy Consumption
07200824,0100 F ST,SECOND ST HOLDING LLC,6,Station Place I,"100 F Street, NE",Washington,DC,20002,Office,2005," 802,199 "," 929,605 ",68,230.3,82,7729.21,15996933.1,,,,399631.1459,136684.401,No Selection Made
07200825,600 2ND ST,600 SECOND ST HOLDINGS LLC,6,Station Place II,600 Second Street NE,Washington,DC,20002,Office,2005," 381,401 "," 538,454 ",67,223.1,80,3621.19,7494663.1,,,,399641.1678,136761.2354,No Selection Made
07200826,700 2ND ST,SEVEN HUNDRED 2ND STREET HOLDINGS LLC,6,Station Place III,700 Second Street NE,Washington,DC,20002,Office,2009," 521,726 "," 755,499 ",83.3,283.5,75,6151.93,12732482.2,,,,399654.5303,136851.9096,No Selection Made
07410816,1000 NEW JERSEY AV,CAPITOL HILL TOWER HOUSING COOPERATIVE INCF,6,Capitol Hill Tower Housing Cooperative,"1000 New Jersey Ave, SE",Washington,DC,20003,Multifamily Housing,2006," 425,000 "," 407,026 ",10.8,33.1,,599.2,1179743,5486.1,,,399649.306,134469.4023,
07420039,1100 NEW JERSEY AV,SQUARE 742 LLC,6,Federal Gateway 1,"1100 New Jersey Ave., SE",Washington,DC,20003,Office,2003," 303,458 "," 409,428 ",77.4,245.7,91,3292.67,6774527,3653.3,,,399657.7894,134357.6495,Whole Facility Energy Consumption
07512930,201 I STREET NE,SENATE SQUARE TOWERS,6,Senate Square,201 I St. NE,Washington,DC,20002,Multifamily Housing,2008," 548,941 "," 432,815 ",,,,,,,,,399711.5138,136942.2145,No Selection Made
07700809,1200 NEW JERSEY AV,JBG/FEDERAL CENTER LLC,6,USDOT Building,"1200 New Jersey Ave, SE",Washington,DC,20590,Office,2007," 1,578,431 "," 1,918,668 ",76.2,209.7,94,14530.88,26951375,283612.4,,,399802.3268,134223.3662,No Selection Made
08000029,0300 M ST SE,FEDERAL CENTER LP,6,300 M Street SE,300 M Street SE,Washington,DC,20003,Office,2001," 403,096 "," 397,139 ",59.2,185.7,78,2275,5265165,,,,399886.6595,134328.8888,Whole Building
10452860,1391 PENNSYLVANIA AVE SE,JENKINS ROW CONDOMINIUM,6,Jenkins Row Condominium,1391 Pennsylvania Ave SE,Washington,DC,20003,Multifamily Housing,2007," 220,808 "," 220,808 ",12.7,39.8,,354.2,819769,,,,401060.0328,134652.9274,Whole Building
11730820,3000 K ST NW Unit: 500,RP MRP WASHINGTON HARBOUR LLC,2,Washington Harbour,3000-3050 K Street,Washington,DC,20007,Office,1985," 666,283 "," 595,415 ",,,,,,,,,394785.7801,137098.639,Whole Facility Energy Consumption
11880118,1010 - 1014 WISCONSIN AV NW,WATERFRONT CENTER LP,2,Waterfront,1010-1014 Wisconsin Ave NW,Washington,DC,20007,Office,1975," 320,940 "," 320,940 ",83.7,259.9,55,2248,5166703,2918,,,394500.8892,137238.707,Whole Building
11900078,1000 THOMAS JEFFERSON ST NW,1000 JEFFERSON ASSOCIATES,2,1000 Thomas Jefferson Street NW,1000 Thomas Jefferson Street NW,Washington,DC,20007,Office,1980," 206,122 "," 207,744 ",102,318.3,42,1999,4626464,,,,394741.2716,137222.6401,Whole Building
11900842,1050 THOMAS JEFFERSON ST NW,KIRSTEIN GERWIRZ AND ABEL,2,1050 Thomas Jefferson Street NW,1050 Thomas Jefferson Street NW,Washington,DC,20007,Office,1981," 277,451 "," 287,032 ",103.9,326.3,37,2718.2,6290880,,,,394757.8253,137294.1382,Whole Building
11910071,1055 THOMAS JEFFERSON ST NW,THE FOUNDRY GEORGETOWN LLC,2,Foundry Building,1055 Thomas Jefferson St NW,Washington,DC,20007,Office,1973," 336,868 "," 331,720 ",63.2,198.5,75,1765.3,4085441,,,,394828.2769,137334.0932,Whole Building
11950030,2800 PENNSYLVANIA AV NW,SHC WASHINGTON LLC,2,"Four Seasons Washington, DC",2800 Pennsylvania Avenue NW,Washington,DC,20007,Hotel,1976," 575,458 "," 459,534 ",136.6,290.8,19,5727.1,9540897,302339.634,,,395010.8457,137399.0622,Whole Building
12220062,3515 PROSPECT ST NW,GEORGETOWN UNIVERSITY,2,Preclinical Science & Basic Science Building (Medical Center),"3900 Reservoir Road, N.W.",Washington,DC,20057,Medical Office,1972," 274,755 "," 238,595 ",230.5,479.7,,6530.73,7171635,,38814552,,393958.668,137607.4835,
13000532,2500 WISCONSIN AV NW,CARILLON HOUSE LP,3,Carillon House,"2500 Wisconsin Avenue, NW",Washington,DC,20007,Multifamily Housing,1954," 366,940 "," 327,920 ",73.2,135.3,,1968.2,2725727,148950.294,,,393578.2614,139452.3552,Whole Building
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,Southwest Quadrangle,"37th and O St., NW",Washington,DC,20007,Residence Hall/Dormitory,2003," 987,943 "," 3,526,986 ",26.2,82.2,90,3522.48,6912011,,2305614,,393479.0971,137905.9967,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,Leavey Center,"3800 Reservoir Road, N.W.",Washington,DC,20057,Hotel,1988," 260,566 "," 3,526,986 ",172.1,376.2,,4700.22,5426563.2,,26312178,,393479.0971,137905.9967,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,Intercultural Center,"37th and O St., NW",Washington,DC,20007,Office,1983," 224,578 "," 3,526,986 ",97.8,229.7,,2437.4,3292245.7,,10719732,,393479.0971,137905.9967,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,Village C,"37th and O St., NW",Washington,DC,20007,Residence Hall/Dormitory,1986," 210,032 "," 3,526,986 ",76.7,162.1,70,1643.03,1735609,,10187208,,393479.0971,137905.9967,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,Lauinger Library,"37th and O St., NW",Washington,DC,20007,Library,1970," 203,238 "," 3,526,986 ",,,,,,,,,393479.0971,137905.9967,
16000001,4400 MASSACHUSETTS AV NW,AMERICAN UNIVERSITY,3,American University Main Campus,4400 Massachusetts Ave NW,Washington,DC,20016,Other,1896," 1,846,932 "," 1,452,667 ",116.8,258,,21079.81,31877731,1070169,,,392242.8149,141005.7349,
16012423,4201 CATHEDRAL AVE NW,THE TOWERS CONDO,3,The Towers Condominium,4201 Cathedral Avenue NW,Washington,DC,20016,Multifamily Housing,1958," 987,343 "," 660,200 ",56,106.9,,4556.27,5350630,370491,,,392706.848,140304.506,
16012461,4100 MASSACHUSETTS AVENUE NW,CondoMain 2461,3,4100 Massachusetts Avenue NW,4100 Massachusetts Avenue NW,Washington,DC,20016,Multifamily Housing,1900," 298,345 "," 282,226 ",,,,,,,,,392857.608,140572.091,
16610813,5335 WISCONSIN AV NW,CLPF-CC PAVILION LP,3,16610813_Chevy Chase Pavilion,"5335 Wisconsin Avenue, NW",Washington,DC,22015,Office,1990," 304,549 "," 894,921 ",31.3,100.3,100,1424.95,2793162,,,,392661.3513,143619.7242,
17092430,4000 TUNLAW RD NW,4000 TUNLAW RD CONDO,3,4000 Tunlaw Condo,"4000 Tunlaw Rd, NW",Washington,DC,20007,Multifamily Housing,1960," 227,228 "," 227,228 ",75.8,140.6,,1447.9,1762210.6,112116.5,,,392977.497,139696.304,
17170804,4201 MASSACHUSETTS AV,BERKSHIRE APARTMENTS LLC,3,The Berkshire,4201 Massachusetts Ave NW,Washington,DC,20016,Multifamily Housing,1952," 706,306 "," 688,692 ",58.2,108.3,,3356.5,4679972,251428.796,,,392905.9264,140880.8079,Whole Building
17860821,4200 WISCONSIN AV NW,AMERICAN UNIVERSITY,3,4200 Wisconsin Ave,"4200 Wisconsin Ave, NW",Washington,DC,20016,Office,1975," 212,290 "," 216,397 ",116.8,366.1,31,,4928397.7,,,,393229.6549,141736.6409,Whole Building
18020024,4000 MASSACHUSETTS AV NW,EDWARD H KAPLAN,3,4000 Mass,4000 Massachusetts Avenue,Washington,DC,20016,Multifamily Housing,1961," 569,467 "," 820,790 ",,,,,,,,,393165.118,140422.9713,No Selection Made
18050802,3900 WATSON PL NW,3900 WATSON PLACE NW INC,3,3900 Watson Place,"3900 Watson Place, NW",Washington,DC,20016,Multifamily Housing,1960," 262,800 "," 262,800 ",,,,,,,,,393223.9321,140026.377,Whole Facility Energy Consumption
18051068,2801 NEW MEXICO AVE,THE COLONNADE CONDOMINIUM,3,The Colonnade Condominium,"2801 N Mexico Ave, NW",Washington,DC,20007,Multifamily Housing,1964," 425,000 "," 422,437 ",,,,,,,,,392956.081,139832.44,
18230009,4000 WISCONSIN AV NW,JAN K EVANS KING TRUSTEE,3,4000 Wisconsin Avenue,"4000 Wisconsin Avenue, NW",Washington,DC,20016,Office,1987," 481,193 "," 864,433 ",146.4,489,45,9975.49,20645991.9,,,,393293.3589,141534.8415,No Selection Made
18690825,5415 CONNECTICUT AV NW,WRIT KENMORE LLC,3,The Kenmore,"5415 Connecticut Ave, NW",Washington,DC,200152765,Multifamily Housing,1948," 264,366 "," 274,794 ",96.9,180.1,,2168.37,2668846.6,165200.3,,,393686.1909,143757.7018,
19290014,3700 MASSACHUSETTS AV NW,SMITH PROPERTY HOLDINGS ALBAN TOWERS LLC,3,Alban Towers,3700 Massachusetts Av NW,Washington,DC,20016,Multifamily Housing,1934," 345,169 "," 345,169 ",59.2,120.3,,1879.7,2627882.2,114658.7,,,393607.9539,140036.804,
19773012,4600 CONNECTICUT AVE NW,4600 CONNECTICUT AVE CONDO,3,4600 Connecticut Avenue Condominium,4600 Connecticut Avenue NW,Washington,DC,20008,Multifamily Housing,1957," 299,840 "," 229,657 ",21.7,66.6,,921.2,1905300,117.2,,,394110.3129,142436.73665,Whole Facility Energy Consumption
19810012,4817 - 4831 36TH ST NW,DAVENPORT HOUSE ASSOCIATES LTP,3,Archstone Connecticut Heights,4850 Connecticut Av NW,Washington,DC,20008,Multifamily Housing,1974," 250,128 "," 240,128 ",,,,,,,,,394015.1291,142758.0398,
20350004,4849 CONNECTICUT AV NW,"TMG ELLICOTT, LP",3,Ellicott House,4849 Connecticut Ave NW,Washington,DC,20008,Multifamily Housing,1972," 206,304 "," 319,415 ",139.6,261.9,,2333.56,2658240.4,197215.3,,,394117.6103,142802.9409,
20390001,4545 CONNECTICUT AV NW,BRANDYWINE APARTMENTS OF MARYLAND LLC,3,The Brandywine Apartments,"4545 Connecticut Ave, NW",Washington,DC,20008,Multifamily Housing,1954," 347,040 "," 347,040 ",69.1,130.6,,2056.54,2589764.5,151362.6,,,394334.0452,142374.8208,
20390804,4501 CONNECTICUT AV NW,SMITH PROPERTY HOLDINGS FIVE LP,3,4501 Connecticut Avenue,4501 Connecticut Avenue,Washington,DC,20008,Multifamily Housing,1900," 273,393 "," 365,946 ",67.2,122.9,,1532.1,1836629,121184,,,394345.5853,142287.1289,
20490804,3101 VEAZEY TR NW,V N N C INC,3,V.N.N.C.Inc.,"3001 Veazey Terrace, NW",Washington,DC,20008,Multifamily Housing,1966," 698,441 "," 698,441 ",64.5,125,,2694.8,3964421,185002.002,,,394651.1011,141884.4386,Whole Building
20490806,3003 VAN NESS ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,Van Ness,3003 Van Ness St NW,Washington,DC,20008,Multifamily Housing,1970," 912,615 "," 902,615 ",47.2,92.6,,3829.47,5095375.1,257056.7,,,394663.4595,141778.1782,No Selection Made
20490810,2900 VAN NESS ST NW,HOWARD UNIVERSITY,3,Law School,2900 Van Ness Street,Washington,DC,20008,K-12 School,1000," 289,942 "," 244,615 ",79.2,254.7,22,3251.98,6730524.6,,,,394922.5843,141751.0951,
20491080,2939 VAN NESS ST NW,VAN NESS EAST CONDOMINIUM,3,Van Ness East Condominium,"2939 Van Ness Street, NW",Washington,DC,20008,Multifamily Housing,1965," 391,000 "," 324,999 ",63.4,116.4,,2182.73,2862711.2,150292.1,,,394732.04,141781.496,
21320026,2401 CALVERT ST NW,CALVERT HOUSE ASSOCIATES LLC,3,The Calvert House,2401 Calvert Ave.,Washington,DC,20008,Multifamily Housing,1964," 240,528 "," 240,528 ",71.4,135.6,,1476.43,1864185.3,108217.7,,,395380.6582,139571.0181,
21320029,2800 WOODLEY RD NW,ALONZO O BLISS PROPERTY,3,2800 Woodley Rd 2010,2800 Woodley Rd NW,Washington,DC,20008,Multifamily Housing,1942," 240,516 "," 240,516 ",67.7,120.8,,1377.48,1693140,105152,,,395068.3324,139747.3134,Whole Facility Energy Consumption
21320827,2725 29TH ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,Cleveland House,2727 29th st NW,Washington,DC,20008,Multifamily Housing,1953," 315,129 "," 315,129 ",52.8,102.7,,1395.02,1690036.1,108730.5,,,395076.7021,139602.2517,No Selection Made
21320850,2600 Woodly Road,Marriot Wardman Park,3,337w0-Washington DC Marriott Wardm,2660 Woodley Rd Nw,Washington,DC,20008,Hotel,1978," 1,600,000 ",,107.1,222.8,23,16149.61,23313740,918259,,,,,No Selection Made
21380812,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,Omni Shoreham Hotel,2500 Calvert St NW,Washington,DC,20008,Hotel,1930," 953,000 "," 791,548 ",94.6,213.9,44,9249.18,14753900,398429,,12482.15,395342.6563,139386.5534,Whole Facility Energy Consumption
22050839,2601 WOODLEY PL NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,Calvert Woodley,2601 Woodley PL NW,Washington,DC,20008,Multifamily Housing,1954," 206,688 "," 206,688 ",56.3,104.1,,986.94,1217946.2,74899.6,,,395650.7317,139567.2085,No Selection Made
22250842,2501 PORTER ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2501 Porter,2501 Porter St NW,Washington,DC,20008,Multifamily Housing,1988," 309,058 "," 309,058 ",26.7,60,,794.77,1182008.6,42041.3,,,395360.5692,140860.5575,No Selection Made
22250844,2800 QUEBEC ST NW,AMERICAN SECURITY & TRUST COMPANY,3,Quebec House South,"2800 Quebec Street, NW",Washington,DC,20008,Multifamily Housing,1949," 353,727 "," 344,727 ",66.1,130.6,,2125.77,2921654.8,134233,,,395180.473,140927.755,
22260800,3601 CONNECTICUT AV NW,BROADMOOR COOPERATIVE,3,The Broadmoor Cooperative Apartments,3601 Connecticut Avenue NW,Washington,DC,200081928,Multifamily Housing,1928," 308,969 "," 308,077 ",33.7,44.4,,591.6,298597.9,87168.235,,,394922.5471,141095.9468,Whole Building
22430066,2950 VAN NESS ST NW,SMITH PROPERTY HOLDINGS KENMORE LP,3,2950 Van Ness Street NW,2950 Van Ness Street NW,Washington,DC,20008,Multifamily Housing,1900," 222,415 "," 266,382 ",12.3,42.4,,385.16,794522,240,,,394695.637,141663.0051,
25350041,1919 CONNECTICUT AV,CJUF II DESTINATION HOTEL LLC,1,Washington Hilton,1919 Connecticut Ave,Washington,DC,20009,Hotel,1965," 973,414 "," 973,414 ",128.6,269.9,23,11897.45,17334188,654613.5,,537841.76,396110.0031,138722.6494,No Selection Made
25350830,1875 CONNECTICUT AV NW,UNIVERSAL BUILDING NORTH INC,1,1875 Connecticut,1875 Connecticut,Washington,DC,20037,Office,1961," 548,132 "," 519,484 ",68.8,171,83,3014.6,5868350,90261.581,,,396071.1823,138639.9524,Whole Building
25350831,1825 CONNECTICUT AV NW,UNIVERSAL BUILDING INC,1,1825 Connecticut Avenue,1825 Connecticut Av,Washington,DC,20009,Office,1957," 449,816 "," 421,800 ",98.1,221.1,65,3183.4,5630937,141398.32,,,396042.536,138590.6091,Whole Building
25411133,2031 BELMONT RD NW,VALLEY VISTA CONDOMINIUM,1,The Valley Vista Condominium,2032 Belmont Rd NW,Washington,DC,20009,Multifamily Housing,1928," 248,899 "," 116,748 ",29.9,40.5,,442.13,151189.2,69376,,,395786.153,139091.45,No Selection Made
25710104,2400 16TH ST NW,ENVOY ASSOCIATES LTD PTSP,1,The Envoy,2400 16th Street NW,Washington,DC,20009,Multifamily Housing,1918," 276,092 "," 276,092 ",20,46.4,,549.37,846564.9,26379.7,,,396736.9114,139286.5096,
25720815,2480 16TH ST,DORCHESTER HOUSE ASSOCIATES LLC,1,Dorchester House Apartments,2480 16th Street,Washington,DC,20009,Multifamily Housing,1941," 439,502 "," 439,502 ",53.9,80.2,,1599.39,1125023.9,198461.3,,,396767.3132,139431.1348,
25900801,1601 ARGONNE PL NW,COLUMBIA REALTY VENTURE LLC,1,Chalfonte,1601 Argonne Pl NW,Washington,DC,20009,Multifamily Housing,1926," 202,589 "," 202,589 ",73.8,109.4,,1095.93,997255.1,115430.6,,,396656.4234,139874.8296,
26330829,3900 16TH ST NW,CRESTWOOD APARTMENTS ASC,4,Crestwood Apartments,3900 16th Street NW,Washington,DC,20011,Multifamily Housing,1955," 263,260 "," 263,260 ",48.8,85.5,,974.56,964869.6,95557.1,,,396765.6355,141268.1016,No Selection Made
26880043,3500 14TH ST NW,CAVALIER APARTMENTS LP,1,Cavalier Apartments,3500 14th Street NW,Washington,DC,20010,Multifamily Housing,1926," 252,792 "," 235,994 ",27.1,56.9,,623.32,858396,39204,,,397120.0718,140747.247,No Selection Made
28731101,2251 SHERMAN AV,HOWARD UNIVERSITY,1,Howard Tower Plaza,2251 Sherman Avenue,Washington,DC,20059,Residence Hall/Dormitory,1989," 573,687 "," 520,000 ",40,128.7,78,3251.98,6730533.6,,,,397928.9733,139161.0446,
31290801,0111 MICHIGAN AV,WASHINGTON HOSPITAL CENTER,5,Children's National Medical Center,"111 Michigan Ave, N.W.",Washington,DC,20010,Hospital (General Medical and Surgical),1970," 1,957,377 "," 823,803 ",187.1,441.8,58,41708.23,59842537.8,,162054456,,398725.3075,139948.4803,Whole Facility Energy Consumption
35820802,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,DCAA,1501 Eckington Place,Washington,DC,20002,Warehouse (Unrefrigerated),1990," 210,000 "," 208,650 ",79.4,173.8,50,1534.51,2146320,93510,,,399665.1658,138003.5727,
36300808,0611 EDGEWOOD ST NE,EDGEWOOD IV LP,5,Edgewood IV,"611 Edgewood Street, NE",Washington,DC,20017,Multifamily Housing,1973," 383,900 "," 383,900 ",42.5,81.8,,1420.55,1832766,100566,,,400094.1422,139424.7248,Whole Facility Energy Consumption
38210040,0400 MICHIGAN AV NE,NATIONAL SHRINE OF THE IMMACULATE CONCEPTION,5,Basilica of the National Shrine of the Immaculate Conception,400 Michigan Avenue  N.E.,Washington,DC,200171566,Worship Facility,1959," 226,301 "," 248,643 ",96.5,218.6,2,2105.7,3772892,89595,,,399936.7747,140620.0848,Whole Building
43590834,2800 V ST NE,2800 V STREET LIMITED PARTNERSHIP,5,2800 V ST NE,2800 V ST NE,Washington,DC,20018,Warehouse (Unrefrigerated),1950," 242,810 "," 267,683 ",,,,,,,,,402746.4483,139219.0623,
44930001,1501 MARYLAND AV NE,MARYLAND CROSSING REALTY LLC,5,Hechinger Mall,1601 Maryland Ave,Washington,DC,20002,Strip Mall,1979," 207,990 "," 207,990 ",83.8,,,2023.7,4378425,24824.8,,,401658.6908,136953.4918,Whole Building
57250803,2700 - 2722 SHIPLEY TR SE,ROCKBURNE ESTATES LP,8,Rockburne Estates,2700 - 2722 Shipley Terrace,Washington,DC,20020,Multifamily Housing,1964," 247,632 "," 247,632 ",16.1,,,211,,39750.53,,,402639.7441,131447.5546,Whole Building
58690068,2607 BOWEN RD,OXFORD MANOR LP,8,Oxford Manor Apartments,"2607 Bowen Road, SE",Washington,DC,20020,Multifamily Housing,1977," 291,302 "," 279,872 ",50,101.5,,1326.87,1828450,83350,,,400824.0862,132378.3864,Whole Facility Energy Consumption
62190032,4301 3RD ST,ATLANTIC TERRACE LTD,8,Atlantic Terrace Ltd.,"4301 3rd St., SE",Washington,DC,20032,Multifamily Housing,1964," 200,839 "," 200,839 ",4.2,11.6,,100.05,183084,2178.8,,,399773.5474,128925.737,
"00160093, 00160863",0950 25TH ST NW,CLARIDGE H COOPERTVE,2,950 25th Street Northwest,950 25th Street Northwest,Washington,DC,20037,Multifamily Housing,1960," 373,216 "," 144,466 ",,,,,,,,,395337.9492,137137.4412,Whole Facility Energy Consumption
