name,ticker,sector,industry,cyclicality_score,rel_index,start_date,tr_0.5y,tr_1y,tr_1.5y,tr_2y,tr_2.5y,tr_3y,alpha_0.5y,alpha_1y,alpha_1.5y,alpha_2y,alpha_2.5y,alpha_3y,tr_an_0.5y,tr_an_1y,tr_an_1.5y,tr_an_2y,tr_an_2.5y,tr_an_3y,alpha_an_0.5y,alpha_an_1y,alpha_an_1.5y,alpha_an_2y,alpha_an_2.5y,alpha_an_3y
AVON PRODUCTS,AVP US Equity,Consumer Staples,Personal Products,3,SPX Index,31/12/2013,-0.1444685,-0.4445898,-0.6238727,-0.7487264,-0.765478,-0.687304,-0.21580952,-0.5813727,-0.7746542,-0.9011387,-0.9620996,-0.9774569,-0.268065853,-0.4445898,-0.478937397,-0.498728018,-0.44014774,-0.321253752,-0.385045291,-0.5813727,-0.629689,-0.685577832,-0.729941708,-0.717509046
CIMPOR-CIMENTOS,CPR PL Equity,Materials,Construction Materials,4,PSI20 Index,31/12/2013,0.1111793,-0.5565858,-0.6366572,-0.8685621,-0.8594974,-0.9093532,0.05029665,-0.3068126,-0.5266717,-0.7303045,-0.6032648,-0.6932055,0.234719437,-0.5565858,-0.490812533,-0.637456347,-0.543885641,-0.550788541,0.103123053,-0.3068126,-0.392646,-0.480677846,-0.309123702,-0.325550884
CENTURYLINK INC,CTL US Equity,Telecommunication Services,Diversified Telecommunication,2,SPX Index,31/12/2013,0.1730489,0.3168962,0.008202952,-0.1017269,0.07504868,-0.08176479,0.10170788,0.1801133,-0.142578548,-0.2541392,-0.12157292,-0.37191769,0.376043722,0.3168962,0.005461185,-0.052227295,0.029369396,-0.028033461,0.213760253,0.1801133,-0.097467,-0.136367671,-0.050527728,-0.143608817
ENBW ENERGIE BAD,EBK GR Equity,Utilities,Electric Utilities,1,DAX Index,31/12/2013,0.04629343,-0.03335319,-0.01741293,-0.1913759,-0.1779558,-0.2084987,0.01688541,-0.05988014,-0.16322393,-0.316044,-0.19134855,-0.410432,0.094729942,-0.03335319,-0.011642573,-0.100764714,-0.075391104,-0.074981232,0.034055937,-0.05988014,-0.112014,-0.172983676,-0.081446306,-0.161484102
ENI SPA,ENI IM Equity,Energy,"Oil, Gas & Consumable Fuels",5,FTSEMIB Index,31/12/2013,0.1771375,-0.1190858,-0.00050065,-0.1095498,-0.03415229,0.06145093,0.0318748,-0.1488671,-0.24379415,-0.3015543,0.0343181,-0.05296697,0.385652694,-0.1190858,-0.000333795,-0.056363311,-0.013803489,0.020077826,0.064765603,-0.1488671,-0.169971,-0.164269362,0.013588443,-0.017976889
GRANITE CONSTR,GVA US Equity,Industrials,Construction & Engineering,4,SPX Index,31/12/2013,0.0357851,0.1025857,0.03744033,0.2628303,0.3484775,0.6363104,-0.03555592,-0.0341972,-0.11334117,0.110418,0.1518559,0.3461575,0.072850773,0.1025857,0.024807003,0.123757225,0.127035204,0.178388685,-0.069847617,-0.0341972,-0.077065,0.053763731,0.058179297,0.104159869
AURUBIS AG,NDA GR Equity,Materials,Metals & Mining,4,DAX Index,31/12/2013,-0.1309513,0.07909481,0.2447396,0.1094767,-0.000458478,0.3380939,-0.16035932,0.05256786,0.0989286,-0.0151914,-0.013851228,0.1361606,-0.244754357,0.07909481,0.157139372,0.053316999,-0.000183416,0.101950781,-0.295003528,0.05256786,0.06491,-0.007624769,-0.005563686,0.043469858
STRABAG SE-BR,STR AV Equity,Industrials,Construction & Engineering,4,ATX Index,31/12/2013,0.07762668,-0.1306295,-0.01844235,0.1558552,0.3597036,0.6883405,0.07499586,0.0005315,-0.00258636,0.17462292,0.4901901,0.59790563,0.161279261,-0.1306295,-0.012333004,0.075107064,0.130778907,0.190748417,0.155616099,0.0005315,-0.001725,0.083800221,0.172996374,0.169096541
VERESEN INC,VSN CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,31/12/2013,0.3542126,0.362875,0.2911721,-0.2918644,-0.07329406,0.1554869,0.2255989,0.2574136,0.1756878,-0.30528928,-0.18643226,-0.0715987,0.833891766,0.362875,0.185739867,-0.158492068,-0.029988733,0.049353162,0.502092664,0.2574136,0.113939,-0.166506917,-0.079216586,-0.024459629
BARRICK GOLD CRP,ABX CN Equity,Materials,Metals & Mining,4,SPTSX Index,30/06/2014,-0.3550042,-0.3065948,-0.4651463,0.4444032,0.1281454,,-0.33449023,-0.29496157,-0.363084,0.45811519,0.04089509,,-0.583980418,-0.3065948,-0.341094191,0.201833266,0.049412011,,-0.557096746,-0.29496157,-0.259733,0.207524406,0.016161611,
ANDRITZ AG,ANDR AV Equity,Industrials,Machinery,4,ATX Index,30/06/2014,0.08257308,0.1975288,0.08657943,0.05396327,0.1836302,,0.21601388,0.2159671,0.10792182,0.18673127,0.09605654,,0.171964474,0.1975288,0.05691725,0.026627133,0.069760148,,0.478689756,0.2159671,0.070712,0.089371961,0.037368803,
GALP ENERGIA,GALP PL Equity,Energy,"Oil, Gas & Consumable Fuels",5,PSI20 Index,30/06/2014,-0.3615527,-0.1915191,-0.1568695,0.000288016,0.1593713,,-0.068725,-0.0304569,0.0308424,0.299204516,0.4205032,,-0.592385045,-0.1915191,-0.107524026,0.000143998,0.060935589,,-0.132726874,-0.0304569,0.020457,0.139826529,0.150739144,
KAPSCH TRAFFICCO,KTCG AV Equity,Information Technology,"Electronic Equip., Instruments",3,ATX Index,30/06/2014,-0.4812685,-0.3452803,0.1218958,0.01104131,0.1616431,,-0.3478277,-0.326842,0.14323819,0.14380931,0.07406944,,-0.730917631,-0.3452803,0.07969647,0.0055055,0.061766667,,-0.574671291,-0.326842,0.093346,0.06949021,0.028994241,
LENZING AG,LNZ AV Equity,Materials,Chemicals,4,ATX Index,30/06/2014,0.1195076,0.3797861,0.501786,0.8442793,1.555327,,0.2529484,0.3982244,0.52312839,0.9770473,1.46775334,,0.253297266,0.3797861,0.311410634,0.358042451,0.455387342,,0.569879693,0.3982244,0.323806,0.40607514,0.435227342,
LANXESS AG,LXS GR Equity,Materials,Chemicals,4,DAX Index,30/06/2014,-0.2180764,0.08806663,-0.1236827,-0.1754636,0.2985235,,-0.215277629,-0.02501087,-0.21622139,-0.15990585,0.1309269,,-0.388595484,0.08806663,-0.084255631,-0.091960133,0.110145558,,-0.3842108,-0.02501087,-0.149915,-0.083433499,0.050446198,
MVV ENERGIE AG,MVV1 GR Equity,Utilities,Multi-Utilities,1,DAX Index,30/06/2014,0.01768972,-0.008562261,-0.04872763,-0.07346445,-0.02618038,,0.020488491,-0.121639761,-0.14126632,-0.0579067,-0.19377698,,0.035692366,-0.008562261,-0.032754788,-0.037432834,-0.01055557,,0.04139676,-0.121639761,-0.096547,-0.029385092,-0.082550691,
NL INDUSTRIES,NL US Equity,Industrials,Commercial Services & Supplies,4,SPX Index,30/06/2014,-0.07427341,-0.2023681,-0.6727664,-0.7233585,-0.1227126,,-0.1353575,-0.2765186,-0.7484391,-0.8402966,-0.3269538,,-0.143030281,-0.2023681,-0.525133069,-0.474032796,-0.051020662,,-0.252393347,-0.2765186,-0.6015,-0.600370922,-0.14647165,
TRANSALTA CORP,TA CN Equity,Utilities,Independent Power and Renewabl,1,SPTSX Index,30/06/2014,-0.1709365,-0.213272,-0.5767966,-0.4132193,-0.3431475,,-0.15042253,-0.20163877,-0.4747343,-0.39950731,-0.43039781,,-0.312653713,-0.213272,-0.436319819,-0.233983877,-0.154746179,,-0.278218122,-0.20163877,-0.348992,-0.225085366,-0.20158505,
TITAN INTL INC,TWI US Equity,Industrials,Machinery,4,SPX Index,30/06/2014,-0.3674839,-0.3602946,-0.7648579,-0.6293336,-0.3291714,,-0.42856799,-0.4344451,-0.8405306,-0.7462717,-0.5334126,,-0.599923383,-0.3602946,-0.619033377,-0.391176216,-0.14759767,,-0.673465458,-0.4344451,-0.705929,-0.496285498,-0.26282058,
VOSSLOH AG,VOS GR Equity,Industrials,Machinery,4,DAX Index,30/06/2014,-0.1394563,-0.1390059,-0.04262503,-0.07853024,-0.01153836,,-0.136657529,-0.2520834,-0.13516372,-0.06297249,-0.17913496,,-0.25946454,-0.1390059,-0.028622486,-0.040067836,-0.004631419,,-0.254639778,-0.2520834,-0.092272,-0.031998187,-0.075921845,
ACEA SPA,ACE IM Equity,Utilities,Multi-Utilities,1,FTSEMIB Index,31/12/2014,0.3223494,0.6485831,0.3269402,0.4022104,,,0.115012,0.4910514,0.42235044,0.3200215,,,0.748607936,0.6485831,0.207538263,0.184149653,,,0.24325176,0.4910514,0.264749,0.148921886,,
ARCH COAL INC,ACIIQ US Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPX Index,31/12/2014,-0.8089888,-0.9445716,-0.9831461,,,,-0.82130301,-0.95832038,-1,,,,-0.963514721,-0.9445716,-0.934264454,,,,-0.968067386,-0.95832038,-1,,,
ALICO INC,ALCO US Equity,Consumer Staples,Food Products,3,SPX Index,31/12/2014,-0.09111963,-0.2224213,-0.3894194,-0.4495978,,,-0.10343384,-0.23617008,-0.44205804,-0.5845137,,,-0.173936473,-0.2224213,-0.280282602,-0.258109038,,,-0.196169121,-0.23617008,-0.322266,-0.355417732,,
ALLEGHENY TECH,ATI US Equity,Materials,Metals & Mining,4,SPX Index,31/12/2014,-0.12211,-0.6674754,-0.6187062,-0.5214526,,,-0.13442421,-0.68122418,-0.67134484,-0.6563685,,,-0.229309148,-0.6674754,-0.474176697,-0.308228795,,,-0.250778552,-0.68122418,-0.523759,-0.413799096,,
ATLANTIC POWER,ATP CN Equity,Utilities,Independent Power and Renewabl,1,SPTSX Index,31/12/2014,0.2458809,-0.09724715,0.04772048,0.1136149,,,0.236814166,-0.01399095,0.040776037,0.0035936,,,0.552219217,-0.09724715,0.031565848,0.055279536,,,0.529709281,-0.01399095,0.027003,0.001795189,,
BRINK'S CO/THE,BCO US Equity,Industrials,Commercial Services & Supplies,4,SPX Index,31/12/2014,0.2144269,0.1989119,0.191593,0.7350159,,,0.20211269,0.18516312,0.13895436,0.6001,,,0.474832695,0.1989119,0.123962864,0.317200023,,,0.445074919,0.18516312,0.090614,0.264950592,,
DYNAMIC MATERIAL,BOOM US Equity,Industrials,Machinery,4,SPX Index,31/12/2014,-0.3089261,-0.557641,-0.3162604,0.01130215,,,-0.32124031,-0.57138978,-0.36889904,-0.12361375,,,-0.522416865,-0.557641,-0.223883073,0.005635197,,,-0.539285283,-0.57138978,-0.264246,-0.063844965,,
ENERGEN CORP,EGN US Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPX Index,31/12/2014,0.07182506,-0.3563039,-0.2429229,-0.09436562,,,0.05951085,-0.37005268,-0.29556154,-0.22928152,,,0.148808959,-0.3563039,-0.169333416,-0.048351756,,,0.122563241,-0.37005268,-0.208297,-0.122094265,,
GESCO AG,GSC1 GR Equity,Industrials,Machinery,4,DAX Index,31/12/2014,0.04928645,0.03637233,0.04584298,0.01596367,,,-0.06691505,-0.05923271,0.05863777,-0.15490993,,,0.101002054,0.03637233,0.030333112,0.007950232,,,-0.129352476,-0.05923271,0.038719,-0.080712194,,
INDRA SISTEMAS,IDR SM Equity,Information Technology,IT Services,3,IBEX Index,31/12/2014,0.1429988,0.07422553,0.1764561,0.2899629,,,0.07413262,0.11124392,0.3310643,0.30245711,,,0.306446257,0.07422553,0.114424071,0.135765337,,,0.153760885,0.11124392,0.210039,0.14125243,,
NEWMONT MINING,NEM US Equity,Materials,Metals & Mining,4,SPX Index,31/12/2014,0.2386655,-0.04336621,1.083738,0.8186607,,,0.22635129,-0.05711499,1.03109936,0.6837448,,,0.534292221,-0.04336621,0.631406073,0.348577287,,,0.503937486,-0.05711499,0.603814,0.297591924,,
OUTOTEC OYJ,OTE1V FH Equity,Materials,Metals & Mining,4,HEXP Index,31/12/2014,0.3397893,-0.2112063,-0.06179951,0.1581347,,,0.2228319,-0.3674587,-0.20276151,-0.1472561,,,0.795035368,-0.2112063,-0.04163612,0.076166669,,,0.495317856,-0.3674587,-0.14021,-0.076558665,,
PENGROWTH ENERGY,PGF CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,31/12/2014,-0.1127571,-0.7011043,-0.3084375,-0.4344425,,,-0.121823834,-0.6178481,-0.315381943,-0.5444638,,,-0.212800036,-0.7011043,-0.217974424,-0.247964429,,,-0.228806621,-0.6178481,-0.223218,-0.325065781,,
PREFORMED LINE,PLPC US Equity,Industrials,Electrical Equipment,4,SPX Index,31/12/2014,-0.3027863,-0.2138256,-0.2378698,0.1054634,,,-0.31510051,-0.22757438,-0.29050844,-0.0294525,,,-0.513893057,-0.2138256,-0.165641334,0.051410196,,,-0.530912689,-0.22757438,-0.204516,-0.014836308,,
PENN WEST PETROL,PWT CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,31/12/2014,-0.106915,-0.5068484,-0.2413053,-0.001052052,,,-0.115981734,-0.4235922,-0.248249743,-0.111073352,,,-0.202399183,-0.5068484,-0.168150614,-0.000526164,,,-0.218511705,-0.4235922,-0.173234,-0.057170934,,
FREIGHTCAR AMERI,RAIL US Equity,Industrials,Machinery,4,SPX Index,31/12/2014,-0.2009288,-0.2504131,-0.4518219,-0.410403,,,-0.21324301,-0.26416188,-0.50446054,-0.5453189,,,-0.361485217,-0.2504131,-0.330195922,-0.232147801,,,-0.381013439,-0.26416188,-0.373792,-0.325699548,,
RHEINMETALL AG,RHM GR Equity,Industrials,Industrial Conglomerates,4,DAX Index,31/12/2014,0.2624002,0.7058037,0.5091211,0.8023482,,,0.1461987,0.61019866,0.52191589,0.6314746,,,0.593654265,0.7058037,0.315677338,0.342515624,,,0.31377146,0.61019866,0.323103,0.277291901,,
WINDSTREAM HOLDI,WIN US Equity,Telecommunication Services,Diversified Telecommunication,2,SPX Index,31/12/2014,-0.4780517,-0.4494608,-0.1783789,-0.3278327,,,-0.49036591,-0.46320958,-0.23101754,-0.4627486,,,-0.727569972,-0.4494608,-0.122768154,-0.180141903,,,-0.740273094,-0.46320958,-0.160648,-0.267025648,,
YIT OYJ,YTY1V FH Equity,Industrials,Construction & Engineering,4,HEXP Index,31/12/2014,0.5527872,0.2681499,0.6316687,0.9200567,,,0.4358298,0.1118975,0.4907067,0.6146659,,,1.411148088,0.2681499,0.385972634,0.385661106,,,1.061607215,0.1118975,0.304953,0.270695046,,
BOMBARDIER INC-B,BBD/B CN Equity,Industrials,Aerospace & Defense,4,SPTSX Index,30/06/2015,-0.4096916,-0.1453744,-0.04405283,,,,-0.31819821,-0.143271178,-0.14410023,,,,-0.651535993,-0.1453744,-0.029588515,,,,-0.535146319,-0.143271178,-0.098536,,,
BONAVISTA ENERGY,BNP CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,30/06/2015,-0.718427,-0.4795415,-0.237941,,,,-0.62693361,-0.477438278,-0.3379884,,,,-0.920716646,-0.4795415,-0.1656933,,,,-0.860821469,-0.477438278,-0.240414,,,
PEABODY ENERGY,BTU US Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPX Index,30/06/2015,0.232744783,-1,,,,,0.23132766,-1.03983391,,,,,0.5196597,-1,,,,,0.516167806,-1.03983391,,,,
CDI CORP,CDI US Equity,Industrials,Professional Services,4,SPX Index,30/06/2015,-0.4636127,-0.5159818,-0.4128304,,,,-0.465029823,-0.55581571,-0.5339407,,,,-0.712288664,-0.5159818,-0.298799245,,,,-0.71380691,-0.55581571,-0.398881,,,
DELHAIZE GROUP,DELB BB Equity,Consumer Staples,Food & Staples Retailing,3,BEL20 Index,30/06/2015,0.2123954,0.3007795,,,,,0.16737683,0.3325976,,,,,0.469902606,0.3007795,,,,,0.362768663,0.3325976,,,,
DELTICOM AG,DEX GR Equity,Consumer Discretionary,Internet & Direct Marketing Re,3,DAX Index,30/06/2015,-0.01677304,-0.2414533,-0.1273055,,,,0.00167927,-0.1258861,-0.17628598,,,,-0.033264745,-0.2414533,-0.086781237,,,,0.00336136,-0.1258861,-0.121279,,,
HELLENIC PETRO,ELPE GA Equity,Energy,"Oil, Gas & Consumable Fuels",5,FTASE Index,30/06/2015,-0.1367521,-0.1944444,-0.05555555,,,,0.1029529,0.1969529,0.21191585,,,,-0.254803063,-0.1944444,-0.037388721,,,,0.2165051,0.1969529,0.136706,,,
BILFINGER SE,GBF GR Equity,Industrials,Commercial Services & Supplies,4,DAX Index,30/06/2015,0.2490662,-0.2349577,0.05094543,,,,0.26751851,-0.1193905,0.00196495,,,,0.560166372,-0.2349577,0.03368158,,,,0.606603173,-0.1193905,0.00131,,,
INTERSIL CORP-A,ISIL US Equity,Information Technology,Semiconductors & Semiconductor,3,SPX Index,30/06/2015,0.0404447,0.1263867,0.8799327,,,,0.039027577,0.08655279,0.7588224,,,,0.082525174,0.1263867,0.523216147,,,,0.079578306,0.08655279,0.457073,,,
LANDAUER INC,LDR US Equity,Health Care,Health Care Providers & Servic,2,SPX Index,30/06/2015,-0.06093555,0.1931515,0.4107603,,,,-0.062352673,0.15331759,0.28965,,,,-0.118157959,0.1931515,0.25786921,,,,-0.12081749,0.15331759,0.184808,,,
LAFARGE SA,LG FP Equity,Materials,Construction Materials,4,CAC Index,30/06/2015,0.01215395,,,,,,0.03836645,,,,,,0.024455619,,,,,,0.078204884,,,,,
LEON'S FURNITURE,LNF CN Equity,Consumer Discretionary,Specialty Retail,3,SPTSX Index,30/06/2015,-0.1011551,-0.02198446,0.1833901,,,,-0.00966171,-0.019881238,0.0833427,,,,-0.192077846,-0.02198446,0.118798704,,,,-0.019230071,-0.019881238,0.054817,,,
MAJOR DRILLING,MDI CN Equity,Materials,Metals & Mining,4,SPTSX Index,30/06/2015,-0.2964409,0.256126,0.127622,,,,-0.20494751,0.258229222,0.0275746,,,,-0.505004593,0.256126,0.083367227,,,,-0.367891538,0.258229222,0.0183,,,
MUEHLBAUER HOLDI,MUB GR Equity,Industrials,Machinery,4,DAX Index,30/06/2015,0.4341737,0.9772758,1.430867,,,,0.45262601,1.092843,1.38188652,,,,1.056854202,0.9772758,0.807898864,,,,1.110122325,1.092843,0.783531,,,
OBRASCON HUARTE,OHL SM Equity,Industrials,Construction & Engineering,4,IBEX Index,30/06/2015,-0.4218752,-0.6566355,-0.6334568,,,,-0.32281269,-0.4475594,-0.5573384,,,,-0.665771716,-0.6566355,-0.487826885,,,,-0.541417347,-0.4475594,-0.419172,,,
SANOMA OYJ,SAA1V FH Equity,Consumer Discretionary,Media,3,HEXP Index,30/06/2015,-0.1591398,0.1564381,0.8144305,,,,-0.19432021,0.13494704,0.6457281,,,,-0.292954124,0.1564381,0.487625309,,,,-0.350880076,0.13494704,0.393923,,,
SKYWEST INC,SKYW US Equity,Industrials,Airlines,4,SPX Index,30/06/2015,0.2702222,0.7741616,1.451753,,,,0.268805077,0.73432769,1.3306427,,,,0.613464437,0.7741616,0.818239732,,,,0.609866323,0.73432769,0.757858,,,
TELEKOM AUSTRIA,TKA AV Equity,Telecommunication Services,Diversified Telecommunication,2,ATX Index,30/06/2015,-0.1504379,-0.1125744,-0.04627243,,,,-0.147479264,0.003903,-0.15427583,,,,-0.278244238,-0.1125744,-0.03109122,,,,-0.273208395,0.003903,-0.105695,,,
VALLOUREC,VK FP Equity,Energy,Energy Equipment & Services,5,CAC Index,30/06/2015,-0.5305677,-0.708177,-0.4052767,,,,-0.5043552,-0.62606406,-0.4648072,,,,-0.779633316,-0.708177,-0.29279829,,,,-0.754336232,-0.62606406,-0.340816,,,
WSP GLOBAL INC,WSP CN Equity,Industrials,Construction & Engineering,4,SPTSX Index,30/06/2015,0.09988646,0.04314934,0.2000718,,,,0.19137985,0.045252562,0.1000244,,,,0.209750225,0.04314934,0.129288278,,,,0.419385947,0.045252562,0.065618,,,
EXCO RESOURCES I,XCO US Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPX Index,30/06/2015,0.05084746,0.1016949,-0.2595762,,,,0.049430337,0.06186099,-0.3806865,,,,0.104280384,0.1016949,-0.181559874,,,,0.101304032,0.06186099,-0.273436,,,
ARC RESOURCES LT,ARX CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,31/12/2015,0.348579,0.4281352,,,,,0.25018658,0.2173048,,,,,0.818665319,0.4281352,,,,,0.562966485,0.2173048,,,,
CHESAPEAKE ENERG,CHK US Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPX Index,31/12/2015,-0.04888889,0.56,,,,,-0.08725131,0.4404762,,,,,-0.095387656,0.56,,,,,-0.166889829,0.4404762,,,,
CLIFFS NATURAL R,CLF US Equity,Materials,Metals & Mining,4,SPX Index,31/12/2015,2.588607,4.322785,,,,,2.55024458,4.2032612,,,,,11.8781002,4.322785,,,,,11.60423658,4.2032612,,,,
CRESCENT POINT,CPG CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,31/12/2015,0.2910015,0.1660715,,,,,0.19260908,-0.0447589,,,,,0.666684873,0.1660715,,,,,0.422316418,-0.0447589,,,,
CARBO CERAMICS,CRR US Equity,Energy,Energy Equipment & Services,5,SPX Index,31/12/2015,-0.2383721,-0.3918605,,,,,-0.27673452,-0.5113843,,,,,-0.419922942,-0.3918605,,,,,-0.476887045,-0.5113843,,,,
DAKTRONICS INC,DAKT US Equity,Information Technology,"Electronic Equip., Instruments",3,SPX Index,31/12/2015,-0.2622646,0.2803539,,,,,-0.30062702,0.1608301,,,,,-0.45574648,0.2803539,,,,,-0.510877435,0.1608301,,,,
ENCANA CORP,ECA CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,31/12/2015,0.4360777,1.258146,,,,,0.33768528,1.0473156,,,,,1.06231916,1.258146,,,,,0.789401908,1.0473156,,,,
ELDORADO GOLD,ELD CN Equity,Materials,Metals & Mining,4,SPTSX Index,31/12/2015,0.4170732,0.05365858,,,,,0.31868078,-0.15717182,,,,,1.008096454,0.05365858,,,,,0.738919,-0.15717182,,,,
ELECTRO RENT CO,ELRC US Equity,Information Technology,"Electronic Equip., Instruments",3,SPX Index,31/12/2015,0.6941125,0.703882609,,,,,0.65575008,0.584358809,,,,,1.870017163,0.703882609,,,,,1.741508327,0.584358809,,,,
ENERPLUS CORP,ERF CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,31/12/2015,0.8298315,1.757342,,,,,0.73143908,1.5465116,,,,,2.348283318,1.757342,,,,,1.997881288,1.5465116,,,,
FREEPORT-MCMORAN,FCX US Equity,Materials,Metals & Mining,4,SPX Index,31/12/2015,0.6454948,0.9483012,,,,,0.60713238,0.8287774,,,,,1.707653137,0.9483012,,,,,1.582874487,0.8287774,,,,
FIRST QUANTUM,FM CN Equity,Materials,Metals & Mining,4,SPTSX Index,31/12/2015,0.757051,1.587345,,,,,0.65865858,1.3765146,,,,,2.087228217,1.587345,,,,,1.751148285,1.3765146,,,,
HUSKY ENERGY INC,HSE CN Equity,Energy,"Oil, Gas & Consumable Fuels",5,SPTSX Index,31/12/2015,0.1020266,0.1383648,,,,,0.00363418,-0.0724656,,,,,0.214462627,0.1383648,,,,,0.007281567,-0.0724656,,,,
LEUCADIA NATL,LUK US Equity,Financials,Diversified Financial Services,5,SPX Index,31/12/2015,0.004215476,0.3552105,,,,,-0.034146944,0.2356867,,,,,0.008448722,0.3552105,,,,,-0.067127874,0.2356867,,,,
MILLICOM INTL,MIICF US Equity,Telecommunication Services,Wireless Telecommunication Ser,2,SPX Index,31/12/2015,0.1046846,-0.2341891,,,,,0.06632218,-0.3537129,,,,,0.220328065,-0.2341891,,,,,0.137042992,-0.3537129,,,,
PUBLIC POWER COR,PPC GA Equity,Utilities,Electric Utilities,1,FTASE Index,31/12/2015,-0.3685567,-0.2551546,,,,,-0.1690389,-0.21863395,,,,,-0.601279359,-0.2551546,,,,,-0.30950365,-0.21863395,,,,
RAVEN INDUSTRIES,RAVN US Equity,Industrials,Industrial Conglomerates,4,SPX Index,31/12/2015,0.2342611,0.6635065,,,,,0.19589868,0.5439827,,,,,0.523400463,0.6635065,,,,,0.430173653,0.5439827,,,,
YAMANA GOLD INC,YRI CN Equity,Materials,Metals & Mining,4,SPTSX Index,31/12/2015,1.621685,0.4943743,,,,,1.52329258,0.2835439,,,,,5.873232239,0.4943743,,,,,5.367005444,0.2835439,,,,
