Condition,Rating,Review,Polarity,Name,label
Anxiety,1.0,"""This medicine through me into fits of rage. Scary times for my loved ones.""",0.1,Clonazepam,1
Restless Legs Syndrome,9.0,"""I found this medication to be very effective. Worked very well, and I slept like a baby for the first time in years.""",0.41,Clonazepam,1
Panic Disorder,4.0,"""It is very good to calm and stop anxiety attacks, however it is addictive and getting off it on average takes over 6 months.""",0.265,Clonazepam,1
Insomnia,10.0,"""I find that this medication works on insomnia when other drugs don't except for a true heavy duty narcotic sleeping pill. It also helps as a very mild tranquilizer for 24 hours so it is spread throughout the day to calm anxiety attacks or the fight or flight affect. It is good even if you have bouts of depression because without sleep your depression worsens. So I give this medicine a 10. I have been using it now for 3 years with no side effect. I am also on an antidepressant as well. But getting more than 3 hours of sleep a night is wonderful especially without flashbacks.""",0.328703703704,Clonazepam,1
Anxiety,9.0,"""Works great for me. I take one when an attack starts and they work in minutes.""",0.8,Clonazepam,1
Anxiety,10.0,"""Best medicine for anxiety.""",1.0,Clonazepam,1
Insomnia,9.0,"""I have taken several of the prescription sleep aids and none have helped as this one has. I have taken it for an extended period and the effects have not faded as they did with other sleep aids and have not left me groggy or given me strange dreams or nightmares.""",-0.04375,Clonazepam,1
Anxiety,9.0,"""I have been on Klonopin for a few years now for anxiety/panic attack issues. Dosage = 1 mg 3 x day and as needed. It has been extremely effective without side effects like making me feel really tired. In fact, I don't really seem to notice any side effects.""",0.05,Clonazepam,1
Anxiety,9.0,"""Given the length of time (10 years) I've been on the medication, my doctors don't want to take me off it because of the addictive issues. It still works extremely well if I take it in time (when I feel that an anxiety attack is getting ready to start). After the onset of the attack, the medication no longer works.

Even though I developed additional anxiety issues, my doctors don't want to use it for that because it will only be feeding my addiction and not the condition.""",0.035,Clonazepam,1
Bipolar Disorder,1.0,"""This medicine made me worse. I became aggressive and violent. The only time I have ever seriously thought I was going to really hurt someone was while I was on this medicine. I unfortunately wasn't able to stay on this long enough to see whether this would have gotten better.""",-0.0883333333333,Clonazepam,1
Anxiety,10.0,"""I have suffered from anxiety for 20 years on and off, and mostly when I drive or when I'm a passenger. I have always been afraid of medicine even Tylenol. I finally broke down and saw a Doctor and she put me on Paxil. For a week I could not sleep for more than an hour at a time and I could not eat and had dry mouth. I had to force bananas and apples down with water and was getting sick from not sleeping and eating and my anxiety was non stop.
I stopped taking the medicine and went to the hospital; and he gave me a shot of Clonazepam and I went home and felt great and ate great that night, and slept great.
My Doctor prescribed it for me at 0.5 mg twice a day or whenever needed. I take 1/2 a pill a day and my life is great. No anxiety, no side effects.""",0.208994708995,Clonazepam,1
Burning Mouth Syndrome,10.0,"""My mouth burned so bad until I took Klonopin. Now, it's as cool as a winter breeze. It works great like gravy.""",0.15,Clonazepam,1
Anxiety,,"""With this I'm able to face a day. Maybe it doesn't take all away but what does?""",0.5,Clonazepam,1
Anxiety,9.0,"""I've been on it for 2 years and YES it is a great drug to help with anxiety. Without it my life wouldn't be the same at all. It is very hard to come off of. But you have to make a choice to live with the pain of anxiety or be addicted to something that fixes the problem. Neither one is great but I don't like pain.""",0.159532828283,Clonazepam,1
,6.0,"""When I first started taking them for severe anxiety I thought it was sugar pills. I then learned to use them before my attack hit and it prevented the anxiety from coming as strongly but it makes me drowsy and makes it difficult to go to school. I want the anxiety to stop but not at the price of my education.""",0.0611111111111,Clonazepam,1
Anxiety,9.0,"""I have been on Klonopin for a few years now, and it really does work great for anxiety, but there are some long term issues I don't think people realize. Being that it is a benzodiazepine, it is very difficult to come off. You must be weaned off slowly. I was on 10mg a day. To treat for severe anxiety, definitely does that.""",-0.0285714285714,Clonazepam,1
Periodic Limb Movement Disorder,10.0,"""I can really tell the difference for the worst if I miss taking clonazepam.""",-0.4,Clonazepam,1
Restless Legs Syndrome,4.0,"""I started out taking 0.5 mg of Klonopin at bedtime. Within 30 minutes or so, my restless leg syndrome symptoms would worsen immensely and my legs would keep me up all night (until 8am on several occasions). We tried increasing the dose to 1 mg then 1.5 mg and this lessened the RLS symptoms but came with some pretty heavy side effects. I lost much of my balance and became clumsy and slightly confused. """,-0.0642857142857,Clonazepam,1
Bipolar Disorder,10.0,"""This is a great medicine. Unlike the other anti-anxiety medicines, this one works and you don't need to take it all the time. Try this one first.""",0.308333333333,Clonazepam,1
Anxiety,10.0,"""Helped with my recovery from being in Iraq.""",0.0,Clonazepam,1
Bipolar Disorder,10.0,"""This is a great medicine to keep the anxiety leveled out for a long time period. Much better than any other benzodiazepine.""",0.28125,Clonazepam,1
Migraine Prevention,3.0,"""Absolutely NO help with migraines. Anxiety, yes. Migraines, no.  """,-0.1,Clonazepam,1
,10.0,"""I have been on all anti-anxiety medicines (lexapro, paxil, effexor).  Personally, when I take an anti-anxiety medicine that is also used for depression, I do not respond well at all.  Even with dose adjustments nothing worked well.  I was prescribed Klonopin five years ago. It last longer than Xanax and in my opinion is more effective for me. I started on 0.5mg 2 xs a day.  Now I'm at 1 mg 2 x a day.  That's not very much. I'm 200 lbs.""",0.204615384615,Clonazepam,1
Panic Disorder,7.0,"""I am taking 0.5 mg twice a day and it works. I also take Lexapro 10 mg and Seroquel 25 mg.""",0.0,Clonazepam,1
Anxiety,8.0,"""While I was in the hospital I met the doctor I have now and he gave me clonazepam. It took a little while to get my medicines straightened but now I am a happy wife, mom and grandma. My family loves the change.""",0.30625,Clonazepam,1
Anxiety,8.0,"""I definitely noticed a difference since I stopped taking klonopin about two weeks ago now. I wanted to see if I could deal with life without being medicated. On the plus side it also took my migraines away and didn't make me edgy like other medicines I've been on. I took it with Wellbutrin. It took care of my depression and anxiety perfectly.""",0.14375,Clonazepam,1
Migraine Prevention,10.0,"""Every since I started using clonazepam I haven't had a single migraine. """,-0.0714285714286,Clonazepam,1
Anxiety,1.0,"""Very weak medication, suggest to your doctor to prescribe something else.""",-0.4875,Clonazepam,1
Bipolar Disorder,9.0,"""I feel nice and have no worries. My days are better with Klonopin.""",0.55,Clonazepam,1
Anxiety,10.0,"""This pill this the best for most depression and anxiety. No side effects. Also non-habit forming for me.""",0.75,Clonazepam,1
Anxiety,9.0,"""Recently I was prescribed klonopin 1mg, not only for anxiety but to help alleviate my muscle cramps, which I think is caused by the Seroquel I take for mood stabilization and sleep. Klonopin works great. No more tremors, cramps or anxiety. It is very effective. It works better than any related drug.""",0.261428571429,Clonazepam,1
Anxiety,9.0,"""I have used Clonazepam for over 10 years. Dosage: Three 0.5mg daily. It has helped quieten the General Anxiety Disorder most of the time.  For Panic Attack Disorder, my episodes are intense that I need to use a sublingual Ativan as that works faster for me. I don't think I'd be on this planet were it not for these medicines. """,0.1875,Clonazepam,1
Night Terrors,9.0,"""The information here is easy to read and understand for non-medical folks. Thanks!""",0.341666666667,Clonazepam,1
Bipolar Disorder,10.0,"""This has been the best medicine I have ever got for my problems. Every other doctor just ignored my feelings until finally I found the right doctor who listened and put me on klonopin. That was the best day of my life. It was like I had found me again. Thanks Klonopin, you're my life saver.""",0.393452380952,Clonazepam,1
Panic Disorder,10.0,"""I was always in E.R not knowing what was wrong with me until my last visit when they gave me Ativan. Once I took this drug I began to feel calm and finally discovered the problem. I was suffering from anxiety/panic attack for 5 months before I found out the truth. I went to my doctor and told him what happened and he recommended Klonopin so I agreed it has been over 4 months now and no more E.R visits. This drug is very effective and helps in times of need like when you start to feel an attack come on. I take one and in less than 20 minutes the symptoms are gone and I feel calm. Only thing about it though is that it can make you sleepy.""",0.0514814814815,Clonazepam,1
Restless Legs Syndrome,4.0,"""Only stopped 40% of the pain but did manage to get some sleep. Felt quite drowsy the next morning.""",0.0,Clonazepam,1
Panic Disorder,6.0,"""I like this medication because it seems to last longer than others and without it I couldn't make it through the day.""",0.0,Clonazepam,1
Anxiety,6.0,"""I've been taking Klonopin for about 3 months now. Although it does alleviate my anxiety levels, I find that I sometimes get agitated very easily and become short tempered.""",0.281666666667,Clonazepam,1
Anxiety,10.0,"""This medicine works wonders for daily anxiety and is better than using Xanax all day because it lasts much longer.  I take Xanax when there is extra anxiety and the two work together perfectly.""",0.34,Clonazepam,1
,9.0,"""I tried this for my RSD/CRPS and it helped lower my baseline pain from a 7 to a 4 within 48 hours. I stopped taking it after 2 months to test it and the pain increased again within 3 days. It worked great for me, but no two RSD cases are alike. Good luck all in finding relief sooner rather than later.""",0.5,Clonazepam,1
Anxiety,10.0,"""Mood is calm after taking 1mg in the afternoon. If I have an outright panic attack I take ativan and 25mg of seroquel at night to help sleep.""",0.3,Clonazepam,1
Anxiety,9.0,"""They work well and don't cost as much.""",0.2,Clonazepam,1
Bipolar Disorder,9.0,"""Klonopin has been great for both the anxiety and agitation associated with my Bi-Polar symptoms even on the lowest 0.5mg dose. """,0.8,Clonazepam,1
Bipolar Disorder,10.0,"""Helps calm my extreme anxiety!""",0.071875,Clonazepam,1
Panic Disorder,6.0,"""It helps calm me so I don't panic. I think it's wonderful.
It's in the same family as Xanax.""",0.433333333333,Clonazepam,1
Anxiety,7.0,"""This medicine if taken as prescribed is very useful and has saved me from having a melt down plenty of times.""",0.117222222222,Clonazepam,1
Bipolar Disorder,10.0,"""I have been taking this for years and it really keeps me from having anxiety attacks and helps the bipolar somewhat. """,0.2,Clonazepam,1
Panic Disorder,10.0,"""When I was 15 I started getting anxious all the time it got to the point where I was getting 2-3 panic attacks a day. So I went to the doctor he tried everything with no success. Finally we decided to try Klonopin (Clonazepam). I started on 0.5mg three times a day for a week then he increased to 3mg/day.
It completely took away my anxiety and panic attacks with no side effects and if I take 2mg at night it helps me sleep. I've been on it for 2 years with no increase in dose and no loss in efficacy. I highly recommend it when everything else fails to work.""",-0.106666666667,Clonazepam,1
,7.0,"""This drug is strong.  I find myself not even thinking about my anxiety.  I have been dealing with anxiety/panic attacks for 20 years since I was 14.  It feels good to have some relief.""",0.566666666667,Clonazepam,1
Anxiety,7.0,"""I feel better since switching to Klonopin.""",0.5,Clonazepam,1
Anxiety,10.0,"""I have taken this drug for 22 years. I take 1 mg tablet 3 times a day. It has helped me greatly. I am taking it for anxiety and have had no problems with it.""",0.8,Clonazepam,1
Anxiety,8.0,"""Good medication when used at the right dosage. Stronger than Xanax dose for dose, but has to be discussed with the doctor.""",0.492857142857,Clonazepam,1
Night Terrors,10.0,"""I have found this to be the only drug that helps me sleep through the night without an episode.  It's been a year since my last doctors visit and I can count on one hand the number of night terrors I have had.  Only thing is that it doesn't make me as sleepy as it did but I've been on it for about 2 years so it's probably time to increase my dose.  Night Terrors are fairly uncommon and hard to treat, but I highly recommend Klonopin.""",0.111388888889,Clonazepam,1
Anxiety,9.0,"""I have bipolar disorder and OCD.  I have been taking this drug for about 20 years.  It changed my life.  My anxiety level was so high I was not able to go anywhere.  For me, it is a miracle drug.""",-0.045,Clonazepam,1
Anxiety,10.0,"""By far the most effective medication I have tried (out of at least a dozen) for treating my severe social anxiety and panic attacts.  Virtually all symptoms were relieved.""",0.186666666667,Clonazepam,1
Anxiety,10.0,"""It does not make me near as tired and drowsy as Xanax and other anti-anxiety.""",-0.141666666667,Clonazepam,1
Seizure Prevention,10.0,"""Klonopin was originally prescribed for anxiety 4 years ago with Zoloft.  I've been on them ever since; Now I take it to control Epilepsy along with another drug, Tegretol.  It work wonders.""",0.375,Clonazepam,1
Periodic Limb Movement Disorder,,"""I started on this medication for PLMD about 1 month ago.  I am now able to sleep almost through the night, which for me is highly unusual.  In that respect it is great.  I am, however, having some trouble feeling groggy during the day, with unclear thinking and some unsteady gait.  I typically wear heels daily with my work, but have had to go to flats.  The adjustment to the medication has been difficult; I feel sort of ""hung over"" during the day, even though I take only the one dose in the early evening to calm my legs to allow me to progress into a deep, restorative sleep.  I am going to continue because even though it isn't perfect, I could not go on without being able to have any Stage 3 or Stage 4 sleep due to PLMD.""",0.172023809524,Clonazepam,1
Panic Disorder,9.0,"""I've been suffering from depression for years. The last part of the 90's was okay, but starting in 2000 things went downhill fast. Two close friends moved overseas, the company I worked for layed off after 19 years. In January my father passed away, another friend was murdered by a stalker and to top it all off I had to my cat of 21 years down. I found myself not wanting to go outside, getting panicky, etc. My doctor tried a host of medicines but the only thing that worked was klonopin and Adderall. Thank God for these medicines.""",0.130555555556,Clonazepam,1
Anxiety,9.0,"""I have had moderate anxiety with agoraphobia for about 5 years. The peak of it came about just before my first day at work, My doctor placed me on 0.5mg/day when required. I took the pill 2 days prior to work and thank goodness, I was able to focus and speak my mind. Downside is the drowsiness side effect.""",0.1875,Clonazepam,1
,10.0,"""I think this drug is great. It makes me a little sleepy, but it works wonders for me.""",0.30625,Clonazepam,1
Bipolar Disorder,10.0,"""I think this drug is great! It makes me a little sleepy, but it works wonders for me.""",0.40625,Clonazepam,1
Panic Disorder,10.0,"""This drug has improved my quality of life immensely. I don't know what I would do without it. """,0.0,Clonazepam,1
Restless Legs Syndrome,10.0,"""Complete elimination of symptoms which were severe.  I preferred not taking a benzodiazepines and tried numerous other medications that were either ineffective or effective for a brief period of time.  I am back on the Klonopin (1 mg at supper time) and am symptom free.  """,0.139285714286,Clonazepam,1
Restless Legs Syndrome,9.0,"""Klonopin is as effective as turning off a switch. I had no tolerance problems during 17 years of taking this drug, and no unpleasant side effects.""",0.4625,Clonazepam,1
Bipolar Disorder,9.0,"""Klonopin works. I can go from anger to a puppy within fifteen minutes or less. Sometimes when I anticipate a major issue I take one to prepare myself and I'm fit to go nice and smooth. No anxiety, no anger, just calm, cool and collected. It's an excellent anxiety medication.""",0.259583333333,Clonazepam,1
Panic Disorder,8.0,"""I use clonezapam 0.5mg 3 to 4 times daily. It helps with both panic and anxiety. I can still feel the panic coming on but it helps combat it with deep breathing techniques. I do feel dependent on it though but it is better than having the anxiety and panic. I would recommend it. It seems to stay in my system longer than the xanax. But like them equally.""",0.125,Clonazepam,1
Seizure Prevention,10.0,"""I also take Klonopin for Bipolar and Panic Disorders.""",0.0,Clonazepam,1
Restless Legs Syndrome,9.0,"""It helps when I am having a bad episode with my legs, it helps me calm down enough to sleep.""",-0.138888888889,Clonazepam,1
Panic Disorder,10.0,"""I have been prescribed many nerve medications but now that I am on Klonopin I feel like a brand new person. I actually feel like getting out and being more social with people. 
A big thanks to the people who made the little nerve pill called klonopin. You have made my life so much more worth living. I actually want to be around my family and friends now.
Thank you very much for making my life so much easier.""",0.187861305361,Clonazepam,1
Migraine Prevention,7.0,"""No side effects, that I can tell. I have been taking it for years at bedtime so if I don't take it I don't sleep.""",0.0,Clonazepam,1
Panic Disorder,10.0,"""I have been on klonopin for ten years. My doctor took me off for awhile and I was a mess, panic attacks depression and almost suicide, finally he put me back on it and I feel 100% better. Klonopin has saved my life. I need it for my severe panic attacks and my depression.""",0.065,Clonazepam,1
Panic Disorder,10.0,"""It has been a blessing.  I tried several other medicines and they make me
sad, uneasy and very sleepy.  I only take this when needed. At first it was daily and now maybe one a month. It has been great.""",0.078125,Clonazepam,1
Bipolar Disorder,10.0,"""This med has been great.  I have suffered Bipolar Disorder and panic attacks for years.  It has helped me tremendously.  You may need to adjust the amount so you don't become tired during the day but once you find the optimal dose I feel it's a worthwhile medication.""",0.308333333333,Clonazepam,1
Panic Disorder,10.0,"""I had suffered with severe panic, and anxiety disorder for years. After trying every medication out there, including effexor, I felt that there was no hope. I finally found a Dr. that actually listened to my symptoms and he put me on klonopin. I can now function properly through out my day. I never thought that I would feel the way I did before my disorder started. I so thankful that there is hope, and that I don't have to suffer through the days any longer.""",0.0,Clonazepam,1
Panic Disorder,9.0,"""I have been on clonazepam for almost 6 weeks and it has made me feel calmer then I was before taking it.""",0.0,Clonazepam,1
Benzodiazepine Withdrawal,9.0,"""This has really helped me with withdrawal symptoms.""",0.2,Clonazepam,1
Panic Disorder,10.0,"""My doctor put me on this I have been on it for one month I don't feel anxious or panic anymore.""",-0.25,Clonazepam,1
Panic Disorder,10.0,"""I have been taking this medication for a long time now. before i was put on Klonopin I always took panic attacks and felt nervous all the time. I stayed depressed and also had thoughts of Suside. My doc had put me on everthing u could imagine. I was on Paxil CR, Lexapro, Vistiral and Sequirrel. They never helped me at all. So I decided to change from my Retarded Foreign Doc and got a new Doc I told him my problems and he said he was going to start me on Klonopin. Since then i my life is great!""",0.0322727272727,Clonazepam,1
Migraine Prevention,10.0,"""I have attacks that make me incapacitated within 15 minutes. Since I have been on this medicine I can actually function without the fear of being knocked off my feet. The fatigue is just something I learn to balance out with rest/sleep. It sure beats the alternative.""",0.25,Clonazepam,1
Panic Disorder,8.0,"""i find klonopin very usefull.it helps me feel less anxious then any med ive ever been on.i recommend it highly.only one thing of it bothers me and its the drowsiness.""",-0.0722222222222,Clonazepam,1
Panic Disorder,10.0,"""Klonopin (Clonazepam) is incredible! It saved my life after I took Xanax (Alprazolam)! It was too short-acting. I take 4 - 1mg tablets a day for my Chronic MAJOR Panic Disorder. I also take 1 30mg Restoril (Temazepam) Capsule at bedtime. All of the benzodiazepines work well, but Clonazepam is the safest, most effective, and a real lifesaver! Antidepressants and Herbals did nothing. Clonazepam is ""Oldschool"", so it's tried and true! IT WORKS! Better than any other anti-anxiety drug! AMAZING!""",0.450347222222,Clonazepam,1
Panic Disorder,10.0,"""klonopin has definitely given me my life back!""",0.0,Clonazepam,1
Panic Disorder,9.0,"""I have had anxiety for about 4 years now. It started after 
I graduated high school and has worsened since I had my son. I have tried Prosac, Lexapro and Cymbalta. I have also tried Xanax for my bad panic attacks. Recently I tried Depakote because my doctor said I had signs of bipolar disorder. After all that nothing seemed to help except the Klonopin. I am taking it now by itself and I don't feel that HORRIBLE anxious feeling anymore. Highly Recommended !""",-0.265,Clonazepam,1
Seizure Prevention,10.0,"""I had a problem with biting my tonuge while asleep. Dr. said it was some type of seizure. I've been taking Klonopin for 15yrs and only had to increase the dosage from 0.5mg to 1.5mg over this period. I take it at night and have no side effects that I can tell. Hope it keeps working as it does now.""",0.0,Clonazepam,1
Bipolar Disorder,10.0,"""With this I would not be able to drive a car, or sleep at night. It works great when I am having a panic attack also, I just pop it in my mouth. within mins I feeling better.""",0.6,Clonazepam,1
Panic Disorder,10.0,"""I suffered with generalized anxiety since high school, then later as I got older it turned into panic attacks.  I was so tired of having to deal with even the thought of having a panic attack.  The day my Dr. put me on Klonopin(clonazepam) my panic attacks stopped.  So greatful!""",-0.0433333333333,Clonazepam,1
Panic Disorder,,"""Clonazepam has helped my panic disorder.doctor has try every kind of medicine ,but this one works""",0.6,Clonazepam,1
Restless Legs Syndrome,,"""Works great for everything including sleep, anxiety, and RLS.  I use it for all three and have never had a problem.  The addiction aspect really only goes so far because some people actually require a certain amount of medication daily...  But of course never over do it.""",0.185714285714,Clonazepam,1
Panic Disorder,9.0,"""This medication changed my life.  My panic attacks were so out of control I was barely able to leave the house.  Within 2 days, a moderate does of this changed me into a new person.  That was 15 years ago.  My dosage has never changed.""",0.212121212121,Clonazepam,1
Panic Disorder,10.0,"""Works great to stop anxiety and panic attacks. I take the low dose 0.5 mg pill only when needed. However, after using it occasionally for 2 years, I feel I am a little emotionally dependent on it. If I'm out of these pills, I feel nervous. I would recommend using this pill only when in panic or anxiety and also learning other coping strategies, such as regular exercise, meditation, self-talk, yoga, crafts & artwork or something fun & productive, or a relaxing bubble bath!!!""",0.0975852272727,Clonazepam,1
Bipolar Disorder,10.0,"""I was afraid to take this medication I went online and looked it up and read so many bad things about it hair loss memory loss etc ... I am so glad I went ahead and gave it a try for myself I think it's a miracle drug ! It's helped stabilize my mood, taken away my migraines and even helped me lose a few pounds !!! I haven't had any negative side effects at all from it ! I know it's effects everyone differently and for me personally it's been great I love it!""",0.0484375,Topiramate,2
Migraine Prevention,10.0,"""After 7 years of debilitating migraines almost daily and rebound headaches from taking Excedrin and ibuprofen, I finally found a doctor that was willing to help me. She suggested Topamax and just in this short period of a couple months, there's been a significant difference. Not only am I rarely having pain, I feel less anxious and more balanced out emotionally as well. Even friends and co-workers can see the difference in my mood! As for side effects, I experienced the tingling in my hands, feet and face but my Dr. mentioned taking a Multi vitamin each day, which has seemed to help. Also been drinking LOTS of water, to counteract the major dry mouth. Overall, Topamax has been more of an effective, positive experience for me than anything.""",0.173968855219,Topiramate,2
Trigeminal Neuralgia,10.0,"""I have taken it for 1 and 1/2 years for migraine. Also, after developing chronic lower back pain from degenerative discs it has really helped me cope with the pain.""",0.1,Topiramate,2
Obesity,10.0,"""I am 56 years old and weighed 249 pounds. Finally decided to deal with this weight issue once and for all. My knees prevented me from working out and my weight caused my knee issue. I sat down with my primary care physician and she ultimately suggested the use of topamax. In July 2015 i started with 25 milligrams and evolved to 125 miligrams. It is now December 8 and I weigh 221 pounds. Here is how I would describe the experience. It stops the need to impulse eat, so you don't feel deprived, so...your not crying when the scale isn't moving quickly. Its not quick, because I am post menopausal...but
its not painful. Appetite is down, I can now walk 45 minutes...and for the first time in my life..I know I will reach a goal weight.""",0.0959595959596,Topiramate,2
Seizure Prevention,10.0,"""I have had extremely positive effects from this drug, but I do have to take Prozac with it as it causes mood swings or depression with me.""",0.227272727273,Topiramate,2
Seizures,10.0,"""I went to a new doctor and mentioned to her that I had a binge eating problem in addition to having PCOS(also causes weight gain) and recently being diagnosed diabetic. She put me on Trokendi XR and told me it would help with the binge eating and OMG has it! Not only has it changed the taste of foods, where before foods I would normally eat all of in one sitting, I now only eat a literal serving size of and don't physically want anymore, and most times don't even want to eat unless I'm physically hungry. I HIGHLY recommend trying this instead of surgery or letting them put you in a hospital if you an overeating problem. Surgery should be a LAST resort! Good luck to all! <3""",0.235113636364,Topiramate,2
Seizure Prevention,10.0,"""This medication has really helped my seizures plus my migraines. It is really convenient because I have both problems and I don't have to take two medications for both problems. Topamax is great.""",0.2875,Topiramate,2
Bipolar Disorder,10.0,"""I take this as a mood stabalizer it has really helped level out my moods""",0.2,Topiramate,2
Migraine Prevention,10.0,"""have been researching and researching for so many years and I have to say that Topamax saved my life.  I am currently 23 years old,  and I started having these migraines when I was 15. I didn't know that this would be a lifelong thing that would eventually lead me to be on daily medication. The frequency that I would get them,would be more than six times a month. Anyway, I went on propannalol? (Beta blocker), NO SUCESS. & then doctors prescribed me topamax. I didn't have any side effects. At all. No tingling. Nothing. And GUESS WHAT, I didn't have a migraine for 3 years!!!! NOT ONE. but I got off of it, thinking they were ""gone"" & now I'm suffering with new hormonal migraines. Going back on topamax & hoping for same results!!!!""",0.181818181818,Topiramate,2
Migraine Prevention,10.0,"""I would get headaches all the time to the point I was not a functioning human being. I'm 26 and the past few years they gotten more frequent more painful and more uncontrollable. My doctor recommended topiramate and after a few trials of different mg it's a game changer. I honestly never get headaches anymore and had not a single side effect from this medication (which I was concerned about). It really does help and gave me a feeling of normalcy back in my life.""",-0.0142857142857,Topiramate,2
Obesity,10.0,"""I was just diagnosed with epilepsy about 2 weeks ago and I am now taking 50 mg of topamax 2 times a day and I have to say this is the best thing ever!  I don't know how much I have lost because I did not know what I was when I started and I need to get a new set of scales.  I was around 240 lbs so I needed.  I noticed right away that my diet Dr pepper tasted flat and just thought that I had a bad batch till the next case tasted worse.  I also noticed that food tasted ""off"" too,  now my appetite is down and I took a deeper look at the info on topamax and know this is the drug I have been needing the last 10 years!""",0.0341522366522,Topiramate,2
Migraine Prevention,10.0,"""Love this medicine, no headaches.""",0.5,Topiramate,2
Migraine Prevention,10.0,"""After several concussions, i was left with months of daily, debilitating headaches that were ruining my quality of life. My neurologist prescribed me this medication for post concussive syndrome- 50 mgs a day and it has been a miracle drug! This medicine has given me my life back. I am much more mobile, less irritable, and overall happier. I've been on the medicine for about a month though, and have seen a slight return of symptoms. I used to live off of over the counter pain killers, but this medicine has really helped to repair the damage to my brain after tbi. Was warned it would effect memory, but haven't noticed that as a side effect.""",0.050303030303,Topiramate,2
Seizure Prevention,10.0,"""Great   and Keppra too""",0.8,Topiramate,2
Obesity,10.0,"""Update I started Topamax a week ago tomorrow 50mg at night and I have lost 5 lbs I'm 5'3"" and started at 157lbs I am at the Dr.s now stepped on the scale and I'm at 152 so I couldn't be happier...I have very minimal side effects taking them at night helps with those I sleep very well and I have had some tingling fingers but nothing unbearable...all in all I am very happy with the 5 lbs  lost in 6 days looking forward to more weight loss in one more week I do increase my dosage to 100 mg so we shall see about those side effects...but if things keep going the way then I might stay on them for a while""",0.414,Topiramate,2
Trigeminal Neuralgia,10.0,"""It took me a year to be diagnosed with Trigeminal Neuralgia - and I had to go to a doctor in Vienna for this, because the doctors in Romania misdiagnosed me - but Topamax is the medicine that really saved my life. Literally! Because I was contemplating suicide, the pain was that bad and nothing else was working for me. I have lost a little weight in the first couple of months and I also have some trouble finding common words while speaking, but otherwise I did not experience any other side effects so far. My cholesterol level is now increasing - I am wondering if anyone is experiencing that as a possible side effect.""",-0.101388888889,Topiramate,2
Migraine Prevention,10.0,"""I have suffered from severe migraines since I was 15 and the older I got the more severe they got I have been on numerous medications over the years but 5 years ago I found a neurologist that gave me Topamax and my life has changed completely 50g in the morning and 50g at night and I don't get any anymore I had a few at the start but haven't had a headache now for a few years thank God for Topamax""",0.0611111111111,Topiramate,2
Migraine Prevention,10.0,"""I was on Corgard for 7 years and it did not control my migraines. I get complex migraines with neuro symptoms... numbness on one side of face/arm/hand... .feels like a stroke, but isn't.... have had CTs etc. Anyway, was switched to Topomax at 25 mg in March and increased to 50mg in May... no migraines except for one episode of a few days of the 'aura' but did not go into the full blown scary feeling migraine. My side effects have been significant  weight loss and some word find issues, but I would not trade them for feeling like I am having a stroke. I don't know the long term effect of taking Topamax though.... will have to ask my neurologist. I have changed to a new one recently. Am so thankful so far for Topamax.""",-0.00984848484848,Topiramate,2
Migraine Prevention,10.0,"""I suffer bi-lateral migraines and have been on Topamax for several years off and on now. I have mixed reviews.  I LOVE Topamax, because nothing else works for me. In fact I was given Maxalt and Propranolol together and wound up in the hospital almost dead. You can NOT take those two together. All medicines have side effects, so does Topamax. I liked the weight loss in the beginning, but be careful with it. I lost 80 lbs and couldn't stop. I forgot to eat. Topamax makes me just not hungry. I have it fixed now and watch out for it, but it was very scary. The memory loss has been a problem at times, but has been funny too. I have not experienced the HOT they spoke of...I FREEZE ALL THE TIME!""",0.0375,Topiramate,2
Bipolar Disorder,10.0,"""After so many years of trying I finally start to function as a ( almost) normal human being. Topamax is my lifesaver.""",0.1625,Topiramate,2
Migraine Prevention,10.0,"""I've been taking Topamax for about a year now. I started at 25 mg twice a day and I currently take 100 mg twice a day.  IT IS WONDERFUL. I have had only 2-3 migraines since my Dr upped my dosage 3 months ago. I still get ""regular"" headaches 4-5 times a day but I can handle those. I was gearing 5--6 migraines a week before Topamax. The side effects are all there but I don't care as long as the migraine pain stays away.""",0.19,Topiramate,2
Migraine Prevention,10.0,"""Topamax has significantly reduced my migraines from 1 a month to 1 every 18 months.  I have also found that it helps you - to not over eat or drink alcohol.  I am very happy being on Topamax for all these reasons.  I initially did have tingly feet, a small price to pay, but rarely get that sympton now.  I am on 50 mg a day.""",0.285,Topiramate,2
Obesity,10.0,"""I was prescribed Topmax for migraines but I have had weight loss being on it. I take 50mg twice a day. I had the same problem with the pop it tasted flat (Still have). I had (have) the tingling in certain body parts and the tired feeling at first. I started taking them July 2015 and by January 2016 I have lost 40lbs. I was 190 and am now 147 and going down every day! The only thing that I have changed is I drink water. I eat whatever I want some days I eat more some days less. I used to go through a 12 pack of Mt Dew a day. It was hard at first but I honestly don't mind now. Because when I look in that mirror every morning its worth drinking that bottle of water.""",0.0797313797314,Topiramate,2
