Condition,Rating,Review
Anxiety,9.0,"""I've taken Klonopin for 3 weeks at 1 mg a day and it's been great. That nebulous dread feeling is gone.  And most of my days at work and play are enjoyable. I asked the doc if I should do 1.5 mg since I noticed a little vulnerability in the morning.  Overall great.  Much better for me than Buspar."""
Bipolar Disorder,7.0,"""It seemed to work well for the first year or so but I have been on it and am at the maximum dosage and now I have been on it for 10 years and it does not seem to help now."""
Anxiety,9.0,"""I first tried Buspar for my generalized anxiety disorder, and after several weeks, gave up on it. I decided to work with my psychiatrist instead of my GP.  He agreed to let me try Klonopin.  Wow.  I only take 1 mg a day but I feel 90% recovered to my old self. I am more social again, working on my novel, doing well at work, handling stress well, having a lot more fun and joy. I've been on it for 3.5 weeks and hopefully can stay on it permanently. I know one needs to be cautious with it."""
Anxiety,10,"""Best medication personally for anxiety and panic attacks. I have been taking 3-6mgs a day since I was 16 and compared to all the other benzodiazepines it has been the safest for long term use. I have tried Ativan, Xanax, and Valium also and did not have good experiences due to many side effects and they only worked for a couple weeks for me. Personally all medications have withdrawal so why not choose the best medication for yourself. SSRI's are just as hard to come off of as Benzos because of withdrawals, but most doctors don't tell you that."""
Anxiety,9.0,"""I have been on Klonopin for about 6 months now. I am on a pretty low dosage. I am prescribed one 0.5 mg in the morning and one in the evening before bed. I feel this pill has been a life saver. I take it and it kicks in my system in about 20 minutes or so and I start to feel my panic and anxiety melt away. I feel like I can breathe easier and my heart isn't beating out of my chest. I am more efficient at work and that's very important because my job entails direct patient care/interaction...so I have to be ""happy"" and on top of things. I was prescribed this along with Lexapro, which I have been weened off of. So now I only take the Klonopin as needed. I try to only take them when I really need them or I am having a severe panic attack."""
Panic Disorder,10,"""I'm going through a custody battle right now and this is the ONLY thing getting me through the days with a clear head. My boyfriend after 20 years said if I leave him (he's abusive) that he'd take everything from me. He wasn't kidding. He knows I've suffered with panic disorder since I was 16. My dr put me on Prozac and that's helping a little bit to control crying. But the Klonopin is giving my heart and mind a chance to breathe again when I take it as needed. I take two 0.5/mg sometimes together or apart. Ativan & Xanax never worked on me before. I feel so present in the moment when I take my Klonopin. """
Anxiety,9.0,"""I take this medicine for anxiety along with escitalopram. I find it works really well, with no side effects, other than drowsiness, which has lessened now that I am used to it."""
Anxiety,9.0,"""Really good for as-needed, I take it less than once a week because my antidepressant works well. For me, 0.5mg in the early afternoon really takes the edge off, doesn't knock me out or leave me stoned, and lets me sleep that night. Rated a 9/10 because I have sexual side-effects for a few days afterwards, really not a big deal because the benefits outweigh. Only take this medicine as-needed, tolerance builds fast so a script of 30 should theoretically last 6 months. Be safe, and above all, communicate with your doctor. Benzos can be very useful if used properly."""
Insomnia,10,"""Just went back on this because of anxiety and insomnia. All my llfe I haven't slept well and have woken up anywhere from tired to absolutely exhausted. This will sound extreme but it has saved my life. I now feel 'normal' as I can cope with my anxiety, have less muscle tension and much, much better sleep so I can function during the day. It's too bad it's so look down on as a medication. It's cheap and very effective but doctors, my experience in Canada, seem to only see it as something to be abused."""
Insomnia,10,"""This is the best pill I've ever taken for sleeping. I've had insomnia for 6 years now. I got prescribed clonazepam, although my doc said it was highly addictive, because nothing else would work. I was desperate (in the time of 12 months before I got on it, I was able to sleep more than 6 hrs maybe 5 nights only), so I decided to give it a try. IT IS A MIRACLE PILL! I can sleep again 8 hrs straight! I don't feel groggy, drowsy or sleepy AT ALL, actually quite the opposite! I have so much energy in the morning, I feel like a superman! I've been taking 0.75mg for two years now 3-4 times a week, and so far did not have to increase the dose! Give it a try, if nothing else helps. And I've tried EVERYTHING."""
Panic Disorder,10,"""I'm diagnosed with Panic Disorder with Agoraphobia. I started to see a doctor at the age of 16. I was on Xanax 1mg till 19-20 years old and it didn't do the trick anymore and made me mean. My doctor put me on Klonopin 2mg 1 tablet 4 times daily and its brought my life back."""
Anxiety,10,"""Best medicine for general anxiety. I have found it also allows you to be fully functional."""
Anxiety,10,"""I have had Generalized Anxiety Disorder all my life, but could control it without medicines. I thought as I got older it would go away, but instead it had gotten worse to the point I finally got some help. Been on clonazepam for 2 years and feel so much better. It really works. I do worry about the horror stories of withdrawal, but wonder why people try to go off when it makes them better. I don't plan on stopping, I have finally found peace of mind with no side effects. My dose has remained the same."""
Hyperekplexia,9.0,"""Clonazepam helped me live a ""normal"" life. After several months of trial and error on the dosing, I was able to walk, hear a loud noise, be touched, etc. AND REMAIN UPRIGHT! The downside is that I now sleep approximately 4 hours more per day than before, which took much adjustment. Overall I'd say the benefits outweigh the problems exponentially.  During and since my second pregnancy while on the medicine, something has changed and I no longer live a ""normal"" life, but I still live a much higher quality of life.  Despite many adjustments to the dosing and scheduling in the last 5 years, I have never regained the freedoms of the first 15 years on the medicine.  I am currently back to the trial and error phase of finding the best treatment."""
Seizure Prevention,10,"""I have been on Clonazepam 2mg twice daily for about 23 years. I have had partial seizures since age 14 after a serious head injury.  I was also on Dilantin, however I wanted children so after 10 years on Dilantin it was discontinued slowly and I remained on Clonazepam.  I have been seizure free for 22 years except for some myoclonus activity during sleep.  I have not had to increase my dosage and the only time I had a seizure was the two times my doctors tried to decrease my dose to see if I could come off.  Apparently, that is not in the cards. I have no side effects at this point in time, do not find it sedating.  I have always taken as prescribed and also maintain a healthy lifestyle."""
Anxiety,10,"""Best benzodiazepine, if you can't wait a Xanax will work fast but Klonopin works longer than the Xanax."""
Bipolar Disorder,10,"""I've been taking it for 2-3 years now and is the only thing that helps my panic attacks, consoling and other things just don't work for me. I was taking 1mg 3x a day but I'm down to 2x a day."""
Chronic Myofascial Pain,10,"""This medicine reduced all emotional stressors allowing my facial muscles to relax! Thus bringing down my Tempromandibular joint pain levels tremendously! Thanks to clonazpam my Car wreck injury (TMJ)is bearable."""
Temporomandibular Joint Disorder,10,"""Relaxed me emotionally to releave stress of both positive & negitive kinds. From happy (smiling) to sad (frowning) relieving the stress from facial muscles! A must have with this injury from my experience."""
Panic Disorder,10,"""I had been on Xanax for my severe panic disorder but it would wear off so fast I would find myself actually craving another one. I was honest with my doctor about the rising addiction to it and she put me on clonazepam. I stay calm and sleep better. I can go outside and go for a walk. I can hang out with my friend. I like it better than Xanax way more. G.J."""
Panic Disorder,10,"""I was born into the middle of WWII in England and have Post Traumatic Stress Disorder. Also was sexually assaulted at the age of 4 yrs. I came over here to the States at the age of 13 and it all went downhill from there. I have major depression and have been on Prozac for many, many years. I have also been taking Klonopin for as many years and it has given me some kind of normal life. I used to get the tremors so bad that the ambulance people thought it was a grand mal seizure attack. I still get these attacks once in a while but with the help of Klonopin I can actually calm myself back to a normal state of being. I wouldn't call it a wonder medicine but it certainly helps me."""
Bipolar Disorder,10,"""Like night and day. My Wife Loves my change in moods. I have also been able to stay on tasks 100% better."""
Anxiety,8.0,"""I've been on 2mg / day Klonopin for about 6 months now and I do feel that its not working as well as it was the first few months.  Now my anxiety stems from my thoughts on whether I'm building a tolerance which I think is NOT GOOD.  Sad thing is this medicine has been the only one to actually let me go out into the world without the social anxiety I have without it."""
Panic Disorder,9.0,"""I have anxiety, bipolar disorder and panic disorder & this helped alot with all of those."""
Anxiety,10,"""Best medicine for anxiety."""
Bipolar Disorder,9.0,"""It really calms me down when I get acute panic attacks. Dr. allows me to take up to one 2 mg tab as needed during day. I do find myself taking up to 2 tabs a day and 1 at night to help with sleep. Nothing else seems to work."""
Burning Mouth Syndrome,10,"""Clonazepam truly saved my life. The pain was so intense 24/7 I became suicidal. I have been taking the same low dose for almost ten years with no pain."""
Anxiety,9.0,"""Good medicine."""
Anxiety,9.0,"""Clonazepam is a wonderful medicine that stops all the bad feelings like, anxiety, feeling of impending doom or just nervous but you don't know why, its in the pit of your stomach, a nauseated twisted feeling in your gut that won't go away. Good news clonazepam is wonderful for these feelings, 2 mg 4 times a day and maybe a Halcion for sleep, you won't get so nervous and you will feel comfortable in your own skin."""
Anxiety,9.0,"""This is a miracle for me. I have experienced abrupt withdrawal, but that was my fault and all that happened was my vision was extremely blurred and I was in bed a few days. Do not drink with this medication, take it AS needed instead of all the time, then you won't have withdrawals if you forget to take it. I don't understand why this old trusted medication isn't prescribed more often, it never produced ""euphoria"" or anything like that for me or anyone I know on it - but it's dangerous with alcohol I guess and so many people drink. I've been on 6mg a day - which I found way too much and went down to 2mg on my own."""
Panic Disorder,3.0,"""I have social anxiety disorder and panic attacks. I have been on Xanax for about 12 years, and it was a lifesaver. My new psych dr gave me 0.5 mg of Klonopin and it isn't helping at all. """
Anxiety,10,"""Started this medicine a month ago and I have to say the low dose of 0.5mg has changed my day to day life!"""
Anxiety,10,"""Panic attacks, severe. Once on medication haven't had any. Anxiety is in check. Can function as normal or maybe better looking back over my whole life."""
Anxiety,,"""I began getting severe panic attacks in the middle of the night every night. Not just regular sleep pattern problems. But waking up wanting to be dead. This went on for a couple years until I could not bare it anymore. My doctor prescribed me Klonopin and it has done the trick. Previous to Klonopin I tried Ambien, Ambien XL, and Seroquel. I personally think it's a good idea to follow your doctors instructions and start with the more mild medicine. 

But to those who warn of the withdrawal symptoms of Klonopin. I have to say that opinion does not apply to all. Not wanting to die in the middle of the night every night for 2 years is such a benefit to me that I will risk the withdrawal symptoms that may come with stopping later down the road."""
Panic Disorder,8.0,"""I recently switched from Xanax to Klonopin for panic disorder. Klonopin does help me get through the day but doesn't totally eliminate my anxiety. I like the fact that I don't get heavy rebound anxiety on Klonopin (as I did on Xanax) due to its longer half life. Overall quite long lasting, pretty effective, but in the crisis of a panic attack a Xanax is 1000X better for getting through it."""
Anxiety,10,"""I take 1 tablet (1mg) 3 times a day. Helped me so much. It lasts a lot longer than Ativan, Xanax and doesn't make me like a zombie like Valium."""
Seizure Prevention,10,"""I started this pill last Saturday and it is so helpful. It has helped my seizures and literally stopped them in one day. It is so nice and it makes me happier; I had gotten off Keppra and within a week it seems like I'm back to my old self maybe even better. Try this medication."""
Bipolar Disorder,10,"""I have bipolar type 1. I was on many medications over the years. None of them very effective. I've been hospitalized on many different occasions. I was in a outpatient program. At that time Seroquel had just come out. It did half or less of the Seroquel XR, this was a major game changer for me.

Clonazepam has been literally a life saver for me. It stops my thoughts from going out of control. When a major situation happens I'm able to stay calm and not act on impulse. When driving if someone is going too slow and catch a red light it takes away a lot of the anger I would feel I would say be %85 but flare ups can happen on a MUCH lower scale. One more medicine that can help is lamotrigine."""
Bipolar Disorder,8.0,"""It helps with my anxiety"""
Night Terrors,8.0,"""Works for what I needed to."""
Anxiety,10,"""For the past few years I have been suffering from severe anxiety and depression, when my Doctor put me on 0.5 mg I didn't know if it would help or not, but in just a month or 2, my life has changed a lot for the better. I've been more self confident, and going out more. It really does help. As people have mentioned before take the lowest dosage that suits you. It really is a great treatment for anxiety. Though everyone is different, if you're running out of options you should definitely ask your Doctor about it!"""
Anxiety,10,"""Klonopin has been a wonderful medication for me. I'm a young male who gets social anxiety, and overall anxious feelings about situational matters that I just couldn't stop. Well, I take 0.5 mg of Klonopin once daily and haven't had a hint of social nor general anxiety since. I can now focus on school, interact with others with confidence, sleep well at night, and enjoy my life again.The medication gives you a steady sense of calm and tranquility WITHOUT making you feel sedated (at least it does for me), and its effects lasts between 6-8 hours! Xanax worked as well, but it made me too sedated to adequately perform my daily schedules, plus didn't last as long. """
Anxiety,8.0,"""I've had anxiety for over 30 years, I'm in my 50's. I've been on Effexor and a few other antidepressants, which helped some, but sexual side effects were weird. I reluctantly started Klonopin about 6 months ago but was afraid of the addictive properties of it.  So I started on a real low dose 0.125 mg, once a day. And some days I take the another 0.125 mg. totaling 0.25mg  per day. I'll admit it helps a lot. It makes me feel like myself again. It doesn't stop the scary thoughts and stupid fears that I have, but I don't react as poorly to them. I'm hoping I don't have to increase my dosage, but figure I have a lot of room to go up if I do. Still wish I didn't have to take them but this winter was rough and I needed some help until the sun shines again."""
Night Terrors,5.0,"""I had been taking anti-anxiety medication for a very long time due to my severe anxiety and panic attack disorder I have and the last resort after trying a few others was to take klonopin 1 mg 4 times a day.. After starting taking the medication, I didn't notice any bad side effects, but then I slowly started to have nightmares and night terrors, even when I just took small cat naps! It was absolutely horrible, I couldn't stand it but I didn't think about Klonopin being the cause until after a while it stopped working for my anxiety and I went back to Xanax which started to work better for me again and all of a sudden, my night terrors have disappeared and no longer afraid to fall asleep! They've gone away ever since I stopped Klonopin."""
Anxiety,10,"""Klonopin definitely has a smoother onset and longer duration than Xanax. Some tolerance can develop on long term usage so try to keep the dose as low as possible. Great benzodiazepine, wipes out anxiety once you figure out the right dosage for you."""
Anxiety,9.0,"""Definitely helps with anxiety and panic attacks, all side effects have subsided. I do keep mednotes on all medications I take for interactions just because I've had some scares with some medications that have interacted with each other but the pharmacist or doctors have not caught onto."""
Anxiety,10,"""I have been taking Klonopin for generalized anxiety disorder for 18 years now.  I am 52 years old and this medicine saved my quality of life. I have ranged between 2.5 and 3.5 mg for 18 years now.  No side effects at all.  Psychiatrist told me I could use it the rest of my life.  Felt it was an older but best proven remedy for dealing with GAD on the market.  No pharmaceutical kickbacks involved so not as popular as other medicines being prescribed.  No pharmaceutical incentives to sell.  Not addictive but could be dependency forming.  Lesser of evils versus anxiety.  I highly recommend it in proper circumstances."""
Anxiety,10,"""Started low dose of 0.25mg and it has changed my life! Only take lowest dose needed and work with a therapist because medicine doesn't do all the work..YOU have to as well."""
Anxiety,10,"""I take this for anxiety and only a low dose of 0.25mg (half of a 0.5mg) and it works wonders and I am VERY sensitive to medicines. Only take the lowest dose you need and you won't experience side effects."""
Anxiety,8.0,"""Works great for my anxiety but I have bad cases of diarrhea. I take 1mg twice a day, also on Seroquel 400 mg."""
Anxiety,10,"""This has saved my anxiety! Was on Buspar and it helped but wasn't strong enough...low dose of clonazepam 0.25mg once a day is all I need."""
Anxiety,10,"""You can take it during any anxiety issue within 20mins I noticed the difference it made. In seven yrs I've been able to do so much more. I would call it the miracle pill."""
Bipolar Disorder,10,"""Takes away anxiety fast."""
Restless Legs Syndrome,6.0,"""I was prescribed this for anxiety and to help me sleep at night. Within an hour of taking the medicine I had horrible restless legs syndrome and after the first few days bad insomnia too, in addition to upper respiratory congestion. I am seeing my doctor later this week to see about changing medication."""
Insomnia,9.0,"""I'm 25, female, full-time student and full-time worker, living in NYC. I've been fighting insomnia triggered by anxiety my entire life, but it was never an issue until I reached my mid-twenties. When I lay down, I get a series of panic attacks that can keep me awake the entire night. Lately, I've been going three days on ~5 hours of total sleep. I quit my job and my focus for school was diminished. I became scared and a total mess. I need proper sleep to be able to function the next day. I was recently prescribed Clonazepam through my psychiatrist and it is, seriously, a blessing from the universe. I take .5 mg when I start feeling sleepy and, within an hour, I'm in dreamland. I don't have to fight for sleep or get anxious about sleeping."""
Restless Legs Syndrome,10,"""I have both restless legs syndrome and insomnia. I have taken Clonazepam for 10 years. Started at 0.5mg, 1mg then 2mg. Decided to stop all medication a year ago and I have not slept worth a darn as well, as my restless legs syndrome has been horrible. Finally broke down last night and took a Clonazepam. Had no RLS and I did sleep, waking up only a few times. I was a little groggy this morning but certainly can deal with that. In past years I have tried many other medications with horrible results. Clonazepam has been a very positive experience for me."""
Migraine Prevention,8.0,"""I have taken clonazepam for years to sleep and to control anxiety/panic over my child's chronic illness.  When my son had a medical crisis and was hospitalized recently, I had my first 2 migraines within 12 hrs of each other.  I became so anxious of having another it was non-stop anxiety. My psych said to use the clonazepam for the anxiety and another 0.5mg tablet if I felt the eyestrain/nausea of another migraine coming on.  Two times I have taken 2 Advil (200mg) and 0.5mg tablet of Clonazepam when I felt eyestrain/nausea/light headedness - but I have not had another migraine.  Whether the increased dose is helping abort the migraine or just calm my anxiety over having one, the relief is good in either case."""
Panic Disorder,10,"""I suffer from Panic Disorder with Agoraphobia and Generalized Anxiety Disorder and some Social Anxiety. I have severe panic attacks and they come on out of no where with no warning. Ill get the derealization in my head and wont know whats going on or feel out of body, dizzy, heart will race, extreme feeling of dying. It will actually physically make me sick. My dr. put me on Klonopin 2mg 1 tab 5 times daily when I was 19 and its a wonder drug. I'm 23 now and I'm not panic free completely but when I feel it coming I take a tablet and the fear is all gone in 20 minutes. I'm 23 now and if you take it properly it will help you greatly. Anxiety runs in my family and its a terrible thing. My life is normal thanks to Klonopin."""
Anxiety,,"""I have bad anxiety, panic attacks since 18yrs old. 45 now. I give it a 10. I take 3mg to 6mg a day. Nothing else works with my other medicines. Some days I don't take any, no problems with it. Not a vegetable eater, I'm an avid outdoorsman but every medicine is different for every person. """
Bipolar Disorder,8.0,"""Since I was 13 years old. Anxiety has been a severely debilitating issue in my life. It's destroyed most of the relationships in my life and stopped me from maturing as a person in terms of moving up in the job field. A lot of people would consider me weird, because of becoming Very reclusive due to my anxiety disorder. When I am on Klonopin... IT IS COMPLETELY DIFFERENT! I have a lot of energy, motivation and I'm anxiety free. The most I've taken consecutively was 2mg  for about 2 weeks and after stopping for about 2-3 days after that I'd never feel any withdrawal effects. This is usually the cycle I use. The quality of my life is drastically better on Benzodiazapine medication."""
Benzodiazepine Withdrawal,7.0,"""My neuro started me on .5 mg clonazepam June 2013 to help me with extreme insomnia. I was diagnosed with multiple sclerosis Jan. 1995. My neuro in Sept. 2013 moved his office almost 3 hours away and no longer treats M.S. 
I am having a hard time finding a new neuro in my area that does not have a several mo. waiting list (north Louisiana & Arkansas border).I ran out of this medication a month ago; obvious with-drawl symptoms have not been 'enjoyable': severe insomnia, nausea, extreme weakness; to me it felt like it was causing my M.S. to get worse. Today is the 1st day in 4 weeks I feel semi aka 50% back to my normal. Cold turkey off soma in 2012 was as bad as this drug."""
Insomnia,9.0,"""I have PTSD and have a lot of difficulty with falling asleep, staying asleep. One symptom is not reaching a deep sleep past REM, and having nightmares through-out the night, continually waking, panicked. I was prescribed a sleep med that made me some what relaxed, or I maybe only slept for four hours, and still having nightmares. This went on for months. I was prescribed Clonazepam and it has been a God-send. Not being able to sleep normally had a terrible affect on my daily life. I take it a few hours before bedtime, and when ready I lay down and sleep soundly, waking the next morning feeling relaxed, rejuvenated. I am able to return to a normal activities without the fatigue."""
Anxiety,9.0,"""I've had GAD for 30 years.  The last 5 years it's gotten worse, my normal techniques weren't working anymore and I needed help.  I take the smallest amount of Klonopin 0.25 mg once per day and it level's things out.  """
Periodic Limb Movement Disorder,9.0,"""Works great for Periodic Limb Movement Disorder for me. Can intensify if I stop talking it though.....which is a slight worry, as I would prefer not to take it for the rest of my life if I can help it. I do feel a little groggy sometimes, but the benefits are far greater for me. At my worst I was hitting myself and my partner in my sleep without any control at all and would waken me 9 times out of 10. So I was having very poor sleep, so was my wife. So I can live with a bit of tiredness over feeling like a zombie."""
Panic Disorder,8.0,"""One thing I learned while taking 0.5mg of clonazepam as a sleep aid, it did help my panic attacks that I had for about 7 years. Side effects weren't bad at all. But one thing you might want to try if you take this medicine for panic attacks. I was told during this time that I was now a diabetic. For six months I did away with 98% of my normal sugar intake, and along with the clonazepam, it did wonders for my panic attacks. Sugar acts as brain fuel and to much of it puts the brain in overdrive (it doesn't take much) which puts you on edge for panic attacks. I recommend cutting out at least 50% of your sugar intake. Your notice a big difference. I also lost a huge amount of weight. Cost nothing to try. It worked for me. P.S., no sodas or Juices."""
Anxiety,9.0,"""One month my doctor gave me 90 pills instead of 120 and I didn't bother to read the label, and he didn't tell me either.  So, for the last week before my next apt I was going through severe withdrawals.  I could not sleep at all. My pulse was over 100 (Usually 60). My blood pressure was high too. I've been taking these for over 1 year now, so I don't know why he went to 90 instead of 120. I have VERY high anxiety, and it was not cutting it for me not being on it for a week. When I went back on it, I was just fine. I would for sure give this a 9.9 rating. Best medicine for anxiety I have ever taken!"""
Insomnia,9.0,"""After four spinal fusions, I have chronic pain and chronic spasms. I've tried almost everything out there My doctor suggested 0.5mg of Clonazepam twice a day for spasm and sleep. It's worked wonders. Being able to get rest, makes everything else tolerable."""
Anxiety,10,"""I have been on Clonezepam for 2 different reasons. 1 for Anxiety 1mg pill 3xs a day, and then 1mg at bedtime to help Insomnia. It REALLY helps with the anxiety part with me losing both parents & dealing with my own rheumatoid arthritis at age 26. To those worried about becoming addicted or physically dependent on this medicine, I wouldn't worry about it too much as I been on it for 3  yrs now and I haven't had to had to up my dose at all and have been on steady 4mg daily. There were a few times where my doctor went on vacation & it was my fault for not getting my script early. My Anxiety was bad for 3-4 days BUT I felt NO WITHDRAWALS or SICKNESS at all from lack of the clonazepam."""
Migraine Prevention,10,"""I have had migraine headaches most of my life averaging 3-5 a week. Mostly at night. Waking up in the middle of the night. I have not had a single headache since I have started the clonazepam. It has been only two months but right now I would call it a miracle."""
Anxiety,9.0,"""A very effective medicine, that needs to be used with care and caution. I wouldn't take more than 1mg per day, and my doctor will not prescribe any higher dose. I take it in combination with Lexapro, and my anxiety is nearly obliterated. I would say be very careful, though, about dosage."""
Panic Disorder,10,"""Having lived with my Post Traumatic Stress Disorder, Generalized Anxiety Disorder, and panic disorder. Klonopin seemed to be what I needed. It eliminated my issues by 95%. And it has a longer half life so it can be taken daily.  It's given me my life back."""
Anxiety,9.0,"""It is wonderful. I only wish I knew about it sooner."""
Anxiety,9.0,"""Klonopin is a great, I went through trial and error to get it but my doctor finally prescribed it! Been on it for 2 months and it's been great, but people you still need to learn to cope while on it, it's not just a miracle pill. I give it a 9/10."""
Anxiety,9.0,"""I was placed on 150mg x2 a day Wellbutrin & 0.5mg Klonopin X 2 a day. Wellbutrin gave me the initial energy I needed to stay awake. At one point I didn't have enough Klonopin to get me through so I cut my dosage in 1/2 for the Klonopin to 0.5mg. Wellbutrin was overpowering it made me too hyperactive and made my anxiety rage so I stopped taking it and it helped calm me down. My depression disappeared and my anxiety leveled out. Since, I%u2019ve been back on 0.5mg x 2 a day, extra as needed and stayed off the Wellbutrin. The depression hasn't come back yet. If I forget to take Klonopin for more than a day I start losing my thoughts mid-sentence and I forget everything that I%u2019m trying to say. Then my anxiety comes back and I%u2019m a mess until I take it."""
Anxiety,10,"""Panic attacks and anxiety run in my family, and this helped me big time. I was scared to take any medicines after having a bad experience with another anxiety medication, but I took it finally and day three of my panic attack/no sleep was over! I could eat again and finally crack a smile. It did make me sleepy, and it felt a tad funny to walk. I only took them before bed to sleep unless I really needed it. It restored my confidence that I could be happy again and made me feel comfy just knowing I had them on me. I am off of them for now and on a different anxiety pill, because my doc didn't want me to become dependent on them. I do keep one or two in my purse for emergencies."""
Anxiety,9.0,"""Klonopin works pretty well at low doses (2-4 mg). I'm 46 6'4' 260 lbs. Higher doses just make me drool and shuffle, and cause horribly painful foot cramps if I miss a dose or two. Low dose, no problems. One wicked side effect is memory loss and speed of comprehension. Sleep is better. Withdrawal is pretty easy at low doses. Taper from high doses. It also was a major asset discontinuing opiates, and their various temporary-but-forever withdrawal effects."""
Anxiety,10,"""I take 2mg Klonopin 4-5 times daily along with Adderall XR 20mg 2 each morning. The combination of the two works great. I suffer from BiPolar disorder, Panic Disorder with Agoraphobia, Generalized Anxiety Disorder and ADHD. I would get so bad I would lock myself in my room at home and cry my eyeballs out, afraid to speak to people, just full blown terrible anxiety. Klonopin is very effective if taken properly. Its a miracle medicine. I used to just be on Xanax 1mg 5 times daily and it started making me angry and aggressive. Some people react different to medications. Klonopin controls my mood, stops the worst anxiety you ever experienced in its tracks. Wonderful medication with just drowsiness as a side effect."""
Insomnia,10,"""I have struggled with moderate insomnia for years (can't fall asleep, wake up 3 hours later unable to go back to sleep, etc).  Although some nights are better than others, it has always been a major influence in my life.  Lunesta worked well, allowing me to get about 6.5 to 7 hours, but it costs a FORTUNE.  Just started clonazepam about a month ago and WOW!  I only take it 3-4 nights a week to avoid dependency and my life is a lot better.  As a side note, I do not suffer from anxiety or depression, I just can't turn off my brain EVER."""
Anxiety,,"""This drug was unbelievable. I was on clonazepam for anxiety and before that wellbutrin (i liked the energy from wellbutrin, helped me at the gym), but clonazepam let me do things i could never have done. I went to a club for the first time, went airsofting, DROVE!!!!!"""
Insomnia,10,"""I've had insomnia for 10 years; couldn't shut my brain off! My uncle is a doctor & flipped when I told him I hadn't slept in 16 days. He immediately prescribed tricyclic antidepressants & sent me for a sleep study; in only 4 hours of sleep, I woke up 69 times. The antidepressants made me suicidal. Everything else worked for just a few weeks. I started getting depressed, panic attacks, anxiety, quit working, having seizures, became a shut in, cried every single day, then became suicidal. The only thing that stopped me was the thought of my family finding me. I was then prescribed Ambien & it worked well but made me hungover. Amitriptyline worked but gave me bad muscle spasms. Finally, I was put on 2mg Klonopin. I can sleep now!"""
Anxiety,10,"""For the severe level of anxiety that I had developed Xanax would help. It would calm my body within a few minutes. However, after about 3-4 hours, my body would be back feeling nervous and tense again. It works very good, except its effects don't last long. I was also prescribed Klonopin to try after I told my doctor that I was having problems sleeping and that the effects from Xanax were not long lasting enough. I am prescribed to take 1 mg twice a day. With Klonopin, I am able to feel relaxed for longer periods of time than with Xanax. It has helped to keep my body more tranquil. It has helped with my sleeping better than Ambien ever did. And, I haven't experienced any bad side effects from it either."""
Anxiety,1.0,"""Please, please, please do your research before ever taking Klonopin or any drug in the benzodiazepine family.  Klonopin has caused me great hardship and nearly cost me my life.  And I am not alone - thousands of people have had horrific experiences with this drug.  Please search ""benzo withdrawal"" or similar to educate yourself.  Looking back, my original anxiety was nothing compared to the torture I went through once I was addicted to klonopin.  And I am not through it yet.  Words  can not explain the horror I went through.  That is why I beg you to do your own research.  Most doctors don't know or are in denial about the withdrawal effects of benzodiazepines.  The stories you will find are not lies or exaggerations. Buyer beware! Please!!"""
Insomnia,6.0,"""It helps me with several things my insomnia my anxiety and depression the only side affect I get is increased appetite"""
Anxiety,10,"""I have taken clonazepam for 20 years.  I have remained at 0.5mg 3x/day.  This is the ONLY medication that has significantly helped with my anxiety.  When I take it, I feel normal again.  SSRI's have given my side effects; I have none with clonazepam. Some docs don't like to prescribe it long-term, although we are talking about quality of life.  It ought to be the *patient's decision* if they want to remain on it.  If being dependent on something greatly improves quality of life, then it's worth it IMHO.  Some people are born with more anxiety than others.  This medication seems to correct that imbalance in brain chemistry."""
Anxiety,10,"""Anxiety disorder runs in my family, and Klonopin has done us wonders. I suffered a severe car accident 10/2012. Quit my job, quit fall-term, and became paralyzed from Anxiety. Initial dose was 0.5mg 2X a day. I discovered, LESS IS MORE. Now I only take 0.5 mg 2X a day, and it helps me be Andy. Klonopin is addictive. 20mg is max dose for epilepsy. 4mg/ day max for anxiety. 1mg/day in studies is shown to be most effective for anxiety. Take it as prescribed. DON'T, TAKE MORE. If you don't have epilepsy. BELIEVE ME! Benzodiazepines should be used with caution."""
Anxiety,2.0,"""I think Klonopin is the bottom-of-the-barrel of benzodiazepine anti-anxiety/anti-panic medicines. This is from personal experience with it & other benzodiazepines. Klonopin, for one thing, lacks the muscle-relaxant effect that's an additonal benefit of other benzodizepines such as Valium (diazepam). But what's worse is that Klonopin caused me to lose 2 jobs. It has this strange effect of prompting me to 'speak my mind' -- a little too much! Not the case with Valium, which has a much more pleasant effect. With further research I found out that Klonopin was intially marketed for seizure disorders *only*. But, because it didn't sell well for that, the company basically pushed into the anti-anxiety market. There's much better out there."""
Anxiety,10,"""im 25yrs of age and have been on prescription benzodiazepines since the age of 16, mostly for panic attacks and GAD. I started on klonopin 0.5 BID and in the last nine years you could imagine the roller coaster ride it has been. Xanax 2mg po qid. Ativan 2mg po tid. valium 10mg po tid.(all at separate times) and the valium I was on 2 years up until 2 months ago. it started to quit working. I hated the Xanax and Ativan but the valium saved my life, it was a bitter sweet ending. and 2 months in now on klonopin 1mg qam. then 2mg qhs. miracle medicine!!!! highly recommend this medication for severe to chonic GAD, panic attacks, insomnia associated with stress and I could just go on and on. cant say enough about this medicine that gave hope!"""
