restaurant_name,restaurant_address,restaurant_cuisine,restaurant_ranking,restaurant_num_review,restaurant_lon_lat,reviewer_id,reviewer_location,reviewer_level,review_title,review_content,review_time
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",curvyskiergrl21029,"Clarksville, Maryland",levelBadge badge lvl_05,very good,"I ate here a couple of nights ago as it is right next to my office. I sat at the bar and ordered the lamb and meatballs both were very good however I was a little less than thrilled with having breadcrumbs on my lamb, it however was still very delicious. the restaurant is truly beautiful and appointed nicely. Their...
More ","Reviewed February 9, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",puglove5,,levelBadge badge lvl_02,The best steak I've ever had!,"My husband and I got married in New York with some of our close family, and we booked to eat at Uncle Jack's that evening. The service was exceptional, and the food even better. The porterhouse steak was very tender, and huge...way more than enough for two to share. The garlic mashed potato was another highlight, as were the kobe...
More ","Reviewed February 9, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Nailcutter,"Boca Raton, Florida",levelBadge badge lvl_06,Very Good Dinner and price not so bad,"Came here while on business. Been here once before. Service very good snd seated right away. Served bread and water. Started with lobster cocktail and ceaser salad. $12 for the salad and $20 for the lobster. Caeser was very tasty and the lobter was fresh served with good sauces. The 16oz NY Strip was cooked very well as was the...
More ","Reviewed February 9, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",DavinaLee,"Perth, Australia",levelBadge badge lvl_04,Walked by walked right in,"A last minute decision to have dinner here on a whim, we didn't have a reservation but they accommodated a party of two easily. The chicken masala was to die for as was the garlic mash. Highly recommend a good steakhouse with large servings!","Reviewed February 9, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",blakegrice,"Anderson, South Carolina",levelBadge badge lvl_04,Ate lunch there today,"2 of us ate Filet, Potatoes and asparagus at lunch for $120. Not bad. Not to mention the best pecan pie I've ever had in my life. No kidding.","Reviewed February 9, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Carolyn M,"Hempstead, New York",levelBadge badge lvl_06,Best Burger in Town.,Went for lunch and we enjoyed the lunch specials of a Classic burger with mushrooms and the baked cod fish. Both dishes were outstanding. The waiters were really nice.,"Reviewed February 9, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Seth W,Florida,levelBadge badge lvl_03,"Average overall, some parts good but could have been better","Our server, Sean, was very nice and informative, and went out of his way to make us feel welcome I thought. Steaks were excellent quality as you'd expect, and found a good Brunello di Montalcino at a reasonable price. Service overall was spotty, though (glasses were frequently empty for some time before anyone noticed, usually because we said something). My...
More ","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",WearUk,UK,levelBadge badge lvl_05,Nice,"Stopped in for lunch during a day shopping. Restaurant has a lovely feel, it looks very posh but with a homely feel. The food was lovely I had salmon and my partner had a burger. The service wasn't the best but the food made up for it. I suspect it aims at a business crowd rather than tourists on a...
More ","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Kristen H,"Raleigh, North Carolina",levelBadge badge lvl_06,Great place for an upscale go-to client lunch near Javitts,"This is a great place for a client lunch - it's right near the Javitts Center and it's easily walkable from Midtown, 34th Street, MSG, etc. They offer a wide variety of aged steaks, meats, burgers, etc. They even have a sushi bar! Appetizers are always awesome. The lobster bisque is probably the best lobster bisque you've ever had. Having...
More ","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",sam l,,levelBadge badge lvl_03,OK,"The service was attentive and the setting was comfortable, but when we go to dinner, it's the FOOD that matters most and, on this count, Uncle Jack's fell short. The lobster and garlic mashed potatoes were the standout, however, the steak wasn't near the quality of Peter Lugers and the ""signature"" crabcakes were disappointing, as was the spinach.","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Francesco A,,levelBadge badge lvl_04,Approved by an Italian guy ;),"One of the best steak I've ever eat ... And the waiter was so kind with us, the same thing for the Brazilian one who understood our language :)","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",ScotlandJSmith,Scotland,levelBadge badge lvl_03,Maybe the staff were tired after NYE?,"Our 'captain' did look after us well, the poor guy does the same speech over and over again with good new york charm. However the rest of the team on the floor seemed to have a big problem. The staff all looked so fed up, at one point there was a bit of a fight between 2 'captains'. The food...
More ","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Citizen_of_Amherst,"Portland, Maine",levelBadge badge lvl_06,Totally surprised and pleased; excellent service,"I went to this restaurant only because my mother wanted to eat here. I guess the owner has a TV show, which she really likes. So, she wanted to eat at the restaurant when we visited New York. The idea of going to a restaurant because the owner has a TV show seemed really lame to me, but I'll go...
More ","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Barbara P,,levelBadge badge lvl_03,Fabulous experience and food!,This was the fifth time we have eaten at Uncle Jack's Steakhouse. We brought friends who had never been here before and were visiting NYC. Both service and food were outstanding. The food portions were enormous and the staff could not have been any more accommodating.,"Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",tico75,"Miami, Florida",levelBadge badge lvl_03,Great choice!,"We decided to end our NYC trip enjoying a nice meal. And we got it right at Uncle Jack's. Although is not a very child friendly restaurant, my kids behaved well and everyone had a great time. Food and service were excelllent! We'll have great memories of our last dinner at NYC.","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Re27k,"New York City, New York",levelBadge badge lvl_06,Wonderful way to celebrate our birthdays.,"We began with delicious appetizers which were crab cakes, salads and buffalo mozzarella. Everything was fresh. Next, we ordered porterhouse steak for two. It was so large that four people could have shared this entree. Also ordered the lolly pop lamb chops and codfish. The sides were steak fries, broccoli, onion rings and sautéed mushrooms. Thoroughly enjoyed our meals. The...
More ","Reviewed January 18, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Fenway302,New Jersey,levelBadge badge lvl_06,FORGET THIS PLACE. CHOOSE ANOTHER. COULDNT GET 3 OUT OF 4 DINNER RIGHT,"Read their own description on the website. They claim to be the BEST in NY yet they are not on any ten best lists. He claims to offer exceptional service to discriminating executives and socialites. This guy is a BIG dreamer. Four of us were celebrating two anniversaries. Decided to try this place. It was not even half full yet...
More ","Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",TomFromBellaire,"Bellaire, Texas",levelBadge badge lvl_06,good food and service but not great,"After watching his TV show, we went to see Willy Degel’s restaurant. Our waiter was very knowledgeable about steaks and the menu in general. The steaks are huge, so you might consider splitting one. I thought that the food was good but not great and the tables were very close together. If you want to have a private conversation…. forget...
More ","Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",IsraelDavid1,Savyon,levelBadge badge lvl_05,Silvester dinner,We reserved a table and it was ready just on time The food and service was good. But not special. It is a place to eat not gourmet. If you are hungry it is a good place to eat,"Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Jimmyh174,,levelBadge badge lvl_04,A very unremarkable burger,I was in the mood for a burger and a beer one day at lunch and decided to try Uncle Jacks. The burger was very average and when you factor in the price ($18) it was certainly not worth the trip. I can't speak about anything else on the menu but it was a disappointing experience.,"Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",ideadensity,"Middletown, Connecticut",levelBadge badge lvl_06,Best steak I've ever had,"Hands down, best steak ever. I've been to some amazing steak places and this topped them all. We had the ribeye for two -- forgot what they actually call it, something French. The char on the outside was what made the difference I think. The meat was so very flavorful and perfectly seasoned! We will definitely be back the next...
More ","Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Dave L,Trumbull,levelBadge badge lvl_04,Staff had a bad day,"First I must say we ate here on Christmas Day 2012 as we stumbled upon it and were rushed to get to our show at Radio City, on that day the server was understanding & just fantastic as we ordered several apps & salads off the menu to share and they were delicious. On this Christmas Day we had a...
More ","Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Michael S,"Philadelphia, Pennsylvania, United States",levelBadge badge lvl_03,Exactly what Willie Degel preaches,"Everything that Willie Degel preaches about on his show, he delivers at his place. Staff couldn't be any more attentive, the food was an absolute knockout. Had a little discrepancy with my credit card getting double charged, but was handled promptly with a call from one of the managers. We'll be back.","Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",dasiguy,"Ridge, New York",levelBadge badge lvl_05,Phenomenal Every Time,"This is my 1st review of this restaurant but not my 1st visit. Having eaten there several times i have never been disappointed. Although the bar is quite small and perhaps not the best location when you have several guests waiting to be seated as you enter but that's the only down side i have experienced. The Captains and wait...
More ","Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",BusinessPr0fessi0nal,"Houston, Texas",levelBadge badge lvl_06,Superb SURPRISE,Ran into this warm elegant restaurant near theater district. Very friendly place and THE BEST LAMB CHOPS AND STEAKS. Delicious preparation and high end meat folks. Also had lobster that was good. Quality place.,"Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",JeterFan1,"Clearwater, Florida",levelBadge badge lvl_01,Delicious!,"Food and service were outstanding. I don't usually care for lamb, but their lamb chop appetizer was amazing as were the Kobe meatballs. The steak was perfectly cooked and the garlic mashed potatoes had multiple pieces of roasted garlic in them (fair warning if you are on a date). I did not have dessert, but those at my table that...
More ","Reviewed January 2, 2015"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Nikkijarmstrong,"Venice, Italy",levelBadge badge lvl_05,Staff were great but food was poor.,"Ordered the Porterhouse for 2, this was $96. We had fries that were warm at best. A bottle of red and a New York cheese cake for sweet that was good but we shared it. With the tip the bill came to just under $200. I personally think that is a lot of money. There are better places in NY...
More ","Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",carol j,"Brick, New Jersey",levelBadge badge lvl_06,Don't order lobster mac n cheese with truffle,They topped some very ordinary mac n cheese with a few bits of lobster and shells along with some truffles followed by some American cheese then put under salamander and burnt it.,"Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",PHstarman,"Manchester, New Hampshire",levelBadge badge lvl_06,Uncle Jack's is great! And Helpful!,"Our steak was perfect: seasoned well and cooked med-rare. The drinks were good and fairly priced. We sat the bar because the place was busy, really nice bartender. She gave us some tips about what to see nearby. Very helpful.","Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",KTSwitzerland,"Geneva, Switzerland",levelBadge badge lvl_03,Great steak!,"Excellent food - I had a very yummy petite filet mignon fixed exactly as I ordered it. It was very crowded the night I went there, so I'd recommend you make a reservation in advance. I ate at the bar, and the bartender was able to handle all the bar patrons so that no one was ignored.","Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",David G,"Yaphank, New York",levelBadge badge lvl_02,Enjoyable with much competition at present price points,"Our party of eight enjoyed a favorable meal at the midtown location. Monday night business seemed a bit light this time of year so there should be no excuses. And yes the porterhouse for two was a feast and prepared to our delight. Creamed spinach as good as it gets, mashed potatoes were tasteful and bread pudding was excellent. Certainly...
More ","Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Corey P,Hamilton,levelBadge badge lvl_02,local Steak house good value,"We were actually at the bar of another nearby restaurant waiting for a table and got talking with a local who was having a drink with friends. She told us about Uncle jack's for great food at a good value so we finished our drinks and headed over. We were happy that we did as our dinner was very good....
More ","Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",83TRAVEL,"Warminster, Pennsylvania",levelBadge badge lvl_06,One word - Memorable!,"We decided to visit Uncle Jack’s Steakhouse while we were in NY since we have watched Restaurant Stakeout and wanted to see if Willie practices what he preaches. He does! We had the most impressive experience at this restaurant from the greeting at the door, to the coat check, to the wait staff and maître d. Shawn was our “captain”...
More ","Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Cla Z,"São Paulo, SP",levelBadge badge lvl_04,Very good!!!,One of the best steaks ever. I strongly recommend the Porterhouse! It's huge and delicious! It fits perfect for two people.,"Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",popib56,,levelBadge badge lvl_03,Great Steakhouse !!!!!,"I went there last Saturday late afternoon. It wasn't to busy at this time. We had the lobster appetizer for starters. Then had A salad. The main meal was the porterhouse steak for two cooked medium rare with saute asparagus. Both were cooked to perfection. For dessert we had was creme broulee. The service was outstanding. The christmas decoration looked...
More ","Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",JaneMcc1965,"Manchester, United Kingdom",levelBadge badge lvl_05,Great thanksgiving dinner,"This is the smartest steakhouse we have eaten in. Very beautifully decorated for the festive season. My husband & I ate Thanksgiving Dinner here. It was a fixed price menu. The menu consisted of a soup starter which was delicious followed by a salad in my case a Caesar. Our main course was an enormous amount of turkey our chosen...
More ","Reviewed December 19, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Fae D,"Middletown, Delaware",levelBadge badge lvl_04,Great service!,"We chose this restaurant based on the reviews. The service was excellent. Jose did an wonderful job making sure we had everything we needed. We ordered the maple coated bacon and were not impressed. It was good but fatty. My husband ordered the strip steak and I ordered the filet. Both were good but not exceptional. The sides were also...
More ","Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Eileen R,"Framingham, Massachusetts, United States",levelBadge badge lvl_03,Fabulous steak dinner cooked to perfection.,Everything was perfect in this restaurant. Our meals were cooked to perfection. Atmosphere was delightful. Waitstaff were excellent. Hope to go again next time in the city,"Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",NYtravelingfamily,New York,levelBadge badge lvl_04,Outstanding service,"Our party of nine people had a great experience at Uncle Jack's this past weekend. The steak and chicken dishes were just delicious. The side dishes (especially the truffle mashed potatoes) were outstanding also. Two of us split a wedge salad that was probably an entire wedge of iceberg lettuce: enough for at least 4 servings! The service we received...
More ","Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Antigoniesq,,levelBadge badge lvl_06,A great celebration place,"The restaurant is housed in a 2-story townhouse in midtown with a grand staircase. It was festively decorated and the service could not have been more attentive. We had a very good Caesar salad to start, and then shared a delicious and succulent porterhouse for two, along with steak fries and sautéed spinach. Delicious! There was no room left for...
More ","Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Sicilianfish,"Watertown, New York",levelBadge badge lvl_04,Overrated!,"Listed as ""the best steakhouse in Nyc."" Hard to believe!! The waiter was pretentious, the staff could barely speak English, the prices were outrageous for a simple steak dinner. The steaks and filet were good but nothing special. The sides were all more than $10 each and were of ""chain restaurant quality."" We ordered 2 16 oz strips, 1 10...
More ","Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",anamooree,,levelBadge badge lvl_04,AMAZING,"To start the Maple Glazed Bacon appetizer was absolutely amazing! It was very well done. The steaks where cooked very well and the sides where very good as well. The wait staff was very kind, and helpful with telling is about the specials and information about things on the menu. He told us about kids choices and was very kind....
More ","Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",wvily,"Budapest, Hungary",levelBadge badge lvl_04,very ffod and service,"The restaurant has a good location, nice ambiente, good food and an excellent service. The prcies are avarage and for the good quality not expensive","Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Pearcey3,"Bristol, United Kingdom",levelBadge badge lvl_05,Amazing place!,"4 of us went here in November and we were an hour early for our reservation on a Friday evening but the staff were happy to fit us in at the earliest opportunity. We had a drink at the well stocked bar as we waited the 10 minutes to be seated. At our table, we were served by Joel, who...
More ","Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Chr1sLondon,"London, United Kingdom",levelBadge badge lvl_04,Disappointing steak,"Excellent service, couldn't be more helpful or accommodating. Big disappointment on the bone in rib eye. Should have been soft and tender, but was actually quite tough. Not good at these prices.","Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",catherine8888,"London, United Kingdom",levelBadge badge lvl_05,Save your money,Had the porterhouse which tasted like liver. Servers are everywhere but they really don't listen. Over priced place to be avoided.,"Reviewed December 3, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Stephen T,"Saint Augustine, Florida",levelBadge badge lvl_05,Fantastic Steaks and Experience!,"In Midtown, you have literally hundreds of choices of restaurants within a few block radius--so finding an outstanding one (instead of 'good') usually requires some homework. It was our daughter's 16th birthday and wanted something special. Our hotel staff recommended it, as did our taxi driver--and Trip Advisor too--so we had our concierge make a reservation. From the moment you...
More ","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",LWL3333,NJ,levelBadge badge lvl_06,"Delicious steaks priced reasonably, and fabulous service","My wife and I had lunch today at this top-notch steakhouse in midtown Manhattan. The manager and waiter provided outstanding and professional service and spent time with us, although the restaurant was nearly full. We both had the sliced filet mignon on garlic bread which came with delicious fries, a small salad with wonderful dressing, and a bellini or mimosa,...
More ","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Elaine H,"Saint Albert, Alberta, Canada",levelBadge badge lvl_03,friends night out,"We had a reservation for a party of 6 (booked 2 1/2 months in advance) we were seated 25 minutes after our reservation time. We were really looking forward to a great steak, cooked right and that you you couldn't get enough of, didn't work out that way. Our steaks were overcooked, however the sides (steak fries and mushrooms) were...
More ","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Connie S,"Los Angeles, California",levelBadge badge lvl_03,New York favorite,"Exceptional cocktails -- great bartenders who know what they are doing. Food is excellent although a bit expensive ($98 for a porterhouse). Service friendly, efficient and knowledgeable.","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",traumaRNtraveler,"Baltimore, Maryland",levelBadge badge lvl_03,Best of NYC,"I have been meaning to write a review on tripadvisor for a while. I am the person who reads reviews for everything and every where but I hardly write one myself. Uncle Jack's steakhouse is hands down the best steak house I have ever been to. My boyfriend are serious foodies and every city we go to we have at...
More ","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Lottie172,London,levelBadge badge lvl_04,Excellent!,"From the drinks to the staff to the food - this place was excellent! The steak was incredible and the 4 cheese mac and cheese was soooo good! Its quite classy and had a whiskey and cigar feel to the place, all dark wood paneling and a small enough menu so that everything makes your mouth water! Would definitely recommend!!","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",bigakirk,,levelBadge badge lvl_03,Great food and quality service,"Me and my fiance ate here while in New York City and loved the food. The steak was truly seasoned and cooked perfectly. The mac and cheese was delicious as well. All the ingredients were absolutely the highest quality available. The staff was also very helpful and knowledgeable but not particularly personable which honestly we both expected in a restaurant...
More ","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Steve_Denver_9,"Denver, CO",levelBadge badge lvl_05,Best NYC Steakhouse Restaurant Review - Uncle Jacks on 56th Street,"I can't say I am regular at Uncle Jacks but maybe after eating there about 20 times puts me near that category. Art the general manager along with Paul and Richie are all very professional and customer focused. I always sit at the bar and I usually meet some interesting people for some interesting conversations. The dinner I had there...
More ","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",rickatnyc,New York City,levelBadge badge lvl_04,EXCELLENT FOOD & SERVICE,"Uncle Jacks is just one of those establishments that know how to take good care of their customers. Friendly faces, always greeted upon arrival. On this visit we sat upstairs. I prefer the upstairs dining room. Very cozy and intimate. Service is excellent & patient. Steaks are perfect; appetizers are amazing & the sides are all excellent. You cannot go...
More ","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Johnboy054,"Warrington, United Kingdom",levelBadge badge lvl_04,Full lunch,"Well cooked, 4 different meals - the Kobe burger was excellent. Prices not too bad and service highly attentive,","Reviewed November 12, 2014"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Mike H,"Orlando, Florida",levelBadge badge lvl_03,Great Steaks and Service,"We made plans to visit Uncle Jacks as we are Food Network watchers and enjoy Restaurant Stakeout. We went for lunch and the food/service were excellent. We ordered the lobster bisque and had them split it and it was delicious. No extra charge for the splitting which was great customer service. I had the 10oz filet and it was cooked...
More ","Reviewed October 30, 2014"
