"","listing_id","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"64654","7080063","0","0","1","0","0","1","0","0","1","0","1","0","0"
"64656","6957607","1","1","1","0","1","1","0","1","1","1","1","0","1"
"64659","6963722","0","1","1","0","0","1","0","0","0","0","1","1","1"
"64660","6971488","0","1","1","0","1","1","0","0","0","0","1","1","1"
"64665","6967411","1","1","1","0","0","0","0","1","1","0","1","0","0"
"64668","6968865","1","0","0","1","0","0","0","0","0","0","0","0","1"
"64669","6987577","0","0","0","0","0","0","0","0","0","1","1","0","1"
"64670","6983160","0","1","1","0","0","1","0","0","1","1","1","0","0"
"64675","6965766","0","1","0","1","0","0","0","0","0","0","0","1","0"
"64678","7064120","1","0","1","0","0","1","0","0","0","1","1","0","0"
"64682","6968398","0","1","1","0","0","1","0","0","1","1","1","0","0"
"64690","6992690","0","1","0","1","0","0","0","0","0","0","0","1","1"
"64691","6956225","0","0","0","0","0","1","1","0","1","0","1","0","0"
"64693","6994835","1","1","0","0","0","0","0","1","1","0","0","1","1"
"64696","6982130","0","1","0","1","0","0","0","0","0","1","1","0","0"
"64698","7045367","0","0","0","0","0","0","0","0","0","0","0","1","1"
"64699","7068391","0","1","0","1","0","0","0","0","0","0","1","1","1"
"64701","6973626","0","1","1","0","0","1","0","0","1","0","1","0","1"
"64705","7040744","0","0","0","1","0","1","0","0","0","0","0","1","1"
"64707","7038527","0","1","0","1","0","0","0","0","0","0","0","1","1"
"64708","6997436","0","0","0","0","0","0","1","0","0","0","0","1","1"
"64709","7010827","0","0","1","0","1","1","0","0","0","0","1","0","0"
"64712","6970074","0","1","0","1","1","1","1","0","1","1","1","0","1"
"64713","7039613","0","0","0","0","0","1","0","0","1","0","0","1","0"
"64714","7061399","0","1","0","0","0","0","0","0","0","0","1","0","0"
"64717","6955044","0","0","0","1","0","1","0","0","0","1","1","0","1"
"64718","6992146","0","0","0","0","0","1","0","0","1","0","1","0","1"
"64722","7012622","0","1","1","0","1","0","0","0","0","0","1","0","0"
"64723","6993001","1","1","0","0","0","0","0","0","1","0","0","1","1"
"64725","6994609","1","1","0","0","0","0","0","0","1","0","0","1","1"
"64726","7050508","1","0","1","0","0","0","0","0","1","1","1","0","0"
"64727","7025588","1","1","0","0","0","0","0","0","1","0","0","1","0"
"64729","6994177","0","0","0","0","0","0","0","0","0","0","0","1","0"
"64731","7072064","0","1","1","1","0","1","1","1","1","1","1","0","0"
"64734","7007519","0","1","1","0","0","0","0","0","1","0","0","1","0"
"64735","6985596","0","1","1","1","0","1","1","1","1","1","1","0","0"
"64736","6994832","0","0","0","0","0","0","0","0","0","0","0","0","1"
"64737","6966554","0","0","0","0","0","0","0","0","0","0","1","1","0"
"64743","7054806","0","0","0","0","0","0","0","0","0","0","1","1","1"
"64748","7002120","0","0","0","0","0","1","0","0","0","0","1","0","1"
"64749","7000003","1","0","1","0","0","1","1","1","1","1","1","0","1"
"64750","7061481","1","1","0","1","0","0","1","0","1","0","0","0","0"
"64755","6989900","0","0","1","0","0","1","0","0","1","0","0","1","0"
"64760","7074452","0","0","0","0","0","0","0","0","1","0","0","1","1"
"64761","7505675","0","1","1","0","0","0","0","0","1","1","1","0","1"
"64762","7017047","1","1","1","0","0","1","0","0","1","0","0","0","1"
"64768","7063143","1","1","0","0","1","1","1","0","1","1","1","0","1"
"64771","7008991","1","1","1","1","0","0","0","0","0","0","0","1","1"
"64772","7035406","0","0","0","1","0","0","0","0","0","0","1","0","1"
"64774","7035900","0","1","1","1","0","1","0","1","0","1","0","1","1"
"64776","7049596","0","1","1","0","0","1","1","0","1","1","1","0","0"
"64777","7017645","1","1","0","0","0","1","0","0","1","1","1","0","1"
"64780","7066904","0","1","0","0","0","0","1","0","0","0","0","1","0"
"64784","7012978","0","1","1","1","1","1","0","0","0","1","1","0","0"
"64785","7031388","0","1","0","1","0","0","0","0","1","0","0","1","0"
"64787","7062704","0","0","0","0","0","0","0","0","0","1","1","1","1"
"64792","7075197","1","1","0","0","0","0","0","1","1","0","0","1","0"
"64793","7079551","0","0","0","0","0","0","0","1","0","1","0","1","1"
"64794","7066782","0","0","0","0","0","0","0","0","0","0","0","1","0"
"64795","7067586","0","1","0","1","0","0","0","0","1","0","0","1","1"
"64797","7048839","0","0","0","0","0","0","0","0","1","0","1","0","0"
"64799","6998074","0","0","1","0","0","0","0","0","0","0","0","1","0"
"64801","6977883","0","1","1","1","0","1","1","0","1","0","1","0","0"
"64803","7052864","1","0","0","1","0","1","0","0","1","0","0","0","1"
"64809","7027258","1","1","0","0","0","0","0","0","1","0","0","0","1"
"64810","7063420","0","1","0","0","0","1","0","0","1","1","0","1","0"
"64813","7049825","0","0","0","0","0","1","0","0","1","0","1","0","0"
"64814","7063156","1","1","0","0","1","1","0","0","1","0","1","0","1"
"64815","6974884","1","1","1","1","0","1","1","0","1","0","0","0","1"
"64817","7007536","0","1","0","1","1","1","0","0","1","0","1","0","0"
"64826","7049392","1","1","0","1","0","0","0","0","0","1","1","1","0"
"64828","7010435","0","0","0","0","0","0","0","0","0","0","1","0","1"
"64830","7049950","0","0","1","0","0","1","0","0","1","0","1","0","0"
"64831","6973022","0","0","0","0","0","1","0","0","0","0","1","1","1"
"64836","7074978","1","1","0","1","0","1","0","0","1","1","0","1","1"
"64837","7029906","0","0","0","0","0","0","0","0","0","0","0","1","1"
"64838","7030040","0","1","0","0","0","0","0","0","0","0","0","1","0"
"64840","7027131","0","1","0","1","0","0","0","0","0","0","0","1","1"
"64842","7014122","1","0","1","0","0","1","0","0","1","0","1","0","0"
"64845","7022702","0","0","0","0","0","0","0","0","0","0","0","1","1"
"64846","7042558","0","1","0","0","0","1","1","0","1","1","0","0","0"
"64847","7030826","0","1","1","0","0","1","0","0","1","0","1","0","0"
"64852","6965524","0","1","0","0","0","0","0","1","1","0","1","1","0"
"64854","6973602","0","1","0","1","0","1","0","1","1","1","1","0","0"
"64856","7027841","0","1","0","1","1","1","0","0","0","0","1","0","1"
"64857","6996903","0","1","1","0","1","0","1","0","1","1","1","1","0"
"64859","6998982","0","1","0","0","0","0","0","0","0","0","1","0","0"
"64860","6983336","1","1","1","1","0","1","1","0","1","0","0","0","1"
"64862","7074312","0","0","1","0","0","1","0","0","1","0","0","0","1"
"64864","7069374","0","1","0","0","0","0","0","0","1","0","0","1","0"
"64866","7080935","1","0","0","1","0","0","0","0","1","0","1","0","1"
"64868","6982390","0","1","1","0","1","1","0","0","1","0","1","0","1"
"64869","6960521","1","1","0","0","0","0","0","0","1","0","0","0","1"
"64871","7050843","1","1","0","0","0","0","0","1","0","0","0","1","0"
"64872","7052040","1","1","0","0","0","0","0","0","1","0","0","1","0"
"64873","7075986","1","1","1","1","0","1","1","1","1","1","1","0","0"
"64875","7034174","0","1","0","1","0","0","0","0","1","0","0","1","1"
"64878","7052910","0","1","0","0","0","0","0","1","1","1","1","1","1"
"64879","7010859","1","1","0","1","0","0","0","0","1","0","0","0","0"
"64880","7054322","0","1","0","0","0","0","0","0","0","0","1","0","1"
"64881","6981296","0","1","0","1","0","0","1","0","1","0","0","1","1"
"64882","7021015","0","1","0","0","0","0","0","0","0","0","1","0","1"
"64883","6957868","0","1","0","0","0","0","0","0","0","0","0","1","0"
"64895","7049207","0","0","0","0","0","0","0","0","0","0","0","1","0"
"64900","7048382","1","0","1","0","0","0","0","0","1","0","1","1","1"
"64901","7059288","1","1","0","0","0","0","0","0","0","0","0","1","0"
"64903","6995555","0","1","0","1","1","0","0","0","0","0","1","1","1"
"64905","7069307","0","1","0","0","0","0","1","0","0","1","1","1","0"
"64906","7065505","0","0","0","0","0","0","0","0","0","0","0","1","1"
"64909","6962759","1","1","1","0","1","1","0","0","1","0","1","0","1"
"64910","7074182","0","1","1","0","0","1","1","1","1","0","1","0","0"
"64918","7083427","0","1","0","0","0","0","0","0","0","0","1","1","0"
"64920","6977855","0","1","0","1","1","1","0","1","0","0","0","0","1"
"64926","7071046","0","0","0","0","0","0","0","0","0","0","1","0","0"
"64929","7013460","0","0","0","1","0","0","0","0","0","1","1","0","1"
"64930","7021955","0","0","1","0","0","1","0","0","1","0","1","0","1"
"64934","7006854","0","0","0","0","0","0","0","0","1","0","1","0","0"
"64935","6952749","0","1","1","1","1","1","0","0","1","1","1","0","0"
"64938","7052182","0","0","1","0","0","1","0","0","1","1","1","0","1"
"64941","6978869","0","1","0","0","0","1","0","0","1","1","1","0","0"
"64942","7004993","0","1","0","0","0","1","0","0","1","0","1","0","0"
"64944","7012658","0","0","0","0","0","0","0","0","0","0","0","1","1"
"64946","6968006","1","1","1","1","0","0","0","0","1","0","1","0","1"
"64954","7064311","1","1","0","1","1","1","0","0","1","0","1","0","0"
"64959","6998466","0","1","0","1","0","0","0","0","1","0","0","1","1"
"64960","6992942","0","0","0","0","0","0","0","0","0","0","0","1","1"
"64963","6978987","1","0","1","1","0","1","0","0","1","0","1","0","1"
"64964","6996714","0","1","1","1","0","1","0","1","1","1","1","0","0"
"64968","6957430","0","0","0","0","0","0","0","0","0","0","0","1","1"
"64971","7072114","0","1","0","1","0","1","0","0","0","0","0","1","1"
"64980","6998928","0","0","0","0","0","0","0","0","0","1","1","0","1"
"64982","7025030","1","0","1","1","0","1","1","0","1","0","0","0","0"
"64983","7607487","1","0","0","1","0","1","0","0","1","1","1","0","0"
"64984","7052631","0","1","0","0","0","1","0","0","0","1","0","1","0"
"64987","7029816","1","1","0","0","1","1","1","0","1","1","1","0","0"
"64989","7045531","1","0","1","1","0","0","0","0","1","0","0","1","1"
"64990","7029871","0","0","1","0","1","1","0","0","1","1","0","0","1"
"64994","7067395","0","0","0","0","0","0","0","0","0","0","0","1","1"
"64997","6958410","1","1","1","1","1","1","0","0","1","0","1","0","1"
"64998","6963705","0","1","0","0","0","0","0","0","0","1","1","0","0"
"65000","7044551","0","1","1","1","0","1","1","0","1","0","1","0","0"
"65002","7076920","0","0","0","0","1","0","0","0","0","0","0","1","0"
"65012","7039410","1","0","1","0","0","1","0","0","1","1","1","1","0"
"65013","6971584","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65021","7000709","0","0","0","1","0","0","0","1","1","0","1","1","1"
"65022","7072895","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65025","7000250","0","0","1","0","1","1","1","0","1","1","1","0","1"
"65027","7083366","0","1","1","0","0","1","0","0","1","0","1","0","1"
"65030","7035985","1","1","1","0","1","1","0","1","0","0","0","0","1"
"65031","6973656","0","0","0","0","0","0","0","0","0","0","1","1","1"
"65033","7041598","0","1","0","0","1","0","0","0","1","0","1","1","1"
"65040","7084463","1","0","1","0","0","0","0","0","0","0","0","1","1"
"65044","7005778","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65045","6995137","0","1","1","0","0","0","1","0","0","1","0","0","0"
"65046","7032283","0","1","1","1","0","1","0","0","1","0","0","0","0"
"65047","7000797","1","1","1","0","0","1","1","0","1","0","0","0","1"
"65049","6992797","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65050","7000158","1","1","1","0","0","1","0","0","1","1","1","0","0"
"65056","7037875","0","0","1","1","1","0","0","0","1","0","1","0","1"
"65057","7045763","0","1","0","0","0","0","0","1","1","0","0","0","1"
"65059","7028082","0","0","0","0","0","1","0","0","0","0","1","0","1"
"65061","7078938","0","0","0","0","0","0","0","0","1","0","1","0","0"
"65065","7077855","0","0","0","0","0","0","0","0","0","0","1","0","1"
"65069","6999560","0","1","0","0","0","0","1","0","0","0","1","0","1"
"65070","7041220","1","1","1","0","1","1","1","0","1","0","1","0","0"
"65077","6987658","1","0","1","0","0","0","0","1","1","0","1","0","0"
"65078","7025069","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65081","7044609","1","0","1","0","1","1","0","0","0","1","1","0","0"
"65082","7012211","0","0","0","0","0","0","0","0","1","0","0","1","0"
"65091","7020370","0","1","0","0","0","0","0","1","1","0","0","1","1"
"65092","6962123","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65094","6985488","1","1","0","0","0","0","0","0","0","0","1","1","0"
"65096","7079417","1","1","0","0","0","1","0","0","1","0","1","0","1"
"65099","7014404","0","0","0","0","0","0","0","1","1","0","0","1","0"
"65107","6989292","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65110","7068714","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65112","6985685","0","1","0","0","0","1","1","1","0","1","1","0","1"
"65114","6953713","1","1","1","0","0","0","0","0","1","0","1","0","1"
"65118","7024410","1","0","1","0","0","1","0","1","1","1","1","0","1"
"65121","6959853","0","1","1","1","1","1","0","1","1","1","1","0","0"
"65122","6972481","1","1","1","1","0","1","1","0","0","0","0","1","1"
"65123","7001344","0","0","0","0","1","1","0","0","1","0","1","0","0"
"65124","7044303","1","1","1","0","1","1","0","0","1","1","1","0","1"
"65125","7025398","1","1","1","1","0","1","0","0","0","0","0","1","0"
"65130","6990393","1","1","0","0","0","0","1","0","0","0","0","1","0"
"65136","6953562","1","1","1","1","0","1","0","1","1","0","0","1","1"
"65140","6982403","1","1","1","0","0","0","0","0","0","0","1","0","0"
"65145","6972901","0","0","0","0","0","0","0","0","1","0","0","1","0"
"65147","7073981","0","1","0","0","0","1","0","0","0","0","1","0","0"
"65148","7008948","1","0","0","1","1","0","0","1","1","0","0","1","1"
"65151","7062552","0","0","0","1","0","0","0","0","0","0","1","1","1"
"65154","7060973","0","1","1","0","0","1","1","0","1","1","1","0","0"
"65158","6979542","0","1","0","0","0","0","0","0","0","0","1","1","0"
"65164","6954785","1","0","0","1","0","0","0","0","0","0","0","0","1"
"65167","7144208","0","1","0","1","1","0","0","0","0","1","1","0","1"
"65171","7047024","0","0","1","0","1","1","1","1","1","0","1","0","1"
"65177","6980880","0","1","1","0","0","1","1","0","1","0","1","0","0"
"65179","7080467","0","1","0","1","0","1","1","0","1","0","1","0","0"
"65181","7041543","0","1","1","1","0","1","1","0","1","0","1","0","1"
"65182","6952066","0","1","0","0","0","0","0","0","1","0","0","1","0"
"65184","7083507","1","1","1","0","0","1","0","0","1","0","1","0","0"
"65185","7074017","0","1","0","0","0","1","0","0","0","0","1","1","0"
"65186","7061254","1","0","1","0","0","0","0","0","0","0","1","0","0"
"65187","6963141","0","0","0","0","0","1","0","0","1","1","1","0","1"
"65189","7041835","0","0","0","1","0","1","0","0","0","0","1","0","0"
"65191","7059310","0","0","1","0","0","1","0","0","1","0","0","0","1"
"65193","7022630","1","0","0","0","0","0","0","0","0","0","0","1","1"
"65194","7030199","1","0","1","0","0","1","0","0","0","0","0","1","1"
"65196","7026810","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65198","7007249","0","1","0","0","0","0","0","0","0","0","0","1","1"
"65199","6954045","0","1","0","0","0","0","1","1","0","1","1","0","1"
"65202","7041406","0","1","1","0","0","1","0","0","1","0","0","0","0"
"65204","7032708","0","1","1","0","0","1","1","1","1","0","0","0","0"
"65208","7082928","0","1","0","0","0","1","0","0","0","1","1","1","1"
"65212","7042363","0","1","0","0","0","0","0","0","0","0","0","1","0"
"65215","7075411","0","0","0","0","1","1","0","0","1","1","1","0","0"
"65216","7008574","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65220","7032568","1","0","0","0","0","1","0","0","1","1","0","0","1"
"65222","6977144","1","1","0","1","0","1","0","1","0","0","1","0","1"
"65225","7048341","1","1","1","1","1","1","1","1","1","0","0","0","1"
"65226","6988554","0","0","0","0","1","1","0","0","1","0","1","0","0"
"65227","7011743","0","0","1","0","1","1","0","0","1","0","1","0","0"
"65230","7066844","0","1","0","0","0","0","0","0","0","0","1","0","0"
"65235","6966965","0","0","0","1","1","1","0","0","1","0","1","0","0"
"65237","7059220","0","1","1","0","1","1","0","0","1","0","0","0","0"
"65240","6993203","0","0","0","0","0","0","0","0","1","0","1","1","0"
"65242","7042593","0","0","0","0","0","0","0","0","0","0","1","1","0"
"65243","7051280","1","1","1","1","0","0","1","0","0","0","0","1","1"
"65244","7056322","1","1","0","0","0","0","0","0","1","0","0","1","1"
"65246","7074178","1","1","0","0","0","0","1","1","1","0","1","0","1"
"65247","6981254","0","1","0","0","0","0","0","0","1","1","1","0","1"
"65256","6997924","0","1","1","0","0","0","0","0","0","0","1","0","1"
"65258","7008323","1","1","1","0","1","1","0","0","1","0","1","0","0"
"65267","7061484","1","1","0","0","0","1","0","0","1","1","1","0","1"
"65268","7041972","1","0","0","0","1","0","1","0","0","1","1","0","0"
"65270","7033893","0","0","1","0","0","0","0","0","0","1","1","0","1"
"65271","6958258","0","1","0","0","1","1","0","0","1","1","1","0","0"
"65272","7018486","0","0","1","1","1","1","0","0","1","0","0","1","0"
"65274","7061840","1","1","0","0","0","0","0","0","0","0","0","1","1"
"65277","6975549","0","0","0","1","0","0","0","0","1","0","0","1","0"
"65278","6981673","1","1","0","1","0","0","1","0","1","0","0","1","1"
"65281","7105763","0","0","1","0","0","0","0","0","0","0","1","0","0"
"65282","6997287","0","1","1","1","1","1","0","1","1","0","1","0","0"
"65283","7013183","0","1","0","1","0","0","0","1","0","0","1","0","0"
"65284","7032899","0","1","1","1","0","1","0","0","1","0","1","0","1"
"65290","6966999","0","1","0","0","0","0","0","1","1","0","1","1","1"
"65291","7005069","0","1","0","0","0","1","0","0","1","1","1","0","1"
"65292","6976837","0","0","0","0","0","1","0","1","1","0","0","1","1"
"65297","6970652","1","0","0","1","0","0","0","0","1","0","0","1","1"
"65299","6983071","0","1","0","1","0","0","0","0","1","0","1","0","1"
"65301","7036564","0","0","0","0","0","0","0","0","1","0","1","1","1"
"65304","7040247","0","0","0","1","0","0","0","0","0","0","1","1","1"
"65307","7007705","1","1","0","0","0","0","0","0","1","0","1","1","0"
"65310","6991122","1","0","0","1","1","1","1","0","1","1","1","0","0"
"65311","7014549","1","0","0","1","0","1","0","0","1","0","0","1","0"
"65313","6954300","0","1","1","0","0","0","0","0","0","1","1","1","0"
"65316","7051812","0","1","1","0","0","0","1","0","0","0","0","0","0"
"65318","6976873","1","1","1","0","0","0","1","0","1","1","1","1","1"
"65319","6983532","0","0","1","0","1","1","0","0","1","1","1","0","1"
"65320","7018475","1","1","1","0","0","1","1","0","1","1","1","0","1"
"65322","7013995","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65323","6975168","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65328","7057767","0","1","0","0","0","1","0","0","1","1","1","1","1"
"65329","7008227","1","1","1","0","0","1","0","0","1","1","1","1","1"
"65332","7080845","0","0","0","1","0","0","0","0","0","0","0","1","1"
"65333","7009132","0","1","1","0","0","1","0","0","0","1","1","1","1"
"65337","7007306","0","1","0","0","0","1","0","0","1","0","1","0","0"
"65344","6989058","1","1","1","1","1","1","1","0","1","0","1","0","1"
"65345","7027040","0","0","0","1","0","0","0","0","0","0","0","1","1"
"65346","6968285","1","1","0","0","0","1","1","0","1","0","1","0","0"
"65347","7014027","0","1","0","0","1","1","0","0","1","0","1","0","0"
"65349","6974110","0","1","1","1","1","1","0","1","1","1","1","0","1"
"65350","7040739","0","1","0","1","0","0","0","0","0","0","0","1","1"
"65351","7051811","1","0","0","0","0","1","1","1","1","0","1","1","0"
"65352","7026493","0","0","0","0","0","0","0","0","0","1","1","0","1"
"65353","6993447","0","1","1","0","1","1","1","0","1","0","1","0","0"
"65360","7005586","0","1","1","0","0","1","0","0","1","1","1","0","1"
"65361","7070772","1","0","1","1","0","1","0","0","1","0","1","0","1"
"65363","6997197","0","0","1","1","0","0","0","0","0","0","1","0","0"
"65364","6958731","0","0","0","0","0","0","0","0","1","0","1","0","0"
"65365","7025065","0","1","1","0","0","1","0","0","1","0","0","0","0"
"65366","7062062","0","0","0","0","0","0","0","0","1","0","0","1","1"
"65367","7069514","1","1","1","0","0","1","0","0","1","0","1","0","1"
"65369","7067035","1","1","0","0","0","0","0","1","0","1","1","0","1"
"65371","7054365","0","1","0","0","1","0","0","0","0","0","1","1","1"
"65372","6956351","0","0","1","0","1","1","0","0","1","1","1","0","1"
"65373","7039735","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65376","6998126","1","1","0","0","0","0","0","0","0","0","0","1","0"
"65377","7036440","0","0","1","0","0","0","0","0","1","0","1","1","0"
"65379","7043553","0","0","0","0","1","1","0","0","1","1","0","0","0"
"65380","7018305","0","0","0","0","0","0","0","0","0","0","1","1","1"
"65381","6974873","1","1","0","0","1","1","0","0","1","0","0","0","0"
"65382","6989864","1","0","0","0","0","0","0","1","1","0","1","0","0"
"65384","7031165","1","1","1","0","0","1","0","0","1","1","1","0","0"
"65385","7063086","0","0","1","0","1","0","0","0","0","1","1","0","0"
"65387","7084245","0","1","0","0","0","1","0","0","1","0","0","1","0"
"65388","7037396","0","1","0","1","0","0","0","0","1","0","0","1","0"
"65393","6967863","0","1","1","1","0","0","0","0","1","0","0","1","1"
"65394","7025645","0","1","1","0","0","1","0","0","1","0","1","0","0"
"65396","6972203","0","1","0","0","0","1","0","0","0","0","1","1","0"
"65398","6953174","0","0","1","0","1","1","0","0","1","1","1","0","1"
"65405","7036127","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65406","7002901","0","0","1","1","0","1","0","0","1","1","1","0","0"
"65408","7026505","1","1","0","1","0","0","0","0","0","0","0","1","1"
"65410","7010983","1","1","0","0","0","0","0","0","1","0","0","1","0"
"65412","6965486","0","1","1","0","0","0","0","1","1","0","0","0","1"
"65414","6959282","0","1","0","1","0","1","1","1","1","0","0","0","0"
"65415","6970345","1","1","0","0","1","1","1","0","1","0","1","0","0"
"65419","7029868","0","1","0","0","0","1","1","0","1","0","0","1","0"
"65420","6971134","0","1","1","1","0","1","0","1","1","1","1","0","0"
"65421","7009157","0","1","0","0","0","0","0","0","0","0","0","1","0"
"65428","7004383","0","1","0","0","0","0","0","0","0","0","0","1","0"
"65432","7026651","0","1","0","0","0","0","0","0","0","0","1","0","1"
"65434","7034249","0","1","0","1","0","0","0","0","0","0","0","1","0"
"65444","7036313","0","1","0","0","0","0","0","0","1","0","1","0","0"
"65446","7083237","0","0","1","0","1","1","0","1","0","0","0","1","1"
"65454","7032759","0","1","1","1","0","0","0","1","1","1","1","0","0"
"65455","7028951","1","1","0","0","0","1","0","0","1","0","1","1","0"
"65461","6994715","0","0","0","1","0","1","0","0","1","0","1","0","0"
"65462","7028423","1","0","0","0","0","0","0","0","1","0","1","0","1"
"65463","6963594","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65469","6990456","0","0","0","0","0","0","0","0","0","0","1","1","1"
"65473","7051112","0","0","0","1","0","0","0","1","1","0","0","1","1"
"65476","7019758","0","0","0","0","0","1","0","0","1","0","0","1","0"
"65477","6992471","0","0","0","1","0","0","0","0","0","0","0","1","1"
"65480","7055650","0","1","0","1","0","1","0","0","0","1","1","0","0"
"65481","7072245","0","0","1","1","0","1","0","0","1","1","1","0","0"
"65488","6980967","0","0","0","0","0","0","0","0","0","0","1","1","1"
"65490","6974853","0","0","0","0","0","0","0","0","1","0","0","1","1"
"65493","7015863","1","1","0","1","0","0","0","0","0","1","0","0","0"
"65495","7060022","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65503","7000056","1","1","1","1","0","1","0","0","1","1","1","0","1"
"65505","7030416","1","0","0","0","0","1","1","0","1","1","1","0","0"
"65512","6972970","0","0","1","0","0","1","0","0","1","0","0","0","1"
"65513","7000656","0","0","0","0","0","0","0","0","0","0","1","1","0"
"65514","7003814","1","1","1","0","0","1","0","0","0","0","0","1","0"
"65515","7044704","0","0","0","1","0","0","0","0","0","0","0","1","0"
"65517","7076668","1","1","1","1","1","1","0","0","1","0","0","1","0"
"65519","7001493","1","1","1","0","0","1","0","1","1","0","0","1","0"
"65524","7002211","0","1","1","1","0","1","0","1","1","1","1","0","1"
"65525","7052753","0","1","0","0","0","1","0","1","1","1","1","0","1"
"65529","7012347","0","0","0","0","0","0","0","1","0","0","0","0","0"
"65537","7076198","0","0","0","0","0","1","0","0","0","0","1","1","1"
"65538","7042027","0","1","0","0","0","1","0","0","1","0","0","1","0"
"65539","6983440","0","0","0","0","0","0","0","0","1","0","1","1","1"
"65542","7003753","0","1","1","0","0","1","0","0","0","1","1","1","1"
"65543","7034960","0","0","0","1","0","0","0","0","1","0","1","0","0"
"65544","7044208","0","0","0","0","0","0","0","0","0","0","1","0","0"
"65545","6982493","0","0","0","0","0","0","0","0","0","0","1","1","0"
"65547","7072094","0","1","1","0","0","0","0","0","1","0","1","1","0"
"65550","7031166","0","0","1","0","1","1","0","0","1","0","1","0","1"
"65553","6962374","0","1","1","0","0","1","0","1","1","0","1","0","0"
"65555","7083821","0","0","0","0","0","1","0","0","1","0","0","1","1"
"65557","7048433","0","1","1","1","0","0","0","1","1","0","0","0","1"
"65558","7063015","0","0","0","0","0","1","0","0","1","0","1","0","0"
"65559","7021533","1","1","1","0","0","1","0","0","1","1","1","0","1"
"65565","7011603","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65574","7049400","1","1","1","0","0","1","0","0","1","0","1","0","0"
"65579","7037422","0","0","0","0","0","0","0","0","0","0","1","0","1"
"65581","6992435","0","1","1","1","0","0","0","1","1","0","1","1","1"
"65582","7011826","0","0","1","0","0","1","0","0","1","0","1","0","1"
"65585","7063750","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65586","6963982","0","1","1","0","1","1","0","1","1","1","0","0","1"
"65587","7040805","0","1","0","0","0","0","0","1","1","0","1","0","0"
"65588","6987310","0","1","0","0","0","0","0","0","0","0","0","1","0"
"65589","6958545","0","1","0","0","0","0","0","0","1","0","1","0","1"
"65593","6962322","0","0","0","0","0","1","0","0","1","0","1","0","1"
"65594","6993563","0","1","0","0","0","1","0","0","0","0","1","0","1"
"65596","6987115","0","0","0","0","0","0","0","0","0","1","1","0","0"
"65600","7036552","0","1","1","0","0","0","0","0","0","0","1","1","0"
"65602","7005388","0","0","1","1","1","1","0","0","1","1","0","0","0"
"65604","6987516","0","1","0","1","0","0","0","0","1","0","0","1","0"
"65605","7061321","0","1","1","0","0","0","0","0","0","0","1","0","0"
"65606","7001150","0","1","0","0","1","0","0","0","1","0","1","0","1"
"65608","7029679","0","0","0","0","0","0","0","0","1","0","0","1","0"
"65609","7015020","0","1","0","1","0","0","0","1","1","0","0","1","1"
"65614","7018767","1","1","0","1","0","1","0","1","1","0","1","0","1"
"65615","7071575","0","0","0","0","1","1","0","0","1","0","1","0","0"
"65619","6993280","0","1","0","0","0","0","0","0","1","0","0","1","0"
"65620","7015415","0","0","1","0","0","1","0","0","1","0","1","0","0"
"65624","6972784","0","0","0","1","0","0","0","0","0","0","1","1","1"
"65627","6978274","0","0","0","0","0","1","0","0","1","0","1","1","1"
"65628","7052295","1","0","1","0","1","1","1","0","1","0","1","0","0"
"65629","6995605","1","1","1","0","0","0","0","0","0","0","0","1","0"
"65634","7047983","1","0","1","0","0","1","1","0","1","1","1","0","0"
"65635","7057377","0","0","0","1","0","0","0","0","1","0","1","1","1"
"65641","6984753","0","1","0","1","0","0","0","0","0","0","0","1","1"
"65643","7032768","0","0","1","0","1","1","0","0","1","0","1","0","0"
"65645","7054467","0","0","0","0","0","1","0","1","1","0","0","1","0"
"65651","7037371","0","1","1","0","0","1","0","0","1","1","1","0","0"
"65652","7071773","1","0","0","0","0","1","0","0","0","0","0","0","0"
"65654","6993182","1","1","0","0","0","0","0","0","1","1","1","0","1"
"65657","7050783","1","1","0","0","0","0","0","0","1","0","0","1","1"
"65664","6991015","1","1","0","0","0","1","0","0","1","0","0","0","0"
"65665","7046519","0","0","0","0","0","0","0","0","0","0","1","1","1"
"65666","6975259","0","0","1","0","0","0","0","0","0","0","1","1","1"
"65668","6964354","0","1","0","0","0","0","0","0","1","1","1","0","0"
