"","listing_id","interest_level","Positive.Affect","Space.Affect","About.Town.Affect","Character.Count"
"58519",7041969,"medium",1,3,1,922
"58520",6999446,"low",4,1,4,535
"58522",6963824,"low",0,0,0,0
"58525",6991932,"medium",0,1,1,240
"58526",7007096,"low",0,0,0,0
"58527",7008795,"medium",1,1,0,242
"58531",6998146,"low",1,1,2,376
"58532",7063799,"low",1,4,0,835
"58534",7008700,"medium",2,1,2,447
"58539",6979502,"medium",3,0,3,778
"58541",7028719,"low",2,2,1,627
"58545",6978435,"medium",1,3,5,1122
"58547",7025276,"low",3,2,2,547
"58548",6963517,"low",0,0,0,8
"58549",7076527,"medium",6,11,3,872
"58553",7055521,"low",0,0,0,8
"58555",7046024,"low",4,1,0,585
"58557",7071800,"medium",3,4,3,687
"58558",6980093,"low",2,2,0,139
"58559",7076679,"high",4,0,2,882
"58560",7040508,"low",0,5,2,282
"58561",7044317,"low",0,0,0,24
"58564",7061248,"low",1,3,0,518
"58565",7004566,"medium",2,3,0,979
"58569",7023703,"low",3,1,0,356
"58575",7070966,"low",1,0,0,151
"58577",7041255,"low",1,0,2,1056
"58579",6954587,"high",2,2,0,251
"58581",7060117,"low",4,2,1,787
"58586",6956962,"low",0,0,1,252
"58587",7011761,"low",0,1,1,558
"58588",7016551,"low",0,0,2,502
"58589",6992573,"low",0,3,1,282
"58591",7040710,"low",3,1,0,585
"58592",7025374,"low",2,1,0,289
"58594",7020162,"medium",3,4,3,953
"58595",7037152,"low",0,0,1,666
"58602",7009819,"low",2,0,2,779
"58603",7015026,"low",3,1,1,810
"58609",7021142,"low",0,0,0,105
"58610",7007850,"high",1,2,1,937
"58611",7053295,"high",0,4,0,369
"58614",6970814,"low",1,1,1,570
"58615",7000152,"low",3,5,0,460
"58616",7028627,"low",3,0,0,761
"58618",6997523,"low",0,0,1,440
"58622",6970196,"low",4,3,0,955
"58623",6967529,"low",2,0,1,531
"58627",7077661,"low",0,0,0,0
"58633",7029473,"low",4,5,1,1002
"58635",7053689,"low",0,1,1,135
"58640",6960633,"high",1,0,0,345
"58641",6970249,"high",0,2,1,623
"58642",7023719,"medium",5,1,1,1404
"58643",6985636,"low",2,2,3,1623
"58647",7054104,"low",5,2,3,1144
"58650",6976344,"medium",3,6,1,703
"58653",6976312,"low",4,4,2,1034
"58660",7059791,"low",0,0,0,8
"58663",7029534,"low",7,1,7,1352
"58664",6972389,"low",1,3,1,1479
"58667",7054502,"medium",5,1,6,1169
"58669",7053347,"low",0,0,0,24
"58671",7001763,"low",0,0,0,0
"58678",6975767,"low",0,1,0,1013
"58679",7070423,"low",1,1,0,183
"58686",6964854,"low",1,0,1,387
"58687",6983358,"low",6,8,2,1892
"58689",6963897,"low",0,0,0,204
"58693",7065378,"medium",0,1,1,850
"58695",7046364,"low",0,1,0,494
"58698",6975433,"low",0,0,0,243
"58701",6978105,"low",2,2,3,766
"58703",7009416,"low",0,0,0,0
"58707",7021400,"low",0,1,0,372
"58708",7009730,"low",0,0,0,191
"58709",7063716,"low",5,6,9,1349
"58710",6978826,"low",3,4,3,767
"58711",7002537,"low",3,3,0,412
"58715",7007949,"medium",3,1,1,706
"58716",7055981,"medium",1,5,0,507
"58722",7013724,"medium",2,1,1,596
"58723",7052594,"low",2,4,0,1318
"58725",7001191,"low",1,0,0,151
"58726",7033745,"low",0,1,0,369
"58727",6975867,"low",0,1,1,238
"58731",7047575,"low",0,1,1,348
"58732",7038061,"low",4,3,1,1032
"58734",7060386,"low",0,0,1,370
"58736",7018732,"high",2,2,0,411
"58738",6952595,"low",6,4,1,690
"58740",6965925,"low",0,1,1,152
"58741",7057551,"medium",4,7,2,854
"58742",6978788,"medium",3,0,0,379
"58747",7046470,"low",1,4,0,393
"58748",7049901,"low",0,3,1,488
"58750",7074705,"low",0,0,0,8
"58751",7025621,"low",0,1,1,680
"58753",7068666,"low",4,2,0,544
"58754",7049525,"low",5,3,0,768
"58755",7008978,"low",5,1,2,2469
"58758",6978249,"medium",1,0,4,903
"58765",7003161,"medium",1,1,0,400
"58767",7054890,"medium",5,4,1,1092
"58770",7043028,"medium",4,3,1,701
"58775",6995416,"low",0,0,0,205
"58778",7056534,"medium",2,4,3,807
"58780",7029462,"low",1,3,3,586
"58781",7036790,"medium",2,2,3,590
"58782",6954145,"low",3,5,1,1427
"58784",7015449,"low",0,1,1,390
"58785",6970755,"low",1,3,1,378
"58789",7015154,"low",1,5,1,1397
"58790",7061116,"low",3,1,0,949
"58791",7052166,"low",1,2,1,843
"58795",6963695,"low",0,1,0,180
"58796",6985274,"low",2,3,1,961
"58798",6971338,"low",0,3,1,489
"58800",7021382,"high",3,1,0,568
"58803",6964332,"low",2,2,1,633
"58805",6960341,"low",1,3,2,913
"58809",7050208,"low",1,3,1,378
"58810",7077028,"medium",6,0,0,483
"58811",7063714,"low",0,0,1,316
"58816",7060066,"low",0,0,0,0
"58819",6952736,"low",0,1,0,228
"58820",7073638,"low",0,6,0,602
"58821",7030776,"medium",0,2,0,783
"58823",6965459,"high",6,1,5,1146
"58824",7040730,"low",5,3,2,535
"58827",6994256,"medium",2,1,0,888
"58828",7001144,"low",0,0,2,407
"58831",7074125,"low",1,3,0,452
"58835",7083809,"low",3,5,2,1098
"58840",6952854,"low",1,3,3,635
"58842",7076670,"high",2,2,2,681
"58850",7060870,"low",2,0,2,605
"58854",7038110,"low",0,0,0,225
"58856",7054444,"low",3,0,2,584
"58860",7012217,"low",1,0,1,371
"58862",7380887,"low",2,0,2,406
"58864",7024057,"high",0,2,0,783
"58866",6968536,"low",1,0,0,395
"58867",7005683,"low",2,1,0,592
"58869",7030707,"low",2,2,3,900
"58870",6956222,"low",1,3,3,598
"58874",6972376,"low",2,0,0,283
"58876",7065926,"medium",4,2,1,838
"58882",6957680,"low",3,6,0,691
"58883",7079913,"low",0,0,0,185
"58887",7055523,"low",0,0,0,8
"58889",6988598,"low",2,4,1,960
"58891",7032784,"low",4,1,2,830
"58893",7083658,"medium",3,0,1,1090
"58897",7007041,"low",0,0,0,0
"58899",7053281,"low",1,1,0,389
"58902",6970548,"medium",2,1,0,593
"58903",6991447,"high",1,1,0,411
"58904",7029408,"medium",3,4,0,610
"58905",7068548,"low",0,0,0,137
"58913",7043990,"low",2,6,1,946
"58915",7072585,"medium",0,1,0,135
"58918",6986331,"low",2,0,2,241
"58919",7020339,"low",0,0,0,629
"58926",7038516,"high",1,0,0,141
"58927",7032712,"low",5,5,1,706
"58931",6974460,"high",2,1,0,419
"58932",6972868,"medium",2,2,0,512
"58933",7015965,"medium",0,0,0,384
"58935",7046142,"low",0,0,0,146
"58937",7079688,"medium",0,3,0,447
"58938",7029350,"low",1,0,0,152
"58943",6961383,"low",0,0,0,1
"58945",7044505,"medium",5,3,1,586
"58947",7029948,"low",0,0,0,8
"58948",7084003,"low",4,1,3,1144
"58949",6988479,"low",4,4,1,1126
"58959",7005606,"low",3,0,1,590
"58960",7040179,"low",0,0,0,66
"58963",7083808,"medium",2,1,1,752
"58966",6953967,"medium",0,0,0,490
"58969",7675630,"low",3,1,0,209
"58973",6983298,"low",4,1,1,683
"58977",7055561,"low",1,1,0,1083
"58980",6990476,"low",0,0,0,0
"58981",7005414,"low",3,4,0,605
"58983",6955143,"low",2,6,0,234
"58984",7062055,"medium",2,0,1,537
"58986",7073564,"low",0,0,0,105
"58988",7015892,"low",3,4,2,1516
"58990",7030434,"low",3,0,1,713
"58992",7006898,"medium",0,0,0,0
"58994",7064394,"low",2,2,2,383
"58996",6967105,"medium",1,0,2,859
"58997",6992115,"low",0,0,0,411
"59001",6976075,"medium",2,2,0,806
"59006",6967100,"low",2,0,1,364
"59011",6953833,"low",0,1,1,465
"59012",7042880,"medium",0,5,1,691
"59013",6952719,"low",1,1,0,455
"59016",6996288,"low",3,7,0,1189
"59018",6964302,"high",3,0,0,968
"59020",6960080,"low",2,1,1,677
"59021",6981241,"low",2,2,1,409
"59022",6967102,"low",1,0,3,882
"59023",7075821,"low",1,1,1,662
"59025",6990079,"low",0,0,1,639
"59026",7019299,"low",0,0,0,263
"59027",7032021,"high",1,1,2,745
"59033",7014996,"medium",2,1,0,176
"59034",7050391,"medium",5,0,1,602
"59038",7036180,"low",1,0,2,850
"59042",6975823,"low",3,1,1,487
"59043",7036742,"low",3,1,3,796
"59044",6992866,"low",4,0,0,845
"59047",6967547,"medium",5,2,2,408
"59048",7055825,"medium",0,2,0,394
"59051",7014754,"low",1,0,1,493
"59053",7041549,"low",1,2,3,360
"59056",6955271,"medium",2,1,0,474
"59060",6959947,"low",0,3,0,313
"59062",6999178,"high",1,7,0,648
"59063",6968589,"medium",0,1,1,226
"59064",6955399,"low",0,0,0,105
"59065",6974349,"medium",2,0,0,286
"59066",7055560,"low",1,1,0,599
"59067",6992847,"low",2,0,0,974
"59068",7019879,"low",5,1,0,533
"59069",7054081,"low",0,0,0,326
"59070",7028113,"low",1,0,3,941
"59073",7047355,"low",3,1,0,311
"59085",6983199,"low",1,2,0,723
"59088",7014751,"low",0,9,2,783
"59090",7036633,"low",2,1,1,481
"59091",7000809,"low",6,5,6,1226
"59092",7060592,"low",1,3,1,716
"59094",7010852,"medium",0,0,0,579
"59098",7020847,"low",3,0,0,856
"59100",7002232,"low",0,2,0,411
"59101",7037940,"medium",5,1,2,1604
"59103",6971960,"low",3,5,5,1297
"59104",7003383,"medium",0,1,0,686
"59105",7073944,"low",3,3,3,1321
"59108",6963666,"medium",2,4,1,645
"59110",7050010,"medium",4,6,2,728
"59114",6979420,"high",0,3,8,1458
"59115",6967959,"low",1,4,3,575
"59117",7059906,"low",0,0,0,8
"59118",6974695,"medium",4,2,2,407
"59119",6995138,"medium",2,1,2,575
"59121",6969718,"medium",1,1,1,764
"59122",7011496,"low",0,0,0,8
"59128",7067677,"low",4,4,2,594
"59129",6974017,"high",0,0,0,24
"59130",7039910,"high",1,0,0,190
"59137",7038088,"low",0,0,0,291
"59138",7012096,"low",2,1,0,725
"59139",6985768,"low",3,2,2,994
"59144",7077859,"low",0,0,0,0
"59149",7020715,"medium",1,1,2,644
"59151",7076687,"low",1,2,0,220
"59152",7033055,"low",4,3,2,527
"59154",7045762,"low",1,4,2,667
"59156",7027333,"low",2,1,0,265
"59157",6992969,"low",3,2,1,750
"59159",7031821,"medium",3,1,1,868
"59163",7043702,"medium",1,0,1,427
"59167",6959963,"low",3,5,3,806
"59168",6956301,"low",0,4,1,543
"59171",6981781,"low",0,0,0,1
"59172",6973228,"low",1,5,2,1705
"59174",6973469,"medium",3,1,5,595
"59178",7073515,"low",4,8,2,2109
"59181",7028582,"low",1,0,0,128
"59185",6975959,"medium",1,2,3,501
"59187",7050847,"high",2,4,1,525
"59189",7029286,"low",2,0,2,556
"59190",7032057,"low",2,0,1,516
"59195",7011599,"low",1,0,1,378
"59198",6986713,"low",1,0,0,81
"59199",7026543,"low",5,2,2,933
"59201",7074518,"low",5,3,3,1010
"59202",7054543,"medium",1,0,0,397
"59203",6999168,"low",7,9,2,2292
"59204",6964906,"low",2,1,0,725
"59207",7044240,"high",3,5,1,559
"59208",7076111,"low",0,0,0,0
"59210",7033241,"low",3,1,0,785
"59211",7060976,"low",1,2,3,576
"59213",7075383,"low",3,0,2,355
"59216",6960874,"high",0,3,0,155
"59217",7024223,"low",2,3,1,776
"59219",7008270,"high",1,2,0,290
"59220",7005406,"low",1,0,1,312
"59221",7059805,"medium",0,2,1,745
"59222",6982128,"low",1,0,2,830
"59225",7055609,"low",0,0,0,0
"59226",7065644,"low",2,3,1,528
"59227",7017807,"high",5,5,0,708
"59228",7026038,"low",0,0,0,241
"59232",7032924,"low",1,0,1,730
"59234",7005715,"low",0,0,0,8
"59237",6961592,"low",0,2,0,283
"59241",7042585,"low",2,3,4,720
"59242",6968691,"low",2,3,0,305
"59246",7007722,"medium",2,0,2,331
"59251",7035060,"low",0,0,0,0
"59253",7002422,"low",3,3,7,1320
"59254",7030294,"low",0,0,0,0
"59256",7067939,"low",1,2,0,294
"59257",6963507,"low",7,7,4,1686
"59259",7014555,"low",1,4,0,346
"59261",7068070,"low",1,0,0,68
"59263",6962574,"low",2,2,2,963
"59264",6964891,"low",3,0,0,411
"59265",6998616,"low",0,4,0,358
"59267",7075085,"low",3,0,2,355
"59273",7030822,"low",1,2,5,681
"59276",7053875,"low",1,1,0,130
"59278",7084470,"medium",1,1,0,745
"59281",6989522,"low",0,2,1,816
"59284",6992264,"medium",2,0,0,210
"59287",6965668,"low",2,5,4,910
"59288",7075600,"low",3,2,1,711
"59289",7035180,"low",0,0,0,0
"59290",7057747,"medium",0,0,0,577
"59295",6952735,"medium",1,0,1,352
"59296",7046803,"low",1,0,3,927
"59297",7045481,"low",4,1,6,1483
"59301",7073988,"low",1,0,1,848
"59303",7082404,"low",0,7,0,856
"59305",7008636,"low",4,1,1,603
"59306",6953855,"low",0,1,0,294
"59308",7008431,"medium",1,0,3,800
"59309",7004633,"low",2,1,0,874
"59312",7062088,"medium",1,0,0,63
"59317",6988694,"low",1,0,1,299
"59318",7007076,"high",0,0,0,0
"59320",7004152,"low",2,2,0,545
"59321",7047932,"low",0,0,2,631
"59323",7067729,"low",0,2,1,191
"59326",6966212,"low",2,0,0,76
"59330",7028981,"low",2,0,0,632
"59331",7033115,"low",4,3,1,917
"59333",7063055,"low",0,1,0,495
"59335",6980919,"low",4,6,0,1338
"59336",6975129,"low",1,1,1,632
"59340",7011344,"low",0,0,1,444
"59343",7059850,"low",1,2,2,535
"59348",6971110,"high",0,0,0,307
"59349",7045242,"high",1,3,0,578
"59350",7064123,"low",0,0,0,8
"59353",6987554,"medium",2,2,2,579
"59355",7057983,"low",7,3,2,939
"59359",7038872,"medium",2,0,1,588
"59362",6990677,"low",2,1,2,594
"59364",7010788,"medium",3,1,2,442
"59367",7042179,"low",1,0,0,935
"59369",6979325,"medium",1,4,2,705
"59376",7041595,"medium",1,0,0,151
"59379",6994101,"high",0,0,0,414
"59380",6985415,"low",0,0,3,1538
"59385",7066442,"low",1,0,5,1145
"59390",7007747,"low",2,3,1,589
"59393",7039462,"low",1,3,2,1138
"59403",6956145,"medium",3,2,5,1001
"59404",7026951,"low",1,1,2,632
"59405",7032912,"low",4,3,0,636
"59406",7015545,"low",1,0,2,456
"59412",7000791,"medium",3,1,2,423
"59415",6990261,"low",0,3,3,894
"59416",7040314,"low",0,0,2,1936
"59418",7007586,"low",6,2,4,938
"59421",7060684,"low",0,2,1,494
"59422",7057646,"low",3,1,1,315
"59425",7011502,"low",0,1,2,407
"59427",7024011,"high",2,4,1,854
"59432",7080672,"medium",4,2,2,532
"59433",7052540,"low",1,0,0,162
"59434",7061112,"medium",3,1,0,729
"59436",7073252,"medium",2,4,2,546
"59440",6964950,"low",0,2,1,846
"59442",6974939,"medium",1,3,1,784
"59444",7019636,"high",1,1,1,413
"59445",7005447,"medium",1,0,5,618
"59446",7039974,"medium",3,2,2,527
"59450",6965910,"medium",0,1,0,296
"59452",6953864,"low",0,1,1,1088
"59458",6984445,"low",7,3,2,962
"59461",6957842,"high",1,2,1,333
"59469",7002610,"low",1,0,2,1044
"59470",6999230,"low",0,2,1,603
"59472",6990068,"medium",5,2,0,407
"59473",6980077,"low",0,0,0,0
"59478",7037557,"low",4,3,1,649
"59479",7004308,"low",2,1,3,374
"59481",6965824,"high",0,1,2,413
"59483",7000611,"low",2,0,0,457
"59486",6987044,"high",1,0,0,160
"59491",7026304,"low",3,3,1,522
"59497",6991737,"medium",1,0,1,590
"59498",6990134,"low",1,3,2,460
"59502",7051574,"low",2,1,0,635
"59503",7063862,"low",2,4,9,781
"59504",7054948,"low",2,0,1,551
"59505",6994214,"medium",1,0,2,446
"59507",6958020,"low",0,0,0,0
"59510",6979605,"medium",0,0,0,36
"59514",7004657,"medium",0,1,0,927
"59516",7048156,"low",3,0,0,246
"59518",6981584,"low",0,4,1,343
"59523",6965681,"low",3,4,0,605
"59525",7061228,"medium",1,3,1,520
"59526",6980336,"low",8,0,5,1300
"59529",7032284,"medium",2,8,0,740
"59530",7016344,"low",1,1,1,578
"59531",7029735,"low",1,1,1,534
"59533",7083870,"low",2,0,1,491
"59537",7060980,"low",0,1,1,219
"59542",7026531,"medium",1,4,0,354
"59548",7050409,"low",2,10,8,2376
"59553",7038756,"low",0,5,1,405
"59555",7021078,"low",3,4,3,1513
"59556",7064611,"low",0,0,0,315
"59557",7044560,"low",2,3,1,470
"59559",7019135,"low",0,1,2,579
"59560",6995034,"medium",0,2,1,486
"59562",7081105,"low",0,1,0,86
"59566",7042888,"low",4,1,1,861
"59567",7027554,"low",6,5,1,1211
"59568",6985959,"low",0,0,2,846
"59570",6971794,"medium",1,1,2,421
"59571",7013868,"medium",0,1,2,473
"59573",7065517,"low",2,0,0,1098
"59574",7029588,"low",3,3,0,444
"59575",6985201,"medium",5,6,7,2377
"59578",6978992,"low",2,4,2,749
"59584",6968237,"low",1,3,2,977
"59585",6975645,"medium",3,2,1,843
"59586",7067558,"low",1,0,0,234
"59587",7069936,"low",1,0,2,757
"59588",7061375,"medium",4,1,4,1035
"59590",6961950,"low",0,0,0,105
"59591",7045322,"medium",2,4,3,533
"59592",6960194,"medium",0,6,0,614
"59593",7052342,"low",7,3,1,884
"59595",7041537,"low",1,0,0,327
"59598",6993285,"high",1,0,2,699
"59604",7083605,"high",0,3,8,1594
"59605",7050045,"high",5,6,0,1363
"59607",7061397,"low",2,0,3,708
"59611",7071759,"low",0,2,0,535
"59612",7017678,"medium",2,1,1,377
"59613",7011108,"low",0,0,0,8
"59614",6994798,"medium",0,0,0,130
"59617",6990612,"low",1,1,2,263
"59620",6952305,"low",2,2,2,457
"59624",7006835,"low",1,3,0,535
"59628",7027981,"medium",1,0,0,602
"59630",6968281,"low",0,0,0,8
"59631",6976123,"low",3,6,0,1354
"59636",7016047,"medium",3,3,1,724
"59637",7019093,"high",4,1,1,312
"59638",6958313,"low",0,2,0,370
"59641",7000960,"medium",5,9,2,1842
"59645",7038605,"low",1,5,3,1255
"59647",6983266,"medium",2,1,2,539
"59652",7027416,"low",0,0,0,101
"59653",7052984,"high",0,0,1,478
"59660",7004697,"medium",3,2,0,686
"59661",7021588,"medium",1,2,3,1041
"59663",6982487,"low",3,1,4,823
"59668",7006967,"low",0,0,0,0
"59674",6970386,"low",2,2,0,768
"59675",7024376,"low",0,0,0,129
"59678",7084139,"low",0,0,0,8
"59680",7006075,"medium",0,5,3,599
"59681",7023481,"low",1,2,0,207
"59683",7008989,"low",0,0,0,1
"59685",6979740,"medium",2,4,0,558
"59688",7011513,"low",1,1,1,761
"59689",7063776,"low",1,1,1,535
"59690",6955753,"low",0,2,4,952
"59694",7044142,"low",0,0,0,24
"59695",7074926,"medium",1,2,2,860
"59697",6976192,"low",2,0,4,725
"59698",6993226,"medium",2,4,1,1204
"59699",7080652,"medium",1,0,1,717
"59702",7002538,"high",7,4,2,921
"59703",6964102,"medium",1,0,1,526
"59708",7052324,"medium",1,2,1,617
"59712",7025752,"low",0,3,1,437
"59713",7039694,"medium",0,1,0,87
"59718",7031242,"low",0,1,0,232
"59720",7067288,"high",0,0,0,81
"59722",6977074,"low",0,0,4,674
"59724",6988380,"medium",2,1,3,923
"59729",6973836,"medium",0,1,1,322
"59731",6996627,"medium",3,2,2,885
"59732",7076341,"low",7,4,2,751
"59734",7076713,"low",1,3,2,356
"59735",7083196,"medium",2,1,1,270
"59737",7044399,"high",1,2,1,579
"59743",7035754,"medium",1,0,0,426
"59746",7083013,"low",2,0,0,238
"59748",7028224,"low",1,0,2,729
"59751",7005131,"low",0,0,0,130
"59752",7041923,"low",3,2,1,585
"59754",7073355,"low",4,1,1,337
"59755",7011678,"low",0,0,0,8
"59758",7082313,"low",3,0,4,1069
"59759",7072943,"low",1,2,1,341
"59763",7077564,"low",3,2,2,851
"59769",7039661,"high",2,1,0,326
"59772",7037083,"medium",1,0,0,359
"59774",7037111,"medium",1,3,1,332
"59776",6966487,"low",2,4,1,280
"59779",6978949,"medium",2,6,3,1099
"59782",7011842,"low",6,0,0,684
"59785",7075475,"medium",1,6,2,755
"59786",6957933,"low",0,0,0,0
"59789",7039125,"medium",0,4,0,582
"59790",7069336,"low",0,0,1,460
"59792",6976492,"medium",0,0,0,0
"59795",7034394,"low",0,0,0,289
"59800",6979000,"high",2,2,4,849
"59802",7075862,"low",4,1,0,852
"59808",7012954,"low",6,3,1,454
"59815",7069234,"low",0,0,0,137
"59816",7048147,"low",1,3,1,979
"59819",7076269,"low",1,1,1,624
"59820",6966733,"medium",2,0,0,281
"59821",7040116,"low",0,0,1,678
"59822",7058301,"low",0,6,2,772
"59834",7046150,"low",0,0,0,0
"59838",7075215,"low",0,0,1,513
"59840",6953441,"high",0,0,2,513
"59841",7067342,"low",0,0,0,8
"59842",6991821,"medium",0,0,0,163
"59843",6989151,"medium",2,6,0,629
"59845",7083631,"low",0,1,0,472
"59850",7044447,"medium",5,5,3,705
"59852",7035324,"low",0,0,0,0
"59853",6996543,"low",3,0,1,764
"59854",6991342,"low",0,3,1,451
"59859",6979262,"low",3,0,2,355
"59860",7018592,"low",0,2,2,874
"59861",6986101,"medium",3,3,1,891
"59864",7054830,"low",6,3,1,1061
"59865",6968404,"medium",2,0,2,271
"59870",7007124,"low",0,0,0,0
"59876",7053675,"low",0,0,0,63
"59877",7001832,"low",7,3,4,930
"59878",7003129,"low",6,2,3,1460
"59879",6952193,"low",5,4,3,963
"59880",7054955,"high",0,1,0,660
"59882",6989913,"low",1,0,1,828
"59885",6980220,"low",0,1,0,546
"59886",6963869,"low",0,0,0,0
"59887",7052633,"low",0,0,0,8
"59890",7070050,"high",3,1,0,268
"59891",7021938,"low",1,0,1,429
"59896",7006764,"low",3,3,3,514
"59898",6974564,"low",2,2,2,921
"59899",7017434,"low",1,0,0,439
"59904",6985746,"low",2,3,1,684
"59905",6978364,"low",1,0,1,461
"59906",7015532,"low",0,1,0,411
"59908",7069455,"low",1,0,3,897
"59911",7033797,"low",0,0,0,0
"59915",6952750,"medium",0,0,1,614
"59916",7021636,"low",1,0,2,714
"59917",7016671,"medium",1,7,3,872
"59919",6955269,"low",0,1,0,345
"59925",6962297,"high",2,1,3,1148
"59926",7079812,"low",0,0,0,24
"59932",6965966,"low",0,1,0,296
"59933",7053752,"low",1,1,1,425
"59934",7039046,"high",0,1,1,781
"59936",6968275,"low",0,2,2,298
"59937",7078502,"low",6,6,1,1424
"59939",6978575,"low",1,1,0,223
"59941",7081684,"low",2,1,0,537
"59943",7050243,"high",1,10,3,1941
"59946",6999123,"low",3,2,0,1017
"59947",6964035,"low",0,0,0,267
"59950",7015288,"high",2,1,0,1072
"59953",6988973,"low",1,3,1,805
"59954",7050617,"medium",4,3,1,499
"59957",6958261,"low",2,3,2,835
"59962",6999256,"low",3,1,0,542
"59964",7029521,"high",8,3,2,1798
"59966",6966467,"medium",3,2,2,315
"59967",6968521,"medium",0,0,0,8
"59969",7075744,"high",7,6,0,1462
"59977",7041037,"low",4,2,1,878
"59979",7044730,"low",3,1,1,643
"59980",7066102,"low",0,0,0,249
"59982",7051461,"low",0,0,0,56
"59985",6956725,"low",3,0,0,881
"59986",7004414,"low",0,2,0,868
"59987",7076577,"low",1,1,2,879
"59989",6953149,"medium",3,1,3,1539
"59991",7081614,"low",1,0,0,148
"59994",7057706,"low",1,3,1,530
"59995",6982729,"low",3,0,2,419
"59996",6991532,"low",1,2,0,921
"59998",6985775,"high",3,4,0,966
"59999",6987636,"low",1,1,1,443
"60000",7080829,"low",4,1,0,1547
"60001",6955135,"high",1,0,1,86
"60007",7007854,"low",2,1,5,1266
"60011",7024988,"medium",0,1,1,540
"60014",7013227,"low",0,0,0,8
"60017",7056592,"high",0,2,0,187
"60020",7017261,"low",0,0,0,137
"60024",7033738,"low",0,2,2,527
"60031",6973621,"low",0,0,1,519
"60032",7025569,"low",1,3,1,627
"60035",7049645,"low",2,1,1,649
"60038",6953248,"low",1,0,1,352
"60039",7071305,"low",0,0,0,225
"60041",7077173,"low",0,0,0,113
"60044",7049939,"low",3,7,0,1022
"60045",7056228,"medium",0,1,0,656
"60046",7005027,"low",0,0,0,24
"60047",7069502,"low",1,2,2,760
"60048",7033524,"low",0,0,0,599
"60054",7036122,"high",2,6,4,951
"60055",7051837,"low",1,0,2,814
"60060",7033087,"low",0,2,1,400
"60062",6996355,"low",4,3,1,1351
"60066",7057485,"low",5,2,0,713
"60068",7048456,"low",1,1,0,760
"60069",7083993,"low",3,0,1,854
"60070",7027478,"low",0,0,0,1
"60071",6968210,"low",1,1,1,557
"60072",6989997,"medium",1,2,1,624
"60076",6961844,"low",1,2,0,352
"60077",7015572,"medium",0,1,1,403
"60080",6981039,"high",3,7,2,594
"60081",7346983,"low",0,0,2,327
"60087",7027438,"low",2,0,0,75
"60088",6973516,"medium",4,4,1,713
"60091",6970725,"low",1,5,1,275
"60094",7071254,"medium",0,0,0,244
"60095",7047295,"low",1,6,1,1119
"60098",7008484,"low",2,3,2,820
"60101",7071839,"low",0,1,0,194
"60102",7022446,"low",0,0,0,8
"60107",7082160,"low",2,1,1,655
"60109",6983555,"low",0,1,1,315
"60111",7016377,"high",1,2,3,663
"60116",6988792,"low",1,2,4,660
"60117",7019898,"high",0,4,1,466
"60121",6959854,"low",3,3,4,1228
"60123",6967069,"low",6,7,4,2296
"60124",7040503,"low",3,2,1,402
"60126",6975985,"medium",3,5,1,559
"60127",7001870,"medium",1,1,1,555
"60129",6977389,"low",0,3,1,329
"60130",6986431,"medium",1,2,1,557
"60131",7069348,"medium",2,0,1,447
"60132",7080680,"high",4,2,1,468
"60133",7032736,"medium",3,0,1,598
"60136",6968897,"low",2,0,1,415
"60139",7002580,"low",1,3,1,503
"60140",6991371,"low",1,4,2,507
"60142",6956434,"low",2,1,0,770
"60143",7075653,"low",0,2,0,362
"60144",7035733,"low",0,0,0,102
"60145",7011935,"low",4,5,1,827
"60147",7033031,"low",0,4,0,395
"60149",6974652,"medium",3,2,2,966
"60151",7065174,"low",3,2,0,554
"60155",7034051,"medium",0,1,1,358
"60158",7015827,"low",1,1,2,559
"60160",6999566,"low",3,1,0,373
"60163",7006549,"medium",0,2,0,183
"60165",7058683,"low",0,1,0,597
"60166",6968418,"low",4,5,1,594
"60167",6983186,"low",4,8,3,1438
"60177",7069646,"high",3,1,1,717
"60183",6996393,"low",3,0,0,386
"60184",6990727,"high",2,2,3,985
"60185",6995154,"medium",4,0,3,863
"60186",6994913,"medium",2,1,0,834
"60187",6973999,"low",2,2,1,623
"60188",6978385,"low",1,0,0,198
"60192",7014222,"low",2,1,0,396
"60194",7038888,"low",3,3,0,872
"60198",6988506,"low",2,1,2,521
"60200",7056682,"low",1,2,0,320
"60202",7044283,"low",0,0,0,24
"60203",7004694,"low",2,0,0,230
"60204",6952453,"medium",5,5,3,785
"60207",6980294,"medium",2,1,4,1045
"60210",7025481,"high",0,3,3,481
"60215",7001276,"medium",1,0,0,246
"60217",7023694,"low",1,0,0,141
"60227",6952001,"low",0,0,0,200
"60234",6976367,"low",3,7,3,1129
"60235",7031790,"low",2,4,0,1242
"60236",7065652,"low",3,3,4,1098
"60237",6980587,"low",6,0,6,1554
"60240",6991836,"low",0,0,0,171
"60242",7063710,"low",2,0,0,690
"60243",6971958,"medium",3,2,0,720
"60244",7032586,"high",1,2,0,223
"60245",7048039,"low",2,2,1,946
"60250",7009946,"low",1,8,4,3259
"60251",7081135,"low",2,0,0,74
"60254",7066548,"low",6,0,1,847
"60255",6959918,"low",0,0,2,548
"60256",7055280,"low",0,0,0,626
"60257",6991487,"high",2,0,2,332
"60258",6978215,"low",1,0,2,773
"60260",7061431,"low",0,4,1,412
"60262",7078674,"low",1,1,1,771
"60263",6974323,"low",3,3,0,1071
"60265",7021810,"low",1,0,1,328
