category,upcoming_meeting_date,group_reviews,group_members,upcoming_meetings,upcoming_address,past_meetings,upcoming_meeting_time,group_name
Sports & Fitness,Mon Feb 13,5,697,402,"487 Hudson Street, New York, NY",None,6:00 PM,"NYC Dodgeball funsies! Sandlot Sports - New York, NY"
Sports & Fitness,None,37,None,None,None,None,None,"AMC Softball in Central Park - New York, NY"
Sports & Fitness,Sun Feb 12,5,"3,592",11,"New York. , New York, NY",244,10:00 AM,"NYC SOCCER TOURNAMENTS AND LEAGUES - New York, NY"
Sports & Fitness,Sat Feb 18,11,71,11,,308,12:30 PM,"New York City/Long Island Archery Group - New York, NY"
Sports & Fitness,Sat Feb 11,7,93,17,"3005 8th AVENUE 10039, New York, NY",None,9:30 AM,"New York Pick-up Basketball Meetup - New York, NY"
Sports & Fitness,Sat Feb 18,2,119,6,"Vernon Blvd and 41 ave, long Island city , NY",None,11:00 AM,"New York Pick-up Flag Football Meetup - New York, NY"
Sports & Fitness,Sat Feb 11,1,249,100,"149th Street and Eagle Ave, Bronx, NY",187,9:00 AM,"NYRR Open Run - New York, NY"
Sports & Fitness,None,16,577,197,None,None,None,"The New York New York Jets Meetup Group - New York, NY"
Sports & Fitness,Sat Feb 18,1,33,2,"251 12th Street, Brooklyn, NY",None,9:00 AM,"Brooklyn Basketball Bible Study Meetup - Brooklyn, NY"
Sports & Fitness,Sun Feb 12,10,"1,049",85,"150 5th Ave, New York, NY",None,10:00 AM,"NewBalance NYC Run Group Meetup - New York, NY"
Sports & Fitness,None,8,None,None,None,None,None,"Friday Night Volleyball Games and More... - New York, NY"
Sports & Fitness,Fri Feb 10,183,115,81,"300 Park Avenue, New York, NY",None,6:30 PM,"WeWork Wellness - New York, NY"
Sports & Fitness,Sat Feb 11,5,201,20,"Hudson Street & Clarkson Street, Manhattan, NY",None,9:45 AM,"Downtown NY - Soccer / Football / Footy Meetups - New York, NY"
Sports & Fitness,Fri Feb 10,4,235,40,"1401 Flatbush Ave, Brooklyn, NY",125,7:30 PM,"ZUMBA with Yaz - Brooklyn, NY"
Sports & Fitness,None,3,None,None,None,None,None,"Ladies Who Hoop - LWH Women's Basketball - NYC - New York, NY"
Sports & Fitness,Sun Feb 12,11,805,2,"251 West 51st Street, New York, NY",78,7:00 PM,"WWE Wrestling Fans NYC - New York, NY"
Sports & Fitness,Mon Feb 13,45,"5,912",8,"213-41 39th Avenue , Bayside, NY","1,544",12:30 PM,"NYClasses Group (Dance, Fitness, and much more!) - New York, NY"
Sports & Fitness,None,65,None,None,None,None,None,"NY Surfing Buddies - New York, NY"
Sports & Fitness,Sun Feb 12,1,864,23,"500 8th Avenue, New York, NY",340,2:30 PM,"NYC TWERKOUT FITNESS - New York, NY"
Sports & Fitness,None,46,"1,142",222,None,None,None,"Dallas Cowboys' NYC Hardcore Fans - New York, NY"
Sports & Fitness,Sat Feb 18,12,"1,631",1,"150 Furman Street, Brooklyn, NY",193,8:45 AM,"Bklyn Coed Soccer - Brooklyn, NY"
Sports & Fitness,Wed Feb 15,2,582,19,"W St & Warren St, New York, NY",74,7:00 PM,"New York  - Battery Park City - Pickup soccer 5v5 - Wed - New York, NY"
Sports & Fitness,None,6,None,None,None,None,None,"New York Co-Ed Basketball - New York, NY"
Sports & Fitness,Sat Feb 11,49,944,880,,None,9:30 AM,"NY URBAN PROFESSIONALS BASKETBALL LEAGUE - New York, NY"
Sports & Fitness,Tue Feb 21,9,50,8,Coming soon,None,7:00 PM,"Long Island City Volleyball Meetup - New York, NY"
Sports & Fitness,Thu Feb 16,4,"1,015",2,"11-11 44th Dr., Queens, NY",84,7:00 PM,"NYC Indoor Rock Climbing Newbies! - New York, NY"
Sports & Fitness,Fri Feb 10,3,"1,323",44,,471,7:00 PM,"NY URBAN PROFESSIONALS VOLLEYBALL LEAGUE - New York, NY"
Sports & Fitness,Fri Feb 17,12,"2,046",9,,313,6:00 PM,"Uptown Soccer - New York, NY"
Sports & Fitness,None,47,None,None,None,None,None,"MMA in NYC  (Mixed Martial Arts Club) - New York, NY"
Sports & Fitness,Sun Feb 12,1,"1,223",21,"5th St Between 46th Rd and 47th Ave , Long Island city , NY",234,9:00 AM,"Long Island City Runners - Long Island City, NY"
Sports & Fitness,Sun Feb 12,3,117,4,"54th St between 11th & 12th Ave, Manhattan, NY",None,9:30 AM,"Sunday Soccer in Manhattan - New York, NY"
Sports & Fitness,Thu Feb 16,1,"1,053",28,"W St & Warren St, New York, NY",70,7:00 PM,"New York - Battery Park - Pickup soccer 5v5 - Thu - New York, NY"
Sports & Fitness,Sat Feb 25,5,343,3,"383 Third Avenue between 27 & 28th Sts., New York, NY",58,7:00 PM,"Montreal Canadiens NYC Fan Club - New York, NY"
Sports & Fitness,Sat Feb 11,50,"1,829",8,"893 Montgomery St, Jersey City, NJ","1,536",10:00 AM,"Hudson County Tennis (Hoboken/Jersey City/Union City) - Hoboken, NJ"
Sports & Fitness,Mon Feb 13,2,788,27,"https://goo.gl/maps/SDp8iNKzBqF2, New York, NY",73,7:00 PM,"New York - Battery Park - Pickup soccer 5v5 -Mondays - New York, NY"
Sports & Fitness,None,2,None,None,None,None,None,"Co-Ed Basketball on the Upper West Side (NewYork) - New York, NY"
Sports & Fitness,Sat Feb 18,13,387,33,"397 FDR Drive New York, NY 10002, New York, NY",None,10:30 AM,"NYC - Lower Manhattan Pickup Soccer - New York, NY"
Sports & Fitness,Sat Feb 11,3,"2,986",49,"FDR and Houston, New York, NY",321,10:45 AM,"MANHATTAN SOCCER - COED SOCCER IN NYC - New York, NY"
Sports & Fitness,None,18,None,None,None,None,None,"CENTRAL PARK FOOTBALL - New York, NY"
Sports & Fitness,Sun Feb 12,34,"2,028",1,,"1,432",9:00 AM,"SOCCER TRAINING - Adult Soccer Lessons & Bootcamps NYC - New York, NY"
Sports & Fitness,Fri Feb 10,1,383,1,"40 West 143rd Street, New York, NY",30,7:30 PM,"Extremely Laid Back Harlem Volleyball - New York, NY"
Sports & Fitness,None,56,None,None,None,None,None,"BKMN Tennis - Brooklyn, NY"
Sports & Fitness,Sat Feb 11,34,"2,374",31,,"1,483",10:30 AM,"FRIENDLY NYC Ultimate Frisbee - New York, NY"
Sports & Fitness,None,4,None,None,None,None,None,"Naked in Motion - New York, NY"
Sports & Fitness,Sat Feb 11,6,228,23,"850 Montgomery St, Jersey City, NJ",342,5:00 PM,"New York Kayak Polo - New York, NY"
Sports & Fitness,None,11,None,None,None,None,None,"NYC Co-Ed Ultimate Frisbee - New York, NY"
Sports & Fitness,Mon Feb 13,2,114,7,"1-50 51st Ave, Long Island City, NY, Long Island City, NY",62,7:00 PM,"LICYSL - Men's Indoor Pickup Basketball in Hunters Point - Long Island City, NY"
Sports & Fitness,None,5,None,None,None,None,None,"Upper West Side running club - New York, NY"
Sports & Fitness,Sat Feb 11,30,822,20,"380 Broadway, New York, NY",515,1:00 PM,"The New York City Fencing Meetup Group - New York, NY"
Sports & Fitness,None,29,None,None,None,None,None,"New York Co-ed Flag/Touch Football - New York, NY"
Sports & Fitness,Sat Feb 11,31,"1,670",79,"324 Grove St, Jersey City, NJ","4,000",7:00 AM,"Jersey City Road and Trail Running Meetup - Jersey City, NJ"
Sports & Fitness,None,6,None,None,None,None,None,"Nueva York Latino Social Group-1,100 + members! - New York, NY"
Sports & Fitness,None,13,None,None,None,None,None,"The Brooklyn Trail Runners - Brooklyn, NY"
Sports & Fitness,Sun Feb 12,2,225,20,"127 East 22th Street, New York, NY",82,10:30 AM,"Mid-Town NYC Hoops - New York, NY"
Sports & Fitness,Tue Feb 14,11,"3,038",4,,454,7:00 PM,"Grand FC: Pickup Soccer NYC - New York, NY"
Sports & Fitness,Sat Feb 11,56,"1,310",4,,374,5:00 PM,"[New York Co-Ed]  Basketball for the Vertically Challenged - New York, NY"
Sports & Fitness,Fri Feb 10,2,164,6,"209 Third Street, Jersey City, NJ",19,8:30 PM,"Jersey City Indoor Soccer - Jersey City, NJ"
Sports & Fitness,Fri Feb 17,77,"2,840",12,"140 E 27th St, New York, NY",324,6:00 PM,"Big Apple Brits/New York City British Expat Meetup Group - New York, NY"
Sports & Fitness,None,3,None,None,None,None,None,"NY Social Tennis - Manhattan & Brooklyn - New York, NY"
Sports & Fitness,None,10,None,None,None,None,None,"Jersey City Soccer - Jersey City, NJ"
Sports & Fitness,Mon Feb 13,20,"4,705",69,"20 Washington Square North, New York, NY",999,6:30 AM,"The Rise: FREE Outdoor Fitness in NYC - New York, NY"
Sports & Fitness,Fri Feb 10,47,"2,239",1,,867,8:00 PM,"Midtown Volleyball - New York, NY"
Sports & Fitness,Mon Feb 13,63,"2,881",2,"75 Christopher St (at 7th Ave), New York, NY",474,6:30 PM,"The NY Table Tennis Group - New York, NY"
Sports & Fitness,None,1,None,None,None,None,None,"NEW YORK HARRIERS - New York, NY"
Sports & Fitness,Thu Feb 16,20,"3,293",2,,552,6:30 PM,"Columbus Circle Indoor Soccer League & Scrimmages NYC - New York, NY"
Sports & Fitness,Sat Feb 11,15,"2,500",39,"4 Union Square South, New York, NY",844,10:00 AM,"NYC Informal Running Club: Home of TMIRCE:NYC - New York, NY"
Sports & Fitness,Fri Feb 10,18,"1,093",128,"Hudson Street & Clarkson Street, Manhattan, NY",None,6:45 PM,"Downtown Pickup Soccer - New York, NY"
Sports & Fitness,Thu Feb 16,11,"3,919",8,"1700 Third Avenue (bet 95 & 96 St), Manhattan, NY",261,6:30 PM,"Storm Yoga (FREE YOGA in NYC) - New York, NY"
Sports & Fitness,Tue Feb 14,15,"2,480",54,"North 10th Street and Kent Avenue, Brooklyn, NY",631,7:30 AM,"First Touch FC: Morning soccer in Williamsburg - Brooklyn, NY"
Sports & Fitness,Wed Feb 15,15,"1,785",57,,934,9:30 AM,"New York Soccer Project's Pick-Up - Brooklyn, NY"
Sports & Fitness,Wed Feb 15,13,"1,592",63,"North 10th Street, New York, NY",708,12:00 PM,"Beautiful Game FC - New York, NY"
Sports & Fitness,Sat Feb 11,12,"2,711",231,"Tillary St and Cadman Plaza W , Brooklyn , NY",951,11:00 AM,"Brooklyn Soccer Club - Adult Soccer lessons and pickup games - Brooklyn, NY"
Sports & Fitness,None,19,None,None,None,None,None,"Williamsburg Co-Ed Soccer - Brooklyn, NY"
Sports & Fitness,Fri Feb 10,13,"1,811",484,"Tito Puente Education Complex 240 East 109th Street. Entrance right off 2nd Ave, New York, NY","1,890",6:30 PM,"Futsal Across America - New York, NY"
Sports & Fitness,Sat Feb 11,64,"4,611",54,"Chrystie & Stanton, New York, NY",811,11:45 AM,"MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games) - New York, NY"
Sports & Fitness,None,16,None,None,None,None,None,"NYC Fun Run - New York, NY"
Sports & Fitness,Sat Feb 18,110,"6,548",5,,"1,639",11:30 AM,"Fun Times Soccer NYC - Long Island City, NY"
Sports & Fitness,Sat Feb 11,46,785,118,"Broadway/59th St-Columbus Circle, Manhattan, NY","3,916",8:30 AM,"Dashing Whippets Running Team - New York, NY"
Sports & Fitness,Sat Feb 11,66,"6,597",224,,"2,469",10:15 AM,"Brooklyn Pickup Soccer Group - Brooklyn, NY"
Sports & Fitness,Sat Feb 11,72,"7,266",84,,"2,464",7:15 AM,"NYC PICKUP SOCCER (MANHATTAN CO-ED SOCCER GROUP) - New York, NY"
Sports & Fitness,Mon Mar 6,46,"3,915",128,"Joralemon St, Brooklyn, NY, Brooklyn, NY","2,118",7:00 PM,"PS2G NYC-Coed Soccer Pickup for Charity -Play Soccer 2 Give - New York, NY"
Sports & Fitness,Sat Feb 11,226,"12,188",1,"278 Spring Street, between Varick and Hudson St., New York, NY",228,12:00 PM,"NYC walks: Nature, beauty, & peace - New York, NY"
Sports & Fitness,None,4,79,None,None,None,None,"Beer, Whiskey and Soccer at Passage Irish Bar and Kitchen - Astoria, NY"
Sports & Fitness,None,15,181,None,None,None,None,"CATS REVOLUTIONS - Woodside, NY"
Sports & Fitness,None,None,None,None,None,None,None,"Queensboro Tri Club - Astoria, NY"
Sports & Fitness,None,None,288,None,None,None,None,"Tennis at Astoria Park (Qns) & Fort Greene Park (Bklyn) - Astoria, NY"
Sports & Fitness,None,5,"1,573",407,None,None,None,"Queens NYC Runners - Woodside, NY"
Sports & Fitness,Sat Feb 11,33,"2,083",37,"46-09 Queens Boulevard, Queens, NY","1,598",9:00 AM,"Woodside - Sunnyside Runners - Woodside, NY"
Sports & Fitness,None,None,None,None,None,None,None,None
Learning,None,1,26,1,Coming soon,None,None,"Ben Franklin Appreciation Society - New York, NY"
Learning,Thu Feb 16,6,37,18,"36 West 33rd Street, New York, NY",None,12:00 PM,"New York Big Bang Discussion - New York, NY"
Learning,None,1,327,1,Coming soon,2,None,"Innovation in Education NYC - New York, NY"
Learning,None,1,None,None,None,None,None,"Perennial Philosophies/Psy. : a reading & conversation group - Sunnyside, NY"
Learning,None,1,555,32,None,None,None,"Technology for Educators NYC - New York, NY"
Learning,Fri Feb 17,1,497,1,"4 West 76 St , New York, NY",43,7:30 PM,"Humanistic Interpersonal Meetup - New York, NY"
Learning,None,11,386,59,None,None,None,"NewSpace NYC - New York, NY"
Learning,None,None,None,None,None,None,None,"NYC Thai Lang Coaching and Culture Meetup - New York, NY"
Learning,None,None,18,None,None,None,None,"Meetings for Open-minded Moderates - New York, NY"
Learning,None,2,95,None,None,None,None,"Bronx Education Meetup (BEM) - New York, NY"
Learning,Tue Feb 14,1,423,9,"33 East 17th Street, New York, NY",35,3:00 PM,"NYC debate and social group - New York, NY"
Learning,Sat Feb 11,2,50,15,,None,2:00 PM,"MedEdits New York Pre-Medical Get Into Medical School Meetup - New York, NY"
Learning,Thu Feb 16,1,94,None,"307 W 38th Street, Suite 1605, New York, NY",None,6:45 PM,"Tech Sales VP's of NYC - New York, NY"
Learning,Fri Feb 17,12,43,15,"68 W. 3rd Street, New York, NY",None,2:00 PM,"New York Adjunct Professors - New York, NY"
Learning,None,8,669,1,Coming soon,11,None,"6 Degrees To Equality - New York, NY"
Learning,Sat Mar 4,1,306,2,"65 West 11th Street, New York, NY",22,10:00 AM,"Scientifically Social - New York, NY"
Learning,None,2,400,1,Coming soon,31,None,"Mathematics Academy Math Club - New York City - New York, NY"
Learning,None,None,None,None,None,None,None,"Brooklyn Self Development/ Intellectual Discussion - Brooklyn, NY"
Learning,None,5,94,None,None,None,None,"New York Social Sector Leadership Meetup - New York, NY"
Learning,None,7,119,20,None,None,None,"Society of Environmental Journalists NYC - New York, NY"
Learning,None,1,49,None,None,None,None,"CoCreateX Tap the Power of Your Community - New York, NY - New York, NY"
Learning,None,2,50,None,None,None,None,"Brooklyn's Outliers Social Club - Brooklyn, NY"
Learning,Mon Feb 20,1,56,None,"Broadway, New York, NY",None,7:00 PM,"New York Philosophy Meetup - New York, NY"
Learning,None,12,203,None,None,None,None,"New York Intellectual Discussion Meetup - New York, NY"
Learning,None,None,None,None,None,None,None,"730 Toastmasters Club - New York, NY"
Learning,Fri Feb 17,2,331,1,"800 2nd Ave (between 42nd St & 43rd St) , New York, NY",35,5:00 PM,"United Nations Association Young Professionals - New York, NY"
Learning,Sat Feb 11,12,"1,055",1,"West 23rd Street and 10th Avenue, New York, NY",35,3:00 PM,"Tours of Manhattan - New York, NY"
Learning,Fri Feb 10,23,988,110,"11 East 18th Street (at Park Avenue), New York, NY",None,6:30 PM,"Top NYC Opportunities & Resources for MBA Professionals! - New York, NY"
Learning,Mon Feb 13,1,12,None,,None,5:00 PM,"NYC GRE Math Drills - New York, NY"
Learning,Thu Mar 16,2,258,1,"900 Broadway #903, New York, NY",16,5:00 PM,"Codesters Teacher Meetup - New York, NY"
Learning,Wed Feb 15,6,102,3,"875 3rd Ave, New York, NY 10022, New York, NY",114,6:30 PM,"NYC History Club - New York, NY"
Learning,None,14,162,None,None,None,None,"NYACC: New York Amateur Computer Club - New York, NY"
Learning,Sat Feb 11,3,159,31,"142 W. 32nd Street, New York, NY",97,2:00 PM,"New York Academic Writing Meetup - New York, NY"
Learning,Wed Mar 1,2,259,1,"119 West 23 Street, New York, NY",47,6:45 PM,"Culture and Mental Health NYC - New York, NY"
Learning,Mon Feb 13,12,80,15,,None,7:15 PM,"Cervantes Toastmasters - Spanish Club in NYC - New York, NY"
Learning,Mon Feb 13,3,70,12,"531 Main Street, 2nd Floor, New York, NY",54,7:00 PM,"Roosevelt Island Toastmasters Meetup - New York, NY"
Learning,Sun Feb 26,20,368,1,,95,6:00 PM,"3 Topics Over Dinner - New York, NY"
Learning,None,18,None,None,None,None,None,"socrates cafe in Queens - Sunnyside, NY"
Learning,None,7,None,None,None,None,None,"The New York Nonfiction Book Club - New York, NY"
Learning,None,21,209,None,None,None,None,"Personal Development, Workshops, MBTI, Coaching an - New York, NY"
Learning,None,3,61,9,None,None,None,"Gurteen Knowledge Management NYC - New York, NY"
Learning,None,13,None,None,None,None,None,"Ergo: discussions about rationality, philosophy and science - New York, NY"
Learning,None,None,None,None,None,None,None,"NYC Baby Boomer Intellectuals Brunch Club - New York, NY"
Learning,Sat Feb 11,10,567,63,"228 West 39th St, New York, NY",None,9:00 PM,"I love Museums and Culture Events - New York, NY"
Learning,None,25,None,None,None,None,None,"United Nations Associations NYC - New York, NY"
Learning,None,1,125,None,None,None,None,"Education Technology Meetups NYC - New York, NY"
Learning,Sat Feb 11,10,335,18,"75 Varick Street -- Room 260-261 on the Second Floor  (75 Varick is between Watts and Grand Streets)  Subways: #1 to Canal, or A, New York, NY",41,1:00 PM,"The Dialectic: An NYC Weekend Discussion Group - New York, NY"
Learning,Sat Mar 4,6,911,6,"550 Madison Avenue, New York, NY",88,2:00 PM,"Exploring the Illusion of Free Will - New York, NY"
Learning,None,7,430,1,Coming soon,85,None,"NY Quantum Theory Meetup Group - New York, NY"
Learning,Wed Feb 15,5,355,12,"283 Lexington Avenue, New York, NY",109,6:30 PM,"Traffic Toastmasters, NYC Public Speaking Club - New York, NY"
Learning,Mon Feb 27,9,696,6,"52 Prince St, New York, Ne",90,6:30 PM,"Greek Language & Culture Meetup (NYC) - New York, NY"
Learning,Sat Feb 11,21,"1,270",10,"1000 5th Ave, New York, NY",114,4:00 PM,"Met Museum Galleries and Cafes Club - New York, NY"
Learning,Sat Mar 18,16,567,1,"47 5th Avenue, New York, NY",40,12:30 PM,"Manhattan Art Book Club - New York, NY"
Learning,Wed Feb 22,7,"1,116",10,"145 West 28th Street #3F, New York, NY",71,7:30 PM,"The Actors Theatre Workshop - New York, NY"
Learning,Sun Mar 5,1,86,None,,None,2:00 PM,"NYC Psychology Book Club - New York, NY"
Learning,Sun Feb 12,1,34,1,,3,12:00 PM,"History Roundtable - New York, NY"
Learning,Mon Feb 13,53,"2,683",4,"Seaman & Isham Street in Inwood (Manhattan), New York, NY",265,8:00 PM,"The NYC Physics and Astronomy Meetup - New York, NY"
Learning,None,6,511,None,None,None,None,"Science talks+beer=Taste of Science meetup - New York, NY"
Learning,None,1,688,14,None,None,None,"HealthTech Women New York - New York, NY"
Learning,None,3,None,None,None,None,None,"Greater New York Mensa Meetup - New York, NY"
Learning,Thu Feb 16,10,453,2,,68,8:00 PM,"Accent Workshop for Actors, Comedians, and everyone else! - New York, NY"
Learning,Wed Feb 22,33,"1,723",2,,127,6:30 PM,"NYC Debate - New York, NY"
Learning,Sun Feb 12,11,"1,312",19,"39 West 29th Street, Second Floor, New York, NY",134,12:00 PM,"Public Speaking & Improv Practice - New York, NY"
Learning,Sat Feb 11,9,713,4,"Adelphi University - Manhattan Center, 75 Varick Street, New York, NY",33,1:00 PM,"""Applied Psychology Meetup NYC"" - New York, NY"
Learning,Wed Feb 15,3,292,5,"875 3rd Ave, New York, NY 10022, New York, NY",13,6:30 PM,"American History Meetup - New York, NY"
Learning,Thu Feb 16,3,441,12,Coming soon,73,6:15 PM,"Graybar Toastmasters - Become a skilled speaker! - New York, NY"
Learning,Sun Feb 26,21,"1,030",1,,43,2:00 PM,"Philosophy-in-Manhattan - New York, NY"
Learning,Fri Feb 10,27,775,4,"642 2nd Ave, New York, NY",120,6:30 PM,"""NYC Socrates Cafe"" - New York, NY"
Learning,Sat Feb 11,12,590,17,,507,5:45 PM,"#""AAA.org & Darwin fans!"" Astronomy, Evolution, Science, NYC - New York, NY"
Learning,None,2,106,5,None,None,None,"TOEFL & GRE (verbal) Tutoring - New York, NY"
Learning,Fri Feb 10,3,489,1,"518 Northampton Street, Easton, PA",None,6:30 PM,"SciArt Center - New York, NY"
Learning,Wed Feb 22,10,985,12,"1540 Broadway - 43rd Floor - Times Square, The Americas Room, New York, NY",127,5:45 PM,"NYC Equitable Toastmasters Club - New York, NY"
Learning,None,10,840,287,None,None,None,"Humorous Toastmasters - New York, NY"
Learning,Sat Feb 11,13,694,12,"Adelphi University - Manhattan Center, 75 Varick Street, New York, NY",151,1:00 PM,"Cafe Philo New York - New York, NY"
Learning,Sun Feb 12,1,191,5,"60 Wall Street, New York, NY",12,3:00 PM,"Stoic School of Life - New York, NY"
Learning,Sun Feb 12,8,303,1,"Central Park West, New York, NY",32,2:00 PM,"The Metropolitan Society of Natural Historians - New York, NY"
Learning,Thu Feb 23,17,"1,684",2,,127,6:00 PM,"Manhattan Toastmasters - Learn, Speak, Overcome, & Achieve - New York, NY"
Learning,Sat Feb 11,20,"1,644",15,"Adelphi University - Manhattan Center, 75 Varick Street, New York, NY",53,1:00 PM,"""TEDxMeetup NYC"" - New York, NY"
Learning,None,11,868,31,None,None,None,"Impact Investing NYC - New York, NY"
Learning,Tue Feb 14,2,314,11,"1515 Broadway (enter at 44th Street, across from Toys R Us and Levi Store) , New York, NY",120,12:00 PM,"Bryant Park Toastmasters - New York, NY"
Learning,Sat Feb 18,19,"2,537",1,,43,2:30 PM,"Old New York Bars - New York, NY"
Learning,Sat Feb 11,25,"1,046",3,"Adelphi University - Manhattan Center, 75 Varick Street, New York, NY",120,1:00 PM,"""The New York City MBTI Meetup Group"" - New York, NY"
Learning,Mon Feb 13,5,757,7,"Seaman & Isham Street in Inwood (Manhattan), New York, NY",41,8:00 PM,"New York Astronomy and Astrophysics - New York, NY"
Learning,Sat Feb 11,10,"1,133",1,"625 6th Ave, 2nd Floor, New York, NY",57,12:00 PM,"Math for Math's Sake! - New York, NY"
Learning,Sat Feb 11,32,"1,318",16,,424,1:00 PM,"""Manhattan Lectures & Conversations"" - New York, NY"
Learning,Fri Feb 17,5,"2,421",23,"5 Hanover Square - Floor 25, New York, NY",116,1:15 PM,"Fullstack JavaScript - New York, NY"
Learning,Sat Feb 11,67,"1,629",13,"Adelphi University - Manhattan Center, 75 Varick Street, New York, NY",692,1:00 PM,"""Conversations New York"" - New York, NY"
Learning,None,54,"6,538",61,None,None,None,"NYEdTech - New York, NY"
Learning,Wed Feb 15,3,"1,039",2,"111 E 18th St, New York, NY",78,7:00 PM,"Math and Algorithm Reading Group - New York, NY"
Learning,None,None,None,None,None,None,None,None
Learning,Sun Feb 12,1,174,10,"51-34 Roosevelt Avenue, Woodside, NY",4,1:00 PM,"Upstander Toastmaster Public Speaking Workshop Club - Woodside, NY"
Outdoors & Adventure,Sat Mar 18,4,311,3,"Amazing Places!, Havana",None,7:00 PM,"New York Travel Buddies - New York, NY"
Outdoors & Adventure,Sat Mar 11,18,281,24,Coming soon,None,10:00 AM,"New York Sailing Nations - New York, NY"
Outdoors & Adventure,Sat Feb 11,8,197,127,,None,9:00 AM,"InTandem: Tandem riding for people with disabilities - New York, NY"
Outdoors & Adventure,None,12,"1,850",75,None,None,None,"The Jewish Outdoors Club - New York, NY"
Outdoors & Adventure,Fri Feb 10,1,761,16,"111 E 18th St (at Park Avenue), New York, NY",186,6:30 PM,"Success Secrets + Networking For Entrepreneurs Meetup - New York, NY"
Outdoors & Adventure,None,5,None,None,None,None,None,"Hudson River Sailing - New York, NY"
Outdoors & Adventure,Sat Feb 18,9,184,6,"100-01 Northern Boulevard , Corona, NY",80,3:00 PM,"Aquatic Voyagers Scuba Club - New York, NY"
Outdoors & Adventure,Tue Feb 13,1,50,None,"525 Waverly Avenue, Brooklyn , NY",None,6:30 PM,"Brooklyn Travel Meetup - The Abundant Travelers Club - Brooklyn, NY"
Outdoors & Adventure,Fri Mar 3,6,44,1,"11-11 44th Dr., Queens, NY",None,6:30 PM,"NYC I Wanna Learn Rock Climbing But Not Alone! - New York, NY"
Outdoors & Adventure,Thu Jun 15,3,587,None,"Travel Italy by Train, Italy, RM",None,9:15 AM,"California Travel and Adventure Club - New York - New York, NY"
Outdoors & Adventure,None,None,None,None,None,None,None,"50 States, 50 Weekends+Travel Meetup - New York, NY"
Outdoors & Adventure,None,None,None,None,None,None,None,"TriState Urban Travelers Network - New York, NY"
Outdoors & Adventure,Sun Mar 19,5,477,1,"9121 Snowbird Center Drive, Sandy, UT",81,7:00 PM,"Brooklyn Snowboard Meetup - Brooklyn, NY"
Outdoors & Adventure,None,1,279,29,None,None,None,"Hoboken Sailing Club - Hoboken, NJ"
Outdoors & Adventure,Thu Jun 1,16,"1,465",1,,147,7:00 PM,"NYC Backwoods Adventurers - New York, NY"
Outdoors & Adventure,Fri Feb 10,1,845,15,"11 East 18th Street (at Park Avenue), New York, NY",60,6:30 PM,"Adventures in Marketing & Networking with Digital Mavens - New York, NY"
Outdoors & Adventure,None,125,None,None,None,None,None,"The New York City Hiking Group - New York, NY"
Outdoors & Adventure,Sun Feb 12,3,86,7,"96-37 Queens blvd , Queens, NY",None,4:00 AM,"Snowboardescapes - New York, NY"
Outdoors & Adventure,None,1,101,9,None,None,None,"Brooklyn Sailing Events - Brooklyn, NY"
Outdoors & Adventure,Tue Feb 14,7,90,4,,None,5:00 PM,"NYC Bicycle Commuting - New York, NY"
Outdoors & Adventure,None,6,None,None,None,None,None,"Ke Aloha Outrigger of Hoboken - Hoboken, NJ"
Outdoors & Adventure,None,None,None,None,None,None,None,"East Coast Adventure Riders - Brooklyn, NY"
Outdoors & Adventure,Sun Feb 12,1,"3,419",10,"920 3rd ave, 5th Floor, New York, NY",28,1:00 PM,"Single and the city Travel Meetup - New York, NY"
Outdoors & Adventure,Fri Feb 10,4,347,5,"4763 Killington Road , Killington, VT",60,5:00 PM,"SKI & SNOW CARPOOLS - NY & NJ - New York, NY"
Outdoors & Adventure,Thu Mar 2,4,607,17,"Old Moshi Road, Moshi",None,7:00 AM,"Women's Adventure Travel! - New York, NY"
Outdoors & Adventure,Sat Feb 11,1,"1,241",10,"East 9th Street, New York, NY",136,9:30 AM,"NYC Outdoor Fitness/Natural Movement - New York, NY"
Outdoors & Adventure,None,7,None,None,None,None,None,"Outdoor Yoga Adventurers - New York, NY"
Outdoors & Adventure,None,None,None,5,None,None,None,"Social Travel Group | NYC - New York, NY"
Outdoors & Adventure,Thu Feb 16,1,228,2,Coming soon,15,6:30 PM,"Caribbean Bareboat Sailing NYC - New York, NY"
Outdoors & Adventure,None,7,669,55,None,None,None,"!Adventure Travellers New York City Travels NYC Travelling! - New York, NY"
Outdoors & Adventure,None,33,None,None,None,None,None,"Cavers, Adventure Seekers & Hikers - New York, NY"
Outdoors & Adventure,None,23,"1,022",2,"47-32 32nd Place, Long Island City, NY",298,None,"The New York Ice Skating Meetup Group - New York, NY"
Outdoors & Adventure,None,None,None,None,None,None,None,"Asian Genuine Hiking-Walking, Outdoor Adventures Group - New York, NY"
Outdoors & Adventure,None,None,None,None,None,None,None,"East Coast Outrigger Racing Association - New York, NY"
Outdoors & Adventure,Thu Aug 3,1,"1,044",3,"Queens, NYC, NY",42,7:30 AM,"African American Travelers of NY - New York, NY"
Outdoors & Adventure,Tue Mar 7,27,"1,324",3,"2537 Broadway, NYC, NY",224,7:00 PM,"Beyond Adventure - New York, NY"
