"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2000"	"2000"	208	6134850	3.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2001"	"2001"	241	6120367	3.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2002"	"2002"	257	6070029	4.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2003"	"2003"	202	6013027	3.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2004"	"2004"	244	5979299	4.1
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2005"	"2005"	215	5964851	3.6
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2006"	"2006"	228	5951371	3.8
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2007"	"2007"	218	5913673	3.7
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2008"	"2008"	246	5841715	4.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2009"	"2009"	200	5750307	3.5
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2010"	"2010"	192	5697200	3.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2011"	"2011"	182	5642738	3.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2012"	"2012"	182	5627177	3.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2013"	"2013"	182	5621553	3.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2014"	"2014"	205	5625525	3.6
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2015"	"2015"	192	5628405	3.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2005"	"2005"	11	1663332	Unreliable
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2012"	"2012"	16	1644964	Unreliable
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2014"	"2014"	10	1681751	Unreliable
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"1999"	"1999"	50	6121828	0.8
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2000"	"2000"	43	6134850	0.7
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2001"	"2001"	72	6120367	1.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2002"	"2002"	68	6070029	1.1
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2003"	"2003"	60	6013027	1.0
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2004"	"2004"	64	5979299	1.1
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2005"	"2005"	70	5964851	1.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2006"	"2006"	70	5951371	1.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2007"	"2007"	92	5913673	1.6
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2008"	"2008"	82	5841715	1.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2009"	"2009"	80	5750307	1.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2010"	"2010"	96	5697200	1.7
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2011"	"2011"	100	5642738	1.8
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2012"	"2012"	109	5627177	1.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2013"	"2013"	116	5621553	2.1
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2014"	"2014"	113	5625525	2.0
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2015"	"2015"	134	5628405	2.4
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2003"	"2003"	11	5748693	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2004"	"2004"	11	5852805	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2005"	"2005"	12	5977130	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2007"	"2007"	12	6195117	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2009"	"2009"	12	6337418	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2012"	"2012"	10	6259313	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2013"	"2013"	17	6195893	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2014"	"2014"	13	6160963	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2003"	"2003"	10	5748693	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2006"	"2006"	16	6093698	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2008"	"2008"	19	6274608	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2010"	"2010"	11	6361880	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2012"	"2012"	13	6259313	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2013"	"2013"	11	6195893	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2015"	"2015"	13	6140771	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2001"	"2001"	10	5593012	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2002"	"2002"	11	5651428	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2003"	"2003"	11	5748693	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2005"	"2005"	14	5977130	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2008"	"2008"	12	6274608	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2009"	"2009"	12	6337418	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2010"	"2010"	13	6361880	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2011"	"2011"	14	6321000	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2012"	"2012"	13	6259313	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2013"	"2013"	11	6195893	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2014"	"2014"	16	6160963	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2000"	"2000"	15	1229134	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2001"	"2001"	16	1312708	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2004"	"2004"	14	1476103	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2007"	"2007"	14	1613399	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2009"	"2009"	14	1686229	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2012"	"2012"	19	1711401	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2013"	"2013"	17	1708353	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2014"	"2014"	18	1701656	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"1999"	"1999"	193	5233840	3.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2000"	"2000"	213	5368293	4.0
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2001"	"2001"	226	5593012	4.0
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2002"	"2002"	201	5651428	3.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2003"	"2003"	256	5748693	4.5
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2004"	"2004"	266	5852805	4.5
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2005"	"2005"	263	5977130	4.4
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2006"	"2006"	283	6093698	4.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2007"	"2007"	271	6195117	4.4
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2008"	"2008"	320	6274608	5.1
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2009"	"2009"	334	6337418	5.3
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2010"	"2010"	297	6361880	4.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2011"	"2011"	367	6321000	5.8
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2012"	"2012"	360	6259313	5.8
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2013"	"2013"	353	6195893	5.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2014"	"2014"	391	6160963	6.3
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2015"	"2015"	365	6140771	5.9
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2000"	"2000"	11	1229134	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2001"	"2001"	18	1312708	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2002"	"2002"	12	1371719	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2003"	"2003"	18	1425246	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2005"	"2005"	10	1527069	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2006"	"2006"	10	1569992	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2009"	"2009"	20	1686229	1.2
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2010"	"2010"	22	1706529	1.3
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2011"	"2011"	12	1716296	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2012"	"2012"	17	1711401	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2013"	"2013"	16	1708353	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2014"	"2014"	16	1701656	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2015"	"2015"	17	1702130	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"1999"	"1999"	192	5233840	3.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2000"	"2000"	218	5368293	4.1
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2001"	"2001"	239	5593012	4.3
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2002"	"2002"	238	5651428	4.2
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2003"	"2003"	255	5748693	4.4
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2004"	"2004"	272	5852805	4.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2005"	"2005"	304	5977130	5.1
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2006"	"2006"	302	6093698	5.0
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2007"	"2007"	322	6195117	5.2
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2008"	"2008"	299	6274608	4.8
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2009"	"2009"	293	6337418	4.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2010"	"2010"	313	6361880	4.9
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2011"	"2011"	301	6321000	4.8
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2012"	"2012"	350	6259313	5.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2013"	"2013"	287	6195893	4.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2014"	"2014"	313	6160963	5.1
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2015"	"2015"	299	6140771	4.9
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	11	257020	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	11	320316	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"1999"	"1999"	36	5233840	0.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2000"	"2000"	32	5368293	0.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2001"	"2001"	36	5593012	0.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2002"	"2002"	62	5651428	1.1
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2003"	"2003"	45	5748693	0.8
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2004"	"2004"	69	5852805	1.2
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2005"	"2005"	57	5977130	1.0
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2006"	"2006"	63	6093698	1.0
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2007"	"2007"	75	6195117	1.2
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2008"	"2008"	85	6274608	1.4
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2009"	"2009"	78	6337418	1.2
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2010"	"2010"	79	6361880	1.2
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2011"	"2011"	111	6321000	1.8
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2012"	"2012"	120	6259313	1.9
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2013"	"2013"	103	6195893	1.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2014"	"2014"	138	6160963	2.2
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2015"	"2015"	134	6140771	2.2
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2012"	"2012"	14	5766893	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2013"	"2013"	12	5838612	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2014"	"2014"	15	5932995	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2015"	"2015"	14	6045434	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2008"	"2008"	11	5236597	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2009"	"2009"	10	5388397	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2012"	"2012"	14	5766893	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2013"	"2013"	11	5838612	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2014"	"2014"	10	5932995	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Drowning"	"GRINJ-002"	"White"	"2106-3"	"2015"	"2015"	15	6045434	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2002"	"2002"	10	4185659	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2010"	"2010"	15	5525690	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2013"	"2013"	10	5838612	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2015"	"2015"	12	6045434	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2014"	"2014"	14	1462587	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2015"	"2015"	12	1508982	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"1999"	"1999"	134	3734921	3.6
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2000"	"2000"	139	3811639	3.6
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2001"	"2001"	142	3935796	3.6
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2002"	"2002"	156	4185659	3.7
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2003"	"2003"	163	4382186	3.7
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2004"	"2004"	180	4574346	3.9
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2005"	"2005"	183	4767175	3.8
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2006"	"2006"	216	4944644	4.4
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2007"	"2007"	211	5105966	4.1
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2008"	"2008"	215	5236597	4.1
