Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,
87|82|82|7|Ride|MARTINA McBRIDE|2009-03-14|98|82|8|20090425,,,,
88|97|87|3|You'll Always Find Your Way Back Home|HANNAH MONTANA|2009-04-11|87|81|4|20090425,,,,
89|96|89|2|Sobeautiful|MUSIQ SOULCHILD|2009-04-18|96|89|6|20090425,,,,
90|NEW|90|1|Not Meant To Be|THEORY OF A DEADMAN|2009-04-25|90|55|21|20090425,,,,
91|NEW|91|1|Birthday Sex|JEREMIH|2009-04-25|91|4|20|20090425,,,,
92|NEW|92|1|Sissy's Song|ALAN JACKSON|2009-04-25|92|61|13|20090425,,,,
93|86|62|10|You Complete Me|KEYSHIA COLE|2009-02-21|97|62|10|20090425,,,,
94|91|15|11|Prom Queen|LIL WAYNE|2009-02-14|17|15|11|20090425,,,,
95|94|94|4|Always The Love Songs|ELI YOUNG BAND|2009-04-04|97|69|11|20090425,,,,
96|99|91|6|Kids|MGMT|2009-03-21|91|91|6|20090425,,,,
97|100|97|2|My Love|THE DREAM featuring MARIAH CAREY|2009-04-18|100|97|2|20090425,,,,
98|NEW|98|1|Marry For Money|TRACE ADKINS|2009-04-25|98|98|1|20090425,,,,
99|93|49|18|Just Like Me|JAMIE FOXX featuring T.I.|2008-12-27|75|49|18|20090425,,,,
100|NEW|100|1|Where I'm From|JASON MICHAEL CARROLL|2009-04-25|100|64|11|20090425,,,,
1|39|1|4|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090418,,,,
2|1|1|16|Poker Face|LADY GAGA|2009-01-03|92|1|40|20090418,,,,
3|2|1|10|Right Round|FLO RIDA|2009-02-14|74|1|26|20090418,,,,
4|3|3|15|Kiss Me Thru The Phone|SOULJA BOY TELL'EM featuring SAMMIE|2009-01-10|71|3|27|20090418,,,,
5|5|5|12|Blame It|JAMIE FOXX featuring T-PAIN|2009-01-31|98|2|27|20090418,,,,
6|4|2|17|Dead And Gone|T.I. featuring JUSTIN TIMBERLAKE|2008-12-27|99|2|28|20090418,,,,
7|11|7|12|Day'N'Nite|KID CUDI|2009-01-31|88|3|27|20090418,,,,
8|6|4|21|Gives You Hell|THE ALL-AMERICAN REJECTS|2008-11-29|69|4|36|20090418,,,,
9|14|7|20|You Found Me|THE FRAY|2008-12-06|28|7|39|20090418,,,,
10|8|6|5|The Climb|MILEY CYRUS|2009-03-21|6|4|28|20090418,,,,
11|9|1|33|Just Dance|LADY GAGA featuring COLBY O'DONIS|2008-09-06|74|1|47|20090418,,,,
12|7|1|12|My Life Would Suck Without You|KELLY CLARKSON|2009-01-31|97|1|24|20090418,,,,
13|10|10|4|Love Sex Magic|CIARA featuring JUSTIN TIMBERLAKE|2009-03-28|86|10|12|20090418,,,,
14|15|4|30|Love Story|TAYLOR SWIFT|2008-09-27|16|4|49|20090418,,,,
15|12|12|8|I Love College|ASHER ROTH|2009-02-28|55|12|17|20090418,,,,
16|17|15|16|Turnin' Me On|KERI HILSON featuring LIL WAYNE|2009-01-03|90|15|22|20090418,,,,
17|13|11|18|Mad|NE-YO|2008-12-20|97|11|24|20090418,,,,
18|23|18|11|Halo|BEYONCE|2009-02-07|93|5|31|20090418,,,,
19|16|2|22|Heartless|KANYE WEST|2008-11-22|4|2|30|20090418,,,,
20|21|19|18|Beautiful|AKON featuring COLBY O'DONIS & KARDINAL OFFISHALL|2008-12-20|19|19|22|20090418,,,,
21|24|21|7|If U Seek Amy|BRITNEY SPEARS|2009-03-07|94|19|19|20090418,,,,
22|19|15|19|Sober|PINK|2008-12-13|53|15|25|20090418,,,,
23|22|6|51|I'm Yours|JASON MRAZ|2008-05-03|93|6|76|20090418,,,,
24|18|3|18|Circus|BRITNEY SPEARS|2008-12-20|3|3|22|20090418,,,,
25|43|15|7|Jai Ho! (You Are My Destiny)|A.R. RAHMAN & THE PUSSYCAT DOLLS feat NICOLE SCHERZINGER|2009-03-07|100|15|13|20090418,,,,
26|27|26|9|How Do You Sleep?|JESSE McCARTNEY featuring LUDACRIS|2009-02-21|94|26|20|20090418,,,,
27|33|27|19|Second Chance|SHINEDOWN|2008-12-13|98|7|41|20090418,,,,
28|26|22|14|Rockin' That Thang|THE DREAM|2009-01-17|95|22|19|20090418,,,,
29|34|29|16|Don't Trust Me|3OH!3|2009-01-03|95|7|36|20090418,,,,
30|29|5|32|Let It Rock|KEVIN RUDOLF featuring LIL WAYNE|2008-09-13|85|5|35|20090418,,,,
31|20|20|3|Sugar|FLO RIDA featuring WYNTER|2009-04-04|25|5|18|20090418,,,,
32|37|32|6|I Know You Want Me (Calle Ocho)|PITBULL|2009-03-14|66|2|35|20090418,,,,
33|25|9|8|I Told You So|CARRIE UNDERWOOD|2009-02-28|92|9|18|20090418,,,,
34|36|11|6|Here Comes Goodbye|RASCAL FLATTS|2009-03-14|89|11|16|20090418,,,,
35|31|1|25|Single Ladies (Put A Ring On It)|BEYONCE|2008-11-01|72|1|27|20090418,,,,
36|28|1|12|Crack A Bottle|EMINEM featuring DR. DRE & 50 CENT|2009-01-31|78|1|17|20090418,,,,
37|35|3|35|Hot'n'Cold|KATY PERRY|2008-08-23|88|3|38|20090418,,,,
38|30|11|19|I Hate This Part|THE PUSSYCAT DOLLS|2008-12-13|79|11|20|20090418,,,,
39|32|13|21|White Horse|TAYLOR SWIFT|2008-11-29|13|13|22|20090418,,,,
40|41|40|11|She's Country|JASON ALDEAN|2009-02-07|88|29|19|20090418,,,,
41|42|41|11|1,2,3, 4|PLAIN WHITE T'S|2009-02-07|91|34|20|20090418,
42|52|42|5|Turn My Swag On|SOULJA BOY TELL'EM|2009-03-21|98|19|20|20090418,,,,
43|40|1|48|Viva La Vida|COLDPLAY|2008-05-24|15|1|51|20090418,,,,
44|56|44|7|It's America|RODNEY ATKINS|2009-03-07|98|44|20|20090418,,,,
45|54|39|6|All The Above|MAINO featuring T-PAIN|2009-03-14|54|39|20|20090418,,,,
46|48|46|3|Don't Forget|DEMI LOVATO|2009-04-04|84|41|8|20090418,,,,
47|44|36|12|It Won't Be Like This For Long|DARIUS RUCKER|2009-01-31|76|36|18|20090418,,,,
48|45|1|28|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20090418,,,,
49|51|47|10|Ain't I|YUNG L.A. featuring YOUNG DRO & T.I.|2009-02-14|100|47|19|20090418,,,,
50|47|10|27|Gotta Be Somebody|NICKELBACK|2008-10-18|10|10|27|20090418,,,,
51|49|35|3|Then|BRAD PAISLEY|2009-04-04|35|28|20|20090418,,,,
52|53|48|12|Lucky|JASON MRAZ featuring COLBIE CAILAT|2009-01-31|84|48|19|20090418,,,,
53|50|19|16|Diva|BEYONCE|2009-01-03|96|19|20|20090418,,,,
54|65|54|2|Knock You Down|KERI HILSON featuring KANYE WEST & NE-YO|2009-04-11|65|3|31|20090418,,,,
55|69|55|5|You Can Get It All|BOW WOW featuring JOHNTA AUSTIN|2009-03-21|90|55|10|20090418,,,,
56|68|56|10|That's Not My Name|THE TING TINGS|2009-02-14|64|52|17|20090418,,,,
57|61|57|10|Don't Think I Can't Love You|JAKE OWEN|2009-02-14|98|57|15|20090418,,,,
58|70|58|5|It Happens|SUGARLAND|2009-03-21|97|33|20|20090418,,,,
59|58|49|9|Stanky Legg|GS BOYZ|2009-02-21|86|49|14|20090418,,,,
60|63|59|14|River Of Love|GEORGE STRAIT|2009-01-17|100|59|17|20090418,,,,
61|60|60|5|Candle (Sick And Tired)|THE WHITE TIE AFFAIR|2009-03-21|93|57|8|20090418,,,,
62|46|46|4|Hoedown Throwdown|MILEY CYRUS|2009-03-28|56|18|13|20090418,,,,
63|NEW|63|1|Come Back To Me|DAVID COOK|2009-04-18|63|63|1|20090418,,,,
64|67|64|9|Use Somebody|KINGS OF LEON|2009-02-21|100|4|56|20090418,,,,
65|66|65|8|I'm On The Boat|THE LONELY ISLAND featuring T-PAIN|2009-02-28|86|56|20|20090418,,,,
66|71|66|4|Careless Whisper|SEETHER|2009-03-28|78|63|17|20090418,,,,
67|55|29|12|Thinking Of You|KATY PERRY|2009-01-31|79|29|15|20090418,,,,
68|79|68|4|Whatever It Is|ZAC BROWN BAND|2009-03-28|94|26|20|20090418,,,,
69|72|69|2|Crazier|TAYLOR SWIFT|2009-04-11|72|17|8|20090418,,,,
70|75|70|5|Magnificent|RICK ROSS featuring JOHN LEGEND|2009-03-21|88|62|11|20090418,,,,
71|76|71|5|Next To You|MIKE JONES|2009-03-21|87|71|10|20090418,,,,
72|64|17|19|Untouched|THE VERONICAS|2008-12-13|62|17|20|20090418,,,,
73|73|68|8|Nothin' To Die For|TIM McGRAW|2009-02-28|97|68|11|20090418,,,,
74|74|61|11|Move (If You 'W'anna)|MIMS|2009-02-07|96|61|13|20090418,,,,
75|NEW|75|1|Be On You|FLO-RIDA feat NE-YO|2009-04-18|75|75|1|20090418,,,,
76|97|76|3|I Run To You|LADY ANTEBELLUM|2009-04-04|100|27|21|20090418,,,,
77|90|77|3|Boyfriend #2|PLEASURE P|2009-04-04|91|42|18|20090418,,,,
78|80|75|6|Shuttin' Detroit Down|JOHN RICH|2009-03-14|90|75|8|20090418,,,,
79|78|36|20|God Love Her|TOBY KEITH|2008-12-06|89|36|20|20090418,,,,
80|99|80|2|The Fear|LILY ALLEN|2009-04-11|99|80|6|20090418,,,,
81|94|81|4|One In Every Crowd|MONTGOMERY GENTRY|2009-03-28|100|53|17|20090418,,,,
82|84|82|6|Ride|MARTINA McBRIDE|2009-03-14|98|82|8|20090418,,,,
83|85|72|7|Never Ever|CIARA featuring YOUNG JEEZY|2009-03-07|96|66|15|20090418,,,,
84|83|54|17|She Got Her Own|NE-YO featuring JAMIE FOXX & FABULOUS|2008-12-27|93|54|20|20090418,,,,
85|NEW|85|1|Things That Matter|RASCAL FLATTS|2009-04-18|85|85|1|20090418,,,,
86|82|62|9|You Complete Me|KEYSHIA COLE|2009-02-21|97|62|10|20090418,,,,
87|91|84|6|If This Isn't Love|JENNIFER HUDSON|2009-03-14|92|63|12|20090418,,,,
88|81|81|2|Lifeline|PAPA ROACH|2009-04-11|81|81|2|20090418,,,,
89|88|51|4|Kiss A Girl|KEITH URBAN|2009-03-28|51|16|20|20090418,,,,
90|NEW|90|1|Sideways|DIERKS BENTLEY|2009-04-18|90|35|20|20090418,,,,
91|86|15|10|Prom Queen|LIL WAYNE|2009-02-14|17|15|11|20090418,,,,
92|38|33|3|Hot Revolver|LIL WAYNE|2009-04-04|33|33|3|20090418,,,,
93|92|49|17|Just Like Me|JAMIE FOXX featuring T.I.|2008-12-27|75|49|18|20090418,,,,
94|100|94|3|Always The Love Songs|ELI YOUNG BAND|2009-04-04|97|69|11|20090418,,,,
95|NEW|95|1|Jump|FLO-RIDA featuring NELLY FURTADO|2009-04-18|95|95|1|20090418,,,,
96|NEW|96|1|Sobeautiful|MUSIQ SOULCHILD|2009-04-18|96|89|6|20090418,,,,
97|87|87|2|You'll Always Find Your Way Back Home|HANNAH MONTANA|2009-04-11|87|81|4|20090418,,,,
98|95|47|18|Down The Road|KENNY CHESNEY with MAC McANALLY|2008-12-20|85|47|18|20090418,,,,
99|93|91|5|Kids|MGMT|2009-03-21|91|91|6|20090418,,,,
100|NEW|100|1|My Love|THE DREAM featuring MARIAH CAREY|2009-04-18|100|97|2|20090418,,,,
1|2|1|15|Poker Face|LADY GAGA|2009-01-03|92|1|40|20090411,,,,
2|1|1|9|Right Round|FLO RIDA|2009-02-14|74|1|26|20090411,,,,
3|3|3|14|Kiss Me Thru The Phone|SOULJA BOY TELL'EM featuring SAMMIE|2009-01-10|71|3|27|20090411,,,,
4|4|2|16|Dead And Gone|T.I. featuring JUSTIN TIMBERLAKE|2008-12-27|99|2|28|20090411,,,,
5|7|5|11|Blame It|JAMIE FOXX featuring T-PAIN|2009-01-31|98|2|27|20090411,,,,
6|5|4|20|Gives You Hell|THE ALL-AMERICAN REJECTS|2008-11-29|69|4|36|20090411,,,,
7|6|1|11|My Life Would Suck Without You|KELLY CLARKSON|2009-01-31|97|1|24|20090411,,,,
8|11|6|4|The Climb|MILEY CYRUS|2009-03-21|6|4|28|20090411,,,,
9|10|1|32|Just Dance|LADY GAGA featuring COLBY O'DONIS|2008-09-06|74|1|47|20090411,,,,
10|27|10|3|Love Sex Magic|CIARA featuring JUSTIN TIMBERLAKE|2009-03-28|86|10|12|20090411,,,,
11|18|11|11|Day'N'Nite|KID CUDI|2009-01-31|88|3|27|20090411,,,,
12|14|12|7|I Love College|ASHER ROTH|2009-02-28|55|12|17|20090411,,,,
13|12|11|17|Mad|NE-YO|2008-12-20|97|11|24|20090411,,,,
14|16|7|19|You Found Me|THE FRAY|2008-12-06|28|7|39|20090411,,,,
15|13|4|29|Love Story|TAYLOR SWIFT|2008-09-27|16|4|49|20090411,,,,
16|8|2|21|Heartless|KANYE WEST|2008-11-22|4|2|30|20090411,,,,
17|15|15|15|Turnin' Me On|KERI HILSON featuring LIL WAYNE|2009-01-03|90|15|22|20090411,,,,
18|17|3|17|Circus|BRITNEY SPEARS|2008-12-20|3|3|22|20090411,,,,
19|19|15|18|Sober|PINK|2008-12-13|53|15|25|20090411,,,,
20|25|20|2|Sugar|FLO RIDA featuring WYNTER|2009-04-04|25|5|18|20090411,,,,
21|20|19|17|Beautiful|AKON featuring COLBY O'DONIS & KARDINAL OFFISHALL|2008-12-20|19|19|22|20090411,,,,
22|24|6|50|I'm Yours|JASON MRAZ|2008-05-03|93|6|76|20090411,,,,
23|28|23|10|Halo|BEYONCE|2009-02-07|93|5|31|20090411,,,,
24|26|24|6|If U Seek Amy|BRITNEY SPEARS|2009-03-07|94|19|19|20090411,,,,
25|9|9|7|I Told You So|CARRIE UNDERWOOD|2009-02-28|92|9|18|20090411,,,,
26|23|22|13|Rockin' That Thang|THE DREAM|2009-01-17|95|22|19|20090411,,,,
27|36|27|8|How Do You Sleep?|JESSE McCARTNEY featuring LUDACRIS|2009-02-21|94|26|20|20090411,,,,
28|22|1|11|Crack A Bottle|EMINEM featuring DR. DRE & 50 CENT|2009-01-31|78|1|17|20090411,,,,
29|29|5|31|Let It Rock|KEVIN RUDOLF featuring LIL WAYNE|2008-09-13|85|5|35|20090411,,,,
30|31|11|18|I Hate This Part|THE PUSSYCAT DOLLS|2008-12-13|79|11|20|20090411,,,,
31|30|1|24|Single Ladies (Put A Ring On It)|BEYONCE|2008-11-01|72|1|27|20090411,,,,
32|32|13|20|White Horse|TAYLOR SWIFT|2008-11-29|13|13|22|20090411,,,,
33|40|33|18|Second Chance|SHINEDOWN|2008-12-13|98|7|41|20090411,,,,
34|42|34|15|Don't Trust Me|3OH!3|2009-01-03|95|7|36|20090411,,,,
35|34|3|34|Hot'n'Cold|KATY PERRY|2008-08-23|88|3|38|20090411,,,,
36|21|11|5|Here Comes Goodbye|RASCAL FLATTS|2009-03-14|89|11|16|20090411,,,,
37|44|37|5|I Know You Want Me (Calle Ocho)|PITBULL|2009-03-14|66|2|35|20090411,,,,
38|33|33|2|Hot Revolver|LIL WAYNE|2009-04-04|33|33|3|20090411,,,,
39|54|39|3|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090411,,,,
40|37|1|47|Viva La Vida|COLDPLAY|2008-05-24|15|1|51|20090411,,,,
41|43|41|10|She's Country|JASON ALDEAN|2009-02-07|88|29|19|20090411,,,,
42|46|42|10|1,2,3, 4|PLAIN WHITE T'S|2009-02-07|91|34|20|20090411,
43|48|15|6|Jai Ho! (You Are My Destiny)|A.R. RAHMAN & THE PUSSYCAT DOLLS feat NICOLE SCHERZINGER|2009-03-07|100|15|13|20090411,,,,
44|41|36|11|It Won't Be Like This For Long|DARIUS RUCKER|2009-01-31|76|36|18|20090411,,,,
45|39|1|27|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20090411,,,,
46|68|46|3|Hoedown Throwdown|MILEY CYRUS|2009-03-28|56|18|13|20090411,,,,
47|45|10|26|Gotta Be Somebody|NICKELBACK|2008-10-18|10|10|27|20090411,,,,
48|84|48|2|Don't Forget|DEMI LOVATO|2009-04-04|84|41|8|20090411,,,,
49|35|35|2|Then|BRAD PAISLEY|2009-04-04|35|28|20|20090411,,,,
50|38|19|15|Diva|BEYONCE|2009-01-03|96|19|20|20090411,,,,
51|47|47|9|Ain't I|YUNG L.A. featuring YOUNG DRO & T.I.|2009-02-14|100|47|19|20090411,,,,
52|61|52|4|Turn My Swag On|SOULJA BOY TELL'EM|2009-03-21|98|19|20|20090411,,,,
53|60|48|11|Lucky|JASON MRAZ featuring COLBIE CAILAT|2009-01-31|84|48|19|20090411,,,,
54|57|39|5|All The Above|MAINO featuring T-PAIN|2009-03-14|54|39|20|20090411,,,,
55|51|29|11|Thinking Of You|KATY PERRY|2009-01-31|79|29|15|20090411,,,,
56|56|52|6|It's America|RODNEY ATKINS|2009-03-07|98|44|20|20090411,,,,
57|NEW|57|1|Let's Get Crazy|HANNAH MONTANA|2009-04-11|57|57|1|20090411,,,,
58|55|49|8|Stanky Legg|GS BOYZ|2009-02-21|86|49|14|20090411,,,,
59|NEW|59|1|Love Who You Love|RASCAL FLATTS|2009-04-11|59|59|1|20090411,,,,
60|63|60|4|Candle (Sick And Tired)|THE WHITE TIE AFFAIR|2009-03-21|93|57|8|20090411,,,,
61|58|57|9|Don't Think I Can't Love You|JAKE OWEN|2009-02-14|98|57|15|20090411,,,,
62|50|30|20|Sweet Thing|KEITH URBAN|2008-11-29|43|30|20|20090411,,,,
63|59|59|13|River Of Love|GEORGE STRAIT|2009-01-17|100|59|17|20090411,,,,
64|52|17|18|Untouched|THE VERONICAS|2008-12-13|62|17|20|20090411,,,,
65|NEW|65|1|Knock You Down|KERI HILSON featuring KANYE WEST & NE-YO|2009-04-11|65|3|31|20090411,,,,
66|81|65|7|I'm On The Boat|THE LONELY ISLAND featuring T-PAIN|2009-02-28|86|56|20|20090411,,,,
67|70|64|8|Use Somebody|KINGS OF LEON|2009-02-21|100|4|56|20090411,,,,
68|67|64|9|That's Not My Name|THE TING TINGS|2009-02-14|64|52|17|20090411,,,,
69|69|69|4|You Can Get It All|BOW WOW featuring JOHNTA AUSTIN|2009-03-21|90|55|10|20090411,,,,
70|73|70|4|It Happens|SUGARLAND|2009-03-21|97|33|20|20090411,,,,
71|76|71|3|Careless Whisper|SEETHER|2009-03-28|78|63|17|20090411,,,,
72|NEW|72|1|Crazier|TAYLOR SWIFT|2009-04-11|72|17|8|20090411,,,,
73|74|68|7|Nothin' To Die For|TIM McGRAW|2009-02-28|97|68|11|20090411,,,,
74|72|61|10|Move (If You 'W'anna)|MIMS|2009-02-07|96|61|13|20090411,,,,
75|77|75|4|Magnificent|RICK ROSS featuring JOHN LEGEND|2009-03-21|88|62|11|20090411,,,,
76|75|75|4|Next To You|MIKE JONES|2009-03-21|87|71|10|20090411,,,,
77|64|44|20|Cowgirls Don't Cry|BROOKS & DUNN featuring REBA McENTIRE|2008-11-29|85|44|20|20090411,,,,
78|66|36|19|God Love Her|TOBY KEITH|2008-12-06|89|36|20|20090411,,,,
79|83|79|3|Whatever It Is|ZAC BROWN BAND|2009-03-28|94|26|20|20090411,,,,
80|87|75|5|Shuttin' Detroit Down|JOHN RICH|2009-03-14|90|75|8|20090411,,,,
81|NEW|81|1|Lifeline|PAPA ROACH|2009-04-11|81|81|2|20090411,,,,
82|71|62|8|You Complete Me|KEYSHIA COLE|2009-02-21|97|62|10|20090411,,,,
83|89|54|16|She Got Her Own|NE-YO featuring JAMIE FOXX & FABULOUS|2008-12-27|93|54|20|20090411,,,,
84|93|84|5|Ride|MARTINA McBRIDE|2009-03-14|98|82|8|20090411,,,,
85|85|72|6|Never Ever|CIARA featuring YOUNG JEEZY|2009-03-07|96|66|15|20090411,,,,
86|78|15|9|Prom Queen|LIL WAYNE|2009-02-14|17|15|11|20090411,,,,
87|NEW|87|1|You'll Always Find Your Way Back Home|HANNAH MONTANA|2009-04-11|87|81|4|20090411,,,,
88|86|51|3|Kiss A Girl|KEITH URBAN|2009-03-28|51|16|20|20090411,,,,
89|65|65|2|Always Strapped|BIRDMAN featuring LIL' WAYNE|2009-04-04|65|65|2|20090411,,,,
90|91|90|2|Boyfriend #2|PLEASURE P|2009-04-04|91|42|18|20090411,,,,
91|88|84|5|If This Isn't Love|JENNIFER HUDSON|2009-03-14|92|63|12|20090411,,,,
92|90|49|16|Just Like Me|JAMIE FOXX featuring T.I.|2008-12-27|75|49|18|20090411,,,,
93|99|91|4|Kids|MGMT|2009-03-21|91|91|6|20090411,,,,
94|98|94|3|One In Every Crowd|MONTGOMERY GENTRY|2009-03-28|100|53|17|20090411,,,,
95|79|47|17|Down The Road|KENNY CHESNEY with MAC McANALLY|2008-12-20|85|47|18|20090411,,,,
96|82|74|8|Lions, Tigers & Bears|JAZMINE SULLIVAN|2009-02-21|99|74|8|20090411,,,
97|100|97|2|I Run To You|LADY ANTEBELLUM|2009-04-04|100|27|21|20090411,,,,
98|NEW|98|1|Only You Can Love Me This Way|KEITH URBAN|2009-04-11|98|98|1|20090411,,,,
99|NEW|99|1|The Fear|LILY ALLEN|2009-04-11|99|80|6|20090411,,,,
100|97|97|2|Always The Love Songs|ELI YOUNG BAND|2009-04-04|97|69|11|20090411,,,,
1|1|1|8|Right Round|FLO RIDA|2009-02-14|74|1|26|20090404,,,,
2|3|2|14|Poker Face|LADY GAGA|2009-01-03|92|1|40|20090404,,,,
3|4|3|13|Kiss Me Thru The Phone|SOULJA BOY TELL'EM featuring SAMMIE|2009-01-10|71|3|27|20090404,,,,
4|2|2|15|Dead And Gone|T.I. featuring JUSTIN TIMBERLAKE|2008-12-27|99|2|28|20090404,,,,
5|6|4|19|Gives You Hell|THE ALL-AMERICAN REJECTS|2008-11-29|69|4|36|20090404,,,,
6|5|1|10|My Life Would Suck Without You|KELLY CLARKSON|2009-01-31|97|1|24|20090404,,,,
7|8|7|10|Blame It|JAMIE FOXX featuring T-PAIN|2009-01-31|98|2|27|20090404,,,,
8|7|2|20|Heartless|KANYE WEST|2008-11-22|4|2|30|20090404,,,,
9|57|9|6|I Told You So|CARRIE UNDERWOOD|2009-02-28|92|9|18|20090404,,,,
10|10|1|31|Just Dance|LADY GAGA featuring COLBY O'DONIS|2008-09-06|74|1|47|20090404,,,,
11|9|6|3|The Climb|MILEY CYRUS|2009-03-21|6|4|28|20090404,,,,
12|12|11|16|Mad|NE-YO|2008-12-20|97|11|24|20090404,,,,
13|13|4|28|Love Story|TAYLOR SWIFT|2008-09-27|16|4|49|20090404,,,,
14|17|14|6|I Love College|ASHER ROTH|2009-02-28|55|12|17|20090404,,,,
15|15|15|14|Turnin' Me On|KERI HILSON featuring LIL WAYNE|2009-01-03|90|15|22|20090404,,,,
16|16|7|18|You Found Me|THE FRAY|2008-12-06|28|7|39|20090404,,,,
17|14|3|16|Circus|BRITNEY SPEARS|2008-12-20|3|3|22|20090404,,,,
18|23|18|10|Day'N'Nite|KID CUDI|2009-01-31|88|3|27|20090404,,,,
19|20|15|17|Sober|PINK|2008-12-13|53|15|25|20090404,,,,
20|19|19|16|Beautiful|AKON featuring COLBY O'DONIS & KARDINAL OFFISHALL|2008-12-20|19|19|22|20090404,,,,
21|11|11|4|Here Comes Goodbye|RASCAL FLATTS|2009-03-14|89|11|16|20090404,,,,
22|18|1|10|Crack A Bottle|EMINEM featuring DR. DRE & 50 CENT|2009-01-31|78|1|17|20090404,,,,
23|22|22|12|Rockin' That Thang|THE DREAM|2009-01-17|95|22|19|20090404,,,,
24|25|6|49|I'm Yours|JASON MRAZ|2008-05-03|93|6|76|20090404,,,,
25|NEW|25|1|Sugar|FLO RIDA featuring WYNTER|2009-04-04|25|5|18|20090404,,,,
26|35|26|5|If U Seek Amy|BRITNEY SPEARS|2009-03-07|94|19|19|20090404,,,,
27|86|27|2|Love Sex Magic|CIARA featuring JUSTIN TIMBERLAKE|2009-03-28|86|10|12|20090404,,,,
28|32|28|9|Halo|BEYONCE|2009-02-07|93|5|31|20090404,,,,
29|26|5|30|Let It Rock|KEVIN RUDOLF featuring LIL WAYNE|2008-09-13|85|5|35|20090404,,,,
30|24|1|23|Single Ladies (Put A Ring On It)|BEYONCE|2008-11-01|72|1|27|20090404,,,,
31|27|11|17|I Hate This Part|THE PUSSYCAT DOLLS|2008-12-13|79|11|20|20090404,,,,
32|29|13|19|White Horse|TAYLOR SWIFT|2008-11-29|13|13|22|20090404,,,,
33|NEW|33|1|Hot Revolver|LIL WAYNE|2009-04-04|33|33|3|20090404,,,,
34|28|3|33|Hot'n'Cold|KATY PERRY|2008-08-23|88|3|38|20090404,,,,
35|NEW|35|1|Then|BRAD PAISLEY|2009-04-04|35|28|20|20090404,,,,
36|34|33|7|How Do You Sleep?|JESSE McCARTNEY featuring LUDACRIS|2009-02-21|94|26|20|20090404,,,,
37|33|1|46|Viva La Vida|COLDPLAY|2008-05-24|15|1|51|20090404,,,,
38|30|19|14|Diva|BEYONCE|2009-01-03|96|19|20|20090404,,,,
39|31|1|26|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20090404,,,,
40|39|39|17|Second Chance|SHINEDOWN|2008-12-13|98|7|41|20090404,,,,
41|36|36|10|It Won't Be Like This For Long|DARIUS RUCKER|2009-01-31|76|36|18|20090404,,,,
42|45|42|14|Don't Trust Me|3OH!3|2009-01-03|95|7|36|20090404,,,,
43|42|42|9|She's Country|JASON ALDEAN|2009-02-07|88|29|19|20090404,,,,
44|50|44|4|I Know You Want Me (Calle Ocho)|PITBULL|2009-03-14|66|2|35|20090404,,,,
45|37|10|25|Gotta Be Somebody|NICKELBACK|2008-10-18|10|10|27|20090404,,,,
46|49|46|9|1,2,3, 4|PLAIN WHITE T'S|2009-02-07|91|34|20|20090404,
47|47|47|8|Ain't I|YUNG L.A. featuring YOUNG DRO & T.I.|2009-02-14|100|47|19|20090404,,,,
48|48|15|5|Jai Ho! (You Are My Destiny)|A.R. RAHMAN & THE PUSSYCAT DOLLS feat NICOLE SCHERZINGER|2009-03-07|100|15|13|20090404,,,,
49|46|1|31|So What|PINK|2008-09-06|9|1|31|20090404,,,,
50|38|30|19|Sweet Thing|KEITH URBAN|2008-11-29|43|30|20|20090404,,,,
51|44|29|10|Thinking Of You|KATY PERRY|2009-01-31|79|29|15|20090404,,,,
52|41|17|17|Untouched|THE VERONICAS|2008-12-13|62|17|20|20090404,,,,
53|NEW|53|1|Forever|RASCAL FLATTS|2009-04-04|53|53|1|20090404,,,,
54|71|54|2|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090404,,,,
55|55|49|7|Stanky Legg|GS BOYZ|2009-02-21|86|49|14|20090404,,,,
56|53|52|5|It's America|RODNEY ATKINS|2009-03-07|98|44|20|20090404,,,,
57|43|39|4|All The Above|MAINO featuring T-PAIN|2009-03-14|54|39|20|20090404,,,,
58|58|57|8|Don't Think I Can't Love You|JAKE OWEN|2009-02-14|98|57|15|20090404,,,,
59|59|59|12|River Of Love|GEORGE STRAIT|2009-01-17|100|59|17|20090404,,,,
60|60|48|10|Lucky|JASON MRAZ featuring COLBIE CAILAT|2009-01-31|84|48|19|20090404,,,,
61|69|61|3|Turn My Swag On|SOULJA BOY TELL'EM|2009-03-21|98|19|20|20090404,,,,
62|21|21|2|Home Sweet Home|CARRIE UNDERWOOD|2009-03-28|21|21|2|20090404,,,,
63|67|63|3|Candle (Sick And Tired)|THE WHITE TIE AFFAIR|2009-03-21|93|57|8|20090404,,,,
64|52|44|19|Cowgirls Don't Cry|BROOKS & DUNN featuring REBA McENTIRE|2008-11-29|85|44|20|20090404,,,,
