BBL,Street Number,Street Name,Borough,Zip,Benchmarking Submission,Entry Number,Site EUI,Weather Normalized Source EUI,Water per Square Foot,ENERGY STAR Score,GHG,Reported Building Square Footage,Reported Facility Type,Number of Buildings,Reported BINs
1014540001,405,EAST   59 STREET    ,MANHATTAN,10022,No DOF Record as of 08/01/12,,,,,,,,,,
1014560035,406,EAST   62 STREET,MANHATTAN,10065,Yes,261,34.700000000000003,92.2,0,N/A,559.84,193270,Other,1,BIN: 1045287
1014560046,1124,   1 AVENUE,MANHATTAN,10065,Yes,1632,151.9,436.2,,N/A,482.64,38000,Entertainment/Culture,1,BIN: 1045288
1014610013,425,EAST   66 STREET,MANHATTAN,10065,Yes,19,219.70000000000002,733.9,0,N/A,6766.82,327993,Other,1,1045570
1014610021,1233,YORK AVENUE         ,MANHATTAN,10065,No DOF Record as of 08/01/12,,,,,,,,,,
1014620001,1250,   1 AVENUE,MANHATTAN,10065,Yes,171,369.1,737.9,0,N/A,42715.840000000004,1369786,Other,1,1087284;1045572
1014620005,1275,YORK AVENUE,MANHATTAN,10065,Yes,171,369.1,737.9,0,N/A,42715.840000000004,1369786,Other,3,1087284;1045572
1014630005,410,EAST   69 STREET    ,MANHATTAN,10021,No DOF Record as of 08/01/12,,,,,,,,,,
1014630011,425,EAST   68 STREET,MANHATTAN,10065,Yes,18,410.6,941.6,0,N/A,26649.45,750000,Other,1,10845575
1014640021,1293,YORK AVENUE,MANHATTAN,10021,Yes,610,134.5,231.9,,71,1171.3900000000001,105999,Office,1,Block 1464 Lot 21
1014640028,1301,YORK AVENUE,MANHATTAN,10021,Yes,607,380.5,686.9,,4,8780.69,277245,Medical Office,1,Block 1464 Lot 28-29
1014640030,428,EAST   70 STREET,MANHATTAN,10021,Yes,611,129.9,219.4,,37,2648.67,249214,Residence Hall/Dormitory,1,Block 1464 Lot 30
1014660021,1339,YORK AVENUE,MANHATTAN,10021,Yes,637,,,,N/A,,255982,Senior Care Facility,1,
1014660021,1339,YORK AVENUE,MANHATTAN,10021,Yes,2185,71.7,239.3,,56,806.94,119952,Senior Care Facility,1,1045836
1014680005,405,EAST   73 STREET    ,MANHATTAN,10021,No DOF Record as of 08/01/12,,,,,,,,,,
1014700033,422,EAST   76 STREET    ,MANHATTAN,10021,No DOF Record as of 08/01/12,,,,,,,,,,
1014740031,500,EAST   62 STREET,MANHATTAN,10065,Yes,1825,112.60000000000001,219.4,,44,1036.6600000000001,132976,Hotel,1,1046251
1014740040,510,EAST   62 STREET,MANHATTAN,10065,Yes,1049,353.8,750.2,,81,2023.2,72000,Hospital (General Medical and Surgical),1,1046252
1014759005,518,EAST   63 STREET    ,MANHATTAN,10065,No DOF Record as of 08/01/12,,,,,,,,,,
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,606,2039.3,2431.4,,N/A,3881.17,63320,Other,1,Block & Lot #
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,612,1991.5,2451.9,,N/A,38309.08,586436,Other,1,Block 1480 Lot 1
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1185,293.2,407.5,,54,11207.01,510341,Hospital (General Medical and Surgical),1,1084781 (multiple)
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1186,293.2,410.8,,79,23218.97,1057337,Hospital (General Medical and Surgical),1,1084780
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1187,293.2,407.5,,N/A,1570.3700000000001,71511,Hospital (General Medical and Surgical),1,1084781 (multiple)
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1189,293.2,410.8,,N/A,1194.93,54414,Hospital (General Medical and Surgical),1,1084781 (multiple)
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1190,293.2,407.5,,N/A,1689.42,76932,Hospital (General Medical and Surgical),1,1084781(multiple)
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1191,293.2,410.8,,N/A,2730.3,124332,Hospital (General Medical and Surgical),1,1084781
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1192,293.2,407.5,,N/A,2094.52,95380,Hospital (General Medical and Surgical),1,1084781
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1193,293.2,407.5,,81,2099.7600000000002,95616,Hospital (General Medical and Surgical),1,1084781
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1194,317.8,432.90000000000003,,N/A,626.44000000000005,26925,Hospital (General Medical and Surgical),1,1084781
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1195,293.2,410.8,,N/A,4329.72,197165,Hospital (General Medical and Surgical),1,1084781
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1196,293.2,410.8,,N/A,8620.84,392573,Hospital (General Medical and Surgical),1,1081252
1014800001,1176,YORK AVENUE,MANHATTAN,10065,Yes,1197,293.2,407.5,,N/A,814.48,37089,Hospital (General Medical and Surgical),1,1084781
1014800010,1230,YORK AVENUE,MANHATTAN,10065,Yes,1248,342.90000000000003,641.5,,N/A,33116.33,1416719,Other,10,1087130;1808548;1087140;1087137;1087135;1087136;1087134;1087131;1087129;1087126;1087125;1087124;1087151;1087127;1087128;1087139;1087132
1014809001,,F D R DRIVE         ,MANHATTAN,0,No DOF Record as of 08/01/12,,,,,,,,,,
1014809010,1174,YORK AVENUE         ,MANHATTAN,10065,No DOF Record as of 08/01/12,,,,,,,,,,
1014820001,505,EAST   70 STREET,MANHATTAN,10021,Yes,1224,19,63.6,,N/A,1064.19,595492,Multifamily Housing,1,1046255
1014820020,527,F D R DRIVE,MANHATTAN,10002,Yes,1139,128.80000000000001,422.5,,N/A,6195.1500000000005,512295,"Health Care: Inpatient (Specialty Hospitals, Excluding Children's)",1,1046256
1014820040,512,EAST   71 STREET    ,MANHATTAN,10021,No DOF Record as of 08/01/12,,,,,,,,,,
1014829020,,F D R DRIVE         ,MANHATTAN,0,No DOF Record as of 08/01/12,,,,,,,,,,
1014830001,1334,YORK AVENUE         ,MANHATTAN,10021,No DOF Record as of 08/01/12,,,,,,,,,,
1014830009,511,EAST   71 STREET,MANHATTAN,10021,Yes,608,635.1,1189.7,,N/A,5890.1,112656,Other,2,Block 1483 Lot 9
1014830023,537,EAST   71 STREET,MANHATTAN,10021,Yes,1561,135.30000000000001,443.3,,N/A,1038.32,81767,"Health Care: Inpatient (Specialty Hospitals, Excluding Children's)",1,1046258
1014830033,525,EAST   71 STREET,MANHATTAN,10021,Yes,1144,383.6,1258.3,,N/A,7630.72,211990,Other,1,1087893
1014830033,525,EAST   71 STREET,MANHATTAN,10021,Yes,1167,211.3,549.5,,N/A,3082.11,164806,Multifamily Housing,1,1087893
1014840014,521,EAST   72 STREET,MANHATTAN,10021,Yes,646,75.900000000000006,117.3,,N/A,510.83,109185,Multifamily Housing,1,1046262
1014850015,525,EAST   73 STREET    ,MANHATTAN,10021,No DOF Record as of 08/01/12,,,,,,,,,,
1014870025,540,EAST   76 STREET    ,MANHATTAN,10021,No DOF Record as of 08/01/12,,,,,,,,,,
1014870043,506,EAST   76 STREET    ,MANHATTAN,10021,No DOF Record as of 08/01/12,,,,,,,,,,
1014950032,39,EAST   83 STREET    ,MANHATTAN,10028,No DOF Record as of 08/01/12,,,,,,,,,,
1014950033,990,PARK AVENUE,MANHATTAN,10028,Yes,2086,74.8,138.80000000000001,,52,536.92999999999995,89500,K-12 School,1,1046786
1014960026,51,EAST   84 STREET    ,MANHATTAN,10028,No DOF Record as of 08/01/12,,,,,,,,,,
1015000001,1070,   5 AVENUE         ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015000062,16,EAST   89 STREET    ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015010069,1085,   5 AVENUE         ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015020001,1095,   5 AVENUE         ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015020059,20,EAST   91 STREET    ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015030001,1100,   5 AVENUE         ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015030059,20,EAST   92 STREET,MANHATTAN,10128,Yes,228,71,168.4,,47,458.51,85000,K-12 School,1,1083912
1015040001,1109,   5 AVENUE,MANHATTAN,10128,Yes,1037,195.8,287.10000000000002,,N/A,1010.4200000000001,85000,Recreation,1,1047052
1015040020,43,EAST   92 STREET,MANHATTAN,10128,Yes,1859,172.3,341.7,,56,757.02,53542,Hotel,1,1047067
1015130063,118,EAST   85 STREET    ,MANHATTAN,10028,No DOF Record as of 08/01/12,,,,,,,,,,
1015150046,152,EAST   87 STREET,MANHATTAN,10128,Yes,1630,2620.4,7962,,N/A,116.36,504,Other,1,1047968
1015160032,1550,   3 AVENUE,MANHATTAN,10128,Yes,1222,,,,N/A,,69919,Office,1,
1015170062,108,EAST   89 STREET,MANHATTAN,10128,Yes,847,105.8,214.3,,28,755.93000000000006,85215,K-12 School,1,1048100
1015200020,1381,LEXINGTON AVENUE,MANHATTAN,10128,Yes,534,197.70000000000002,362.8,,N/A,1943.69,121391,Public Assembly,1,1048310
1015200020,1381,LEXINGTON AVENUE,MANHATTAN,10128,Yes,1598,534.70000000000005,988.80000000000007,,N/A,1920.82,44090,Residence Hall/Dormitory,1,1048310
1015200050,1393,LEXINGTON AVENUE    ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015250005,211,EAST   79 STREET    ,MANHATTAN,10075,No DOF Record as of 08/01/12,,,,,,,,,,
1015310040,210,EAST   86 STREET,MANHATTAN,10028,Yes,1373,45,120.7,,N/A,670.08,179809,Other,1,1048782
1015380001,1645,   3 AVENUE         ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015540032,342,EAST   92 STREET    ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015560040,320,EAST   94 STREET,MANHATTAN,10128,Yes,1067,91.9,248.9,,N/A,437.88,56964,Other,1,
1015570008,309,EAST   94 STREET,MANHATTAN,10128,Yes,2387,84.8,183.5,92.31,72,414.77,67000,Office,1,1050309
1015580003,1844,   2 AVENUE         ,MANHATTAN,10128,No DOF Record as of 08/01/12,,,,,,,,,,
1015590005,409,EAST   79 STREET    ,MANHATTAN,10075,No DOF Record as of 08/01/12,,,,,,,,,,
1015810023,100,EAST END AVENUE,MANHATTAN,10028,Yes,635,100.4,211.20000000000002,,10,777.75,109350,K-12 School,2,1081314
1015900019,610,EAST   83 STREET,MANHATTAN,10028,Yes,1788,44,126.2,,80,450.63,117180,K-12 School,1,1051383
1015940002,55,CENTRAL PARK NORTH  ,MANHATTAN,10026,No DOF Record as of 08/01/12,,,,,,,,,,
1015940017,31,CENTRAL PARK NORTH  ,MANHATTAN,10026,No DOF Record as of 08/01/12,,,,,,,,,,
1016030039,42,EAST   98 STREET,MANHATTAN,10029,Yes,1125,49.800000000000004,79.5,,N/A,1453.6100000000001,371250,Multifamily Housing,1,1051470;1802773;1802772;1802771
1016030063,4,EAST   98 STREET    ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1016040006,17,EAST   98 STREET,MANHATTAN,10029,Yes,1063,366.90000000000003,653.29999999999995,,N/A,74913.08,3029625,"Health Care: Inpatient (Specialty Hospitals, Excluding Children's)",6,
1016040013,19,EAST   98 STREET,MANHATTAN,10029,Yes,1064,425.5,859.80000000000007,,1,1862.14,61600,Office,1,
1016040023,1425,MADISON AVENUE,MANHATTAN,10029,Yes,1065,392.5,754.5,,N/A,20216.16,745000,Other,2,
1016080005,5,EAST  102 STREET,MANHATTAN,10029,Yes,1066,333.7,553.4,,N/A,3523.36,163000,Health Care: Outpatient,1,
1016080069,2,EAST  103 STREET    ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1016110001,1240,   5 AVENUE         ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1016110015,1560,MADISON AVENUE      ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1016130070,1269,   5 AVENUE         ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1016220005,7,EAST  116 STREET,MANHATTAN,10029,Yes,677,91.5,162.9,,N/A,461.40000000000003,76979,Multifamily Housing,1,1074188
1016240069,1247,PARK AVENUE,MANHATTAN,10029,Yes,1126,151.6,245.70000000000002,,N/A,1126.97,115864,Multifamily Housing,1,1051717
1016250033,1768,   3 AVENUE         ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1016340003,105,EAST  106 STREET,MANHATTAN,10029,Yes,2572,86.8,242.3,,61,1388.3600000000001,180300,Office,1,1052058;1052015
1016340065,110,EAST  107 STREET,MANHATTAN,10029,Yes,2572,86.8,242.3,,61,1388.3600000000001,180300,Office,1,1052058;1052015
1016380001,100,EAST  111 STREET,MANHATTAN,10029,Yes,1078,79.900000000000006,126.7,45.87,N/A,392.29,79042,Multifamily Housing,1,1087483;1811126
1016490009,213,EAST   99 STREET    ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1016760011,317,EAST  104 STREET,MANHATTAN,10029,Yes,1115,104.60000000000001,160.4,,42,655.54,101375,Residence Hall/Dormitory,1,1052712
1016830013,321,EAST  111 STREET    ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1016910001,1880,   1 AVENUE         ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1017040001,2138,   1 AVENUE,MANHATTAN,10029,Yes,265,29.400000000000002,85.9,1.67,N/A,561.72,222200,Other,1,BIN: 1081440
1017090016,438,EAST  116 STREET    ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1017100012,421,EAST  116 STREET,MANHATTAN,10029,Yes,1081,76.2,128.1,42.7,N/A,271.58999999999997,56103,Multifamily Housing,1,1085146
1017150022,517,EAST  116 STREET    ,MANHATTAN,10029,No DOF Record as of 08/01/12,,,,,,,,,,
1017160008,515,EAST  117 STREET    ,MANHATTAN,10035,No DOF Record as of 08/01/12,,,,,,,,,,
1017230010,55,WEST  125 STREET,MANHATTAN,10027,Yes,2354,95,187.8,19.59,84,1583.88,237033,Office,1,1053499
1017280057,38,WEST  131 STREET,MANHATTAN,10037,Yes,2096,61.1,61.1,,N/A,,76680,Multifamily Housing,1,1053805
1017350047,30,WEST  138 STREET,MANHATTAN,10037,Yes,2028,181.5,322.39999999999998,,4,1291.9000000000001,90000,Senior Care Facility,1,1053921
1017390022,12,WEST  142 STREET    ,MANHATTAN,10037,No DOF Record as of 08/01/12,,,,,,,,,,
1017400009,51,WEST  142 STREET,MANHATTAN,10037,Yes,2000,,,,N/A,,,Self-Storage,2,1081459
1017400017,2367,5 AVENUE            ,MANHATTAN,10037,No DOF Record as of 08/01/12,,,,,,,,,,
1017460002,1832,MADISON AVENUE      ,MANHATTAN,10035,No DOF Record as of 08/01/12,,,,,,,,,,
1021380030,3975,BROADWAY,MANHATTAN,10032,Yes,1204,235.9,471,,56,3960.65,198430,Hospital (General Medical and Surgical),1,1084385
1017550033,1916,PARK AVENUE,MANHATTAN,10037,Yes,671,45.1,90.100000000000009,74.25,96,327.67,90000,Office,1,"2681985
Building ID Number (BIN)"
1017670028,2180,   3 AVENUE         ,MANHATTAN,10035,No DOF Record as of 08/01/12,,,,,,,,,,
1017730007,118,EAST  125 STREET,MANHATTAN,10035,Yes,1880,151,239.4,,69,1198.8900000000001,127000,Senior Care Facility,1,1087050
1017730020,149,EAST  124 STREET    ,MANHATTAN,10035,No DOF Record as of 08/01/12,,,,,,,,,,
1017740001,103,EAST  125 STREET    ,MANHATTAN,10035,No DOF Record as of 08/01/12,,,,,,,,,,
1017740030,163,EAST  125 STREET    ,MANHATTAN,10035,No DOF Record as of 08/01/12,,,,,,,,,,
1017740056,132,EAST  126 STREET,MANHATTAN,10035,Yes,929,,,,N/A,,,Other,1,1054488
1017860009,219,EAST  121 STREET    ,MANHATTAN,10035,No DOF Record as of 08/01/12,,,,,,,,,,
1017920005,207,EAST  127 STREET,MANHATTAN,10035,Yes,1452,80.8,182.5,,67,550.34,91256,Retail,1,1087849
1017920005,207,EAST  127 STREET,MANHATTAN,10035,Yes,1964,33.6,112.10000000000001,,N/A,287.66000000000003,91256,Automobile Dealership,1,1087849
1017920019,2485,   2 AVENUE,MANHATTAN,10035,Yes,1965,31.8,107.7,,N/A,410.54,137456,Automobile Dealership,1,1054700
1018190040,8,RANDALLS IS ROAD    ,MANHATTAN,10035,No DOF Record as of 08/01/12,,,,,,,,,,
1018250036,119,LENOX AVENUE        ,MANHATTAN,10026,No DOF Record as of 08/01/12,,,,,,,,,,
1018270053,244,WEST  112 STREET,MANHATTAN,10026,Yes,1735,42,137.80000000000001,,N/A,234.03,59400,Multifamily Housing,1,1086528
1018550050,881,AMSTERDAM AVENUE    ,MANHATTAN,10025,No DOF Record as of 08/01/12,,,,,,,,,,
1018610040,108,WEST  107 STREET,MANHATTAN,10025,Yes,264,29.7,75.900000000000006,0.79,N/A,275.38,113886,Other,1,BIN: 1081588
1018650001,1021,AMSTERDAM AVENUE    ,MANHATTAN,10025,No DOF Record as of 08/01/12,,,,,,,,,,
1018660001,1091,AMSTERDAM AVENUE,MANHATTAN,10025,Yes,135,236.6,437.5,,57,18550.82,1134614,Hospital (General Medical and Surgical),7,1056035;1084030;1084028;1084029;1084031;1084033;1084032
1018670001,1101,AMSTERDAM AVENUE,MANHATTAN,10025,Yes,135,236.6,437.5,,57,18550.82,1134614,Hospital (General Medical and Surgical),1,1056035;1084030;1084028;1084029;1084031;1084033;1084032
1018670005,421,WEST  114 STREET    ,MANHATTAN,10025,No DOF Record as of 08/01/12,,,,,,,,,,
1018670042,1125,AMSTERDAM AVENUE,MANHATTAN,10025,Yes,2058,206.9,368.90000000000003,,N/A,88132.58,6385382,College/University (Campus-Level),1,1056058;1057018;1057033;1057034;1057035;1057049;1059497;1059498;1059818;1059823;1059827;1059828;1059834;1076680;1082159;1082160;1082163;1082164;1082165;1082166;1082692;1083301;1083609;1083610;1084457;1084458;1084459;1084460;1084461;1084463;1084464;1084465
1018670067,420,WEST  116 STREET,MANHATTAN,10027,Yes,2058,206.9,368.90000000000003,,N/A,88132.58,6385382,College/University (Campus-Level),2,1056058;1057018;1057033;1057034;1057035;1057049;1059497;1059498;1059818;1059823;1059827;1059828;1059834;1076680;1082159;1082160;1082163;1082164;1082165;1082166;1082692;1083301;1083609;1083610;1084457;1084458;1084459;1084460;1084461;1084463;1084464;1084465
1018710042,2632,BROADWAY,MANHATTAN,10025,Yes,559,143,243.8,,N/A,798.55000000000007,87305,Multifamily Housing,1,1056464
1018730027,205,WEST  101 STREET    ,MANHATTAN,10025,No DOF Record as of 08/01/12,,,,,,,,,,
1018810004,2828,BROADWAY,MANHATTAN,10025,Yes,1261,94.9,220.4,,N/A,1268.71,176125,Multifamily Housing,1,1086018
1018830059,2874,BROADWAY,MANHATTAN,10025,Yes,1887,84.5,125.7,,N/A,803.98,125550,Multifamily Housing,1,1056988
1018840001,2880,BROADWAY,MANHATTAN,10025,Yes,1837,141.9,393.6,,N/A,710.05000000000007,59072,Education,1,1056989
1018840029,1060,AMSTERDAM AVENUE    ,MANHATTAN,10025,No DOF Record as of 08/01/12,,,,,,,,,,
1018840061,2890,BROADWAY,MANHATTAN,10025,Yes,1264,112.4,171.3,,61,749.33,92046,Residence Hall/Dormitory,1,1057014
1018850036,1084,AMSTERDAM AVENUE,MANHATTAN,10025,Yes,554,197.1,288.89999999999998,,55,2050.9899999999998,170640,Medical Office,1,1057032
1021380030,3975,BROADWAY,MANHATTAN,10032,Yes,1211,237.6,477.7,,N/A,10451.44,519420,Hospital (General Medical and Surgical),1,1084386
1018850061,2910,BROADWAY,MANHATTAN,10025,Yes,2058,206.9,368.90000000000003,,N/A,88132.58,6385382,College/University (Campus-Level),1,1056058;1057018;1057033;1057034;1057035;1057049;1059497;1059498;1059818;1059823;1059827;1059828;1059834;1076680;1082159;1082160;1082163;1082164;1082165;1082166;1082692;1083301;1083609;1083610;1084457;1084458;1084459;1084460;1084461;1084463;1084464;1084465
1018860001,1100,WEST 114 STREET,MANHATTAN,10025,Yes,2058,206.9,368.90000000000003,,N/A,88132.58,6385382,College/University (Campus-Level),8,1056058;1057018;1057033;1057034;1057035;1057049;1059497;1059498;1059818;1059823;1059827;1059828;1059834;1076680;1082159;1082160;1082163;1082164;1082165;1082166;1082692;1083301;1083609;1083610;1084457;1084458;1084459;1084460;1084461;1084463;1084464;1084465
1018930025,312,WEST  109 STREET    ,MANHATTAN,10025,No DOF Record as of 08/01/12,,,,,,,,,,
1018940011,2841,BROADWAY,MANHATTAN,10025,Yes,690,102.2,162.1,,N/A,1272.5899999999999,163000,Hotel,1,1057320
1018940056,602,WEST  112 STREET    ,MANHATTAN,10025,No DOF Record as of 08/01/12,,,,,,,,,,
1018960009,611,WEST  114 STREET    ,MANHATTAN,10025,No DOF Record as of 08/01/12,,,,,,,,,,
1018960047,431,RIVERSIDE DRIVE,MANHATTAN,10025,Yes,345,98.9,127.60000000000001,,78,501.36,68096,Residence Hall/Dormitory,1,1057373
1018960057,609,WEST  115 STREET,MANHATTAN,10025,Yes,964,46.800000000000004,153.5,,71,507.41,116827,Residence Hall/Dormitory,1,1075443
1018960080,616,WEST  116 STREET,MANHATTAN,10027,Yes,1017,75.7,113.3,,88,273.26,59000,Residence Hall/Dormitory,1,
1019090001,2081,ADAM C POWELL BLVD  ,MANHATTAN,10027,No DOF Record as of 08/01/12,,,,,,,,,,
1019090009,144,WEST  125 STREET,MANHATTAN,10027,Yes,2636,15.6,52.2,,N/A,115.93,78942,Entertainment/Culture,1,1057819
1019090012,132,WEST  125 STREET,MANHATTAN,10027,Yes,2503,36.9,77.599999999999994,,99,447.19,141183,Office,1,1057820
1019300030,2082,ADAM C POWELL BLVD,MANHATTAN,10027,Yes,1416,76.599999999999994,177.1,,88,1151.92,175574,Office,1,1058640
1019300037,208,WEST  125 STREET,MANHATTAN,10027,Yes,1418,24.400000000000002,75.599999999999994,,97,145.37,67680,Retail,1,1058641
1019300044,230,WEST  125 STREET,MANHATTAN,10027,Yes,2497,92.9,310.39999999999998,0,30,1421.44,162894,Retail,1,1058644
1019310010,253,WEST  125 STREET    ,MANHATTAN,10027,No DOF Record as of 08/01/12,,,,,,,,,,
1019310017,233,WEST  125 STREET    ,MANHATTAN,10027,No DOF Record as of 08/01/12,,,,,,,,,,
1019310021,215,WEST  125 STREET,MANHATTAN,10027,Yes,712,133.9,278.39999999999998,,52,1604.91,167619,Office,1,1058659
1019310036,2108,ADAM C POWELL BLVD,MANHATTAN,10027,Yes,2024,3.6,11.700000000000001,,N/A,22.87,68405,Office,1,1058661
1019510004,374,WEST  125 STREET,MANHATTAN,10027,Yes,2532,97.100000000000009,227,,79,862.56000000000006,116000,Medical Office,1,
1019510022,280,ST NICHOLAS AVENUE,MANHATTAN,10027,Yes,573,113,368.5,,N/A,652.23,61502,Entertainment/Culture,1,
1019570028,115,CONVENT AVENUE      ,MANHATTAN,10027,No DOF Record as of 08/01/12,,,,,,,,,,
1019610001,1145,AMSTERDAM AVENUE,MANHATTAN,10027,Yes,2058,206.9,368.90000000000003,,N/A,88132.58,6385382,College/University (Campus-Level),5,1056058;1057018;1057033;1057034;1057035;1057049;1059497;1059498;1059818;1059823;1059827;1059828;1059834;1076680;1082159;1082160;1082163;1082164;1082165;1082166;1082692;1083301;1083609;1083610;1084457;1084458;1084459;1084460;1084461;1084463;1084464;1084465
1019610039,1165,AMSTERDAM AVENUE,MANHATTAN,10027,Yes,2058,206.9,368.90000000000003,,N/A,88132.58,6385382,College/University (Campus-Level),2,1056058;1057018;1057033;1057034;1057035;1057049;1059497;1059498;1059818;1059823;1059827;1059828;1059834;1076680;1082159;1082160;1082163;1082164;1082165;1082166;1082692;1083301;1083609;1083610;1084457;1084458;1084459;1084460;1084461;1084463;1084464;1084465
1019630060,1255,AMSTERDAM AVENUE,MANHATTAN,10027,Yes,97,358.8,683.4,,1,3425.9300000000003,139392,Office,2,1087900
1019630060,1255,AMSTERDAM AVENUE,MANHATTAN,10027,Yes,1263,67.400000000000006,146.30000000000001,,73,608.4,125000,Residence Hall/Dormitory,2,1087901
1019660095,426,WEST  126 STREET,MANHATTAN,10027,Yes,1910,,,,N/A,,120000,Warehouse (Unrefrigerated),1,1081773;1081774;1081775
1019670040,1361,AMSTERDAM AVENUE,MANHATTAN,10027,Yes,1089,35.6,99.7,,N/A,321.24,107631,Warehouse (Unrefrigerated),1,1081781
1021380040,180,FT WASHINGTON AVENUE,MANHATTAN,10032,Yes,1211,237.6,477.7,,N/A,10451.44,519420,Hospital (General Medical and Surgical),5,1084386
1019730001,530,WEST  120 STREET,MANHATTAN,10027,Yes,2058,206.9,368.90000000000003,,N/A,88132.58,6385382,College/University (Campus-Level),20,1056058;1057018;1057033;1057034;1057035;1057049;1059497;1059498;1059818;1059823;1059827;1059828;1059834;1076680;1082159;1082160;1082163;1082164;1082165;1082166;1082692;1083301;1083609;1083610;1084457;1084458;1084459;1084460;1084461;1084463;1084464;1084465
1019750001,3040,BROADWAY            ,MANHATTAN,10027,No DOF Record as of 08/01/12,,,,,,,,,,
1019770001,3080,BROADWAY            ,MANHATTAN,10027,No DOF Record as of 08/01/12,,,,,,,,,,
1019860065,3280,BROADWAY,MANHATTAN,10027,Yes,2560,78.900000000000006,157.30000000000001,,84,1535.44,228106,Office,1,1059727
1019870001,3300,BROADWAY,MANHATTAN,10031,Yes,1933,25.8,59.1,,100,110.59,57650,Office,1,1059728
1019880001,3320,BROADWAY,MANHATTAN,10031,Yes,1934,371.40000000000003,510.90000000000003,,28,1565.06,53069,Office,1,1059751
1019890001,3009,BROADWAY,MANHATTAN,10027,Yes,1015,116.60000000000001,179.3,,N/A,4534.51,623875,College/University (Campus-Level),1,Main Campus facilities
1019890050,600,WEST  120 STREET,MANHATTAN,10027,Yes,1016,82.2,207.20000000000002,,N/A,1437.44,221000,Education,1,
1019910001,470,RIVERSIDE DRIVE,MANHATTAN,10027,Yes,616,86.600000000000009,191.8,15.71,79,3915.3,604557,Office,1,
1019910031,97,CLAREMONT AVENUE,MANHATTAN,10027,Yes,1685,15.6,43.2,,100,133.19999999999999,100000,Residence Hall/Dormitory,1,
1019910032,481,RIVERSIDE DRIVE,MANHATTAN,10027,Yes,1153,,,,N/A,,281164,Social/Meeting,3,
1019920013,3041,BROADWAY,MANHATTAN,10027,Yes,126,,,,62,,,Residence Hall/Dormitory,1,
1019920013,3041,BROADWAY,MANHATTAN,10027,Yes,1888,38.1,121.8,,N/A,180.8,52009,Education,1,1086560
1019930001,3081,BROADWAY,MANHATTAN,10027,Yes,687,121.4,220.4,,N/A,3287.46,363000,College/University (Campus-Level),3,
1019930002,120,CLAREMONT AVENUE    ,MANHATTAN,10027,No DOF Record as of 08/01/12,,,,,,,,,,
1019940057,500,RIVERSIDE DRIVE,MANHATTAN,10027,Yes,498,62.5,104.9,,78,1348.6000000000001,338890,Residence Hall/Dormitory,1,
1019950044,628,WEST  125 STREET,MANHATTAN,10027,Yes,2062,116.10000000000001,149.9,,N/A,6169.2,657384,Multifamily Housing,1,1059891;1805054
1019980017,615,WEST  131 STREET,MANHATTAN,10027,Yes,2614,1607.9,5295.9000000000005,,N/A,26265.170000000002,175578,Education,1,1059927
1020010001,2351,JOE DIMAGGIO HIGHWAY,MANHATTAN,10031,Yes,260,41.800000000000004,78.599999999999994,0.69,N/A,236.54,84596,Other,1,BIN: 1059941
