"attributes.Accepts.Credit.Cards","attributes.Alcohol","attributes.Ambience.casual","attributes.Ambience.classy","attributes.Ambience.divey","attributes.Ambience.hipster","attributes.Ambience.intimate","attributes.Ambience.romantic","attributes.Ambience.touristy","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Attire","attributes.Caters","attributes.Delivery","attributes.Drive.Thru","attributes.Good.For.Groups","attributes.Good.For.breakfast","attributes.Good.For.brunch","attributes.Good.For.dessert","attributes.Good.For.dinner","attributes.Good.For.latenight","attributes.Good.For.lunch","attributes.Good.for.Kids","attributes.Has.TV","attributes.Noise.Level","attributes.Outdoor.Seating","attributes.Parking.garage","attributes.Parking.lot","attributes.Parking.street","attributes.Parking.valet","attributes.Parking.validated","attributes.Price.Range","attributes.Take.out","attributes.Takes.Reservations","attributes.Waiter.Service","business_id","categories.0","categories.1","city","full_address","hours.Friday.close","hours.Friday.open","hours.Monday.close","hours.Monday.open","hours.Thursday.close","hours.Thursday.open","hours.Tuesday.close","hours.Tuesday.open","hours.Wednesday.close","hours.Wednesday.open","latitude","longitude","name","neighborhoods","open","review_count","stars","state","type","attributes.Happy.Hour","hours","attributes","categories.2","categories.3","categories.4","categories.5","hours.Saturday.close","hours.Saturday.open","hours.Sunday.close","hours.Sunday.open","attributes.Coat.Check","attributes.Good.For.Dancing","attributes.Music.dj","attributes.Smoking","attributes.Wi.Fi","neighborhoods.0","attributes.Wheelchair.Accessible","attributes.Dogs.Allowed","attributes.BYOB","attributes.BYOB.1Corkage","attributes.Corkage","attributes.Order.at.Counter","attributes.Music.background_music","attributes.Music.jukebox","attributes.Music.karaoke","attributes.Music.live","attributes.Music.video","categories","attributes.By.Appointment.Only","categories.6","attributes.Open.24.Hours","attributes.Music","neighborhoods.1","attributes.Hair.Types.Specialized.In.africanamerican","attributes.Hair.Types.Specialized.In.asian","attributes.Hair.Types.Specialized.In.coloring","attributes.Hair.Types.Specialized.In.curly","attributes.Hair.Types.Specialized.In.extensions","attributes.Hair.Types.Specialized.In.kids","attributes.Hair.Types.Specialized.In.perms","attributes.Hair.Types.Specialized.In.straightperms","attributes.Accepts.Insurance","categories.7","attributes.Ages.Allowed","attributes.Dietary.Restrictions.dairy.free","attributes.Dietary.Restrictions.gluten.free","attributes.Dietary.Restrictions.halal","attributes.Dietary.Restrictions.kosher","attributes.Dietary.Restrictions.soy.free","attributes.Dietary.Restrictions.vegan","attributes.Dietary.Restrictions.vegetarian","categories.8","neighborhoods.2","attributes.Parking","categories.9","attributes.Ambience"
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"V3lQtk1LgwAEcF9j-BzchA","Italian","Pizza","Phoenix","350 E Bell Rd
Phoenix, AZ 85022","23:30","10:00","22:30","10:00","22:30","10:00","22:30","10:00","22:30","10:00",33.6418073,-112.0694743,"Famous Ray's Pizza",NA,TRUE,143,4.5,"AZ","business",NA,NA,NA,"Sandwiches","Restaurants",NA,NA,"23:30","10:00","22:30","10:00",NA,NA,NA,NA,"free",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,"rGHktXbee4CErLsMrPqbrA","Italian","Pizza","Phoenix","16838 N 7th St
Phoenix, AZ 85022","22:30","10:30","21:30","10:30","21:30","10:30","21:30","10:30","21:30","10:30",33.6387302,-112.0662042,"Streets of New York",NA,TRUE,30,3.5,"AZ","business",NA,NA,NA,"Sandwiches","Restaurants",NA,NA,"22:30","10:30","21:30","11:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"loud",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"2J1DtN7FjGICQcgRei3jKA","Italian","Pizza","Phoenix","245 E Bell Rd
Ste 55
Phoenix, AZ 85022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6395383,-112.0717546,"Peter Piper Pizza",NA,TRUE,23,3.5,"AZ","business",NA,NA,NA,"Buffets","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",FALSE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,NA,"zwJX3eetOhpi-gv4-E4rcQ","Italian","Pizza","Phoenix","18440 N 7th St.
#13
Phoenix, AZ 85022","01:00","10:00","00:00","10:00","00:00","10:00","00:00","10:00","00:00","10:00",33.6543385,-112.0667308,"Pizza Hut",NA,TRUE,14,2.5,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,"01:00","10:00","00:00","10:00",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"pF7uRzygyZsltbmVpjIyvw","Italian","Pizza","Phoenix","1614 E Bell Rd
Phoenix, AZ 85022","22:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00",33.6413465,-112.0472623,"Spinato's Pizzeria",NA,TRUE,282,4.5,"AZ","business",NA,NA,NA,"Gluten-Free","Restaurants",NA,NA,"22:00","11:00","20:00","12:00",NA,NA,NA,NA,"no",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,"4sE8irsM-l6Y-Npodmx9kA","Italian","Pizza","Phoenix","3375 E Shea Blvd.
C2
Phoenix, AZ 85028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5817549,-112.0084514,"Pizza Hut",NA,TRUE,8,2.5,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"-KZA7UoULw_pM3jBBUzb8A","Italian","Chicken Wings","Phoenix","3143 E Greenway Rd
Phoenix, AZ 85032","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00",33.624732,-112.0144864,"Sardellas Pizza and Wings",NA,TRUE,34,3,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"23:00","11:00","22:00","11:00",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"QSCeI8HdUluG-YmbDWo-fw","Italian","Pizza","Phoenix","3120 E Cactus Rd
Phoenix, AZ 85032","22:00","10:30","21:00","10:30","21:00","10:30","21:00","10:30","21:00","10:30",33.597327,-112.014251,"Streets of New York",NA,TRUE,27,3,"AZ","business",NA,NA,NA,"Sandwiches","Restaurants",NA,NA,"22:00","10:30","21:00","11:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"average",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"u5o4H8h0sIVhqa8Lcusi5g","Italian","Pizza","Phoenix","3131 E Thunderbird Rd
Phoenix, AZ 85032","21:00","11:30","21:00","11:30","21:00","11:30","21:00","11:30","21:00","11:30",33.6102008,-112.0149317,"Fatso's Pizza",NA,TRUE,105,3.5,"AZ","business",NA,NA,NA,"Salad","Restaurants",NA,NA,"21:00","11:30","21:00","11:30",NA,NA,NA,NA,"free",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"average",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,"x-YyGmE9tIXAUdg_4Py5KA","Italian","Pizza","Phoenix","5233 S Central Ave
Ste 9
Phoenix, AZ 85040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3986064,-112.0725275,"Pizza Hut",NA,TRUE,12,1.5,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,"SQ7MWe4iDbvhuVcBpCar9A","Italian","Pizza","Phoenix","4810 E Ray Rd
Ste 1
Phoenix, AZ 85044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3211875,-111.9795022,"Pizza Hut",NA,TRUE,3,3,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"RYZ08XAToBaN-bS5HHVEhQ","Italian","Pizza","Phoenix","4710 E Warner Rd
Ste 10
Phoenix, AZ 85044","22:00","11:00",NA,NA,"22:00","11:00","22:00","11:00","22:00","11:00",33.331242,-111.9826372,"Nellos Pizza",NA,TRUE,149,4,"AZ","business",NA,NA,NA,"Sandwiches","Restaurants",NA,NA,"22:00","11:00","21:00","16:00",NA,NA,NA,NA,"no",NA,TRUE,NA,FALSE,"no",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"average",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"hgb1RihLYRSpFBjBhn8rZw","Italian","Pizza","Phoenix","4909 E Chandler Blvd
Ste 506
Phoenix, AZ 85048","21:00","16:00","21:00","16:00","21:00","16:00","21:00","16:00","21:00","16:00",33.303967,-111.97839,"Bell' Italia Pizzeria",NA,TRUE,79,4,"AZ","business",NA,NA,NA,"Salad","Restaurants",NA,NA,"21:00","16:00","21:00","16:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"quiet",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"rqKvfrvfsM_TQMv4IP1YVw","Italian","Pizza","Phoenix","18425 N 51 Ave
Phoenix, AZ 85308","23:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30",33.6530347,-112.1682485,"Barro's Pizza",NA,TRUE,21,3.5,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"23:00","10:30","22:00","10:30",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"quiet",NA,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"Q2dEL_fB-0A0dT8Vb0WhjQ","Italian","Pizza","Phoenix","1520 N 43rd Ave
Phoenix, AZ 85009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4648863,-112.1523457,"Pizza Hut",NA,TRUE,6,2,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,1,TRUE,FALSE,NA,"0vb_YDCtZo0Yk9zHF7rzSA","Italian","Pizza","Phoenix","1839 W Indian School Rd
Phoenix, AZ 85015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4947917,-112.0995026,"Pizza Hut",NA,TRUE,16,1.5,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"loud",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,"p1sX2UVxEjPzd92LtP3c4g","Italian","Pizza","Phoenix","3126 W Indian School Rd
Phoenix, AZ 85017","21:00","10:00",NA,NA,"20:00","10:00","20:00","10:00","20:00","10:00",33.4950335,-112.1263039,"Angie & Jimmie's Italian Pizza",NA,TRUE,74,4,"AZ","business",NA,NA,NA,"Salad","Restaurants",NA,NA,"21:00","10:00",NA,NA,NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"average",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"O4E5IXT6zVJ3VpbYHqxRug","Italian","Pizza","Phoenix","6005 N 43rd Ave
Phoenix, AZ 85019","00:00","09:00","23:00","09:00","23:00","09:00","23:00","09:00","23:00","09:00",33.5243739707411,-112.149998081476,"Pizza Mia",NA,TRUE,31,4,"AZ","business",NA,NA,NA,"Salad","Restaurants",NA,NA,"00:00","10:00","23:00","11:00",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,NA,"gF5zLXzjQ0hqli5Xn3Pccw","Italian","Pizza","Phoenix","3602 W Camelback Rd
Phoenix, AZ 85019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5097421,-112.1365527,"Pizza Hut",NA,TRUE,8,2.5,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"average",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"PVO1QrMnmRXNoyITgt3o4g","Italian","Pizza","Phoenix","8052 N. 19th Ave.
#14
Phoenix, AZ 85021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5551465,-112.1005889,"Pizza Hut",NA,TRUE,5,4,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"HAMKYsgtJ6fEBUZzTMhZwA","Italian","Pizza","Phoenix","2510 W Thunderbird Rd
Ste 6
Phoenix, AZ 85023","23:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30",33.6117852,-112.1105198,"Barro's Pizza",NA,TRUE,62,4,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"23:00","10:30","22:00","10:30",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"3yMneVFhBePIBtCGdboc7Q","Italian","Pizza","Phoenix","18631 N 19th Ave
Phoenix, AZ 85027","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00",33.65596,-112.098494,"Sardella's Pizza & Wings",NA,TRUE,63,4,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,"23:00","11:00","22:00","11:00",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"LSoRoX3DDsX8YgqTQpQuTQ","Italian","Pizza","Phoenix","20206 North 27th Ave
Ste B
Phoenix, AZ 85027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6702654,-112.1181065,"Pizza Hut",NA,TRUE,7,2.5,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"WBDFE5PtCeL6x2YQRskZnA","Italian","Pizza","Phoenix","13624 N. 35th Avenue
Phoenix, AZ 85029","01:00","10:00","00:00","10:00","00:00","10:00","00:00","10:00","00:00","10:00",33.6096458,-112.1343297,"Pizza Hut",NA,TRUE,6,3,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,"01:00","10:00","00:00","10:00",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,"_io-CVnCgHyt0vpTCrP13A","Italian","Pizza","Phoenix","10720 W Indian School Rd
Ste 13
Phoenix, AZ 85037","23:00","10:00","22:00","10:00","22:00","10:00","22:00","10:00","22:00","10:00",33.4947065,-112.2919195,"Brother's Pizza",NA,TRUE,47,3.5,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"23:00","11:00","22:00","11:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
