Year,Leading.Cause,Sex,Race_Ethnicity,Deaths,Death.Rate,Age.Adjusted.Death.Rate,Population,TotalMortality,PrematureDeathsPercent,InfantMortality,MotorVehicleMortality,UnintentionalInjuryMortality,UnintentionalInjuryHospitalizations,PoisoningHospitalizations,FallHospitalizations,AsthmaHospitalizations,AsthmaHospitalizationsBelow17,ChronicLowerRespiratoryDiseaseMortality,ChronicLowerRespiratoryDiseaseHospitalizations,DiabetesMortality,DiabetesPrimaryDiagnosisHospitalizations,DiabetesAnyDiagnosisHospitalizations,DiabetesShortTermComplicationsHospitalizations,DiabetesShortTermComplicationsHospitalizations18Up,LungCancerIncidence,ColorectalCancerMortality,ColorectalCancerIncidence,FemaleBreastCancerMortality,FemaleLateStageBreastCancerIncidence,CervixUteriCancerMortality,CervicalCancerIncidence,DrugRelatedHospitalizations,SuicideMortality,HeartDiseaseMortality,HeartDiseaseHospitalizations,CerebrovascularDiseaseStrokeMortality,CerebrovascularDiseaseStrokeHospitalizations,CoronaryHeartDiseaseMortality,CoronaryHeartDiseaseHospitalizations,CongestiveHeartFailureMortality,CongestiveHeartFailureHospitalizations,YearsOfPotentialLifeLost
2010,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3408,254.1,216.6,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,138,12.1,12.9,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,211,15.7,14.5,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2010,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,86,8.2,7.4,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2010,Septicemia (A40-A41),F,White Non-Hispanic,107,7.5,4.3,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,43,7.5,8.5,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,184,13,8.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,61,11.5,14.8,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,180,15.6,18.9,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,272,20.4,18.1,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,All Other Causes,F,Asian and Pacific Islander,278,48.7,57.4,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,All Other Causes,F,Black Non-Hispanic,1473,140.7,128.8,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,All Other Causes,F,Hispanic,1025,83.7,94.8,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,All Other Causes,F,White Non-Hispanic,2445,172.6,105.4,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,All Other Causes,M,Asian and Pacific Islander,340,64.3,85.1,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,All Other Causes,M,Black Non-Hispanic,1337,156.7,181.7,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,All Other Causes,M,Hispanic,1207,104.7,151.1,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,All Other Causes,M,White Non-Hispanic,2165,162.3,139.5,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,Alzheimer's Disease (G30),F,Asian and Pacific Islander,24,4.2,5.4,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,Alzheimer's Disease (G30),F,Black Non-Hispanic,90,8.6,7.4,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Alzheimer's Disease (G30),F,Hispanic,90,7.3,9.1,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Alzheimer's Disease (G30),F,White Non-Hispanic,231,16.3,7.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,266,31.2,31.5,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,98,17.2,20.6,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,281,26.8,23.6,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,179,14.6,17.3,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,466,32.9,17.6,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,79,15,18.5,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,200,23.4,28.1,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,147,12.8,20.9,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,290,21.7,18.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,Certain Conditions originating in the Perinatal Period (P00-P96),M,Asian and Pacific Islander,19,3.6,4.2,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,167,14.5,18.8,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,30,5.3,6.6,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,221,21.1,18.6,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,156,12.7,15,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,510,36,21,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,73,13.8,22,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,200,23.4,29.1,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,123,10.7,19.2,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,444,33.3,27.8,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,51,8.9,10.7,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,410,39.2,34.7,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Diabetes Mellitus (E10-E14),F,Hispanic,196,16,18.5,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,253,17.9,11.1,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,60,11.4,14.3,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,307,36,43.9,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Diabetes Mellitus (E10-E14),M,Hispanic,200,17.3,29.2,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,258,19.3,16.3,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,402,70.5,86.1,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2243,214.3,186.7,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1348,110,131.8,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,5016,354.1,179.8,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,452,85.5,117.8,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,1840,215.7,268.3,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1201,104.2,180.8,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,4220,316.4,260.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,46,8.1,10.2,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,225,21.5,18.7,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,83,6.8,8.1,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,199,14,6.8,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,37,7,10.5,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,154,18.1,21.7,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,142,10.6,8.8,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,144,13.8,12.4,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,70,5.7,5.7,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,277,32.5,31.8,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,162,14.1,16.2,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,83,14.5,17.8,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2011,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,273,26.1,22.8,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2011,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,218,17.8,21.5,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2011,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,696,49.1,25.4,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
